corpus	operator_id	metric_id	classification	delta	both_available
Doyle	FIRST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0316263	true
Doyle	FIRST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.052295	true
Doyle	FIRST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	FIRST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	FIRST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	FIRST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	FIRST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	FIRST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Doyle	FIRST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.288925	true
Doyle	FIRST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.000574383	true
Doyle	FIRST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false
Doyle	FIRST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	FIRST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	LAST_GLYPH_OF_LINE	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	LAST_GLYPH_OF_LINE	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	LAST_GLYPH_OF_LINE	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	LAST_GLYPH_OF_LINE	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	LAST_GLYPH_OF_LINE	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0316263	true
Doyle	LAST_GLYPH_OF_LINE	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.052295	true
Doyle	LAST_GLYPH_OF_LINE	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	LAST_GLYPH_OF_LINE	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	LAST_GLYPH_OF_LINE	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	LAST_GLYPH_OF_LINE	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	LAST_GLYPH_OF_LINE	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	LAST_GLYPH_OF_LINE	cs2/prev-family-current-family	SUPPORTING		false
Doyle	LAST_GLYPH_OF_LINE	LS1_LINE_LENGTH_CV	SUPPORTING	-0.288925	true
Doyle	LAST_GLYPH_OF_LINE	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.000574383	true
Doyle	LAST_GLYPH_OF_LINE	cs1/family-line-position	SUPPORTING		false
Doyle	LAST_GLYPH_OF_LINE	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	LAST_GLYPH_OF_LINE	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	NTH_GLYPH_OF_TOKEN_2	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	NTH_GLYPH_OF_TOKEN_2	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	NTH_GLYPH_OF_TOKEN_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	NTH_GLYPH_OF_TOKEN_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	NTH_GLYPH_OF_TOKEN_2	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.030622	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.0508981	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	NTH_GLYPH_OF_TOKEN_2	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	NTH_GLYPH_OF_TOKEN_2	cs2/prev-family-current-family	SUPPORTING		false
Doyle	NTH_GLYPH_OF_TOKEN_2	LS1_LINE_LENGTH_CV	SUPPORTING	-0.000205462	true
Doyle	NTH_GLYPH_OF_TOKEN_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0880616	true
Doyle	NTH_GLYPH_OF_TOKEN_2	cs1/family-line-position	SUPPORTING		false
Doyle	NTH_GLYPH_OF_TOKEN_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	NTH_GLYPH_OF_TOKEN_2	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	NTH_GLYPH_OF_TOKEN_3	EF1_GIANT_COMPONENT_SHARE	CORE	0.726119	true
Doyle	NTH_GLYPH_OF_TOKEN_3	EF2_GLOBAL_CLUSTERING	CORE	0.633089	true
Doyle	NTH_GLYPH_OF_TOKEN_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	-0.293276	true
Doyle	NTH_GLYPH_OF_TOKEN_3	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	NTH_GLYPH_OF_TOKEN_3	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0307486	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.0510082	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	NTH_GLYPH_OF_TOKEN_3	EF1_ISOLATE_SHARE	SUPPORTING	-0.494776	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.627118	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	-0.45962	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	-0.405723	true
Doyle	NTH_GLYPH_OF_TOKEN_3	cs2/prev-family-current-family	SUPPORTING		false
Doyle	NTH_GLYPH_OF_TOKEN_3	LS1_LINE_LENGTH_CV	SUPPORTING	0.00230145	true
Doyle	NTH_GLYPH_OF_TOKEN_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0628221	true
Doyle	NTH_GLYPH_OF_TOKEN_3	cs1/family-line-position	SUPPORTING		false
Doyle	NTH_GLYPH_OF_TOKEN_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	NTH_GLYPH_OF_TOKEN_3	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0152451	true
Doyle	NTH_TOKEN_OF_LINE_2	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0121726	true
Doyle	NTH_TOKEN_OF_LINE_2	EF2_GLOBAL_CLUSTERING	CORE	-0.00161238	true
Doyle	NTH_TOKEN_OF_LINE_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.114113	true
Doyle	NTH_TOKEN_OF_LINE_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	NTH_TOKEN_OF_LINE_2	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0316263	true
Doyle	NTH_TOKEN_OF_LINE_2	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.052295	true
Doyle	NTH_TOKEN_OF_LINE_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	NTH_TOKEN_OF_LINE_2	EF1_ISOLATE_SHARE	SUPPORTING	0.101183	true
Doyle	NTH_TOKEN_OF_LINE_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.231056	true
Doyle	NTH_TOKEN_OF_LINE_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0817294	true
Doyle	NTH_TOKEN_OF_LINE_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0735469	true
Doyle	NTH_TOKEN_OF_LINE_2	cs2/prev-family-current-family	SUPPORTING		false
Doyle	NTH_TOKEN_OF_LINE_2	LS1_LINE_LENGTH_CV	SUPPORTING	-0.288925	true
Doyle	NTH_TOKEN_OF_LINE_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.000574383	true
Doyle	NTH_TOKEN_OF_LINE_2	cs1/family-line-position	SUPPORTING		false
Doyle	NTH_TOKEN_OF_LINE_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	NTH_TOKEN_OF_LINE_2	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0057244	true
Doyle	NTH_TOKEN_OF_LINE_3	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0546777	true
Doyle	NTH_TOKEN_OF_LINE_3	EF2_GLOBAL_CLUSTERING	CORE	0.0099941	true
Doyle	NTH_TOKEN_OF_LINE_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0606295	true
Doyle	NTH_TOKEN_OF_LINE_3	2DL1_LAYOUT_POSITION_MI	CORE	-0.00226203	true
Doyle	NTH_TOKEN_OF_LINE_3	BP1_BOUNDARY_TOKEN_NMI	CORE	-0.0316263	true
Doyle	NTH_TOKEN_OF_LINE_3	LS2_POSITIONAL_LEXICON_NMI	CORE	-0.052295	true
Doyle	NTH_TOKEN_OF_LINE_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.329156	true
Doyle	NTH_TOKEN_OF_LINE_3	EF1_ISOLATE_SHARE	SUPPORTING	0.110296	true
Doyle	NTH_TOKEN_OF_LINE_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.239925	true
Doyle	NTH_TOKEN_OF_LINE_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0818356	true
Doyle	NTH_TOKEN_OF_LINE_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0750446	true
Doyle	NTH_TOKEN_OF_LINE_3	cs2/prev-family-current-family	SUPPORTING		false
Doyle	NTH_TOKEN_OF_LINE_3	LS1_LINE_LENGTH_CV	SUPPORTING	-0.288925	true
Doyle	NTH_TOKEN_OF_LINE_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	-0.000574383	true
Doyle	NTH_TOKEN_OF_LINE_3	cs1/family-line-position	SUPPORTING		false
Doyle	NTH_TOKEN_OF_LINE_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	NTH_TOKEN_OF_LINE_3	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0136993	true
Doyle	PERIODIC_TOKEN_2	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0100485	true
Doyle	PERIODIC_TOKEN_2	EF2_GLOBAL_CLUSTERING	CORE	-0.0203261	true
Doyle	PERIODIC_TOKEN_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0317641	true
Doyle	PERIODIC_TOKEN_2	2DL1_LAYOUT_POSITION_MI	CORE	-0.00161407	true
Doyle	PERIODIC_TOKEN_2	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0161414	true
Doyle	PERIODIC_TOKEN_2	LS2_POSITIONAL_LEXICON_NMI	CORE	0.0269103	true
Doyle	PERIODIC_TOKEN_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.171472	true
Doyle	PERIODIC_TOKEN_2	EF1_ISOLATE_SHARE	SUPPORTING	0.0375215	true
Doyle	PERIODIC_TOKEN_2	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.0481661	true
Doyle	PERIODIC_TOKEN_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0174696	true
Doyle	PERIODIC_TOKEN_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0154992	true
Doyle	PERIODIC_TOKEN_2	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_TOKEN_2	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0157074	true
Doyle	PERIODIC_TOKEN_2	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.00381423	true
Doyle	PERIODIC_TOKEN_2	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_TOKEN_2	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_TOKEN_2	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0332783	true
Doyle	PERIODIC_TOKEN_3	EF1_GIANT_COMPONENT_SHARE	CORE	-0.022731	true
Doyle	PERIODIC_TOKEN_3	EF2_GLOBAL_CLUSTERING	CORE	0.000899077	true
Doyle	PERIODIC_TOKEN_3	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0521218	true
Doyle	PERIODIC_TOKEN_3	2DL1_LAYOUT_POSITION_MI	CORE	-0.00143044	true
Doyle	PERIODIC_TOKEN_3	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0290327	true
Doyle	PERIODIC_TOKEN_3	LS2_POSITIONAL_LEXICON_NMI	CORE	0.0387432	true
Doyle	PERIODIC_TOKEN_3	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.219635	true
Doyle	PERIODIC_TOKEN_3	EF1_ISOLATE_SHARE	SUPPORTING	0.0602292	true
Doyle	PERIODIC_TOKEN_3	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.100712	true
Doyle	PERIODIC_TOKEN_3	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0318068	true
Doyle	PERIODIC_TOKEN_3	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.029972	true
Doyle	PERIODIC_TOKEN_3	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_TOKEN_3	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0215265	true
Doyle	PERIODIC_TOKEN_3	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.00981475	true
Doyle	PERIODIC_TOKEN_3	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_TOKEN_3	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_TOKEN_3	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0115129	true
Doyle	PERIODIC_TOKEN_5	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0126795	true
Doyle	PERIODIC_TOKEN_5	EF2_GLOBAL_CLUSTERING	CORE	-0.0326348	true
Doyle	PERIODIC_TOKEN_5	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0478254	true
Doyle	PERIODIC_TOKEN_5	2DL1_LAYOUT_POSITION_MI	CORE	-0.000809608	true
Doyle	PERIODIC_TOKEN_5	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0423971	true
Doyle	PERIODIC_TOKEN_5	LS2_POSITIONAL_LEXICON_NMI	CORE	0.0248987	true
Doyle	PERIODIC_TOKEN_5	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.22352	true
Doyle	PERIODIC_TOKEN_5	EF1_ISOLATE_SHARE	SUPPORTING	0.0710008	true
Doyle	PERIODIC_TOKEN_5	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.143926	true
Doyle	PERIODIC_TOKEN_5	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0469699	true
Doyle	PERIODIC_TOKEN_5	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0445106	true
Doyle	PERIODIC_TOKEN_5	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_TOKEN_5	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0191855	true
Doyle	PERIODIC_TOKEN_5	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.0107609	true
Doyle	PERIODIC_TOKEN_5	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_TOKEN_5	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_TOKEN_5	cs7/edit-distance-x-structural-distance	SUPPORTING	-0.0135798	true
Doyle	PERIODIC_TOKEN_7	EF1_GIANT_COMPONENT_SHARE	CORE	-0.0066959	true
Doyle	PERIODIC_TOKEN_7	EF2_GLOBAL_CLUSTERING	CORE	0.0264584	true
Doyle	PERIODIC_TOKEN_7	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE	0.0409885	true
Doyle	PERIODIC_TOKEN_7	2DL1_LAYOUT_POSITION_MI	CORE	0.000596814	true
Doyle	PERIODIC_TOKEN_7	BP1_BOUNDARY_TOKEN_NMI	CORE	0.0298808	true
Doyle	PERIODIC_TOKEN_7	LS2_POSITIONAL_LEXICON_NMI	CORE	0.0106374	true
Doyle	PERIODIC_TOKEN_7	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE	-0.235418	true
Doyle	PERIODIC_TOKEN_7	EF1_ISOLATE_SHARE	SUPPORTING	0.0856184	true
Doyle	PERIODIC_TOKEN_7	LP1_RULE_SUPPORT_GINI	SUPPORTING	-0.174549	true
Doyle	PERIODIC_TOKEN_7	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING	0.0564315	true
Doyle	PERIODIC_TOKEN_7	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING	0.0556297	true
Doyle	PERIODIC_TOKEN_7	cs2/prev-family-current-family	SUPPORTING		false
Doyle	PERIODIC_TOKEN_7	LS1_LINE_LENGTH_CV	SUPPORTING	-0.0167913	true
Doyle	PERIODIC_TOKEN_7	LS4_WITHIN_LINE_EXACT_REPETITION	SUPPORTING	0.018573	true
Doyle	PERIODIC_TOKEN_7	cs1/family-line-position	SUPPORTING		false
Doyle	PERIODIC_TOKEN_7	cs6/family-diversity-x-line-length	SUPPORTING	0	true
Doyle	PERIODIC_TOKEN_7	cs7/edit-distance-x-structural-distance	SUPPORTING	0.0170481	true
Doyle	PERIODIC_GLYPH_2	EF1_GIANT_COMPONENT_SHARE	CORE		false
Doyle	PERIODIC_GLYPH_2	EF2_GLOBAL_CLUSTERING	CORE		false
Doyle	PERIODIC_GLYPH_2	EF3_DEGREE_FREQUENCY_SPEARMAN	CORE		false
Doyle	PERIODIC_GLYPH_2	2DL1_LAYOUT_POSITION_MI	CORE		false
Doyle	PERIODIC_GLYPH_2	BP1_BOUNDARY_TOKEN_NMI	CORE		false
Doyle	PERIODIC_GLYPH_2	LS2_POSITIONAL_LEXICON_NMI	CORE		false
Doyle	PERIODIC_GLYPH_2	LS3_BOUNDARY_LENGTH_ASYMMETRY	CORE		false
Doyle	PERIODIC_GLYPH_2	EF1_ISOLATE_SHARE	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	LP1_RULE_SUPPORT_GINI	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	LP4_PREFIX_ATTACHMENT_NMI	SUPPORTING		false
Doyle	PERIODIC_GLYPH_2	LP4_SUFFIX_ATTACHMENT_NMI	SUPPORTING		false
