metric_id	operator_id	extraction_class	n_carriers_significant	n_carriers_consistent_sign	cross_carrier_stable	n_operators_sharing_direction	classification
2DL1_LAYOUT_POSITION_MI	FIRST_TOKEN_OF_LINE	ACROSTIC	3	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	LAST_TOKEN_OF_LINE	TELESTIC	3	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	FIRST_GLYPH_OF_LINE	ACROSTIC	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	LAST_GLYPH_OF_LINE	TELESTIC	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	3	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	3	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	3	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	2	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	2	0	false	7	PLAINTEXT_DRIVEN
2DL1_LAYOUT_POSITION_MI	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	0	1	false	7	NOT_STABLE
2DL1_LAYOUT_POSITION_MI	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	2	1	true	7	OPERATOR_SPECIFIC
2DL1_LAYOUT_POSITION_MI	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	0	1	false	7	NOT_STABLE
BP1_BOUNDARY_TOKEN_NMI	FIRST_GLYPH_OF_TOKEN	ACROSTIC	2	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	LAST_GLYPH_OF_TOKEN	TELESTIC	1	1	false	11	NOT_STABLE
BP1_BOUNDARY_TOKEN_NMI	FIRST_TOKEN_OF_LINE	ACROSTIC	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	LAST_TOKEN_OF_LINE	TELESTIC	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	FIRST_GLYPH_OF_LINE	ACROSTIC	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	LAST_GLYPH_OF_LINE	TELESTIC	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	2	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	3	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	3	0	false	0	PLAINTEXT_DRIVEN
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	1	1	false	11	NOT_STABLE
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	2	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	1	1	false	11	NOT_STABLE
BP1_BOUNDARY_TOKEN_NMI	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	2	1	true	11	EXTRACTION_GENERAL
BP1_BOUNDARY_TOKEN_NMI	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
BP1_BOUNDARY_TOKEN_NMI	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	FIRST_GLYPH_OF_TOKEN	ACROSTIC	1	1	false	10	NOT_STABLE
LS2_POSITIONAL_LEXICON_NMI	LAST_GLYPH_OF_TOKEN	TELESTIC	1	1	false	10	NOT_STABLE
LS2_POSITIONAL_LEXICON_NMI	FIRST_TOKEN_OF_LINE	ACROSTIC	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	LAST_TOKEN_OF_LINE	TELESTIC	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	FIRST_GLYPH_OF_LINE	ACROSTIC	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	LAST_GLYPH_OF_LINE	TELESTIC	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	2	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	2	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	3	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	2	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	3	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	3	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	1	1	false	10	NOT_STABLE
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	2	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	1	1	false	10	NOT_STABLE
LS2_POSITIONAL_LEXICON_NMI	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	2	1	true	10	EXTRACTION_GENERAL
LS2_POSITIONAL_LEXICON_NMI	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	3	0	false	0	PLAINTEXT_DRIVEN
LS2_POSITIONAL_LEXICON_NMI	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	3	0	false	0	PLAINTEXT_DRIVEN
LS3_BOUNDARY_LENGTH_ASYMMETRY	FIRST_GLYPH_OF_TOKEN	ACROSTIC	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	LAST_GLYPH_OF_TOKEN	TELESTIC	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	FIRST_TOKEN_OF_LINE	ACROSTIC	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	LAST_TOKEN_OF_LINE	TELESTIC	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	FIRST_GLYPH_OF_LINE	ACROSTIC	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	LAST_GLYPH_OF_LINE	TELESTIC	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	1	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	0	1	false	9	NOT_STABLE
LS3_BOUNDARY_LENGTH_ASYMMETRY	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
LS3_BOUNDARY_LENGTH_ASYMMETRY	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	3	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	FIRST_GLYPH_OF_TOKEN	ACROSTIC	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	LAST_GLYPH_OF_TOKEN	TELESTIC	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	FIRST_TOKEN_OF_LINE	ACROSTIC	3	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	LAST_TOKEN_OF_LINE	TELESTIC	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	FIRST_GLYPH_OF_LINE	ACROSTIC	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	LAST_GLYPH_OF_LINE	TELESTIC	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	0	1	false	9	NOT_STABLE
EF1_ISOLATE_SHARE	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	0	1	false	0	NOT_STABLE
EF1_ISOLATE_SHARE	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	2	1	true	9	OPERATOR_SPECIFIC
EF1_ISOLATE_SHARE	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	3	1	true	9	OPERATOR_SPECIFIC
LP1_RULE_SUPPORT_GINI	FIRST_GLYPH_OF_TOKEN	ACROSTIC	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	LAST_GLYPH_OF_TOKEN	TELESTIC	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	FIRST_TOKEN_OF_LINE	ACROSTIC	2	1	true	2	OPERATOR_SPECIFIC
LP1_RULE_SUPPORT_GINI	LAST_TOKEN_OF_LINE	TELESTIC	1	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	FIRST_GLYPH_OF_LINE	ACROSTIC	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	LAST_GLYPH_OF_LINE	TELESTIC	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	2	1	true	2	OPERATOR_SPECIFIC
LP1_RULE_SUPPORT_GINI	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	1	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	1	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_TOKEN_5	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_TOKEN_7	PERIODIC_EXTRACTION	1	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_GLYPH_2	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_GLYPH_3	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_GLYPH_5	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	PERIODIC_GLYPH_7	PERIODIC_EXTRACTION	0	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	FIXED_OFFSET_WITHIN_GROUP_1	POSITIONAL_EXTRACTION	1	1	false	2	NOT_STABLE
LP1_RULE_SUPPORT_GINI	FIXED_OFFSET_WITHIN_GROUP_2	POSITIONAL_EXTRACTION	1	1	false	2	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	FIRST_GLYPH_OF_TOKEN	ACROSTIC	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	LAST_GLYPH_OF_TOKEN	TELESTIC	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	FIRST_TOKEN_OF_LINE	ACROSTIC	3	1	true	4	OPERATOR_SPECIFIC
LP4_PREFIX_ATTACHMENT_NMI	LAST_TOKEN_OF_LINE	TELESTIC	2	1	true	4	OPERATOR_SPECIFIC
LP4_PREFIX_ATTACHMENT_NMI	FIRST_GLYPH_OF_LINE	ACROSTIC	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	LAST_GLYPH_OF_LINE	TELESTIC	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	NTH_GLYPH_OF_TOKEN_2	POSITIONAL_EXTRACTION	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	NTH_GLYPH_OF_TOKEN_3	POSITIONAL_EXTRACTION	0	1	false	0	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	NTH_TOKEN_OF_LINE_2	POSITIONAL_EXTRACTION	3	1	true	4	OPERATOR_SPECIFIC
LP4_PREFIX_ATTACHMENT_NMI	NTH_TOKEN_OF_LINE_3	POSITIONAL_EXTRACTION	1	1	false	4	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	PERIODIC_TOKEN_2	PERIODIC_EXTRACTION	0	1	false	4	NOT_STABLE
LP4_PREFIX_ATTACHMENT_NMI	PERIODIC_TOKEN_3	PERIODIC_EXTRACTION	1	1	false	4	NOT_STABLE
