corpus	operator_id	null_kind	metric_id	observed_delta	null_mean_delta	null_sd_delta	effect_size	p_value	n_replicates
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	BP1_BOUNDARY_TOKEN_NMI	-0.0302578	-0.0301362	9.36697e-05	-1.29757	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	BP1_BOUNDARY_TOKEN_NMI	-0.0302578	-0.0308844	0.000156666	3.99993	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LS2_POSITIONAL_LEXICON_NMI	-0.0505184	-0.0505255	0.00016602	0.0427329	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LS2_POSITIONAL_LEXICON_NMI	-0.0505184	-0.0512476	0.000240119	3.0365	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	EF1_ISOLATE_SHARE	-0.494776	-0.494776	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	EF1_ISOLATE_SHARE	-0.494776	-0.494776	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LP1_RULE_SUPPORT_GINI	-0.627118	-0.627118	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LP1_RULE_SUPPORT_GINI	-0.627118	-0.627118	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LP4_PREFIX_ATTACHMENT_NMI	-0.45962	-0.45962	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LP4_PREFIX_ATTACHMENT_NMI	-0.45962	-0.45962	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LP4_SUFFIX_ATTACHMENT_NMI	-0.405723	-0.405723	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LP4_SUFFIX_ATTACHMENT_NMI	-0.405723	-0.405723	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LS1_LINE_LENGTH_CV	0	0.061961	0.000702881	-88.1529	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LS1_LINE_LENGTH_CV	0	0	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	LS4_WITHIN_LINE_EXACT_REPETITION	0.0780911	0.0519013	0.000274951	95.2522	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	LS4_WITHIN_LINE_EXACT_REPETITION	0.0780911	0.0614839	0.000580861	28.5906	0.25	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED	cs7/edit-distance-x-structural-distance	-0.0152451	-0.0152451	0	0	1	3
Doyle	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM	cs7/edit-distance-x-structural-distance	-0.0152451	-0.0152451	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_GIANT_COMPONENT_SHARE	-0.0915319	-0.0350342	0.0247518	-2.28258	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_GIANT_COMPONENT_SHARE	-0.0915319	-0.0294777	0.0120523	-5.14876	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF2_GLOBAL_CLUSTERING	-0.011461	-0.0302236	0.0183907	1.02022	0.5	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF2_GLOBAL_CLUSTERING	-0.011461	-0.00333815	0.0227618	-0.356862	0.75	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF3_DEGREE_FREQUENCY_SPEARMAN	0.0616218	0.0974634	0.0188342	-1.90301	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF3_DEGREE_FREQUENCY_SPEARMAN	0.0616218	0.106521	0.0349038	-1.28637	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.000785975	0.000505248	-2.92145	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	0.056811	0.00231682	-38.1718	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	-0.0316263	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS2_POSITIONAL_LEXICON_NMI	-0.052295	0.0455484	0.00515359	-18.9855	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS2_POSITIONAL_LEXICON_NMI	-0.052295	-0.052295	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.217419	0.136714	-0.817311	0.5	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_ISOLATE_SHARE	0.154385	0.110192	0.00951518	4.64452	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_ISOLATE_SHARE	0.154385	0.128257	0.00702616	3.71873	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP1_RULE_SUPPORT_GINI	-0.225628	-0.231113	0.0211392	0.259468	1	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP1_RULE_SUPPORT_GINI	-0.225628	-0.252385	0.017674	1.51391	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_PREFIX_ATTACHMENT_NMI	0.0830192	0.0780418	0.000931415	5.34392	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_PREFIX_ATTACHMENT_NMI	0.0830192	0.080349	0.00261641	1.02053	0.5	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_SUFFIX_ATTACHMENT_NMI	0.0762954	0.0742211	0.00401016	0.517253	1	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_SUFFIX_ATTACHMENT_NMI	0.0762954	0.0762762	0.00187147	0.0102522	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS1_LINE_LENGTH_CV	-0.288925	0.220977	0.00752549	-67.7567	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS1_LINE_LENGTH_CV	-0.288925	-0.288925	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	0.00986657	0.00137302	-7.60435	0.25	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	-0.000574383	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs7/edit-distance-x-structural-distance	0.0217282	0.0196224	0.0272279	0.0773371	1	3
Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	cs7/edit-distance-x-structural-distance	0.0217282	-0.00200456	0.00759958	3.1229	0.25	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_GIANT_COMPONENT_SHARE	-0.0480227	-0.0350342	0.0247518	-0.52475	0.75	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_GIANT_COMPONENT_SHARE	-0.0480227	-0.0294777	0.0120523	-1.53871	0.25	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF2_GLOBAL_CLUSTERING	-0.0155874	-0.0302236	0.0183907	0.795847	0.75	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF2_GLOBAL_CLUSTERING	-0.0155874	-0.00333815	0.0227618	-0.538148	0.75	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF3_DEGREE_FREQUENCY_SPEARMAN	0.0562249	0.0974634	0.0188342	-2.18956	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF3_DEGREE_FREQUENCY_SPEARMAN	0.0562249	0.106521	0.0349038	-1.44099	0.25	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.000785975	0.000505248	-2.92145	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	0.056811	0.00231682	-38.1718	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	-0.0316263	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS2_POSITIONAL_LEXICON_NMI	-0.052295	0.0455484	0.00515359	-18.9855	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS2_POSITIONAL_LEXICON_NMI	-0.052295	-0.052295	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.217419	0.136714	-0.817311	0.5	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_ISOLATE_SHARE	0.125336	0.110192	0.00951518	1.59156	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_ISOLATE_SHARE	0.125336	0.128257	0.00702616	-0.415739	0.75	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP1_RULE_SUPPORT_GINI	-0.247693	-0.231113	0.0211392	-0.784303	0.5	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP1_RULE_SUPPORT_GINI	-0.247693	-0.252385	0.017674	0.265497	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_PREFIX_ATTACHMENT_NMI	0.0787413	0.0780418	0.000931415	0.75108	0.5	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_PREFIX_ATTACHMENT_NMI	0.0787413	0.080349	0.00261641	-0.614468	0.5	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_SUFFIX_ATTACHMENT_NMI	0.0727237	0.0742211	0.00401016	-0.373404	1	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_SUFFIX_ATTACHMENT_NMI	0.0727237	0.0762762	0.00187147	-1.89824	0.25	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS1_LINE_LENGTH_CV	-0.288925	0.220977	0.00752549	-67.7567	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS1_LINE_LENGTH_CV	-0.288925	-0.288925	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	0.00986657	0.00137302	-7.60435	0.25	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	-0.000574383	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs7/edit-distance-x-structural-distance	0.0213839	0.0196224	0.0272279	0.064694	1	3
Doyle	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM	cs7/edit-distance-x-structural-distance	0.0213839	-0.00200456	0.00759958	3.0776	0.25	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_GIANT_COMPONENT_SHARE	0.726119	0.726119	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_GIANT_COMPONENT_SHARE	0.726119	0.726119	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF2_GLOBAL_CLUSTERING	0.633089	0.633089	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF2_GLOBAL_CLUSTERING	0.633089	0.633089	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF3_DEGREE_FREQUENCY_SPEARMAN	-0.293276	-0.293276	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF3_DEGREE_FREQUENCY_SPEARMAN	-0.293276	-0.293276	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	2DL1_LAYOUT_POSITION_MI	-0.00226203	-0.00226203	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	-0.0274568	0.000545522	-7.64307	0.25	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	BP1_BOUNDARY_TOKEN_NMI	-0.0316263	-0.0316263	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS2_POSITIONAL_LEXICON_NMI	-0.052295	-0.0448517	0.000558007	-13.3391	0.25	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LS2_POSITIONAL_LEXICON_NMI	-0.052295	-0.052295	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LS3_BOUNDARY_LENGTH_ASYMMETRY	-0.329156	-0.329156	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_ISOLATE_SHARE	-0.494776	-0.494776	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_ISOLATE_SHARE	-0.494776	-0.494776	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP1_RULE_SUPPORT_GINI	-0.627118	-0.627118	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LP1_RULE_SUPPORT_GINI	-0.627118	-0.627118	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_PREFIX_ATTACHMENT_NMI	-0.45962	-0.45962	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_PREFIX_ATTACHMENT_NMI	-0.45962	-0.45962	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LP4_SUFFIX_ATTACHMENT_NMI	-0.405723	-0.405723	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LP4_SUFFIX_ATTACHMENT_NMI	-0.405723	-0.405723	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS1_LINE_LENGTH_CV	-0.288925	0.232042	0.00336291	-154.916	0.25	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LS1_LINE_LENGTH_CV	-0.288925	-0.288925	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	0.0607568	0.00231273	-26.519	0.25	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	LS4_WITHIN_LINE_EXACT_REPETITION	-0.000574383	-0.000574383	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	cs6/family-diversity-x-line-length	0	0	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	cs7/edit-distance-x-structural-distance	-0.0152451	-0.0152451	0	0	1	3
Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	cs7/edit-distance-x-structural-distance	-0.0152451	-0.0152451	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF1_GIANT_COMPONENT_SHARE	0.726119	0.726119	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF1_GIANT_COMPONENT_SHARE	0.726119	0.726119	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF2_GLOBAL_CLUSTERING	0.633089	0.633089	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF2_GLOBAL_CLUSTERING	0.633089	0.633089	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED	EF3_DEGREE_FREQUENCY_SPEARMAN	-0.293276	-0.293276	0	0	1	3
Doyle	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM	EF3_DEGREE_FREQUENCY_SPEARMAN	-0.293276	-0.293276	0	0	1	3
