sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
cheol chol	2	6	6	4	3	3	2	0.5	1.7924812503605778	UNIVERSAL	canonical-clean	170,395	false	false	false	
ches aiin	2	7	6	5	3	3	2	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	42,504	false	false	false	
chey daiin	2	8	4	4	2	2	2	0.25	2	UNIVERSAL	canonical-clean	351,848	false	false	false	
chey kain	2	6	4	3	3	3	2	0.5	1.5	UNIVERSAL	canonical-clean	351,43	false	false	false	
chol chey	2	6	5	4	4	4	3	0.4	1.9219280948873623	UNIVERSAL	canonical-clean	395,351	false	false	false	
chol chy	2	8	7	4	2	2	2	0.42857142857142855	1.8423709931771088	UNIVERSAL	canonical-clean	395,164	false	false	false	
chol cthol	2	6	6	3	2	2	1	0.6666666666666666	1.2516291673878228	UNIVERSAL	canonical-clean	395,56	false	false	false	
chol daiin	2	33	29	10	3	3	2	0.4827586206896552	2.5371889637894185	UNIVERSAL	canonical-clean	395,848	false	false	false	
chol dol	2	6	5	3	2	2	1	0.6	1.3709505944546687	UNIVERSAL	canonical-clean	395,109	false	false	false	
chol dy	2	8	6	5	2	2	2	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	395,274	false	false	false	
chol ol	2	9	4	4	3	3	2	0.25	2	UNIVERSAL	canonical-clean	395,560	false	false	false	
chy daiin	2	9	9	6	2	2	2	0.3333333333333333	2.4193819456463714	UNIVERSAL	canonical-clean	164,848	false	false	false	
chy s	2	7	5	3	2	2	1	0.6	1.3709505944546687	UNIVERSAL	canonical-clean	164,350	false	false	false	
daiin chckhy	2	9	9	5	4	4	3	0.3333333333333333	2.113283334294875	UNIVERSAL	canonical-clean	848,140	false	false	false	
daiin chcthy	2	6	6	4	3	3	3	0.5	1.7924812503605778	UNIVERSAL	canonical-clean	848,81	false	false	false	
daiin chedy	2	10	7	6	3	2	3	0.2857142857142857	2.521640636343318	UNIVERSAL	canonical-clean	848,506	false	false	false	
daiin chey	2	13	9	5	3	3	3	0.5555555555555556	1.879964948727111	UNIVERSAL	canonical-clean	848,351	false	false	false	
daiin chor	2	7	6	3	2	2	2	0.6666666666666666	1.2516291673878228	UNIVERSAL	canonical-clean	848,211	false	false	false	
daiin dain	2	9	9	5	2	2	2	0.4444444444444444	2.058813890331201	UNIVERSAL	canonical-clean	848,214	false	false	false	
daiin dal	2	11	5	3	2	2	2	0.6	1.3709505944546687	UNIVERSAL	canonical-clean	848,242	false	false	false	
daiin dam	2	8	7	5	3	3	3	0.42857142857142855	2.1280852788913944	UNIVERSAL	canonical-clean	848,88	false	false	false	
daiin dar	2	7	4	3	3	3	2	0.5	1.5	UNIVERSAL	canonical-clean	848,323	false	false	false	
daiin dy	2	6	5	4	2	2	2	0.4	1.9219280948873623	UNIVERSAL	canonical-clean	848,274	false	false	false	
daiin okaiin	2	8	7	4	2	2	2	0.42857142857142855	1.8423709931771084	UNIVERSAL	canonical-clean	848,216	false	false	false	
daiin ol	2	7	6	4	3	3	2	0.5	1.7924812503605778	UNIVERSAL	canonical-clean	848,560	false	false	false	
daiin or	2	8	6	5	5	4	4	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	848,390	false	false	false	
daiin y	2	7	6	5	3	3	3	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	848,305	false	false	false	
dar aiin	2	7	5	5	2	2	2	0.2	2.321928094887362	UNIVERSAL	canonical-clean	323,504	false	false	false	
dar ar	2	10	7	4	2	2	2	0.42857142857142855	1.8423709931771084	UNIVERSAL	canonical-clean	323,403	false	false	false	
dar chedy	2	7	3	3	2	2	1	0.3333333333333333	1.584962500721156	UNIVERSAL	canonical-clean	323,506	false	false	false	
dar ol	2	8	7	3	2	2	1	0.5714285714285714	1.3787834934861753	UNIVERSAL	canonical-clean	323,560	false	false	false	
dy daiin	2	9	8	4	2	2	2	0.375	1.8112781244591325	UNIVERSAL	canonical-clean	274,848	false	false	false	
l chedy	2	11	7	3	2	2	2	0.5714285714285714	1.3787834934861753	UNIVERSAL	canonical-clean	188,506	false	false	false	
l s	2	9	5	3	3	3	3	0.4	1.5219280948873621	UNIVERSAL	canonical-clean	188,350	false	false	false	
o aiin	2	7	4	3	2	2	2	0.5	1.5	UNIVERSAL	canonical-clean	199,504	false	false	false	
o l	2	26	12	6	5	5	4	0.4166666666666667	2.221251836004466	UNIVERSAL	canonical-clean	199,188	false	false	false	
o r	2	7	3	3	3	3	3	0.3333333333333333	1.584962500721156	UNIVERSAL	canonical-clean	199,169	false	false	false	
okaiin otaiin	2	7	3	3	2	2	2	0.3333333333333333	1.584962500721156	UNIVERSAL	canonical-clean	216,155	false	false	false	
okar ar	2	12	6	5	4	3	4	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	140,403	false	false	false	
ol aiin	2	14	9	5	4	3	3	0.4444444444444444	2.058813890331201	UNIVERSAL	canonical-clean	560,504	false	false	false	
ol chey	2	9	7	4	3	3	3	0.42857142857142855	1.8423709931771084	UNIVERSAL	canonical-clean	560,351	false	false	false	
ol daiin	2	9	4	3	2	2	2	0.5	1.5	UNIVERSAL	canonical-clean	560,848	false	false	false	
ol kaiin	2	10	7	3	3	3	2	0.42857142857142855	1.4488156357251847	UNIVERSAL	canonical-clean	560,79	false	false	false	
ol or	2	7	7	4	4	3	3	0.5714285714285714	1.6644977792004614	UNIVERSAL	canonical-clean	560,390	false	false	false	
ol s	2	9	8	6	4	4	3	0.375	2.4056390622295662	UNIVERSAL	canonical-clean	560,350	false	false	false	
ol s aiin	3	5	5	4	3	3	2	0.4	1.9219280948873623	UNIVERSAL	canonical-clean	560,350,504	false	false	false	
ol sheey	2	11	10	4	4	4	3	0.6	1.5709505944546687	UNIVERSAL	canonical-clean	560,149	false	false	false	
or aiiin	2	9	8	5	4	4	2	0.375	2.1556390622295662	UNIVERSAL	canonical-clean	390,47	false	false	false	
or aiin	2	57	42	15	8	7	4	0.21428571428571427	3.5935346841684113	UNIVERSAL	canonical-clean	390,504	false	false	false	
or ain	2	12	10	6	4	3	3	0.3	2.3709505944546687	UNIVERSAL	canonical-clean	390,113	false	false	false	
or air	2	7	6	6	3	3	2	0.16666666666666666	2.584962500721156	UNIVERSAL	canonical-clean	390,84	false	false	false	
or al	2	8	4	4	3	3	2	0.25	2	UNIVERSAL	canonical-clean	390,261	false	false	false	
or ar	2	9	6	6	3	3	2	0.16666666666666666	2.584962500721156	UNIVERSAL	canonical-clean	390,403	false	false	false	
or cheey	2	8	6	5	5	5	3	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	390,183	false	false	false	
or chey	2	7	5	4	3	3	2	0.4	1.9219280948873623	UNIVERSAL	canonical-clean	390,351	false	false	false	
or chol	2	7	4	3	2	2	2	0.5	1.5	UNIVERSAL	canonical-clean	390,395	false	false	false	
or ol	2	10	7	4	3	3	3	0.42857142857142855	1.8423709931771084	UNIVERSAL	canonical-clean	390,560	false	false	false	
or or aiin	3	4	4	4	3	3	2	0.25	2	UNIVERSAL	canonical-clean	390,390,504	false	false	false	
otar ar	2	12	4	4	3	3	2	0.25	2	UNIVERSAL	canonical-clean	152,403	false	false	false	
qokaiin ol	2	8	6	4	3	3	2	0.5	1.7924812503605778	UNIVERSAL	canonical-clean	265,560	false	false	false	
qokedy otedy	2	7	6	3	2	2	2	0.6666666666666666	1.2516291673878228	UNIVERSAL	canonical-clean	276,165	false	false	false	
qokeedy qokedy	2	12	10	4	3	2	3	0.6	1.5709505944546687	UNIVERSAL	canonical-clean	307,276	false	false	false	
qokeedy qokeey	2	9	4	3	3	3	2	0.5	1.5	UNIVERSAL	canonical-clean	307,307	false	false	false	
qokeey daiin	2	10	5	3	3	3	3	0.6	1.3709505944546687	UNIVERSAL	canonical-clean	307,848	false	false	false	
qoky daiin	2	11	9	3	3	3	2	0.5555555555555556	1.3516441151533922	UNIVERSAL	canonical-clean	145,848	false	false	false	
r aiin	2	25	11	5	4	4	3	0.36363636363636365	2.1180782093497093	UNIVERSAL	canonical-clean	169,504	false	false	false	
s aiin	2	59	42	17	8	7	4	0.14285714285714285	3.9035239700887407	UNIVERSAL	canonical-clean	350,504	false	false	false	
s aiin chey	3	4	4	3	3	3	2	0.5	1.5	UNIVERSAL	canonical-clean	350,504,351	false	false	false	
s al	2	8	5	3	3	3	2	0.4	1.5219280948873621	UNIVERSAL	canonical-clean	350,261	false	false	false	
s ar	2	20	12	9	4	3	3	0.16666666666666666	3.084962500721156	UNIVERSAL	canonical-clean	350,403	false	false	false	
s chol	2	8	7	6	2	2	1	0.2857142857142857	2.521640636343318	UNIVERSAL	canonical-clean	350,395	false	false	false	
s or	2	12	9	7	5	5	3	0.2222222222222222	2.725480556997868	UNIVERSAL	canonical-clean	350,390	false	false	false	
s y	2	10	7	3	2	2	2	0.5714285714285714	1.3787834934861753	UNIVERSAL	canonical-clean	350,305	false	false	false	
sar aiin	2	7	4	4	3	3	2	0.25	2	UNIVERSAL	canonical-clean	81,504	false	false	false	
sar al	2	7	6	5	4	3	3	0.3333333333333333	2.2516291673878226	UNIVERSAL	canonical-clean	81,261	false	false	false	
shedy qokal	2	9	8	4	3	3	2	0.5	1.75	UNIVERSAL	canonical-clean	434,197	false	false	false	
shey qokaiin	2	8	8	4	3	3	2	0.375	1.8112781244591325	UNIVERSAL	canonical-clean	278,265	false	false	false	
shol daiin	2	9	9	5	2	2	1	0.5555555555555556	1.8799649487271108	UNIVERSAL	canonical-clean	186,848	false	false	false	
y cheey	2	7	3	3	3	3	2	0.3333333333333333	1.584962500721156	UNIVERSAL	canonical-clean	305,183	false	false	false	
y daiin	2	8	5	4	3	3	3	0.4	1.9219280948873623	UNIVERSAL	canonical-clean	305,848	false	false	false	
