sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
cheol chol	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.001998001998001998	0.011544011544011544	0.32967032967032966
ches aiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.21678321678321677
chey daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.5194805194805194	0.5512854492446329	0.2857142857142857
chey kain	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.5164835164835165
chol chey	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.09290709290709291	0.13057213057213057	0.04295704295704296
chol chy	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.13686313686313686	0.1824841824841825	0.4095904095904096
chol cthol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.030969030969030968	0.05964405964405964	0.7162837162837162
chol daiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.006993006993006993	0.024242424242424242	0.26973026973026976
chol dol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.04195804195804196	0.07523510971786834	0.5074925074925075
chol dy	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.012987012987012988	0.033766233766233764	0.19880119880119881
chol ol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.08091908091908091	0.1202226345083488	0.1938061938061938
chy daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.052947052947052944	0.09027038535235257	0.33266733266733267
chy s	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.08091908091908091	0.1202226345083488	0.5774225774225774
daiin chckhy	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.015984015984015984	0.03865901540320145	0.4865134865134865
daiin chcthy	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.015984015984015984	0.03865901540320145	0.5744255744255744
daiin chedy	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.028971028971028972	0.057942057942057944	0.08191808191808192
daiin chey	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.25074925074925075	0.2963400236127509	0.4035964035964036
daiin chor	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.6743256743256744	0.6875477463712758	0.8711288711288712
daiin dain	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.2047952047952048	0.2505729564553094	0.3836163836163836
daiin dal	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.5034965034965035	0.5398313027179007	0.7992007992007992
daiin dam	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.008991008991008992	0.027501909854851035	0.6823176823176823
daiin dar	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.7552447552447552	0.7625772285966461	0.6813186813186813
daiin dy	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.5264735264735265	0.553063098517644	0.3226773226773227
daiin okaiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.1918081918081918	0.23747680890538034	0.3926073926073926
daiin ol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.6123876123876124	0.6305773434486306	0.08891108891108891
daiin or	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.4645354645354645	0.5085440874914559	0.3246753246753247
daiin y	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.18581418581418582	0.23407917383821	0.26373626373626374
dar aiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.06493506493506493	0.10389610389610389	0.04695304695304695
dar ar	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.08791208791208792	0.12842712842712845	0.3696303696303696
dar chedy	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.35064935064935066	0.4007421150278293	0.4065934065934066
dar ol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.4325674325674326	0.48373132244099987	0.5334665334665335
dy daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.5704295704295704	0.5932467532467532	0.8391608391608392
l chedy	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.023976023976023976	0.04889228418640183	0.5604395604395604
l s	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.007992007992007992	0.025974025974025976	0.15784215784215785
o aiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.0919080919080919	0.13057213057213057	0.6473526473526473
o l	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.5744255744255744
o r	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.014985014985014986	0.03801076971808679	0.7872127872127872
okaiin otaiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.011988011988011988	0.032809295967190705	0.4405594405594406
okar ar	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.004995004995004995	0.021645021645021644	0.21178821178821178
ol aiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.15384615384615385	0.2	0.22277722277722278
ol chey	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.060939060939060936	0.10222036028487641	0.28771228771228774
ol daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.8661338661338661	0.8661338661338662	0.37162837162837165
ol kaiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.022977022977022976	0.04779220779220779	0.4125874125874126
ol or	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.42657342657342656	0.4822134387351778	0.3596403596403596
ol s	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.004995004995004995	0.021645021645021644	0.4485514485514486
ol s aiin	3	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.2057942057942058
ol sheey	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.005994005994005994	0.023976023976023976	0.32667332667332666
or aiiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.10589410589410589
or aiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.052947052947052944
or ain	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.16483516483516483
or air	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.016983016983016984
or al	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.02097902097902098	0.04545454545454546	0.12787212787212787
or ar	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.03396603396603397	0.06307977736549165	0.003996003996003996
or cheey	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.17182817182817184
or chey	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.07492507492507493	0.11630160883892227	0.13786213786213786
or chol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.24575424575424576	0.29377519032691446	0.5534465534465535
or ol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.4725274725274725	0.5119047619047619	0.5544455544455544
or or aiin	3	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.003996003996003996
otar ar	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.016983016983016984	0.04014167650531287	0.15484515484515485
qokaiin ol	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.08091908091908091	0.1202226345083488	0.14385614385614387
qokedy otedy	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.06293706293706294	0.10389610389610389	0.6453546453546454
qokeedy qokedy	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.004995004995004995	0.021645021645021644	0.6973026973026973
qokeedy qokeey	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.03596403596403597	0.06561859193438141	0.16583416583416583
qokeey daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.26373626373626374	0.3081861958266453	0.12387612387612387
qoky daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.15884115884115885	0.20394420394420396	0.6413586413586414
r aiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.4565434565434565
s aiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.2967032967032967
s aiin chey	3	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.023976023976023976
s al	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.02097902097902098	0.04545454545454546	0.5784215784215784
s ar	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.12287712287712288
s chol	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.01898101898101898	0.04291360813099943	0.24475524475524477
s or	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.004995004995004995	0.021645021645021644	0.19080919080919082
s y	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.13986013986013987	0.18411967779056387	0.949050949050949
sar aiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.10789210789210789
sar al	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.000999000999000999	0.006493506493506494	0.11888111888111888
shedy qokal	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.006993006993006993	0.024242424242424242	0.26873126873126874
shey qokaiin	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.003996003996003996	0.02077922077922078	0.5434565434565435
shol daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.13686313686313686	0.1824841824841825	0.3546453546453546
y cheey	2	canonical-clean	REPLICATED_ABOVE_FREQUENCY_NULL	0.012987012987012988	0.033766233766233764	0.08591408591408592
y daiin	2	canonical-clean	REPLICATED_BUT_EXPECTED_FROM_FREQUENCY	0.4385614385614386	0.48521691074882567	0.33466533466533466
