candidate_id	block	observed_similarity	null_mean	null_sd	null_p95	null_p99	standardized_similarity	effect
distance-profile:lchedy:qokar	2/2#8	0.07904331089606295	0.05659369045473423	0.022616956347813185	0.09611674105378534	0.11230529900892887	0.9926013074477793	0.02244962044132872
distance-profile:lchedy:qokeey	2/2#8	0.1007684288036409	0.07086316283210435	0.02394861600300545	0.11503903694362398	0.1337279667251735	1.248726271605155	0.029905265971536546
distance-profile:lchedy:qol	2/2#8	0.07349079767123137	0.054023455959269856	0.021839376234900933	0.09158475359820999	0.11200151455457974	0.8913872586182782	0.019467341711961517
distance-profile:okaiin:ol	1/1#0	0.059329598564772	0.06635079642650217	0.03630105504005265	0.12769296988815976	0.16564193140040115	-0.19341580717098603	-0.007021197861730173
distance-profile:okaiin:ol	2/2#3	0.07004878869033822	0.042606412766218016	0.022772641879196767	0.07737499723357244	0.08971382735797176	1.2050589505466787	0.027442375924120202
distance-profile:okaiin:ol	2/2#8	0.1274185893720946	0.09443990080478719	0.02305657817402581	0.13306241448417158	0.14913555364640715	1.4303375079507363	0.032978688567307415
distance-profile:okaiin:ol	X/3#0	0.07543271337259355	0.07223638909555716	0.023811445829293298	0.11260787285588751	0.1255188713774134	0.1342347835554032	0.003196324277036394
distance-profile:okar:otain	2/2#8	0.06620977327156119	0.05044929674644991	0.022708466610011826	0.08763930673268697	0.1057474476554713	0.6940352598780367	0.015760476525111276
distance-profile:ol:y	1/1#0	0.06748738554800936	0.0741994094787521	0.037934213251264774	0.14832152720009376	0.17093127377190354	-0.17693853003578391	-0.006712023930742744
distance-profile:ol:y	2/2#8	0.1261415291917259	0.10162977638432179	0.025404361301877218	0.14737914956011558	0.1633373499676497	0.9648639663140376	0.0245117528074041
distance-profile:ol:y	X/3#0	0.07046275168856278	0.0774629252120485	0.024998892470682477	0.12182236924788581	0.13370930453848517	-0.2800193461248413	-0.007000173523485725
distance-profile:or:s	1/1#0	0.08805518148175252	0.06569448295737106	0.03348206678503331	0.12634601921956953	0.15597443442006995	0.6678410466099673	0.022360698524381467
distance-profile:or:s	1/1#8	0.0812876763651026	0.03387529572677216	0.024084470899621645	0.07919343766672413	0.10220315617759446	1.9685871795122254	0.04741238063833044
distance-profile:or:s	2/2#8	0.0937218354158622	0.0996368595696679	0.02632988141380291	0.14737914956011558	0.1633373499676497	-0.2246506188480164	-0.005915024153805709
distance-profile:qokaiin:qol	2/2#8	0.11430278433184199	0.07214554735848198	0.024063762954216576	0.11555184642875838	0.13082498767455364	1.7518971182340788	0.042157236973360004
distance-profile:qokain:qol	2/2#8	0.07886699505010533	0.07523427886993161	0.02525986385774752	0.12191636176728608	0.1427676893928434	0.14381376719334604	0.0036327161801737173
distance-profile:qokar:qol	2/2#8	0.0768088106300094	0.06147272122666287	0.022820787191895606	0.10451579269661093	0.12437824538732463	0.6720228042261778	0.015336089403346527
distance-profile:qokedy:qol	2/2#8	0.10110554453315396	0.07386506697900107	0.025775454416364328	0.12083475693781288	0.14597473797125032	1.056837916962521	0.02724047755415289
distance-profile:qol:qotain	2/2#8	0.05309467362873976	0.04319970661192109	0.022485613192066017	0.08216775847887428	0.10588995275376625	0.44005769076869466	0.009894967016818669
