sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x001170 x018929	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	94,602	false	false	true	
x001170 x018931	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	94,575	false	false	true	
x001171 x018929	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	77,602	false	false	true	
x001171 x018931	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	77,575	false	false	true	
x002536 x009249	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	58,316	false	false	true	
x002538 x009248	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	84,297	false	false	true	
x002555 x018931	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	41,575	false	false	true	
x002669 x011962	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	8,24	false	false	true	
x004157 x012466	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	29,42	false	false	true	
x005532 x018632	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	11,20	false	false	true	
x005534 x018634	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	10,19	false	false	true	
x005589 x018928	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	32,572	false	false	true	
x007412 x018931	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	77,575	false	false	true	
x007413 x018928	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	70,572	false	false	true	
x007413 x018929	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	70,602	false	false	true	
x007641 x018928	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	51,572	false	false	true	
x007642 x018931	2	5	5	4	2	2	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	42,575	false	false	true	
x008450 x001597	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	90,27	false	false	true	
x008689 x001596	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	81,34	false	false	true	
x008704 x008449	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	163,82	false	false	true	
x008705 x020556	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	160,137	false	false	true	
x008705 x020558	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	160,149	false	false	true	
x008706 x008449	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	148,82	false	false	true	
x008707 x020556	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	174,137	false	false	true	
x009248 x004159	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	297,45	false	false	true	
x009248 x008448	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	297,90	false	false	true	
x009248 x008688	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	297,94	false	false	true	
x009248 x008690	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	297,91	false	false	true	
x009248 x016706	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	297,20	false	false	true	
x009249 x000636	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	316,18	false	false	true	
x009249 x002624	2	6	6	5	3	3	1	0.3333333333333333	2.251629167387823	GROUP_CONSISTENT	ambiguous-transcription	316,28	false	false	true	
x009249 x008689	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	316,81	false	false	true	
x009249 x008691	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	316,77	false	false	true	
x009250 x004156	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	314,44	false	false	true	
x009250 x008448	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	314,90	false	false	true	
x009250 x008688	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	314,94	false	false	true	
x009250 x008689	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	314,81	false	false	true	
x009250 x008690	2	9	9	7	4	4	1	0.2222222222222222	2.725480556997868	GROUP_CONSISTENT	ambiguous-transcription	314,91	false	false	true	
x009250 x020559	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	314,154	false	false	true	
x009251 x000639	2	6	6	4	3	3	1	0.5	1.7924812503605778	GROUP_CONSISTENT	ambiguous-transcription	309,18	false	false	true	
x009251 x008451	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	309,95	false	false	true	
x009251 x008688	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	309,94	false	false	true	
x009251 x008689	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	309,81	false	false	true	
x009436 x000698 x009103	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	166,39,8	false	false	true	
x009436 x018928	2	19	19	17	4	4	1	0.10526315789473684	4.037401197654111	GROUP_CONSISTENT	ambiguous-transcription	166,572	false	false	true	
x009436 x018929	2	12	12	10	4	4	1	0.16666666666666666	3.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	166,602	false	false	true	
x009436 x018930	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	166,576	false	false	true	
x009436 x018931	2	13	13	13	4	4	1	0.07692307692307693	3.7004397181410926	GROUP_CONSISTENT	ambiguous-transcription	166,575	false	false	true	
x009437 x000052	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	172,268	false	false	true	
x009437 x018928	2	9	9	9	3	3	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	172,572	false	false	true	
x009437 x018929	2	10	10	8	4	4	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	172,602	false	false	true	
x009437 x018930	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	172,576	false	false	true	
x009437 x018931	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	172,575	false	false	true	
x009438 x000055	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	159,285	false	false	true	
x009438 x018928	2	12	12	11	4	4	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	159,572	false	false	true	
x009438 x018929	2	11	11	10	3	3	1	0.18181818181818182	3.2776134368191165	GROUP_CONSISTENT	ambiguous-transcription	159,602	false	false	true	
x009438 x018930	2	15	15	13	4	4	1	0.13333333333333333	3.6402239289418516	GROUP_CONSISTENT	ambiguous-transcription	159,576	false	false	true	
x009438 x018931	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	159,575	false	false	true	
x009439 x000052	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	182,268	false	false	true	
x009439 x000054	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	182,286	false	false	true	
x009439 x000055	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	182,285	false	false	true	
x009439 x018928	2	7	7	7	2	2	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	182,572	false	false	true	
x009439 x018929	2	14	14	9	4	4	1	0.21428571428571427	2.9852281360342516	GROUP_CONSISTENT	ambiguous-transcription	182,602	false	false	true	
x009439 x018930	2	12	12	10	3	3	1	0.25	3.188721875540867	GROUP_CONSISTENT	ambiguous-transcription	182,576	false	false	true	
x009439 x018931	2	13	13	12	4	4	1	0.15384615384615385	3.546593564294939	GROUP_CONSISTENT	ambiguous-transcription	182,575	false	false	true	
x009970 x018931	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	119,575	false	false	true	
x009971 x000054	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	110,286	false	false	true	
x010008 x009968	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	180,133	false	false	true	
x010008 x009970	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	180,119	false	false	true	
x010008 x009971	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	180,110	false	false	true	
x010008 x020556	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	180,137	false	false	true	
x010008 x020558	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	180,149	false	false	true	
x010008 x020559	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	180,154	false	false	true	
x010009 x009968	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	169,133	false	false	true	
x010009 x009970	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	169,119	false	false	true	
x010009 x020556	2	7	7	5	3	3	1	0.2857142857142857	2.2359263506290326	GROUP_CONSISTENT	ambiguous-transcription	169,137	false	false	true	
x010009 x020558	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	169,149	false	false	true	
x010010 x009968	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	185,133	false	false	true	
x010010 x009969	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	185,99	false	false	true	
x010010 x009970	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	185,119	false	false	true	
x010010 x009971	2	10	10	7	4	4	1	0.2	2.721928094887362	GROUP_CONSISTENT	ambiguous-transcription	185,110	false	false	true	
x010010 x020556	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	185,137	false	false	true	
x010010 x020557	2	10	10	9	3	3	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	185,134	false	false	true	
x010010 x020558	2	9	9	7	4	4	1	0.3333333333333333	2.6416041678685933	GROUP_CONSISTENT	ambiguous-transcription	185,149	false	false	true	
x010011 x009971	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	163,110	false	false	true	
x010011 x020556	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	163,137	false	false	true	
x010011 x020558	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	163,149	false	false	true	
x012696 x000054	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	269,286	false	false	true	
x012696 x008944	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	269,119	false	false	true	
x012696 x018928	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	269,572	false	false	true	
x012696 x018929	2	19	19	18	4	4	1	0.10526315789473684	4.142664355548847	GROUP_CONSISTENT	ambiguous-transcription	269,602	false	false	true	
x012696 x018930	2	19	19	17	4	4	1	0.10526315789473684	4.03740119765411	GROUP_CONSISTENT	ambiguous-transcription	269,576	false	false	true	
x012696 x018931	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	269,575	false	false	true	
x012697 x008944	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	280,119	false	false	true	
x012697 x008946	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	280,114	false	false	true	
x012697 x018928	2	16	16	15	4	4	1	0.125	3.875	GROUP_CONSISTENT	ambiguous-transcription	280,572	false	false	true	
x012697 x018929	2	12	12	11	4	4	1	0.16666666666666666	3.4182958340544896	GROUP_CONSISTENT	ambiguous-transcription	280,602	false	false	true	
x012697 x018930	2	17	17	15	4	4	1	0.11764705882352941	3.8521687236032816	GROUP_CONSISTENT	ambiguous-transcription	280,576	false	false	true	
x012697 x018931	2	15	15	12	4	4	1	0.13333333333333333	3.5068905956085183	GROUP_CONSISTENT	ambiguous-transcription	280,575	false	false	true	
x012698 x000052	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	289,268	false	false	true	
x012698 x018928	2	12	12	9	4	4	1	0.16666666666666666	3.084962500721156	GROUP_CONSISTENT	ambiguous-transcription	289,572	false	false	true	
x012698 x018929	2	17	17	13	4	4	1	0.11764705882352941	3.6168746059562227	GROUP_CONSISTENT	ambiguous-transcription	289,602	false	false	true	
x012698 x018930	2	19	19	15	4	4	1	0.10526315789473684	3.826874881864637	GROUP_CONSISTENT	ambiguous-transcription	289,576	false	false	true	
x012698 x018931	2	14	14	12	4	4	1	0.14285714285714285	3.521640636343319	GROUP_CONSISTENT	ambiguous-transcription	289,575	false	false	true	
x012699 x000054	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	275,286	false	false	true	
x012699 x000055	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	275,285	false	false	true	
x012699 x018928	2	14	14	13	4	4	1	0.14285714285714285	3.6644977792004623	GROUP_CONSISTENT	ambiguous-transcription	275,572	false	false	true	
x012699 x018929	2	13	13	13	4	4	1	0.07692307692307693	3.7004397181410926	GROUP_CONSISTENT	ambiguous-transcription	275,602	false	false	true	
x012699 x018930	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	275,576	false	false	true	
x012699 x018931	2	18	18	15	4	4	1	0.16666666666666666	3.794653473544342	GROUP_CONSISTENT	ambiguous-transcription	275,575	false	false	true	
x012764 x018928	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	48,572	false	false	true	
x012765 x018929	2	11	11	9	4	4	1	0.18181818181818182	3.095795255000934	GROUP_CONSISTENT	ambiguous-transcription	53,602	false	false	true	
x012766 x018929	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	40,602	false	false	true	
x012767 x018928	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	44,572	false	false	true	
x012767 x018930	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	44,576	false	false	true	
x012767 x018931	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	44,575	false	false	true	
x015853 x008707	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	59,174	false	false	true	
x015855 x008999	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	62,43	false	false	true	
x015855 x009249	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	62,316	false	false	true	
x018924 x009250	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	161,314	false	false	true	
x018924 x018929	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	161,602	false	false	true	
x018925 x008704	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	156,163	false	false	true	
x018925 x008707	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	156,174	false	false	true	
x018925 x009249	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	156,316	false	false	true	
x018925 x009250	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	156,314	false	false	true	
x018927 x008704	2	6	6	5	4	4	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	162,163	false	false	true	
x018927 x009249	2	9	9	8	3	3	1	0.2222222222222222	2.9477027792200903	GROUP_CONSISTENT	ambiguous-transcription	162,316	false	false	true	
x018927 x009250	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	162,314	false	false	true	
x018927 x009971	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	162,110	false	false	true	
x018930 x012869	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	576,22	false	false	true	
x018976 x009971	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	60,110	false	false	true	
x018977 x020558	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	55,149	false	false	true	
x019268 x001491	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	264,57	false	false	true	
x019268 x018928	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	264,572	false	false	true	
x019268 x018929	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	264,602	false	false	true	
x019268 x018931	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	264,575	false	false	true	
x019269 x001488	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	282,61	false	false	true	
x019269 x001489	2	10	10	9	3	3	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	282,79	false	false	true	
x019269 x011478	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	282,58	false	false	true	
x019269 x018928	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	282,572	false	false	true	
x019269 x018929	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	282,602	false	false	true	
x019269 x018930	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	282,576	false	false	true	
x019270 x001488	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	298,61	false	false	true	
x019270 x001490	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	298,64	false	false	true	
x019270 x018928	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	298,572	false	false	true	
x019270 x018929	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	298,602	false	false	true	
x019270 x018930	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	298,576	false	false	true	
x019271 x001490	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	249,64	false	false	true	
x019271 x018928	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	249,572	false	false	true	
x019271 x018929	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	249,602	false	false	true	
x019271 x018930	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	249,576	false	false	true	
x019271 x018931	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	249,575	false	false	true	
x020108 x018929	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	50,602	false	false	true	
x020108 x018930	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	50,576	false	false	true	
x020108 x018931	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	50,575	false	false	true	
x020109 x018928	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	52,572	false	false	true	
x020109 x018930	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	52,576	false	false	true	
x020110 x018931	2	7	7	4	3	3	1	0.42857142857142855	1.8423709931771088	GROUP_CONSISTENT	ambiguous-transcription	49,575	false	false	true	
x020111 x018928	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	42,572	false	false	true	
x020111 x018930	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	42,576	false	false	true	
x020556 x000055	2	6	6	4	3	3	1	0.3333333333333333	1.9182958340544896	GROUP_CONSISTENT	ambiguous-transcription	137,285	false	false	true	
x020558 x000054	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	149,286	false	false	true	
x020629 x020733	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	87,44	false	false	true	
