page_id	physical_leaf_id	yale_canvas_oid	source_image_locator	source_version	image_checksum_if_available	annotator_pass	annotation_timestamp	schema_version	crop_locator	adjudication_status
f6r	f6	1006086	https://collections.library.yale.edu/iiif/2/1006086/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f6v	f6	1006087	https://collections.library.yale.edu/iiif/2/1006087/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f7r	f7	1006088	https://collections.library.yale.edu/iiif/2/1006088/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f7v	f7	1006089	https://collections.library.yale.edu/iiif/2/1006089/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f8r	f8	1006090	https://collections.library.yale.edu/iiif/2/1006090/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f8v	f8	1006091	https://collections.library.yale.edu/iiif/2/1006091/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f9r	f9	1006092	https://collections.library.yale.edu/iiif/2/1006092/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f9v	f9	1006093	https://collections.library.yale.edu/iiif/2/1006093/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f10r	f10	1006094	https://collections.library.yale.edu/iiif/2/1006094/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f10v	f10	1006095	https://collections.library.yale.edu/iiif/2/1006095/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f11r	f11	1006096	https://collections.library.yale.edu/iiif/2/1006096/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f11v	f11	1006097	https://collections.library.yale.edu/iiif/2/1006097/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f13r	f13	1006098	https://collections.library.yale.edu/iiif/2/1006098/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f13v	f13	1006099	https://collections.library.yale.edu/iiif/2/1006099/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f14r	f14	1006100	https://collections.library.yale.edu/iiif/2/1006100/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f14v	f14	1006101	https://collections.library.yale.edu/iiif/2/1006101/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f15r	f15	1006102	https://collections.library.yale.edu/iiif/2/1006102/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f15v	f15	1006103	https://collections.library.yale.edu/iiif/2/1006103/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f16r	f16	1006104	https://collections.library.yale.edu/iiif/2/1006104/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f16v	f16	1006105	https://collections.library.yale.edu/iiif/2/1006105/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f17r	f17	1006106	https://collections.library.yale.edu/iiif/2/1006106/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f17v	f17	1006107	https://collections.library.yale.edu/iiif/2/1006107/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f18r	f18	1006108	https://collections.library.yale.edu/iiif/2/1006108/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f18v	f18	1006109	https://collections.library.yale.edu/iiif/2/1006109/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f19r	f19	1006110	https://collections.library.yale.edu/iiif/2/1006110/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f19v	f19	1006111	https://collections.library.yale.edu/iiif/2/1006111/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f20r	f20	1006112	https://collections.library.yale.edu/iiif/2/1006112/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f20v	f20	1006113	https://collections.library.yale.edu/iiif/2/1006113/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f21r	f21	1006114	https://collections.library.yale.edu/iiif/2/1006114/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f21v	f21	1006115	https://collections.library.yale.edu/iiif/2/1006115/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f22r	f22	1006116	https://collections.library.yale.edu/iiif/2/1006116/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f22v	f22	1006117	https://collections.library.yale.edu/iiif/2/1006117/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f23r	f23	1006118	https://collections.library.yale.edu/iiif/2/1006118/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f23v	f23	1006119	https://collections.library.yale.edu/iiif/2/1006119/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f24r	f24	1006120	https://collections.library.yale.edu/iiif/2/1006120/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f24v	f24	1006121	https://collections.library.yale.edu/iiif/2/1006121/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f25r	f25	1006122	https://collections.library.yale.edu/iiif/2/1006122/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f25v	f25	1006123	https://collections.library.yale.edu/iiif/2/1006123/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f26r	f26	1006124	https://collections.library.yale.edu/iiif/2/1006124/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f26v	f26	1006125	https://collections.library.yale.edu/iiif/2/1006125/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f27r	f27	1006126	https://collections.library.yale.edu/iiif/2/1006126/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f27v	f27	1006127	https://collections.library.yale.edu/iiif/2/1006127/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f28r	f28	1006128	https://collections.library.yale.edu/iiif/2/1006128/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f28v	f28	1006129	https://collections.library.yale.edu/iiif/2/1006129/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f29r	f29	1006130	https://collections.library.yale.edu/iiif/2/1006130/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f29v	f29	1006131	https://collections.library.yale.edu/iiif/2/1006131/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f30r	f30	1006132	https://collections.library.yale.edu/iiif/2/1006132/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f30v	f30	1006133	https://collections.library.yale.edu/iiif/2/1006133/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f31r	f31	1006134	https://collections.library.yale.edu/iiif/2/1006134/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f31v	f31	1006135	https://collections.library.yale.edu/iiif/2/1006135/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f32r	f32	1006136	https://collections.library.yale.edu/iiif/2/1006136/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f32v	f32	1006137	https://collections.library.yale.edu/iiif/2/1006137/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f33r	f33	1006138	https://collections.library.yale.edu/iiif/2/1006138/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f33v	f33	1006139	https://collections.library.yale.edu/iiif/2/1006139/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f34r	f34	1006140	https://collections.library.yale.edu/iiif/2/1006140/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f34v	f34	1006141	https://collections.library.yale.edu/iiif/2/1006141/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f35r	f35	1006142	https://collections.library.yale.edu/iiif/2/1006142/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f35v	f35	1006143	https://collections.library.yale.edu/iiif/2/1006143/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f36r	f36	1006144	https://collections.library.yale.edu/iiif/2/1006144/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f36v	f36	1006145	https://collections.library.yale.edu/iiif/2/1006145/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f37r	f37	1006146	https://collections.library.yale.edu/iiif/2/1006146/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f37v	f37	1006147	https://collections.library.yale.edu/iiif/2/1006147/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f38r	f38	1006148	https://collections.library.yale.edu/iiif/2/1006148/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f38v	f38	1006149	https://collections.library.yale.edu/iiif/2/1006149/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f39r	f39	1006150	https://collections.library.yale.edu/iiif/2/1006150/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f39v	f39	1006151	https://collections.library.yale.edu/iiif/2/1006151/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f40r	f40	1006152	https://collections.library.yale.edu/iiif/2/1006152/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f40v	f40	1006153	https://collections.library.yale.edu/iiif/2/1006153/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f41r	f41	1006154	https://collections.library.yale.edu/iiif/2/1006154/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f41v	f41	1006155	https://collections.library.yale.edu/iiif/2/1006155/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f42r	f42	1006156	https://collections.library.yale.edu/iiif/2/1006156/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f42v	f42	1006157	https://collections.library.yale.edu/iiif/2/1006157/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f43r	f43	1006158	https://collections.library.yale.edu/iiif/2/1006158/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f43v	f43	1006159	https://collections.library.yale.edu/iiif/2/1006159/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f44r	f44	1006160	https://collections.library.yale.edu/iiif/2/1006160/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f44v	f44	1006161	https://collections.library.yale.edu/iiif/2/1006161/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f45r	f45	1006162	https://collections.library.yale.edu/iiif/2/1006162/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f45v	f45	1006163	https://collections.library.yale.edu/iiif/2/1006163/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f46r	f46	1006164	https://collections.library.yale.edu/iiif/2/1006164/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f46v	f46	1006165	https://collections.library.yale.edu/iiif/2/1006165/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f47r	f47	1006166	https://collections.library.yale.edu/iiif/2/1006166/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f47v	f47	1006167	https://collections.library.yale.edu/iiif/2/1006167/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f48r	f48	1006168	https://collections.library.yale.edu/iiif/2/1006168/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f48v	f48	1006169	https://collections.library.yale.edu/iiif/2/1006169/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f49r	f49	1006170	https://collections.library.yale.edu/iiif/2/1006170/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
f49v	f49	1006171	https://collections.library.yale.edu/iiif/2/1006171/full/full/0/default.jpg	YALE-manifest-sha256:317d58fd9ea90392a83d9858a91eada3d0b41416a3c835857dc0154bd123a309	NA_LINKED_SOURCE	clean-full-pass	2026-08-31	1.0.0	full	FULL_PAGE
