sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x014827 x037859	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	39,292	false	false	true	
x015283 x037863	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	20,281	false	false	true	
x017377 x003198	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	48,21	false	false	true	
x017408 x031704	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	87,29	false	false	true	
x017409 x016896	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	76,35	false	false	true	
x017410 x008313	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	89,21	false	false	true	
x017410 x041112	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,67	false	false	true	
x017410 x041116	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,78	false	false	true	
x017412 x041117	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	69,71	false	false	true	
x017413 x041119	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	79,78	false	false	true	
x017414 x017293	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	75,22	false	false	true	
x017414 x041112	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	75,67	false	false	true	
x017415 x016903	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	99,49	false	false	true	
x018496 x016896	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	150,35	false	false	true	
x018496 x017379	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	150,46	false	false	true	
x018497 x008318	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,25	false	false	true	
x018497 x016902	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,46	false	false	true	
x018497 x033413	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	147,12	false	false	true	
x018498 x005248	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	168,15	false	false	true	
x018498 x017378	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	168,35	false	false	true	
x018498 x020635	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	168,11	false	false	true	
x018499 x001279	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	148,9	false	false	true	
x018499 x017383	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	148,41	false	false	true	
x018500 x001278	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	171,9	false	false	true	
x018500 x008312	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	171,23	false	false	true	
x018500 x017380	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	171,50	false	false	true	
x018500 x041119	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	171,78	false	false	true	
x018501 x016896	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,35	false	false	true	
x018501 x016902	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,46	false	false	true	
x018501 x017377	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,48	false	false	true	
x018501 x017380	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	143,50	false	false	true	
x018501 x017383	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,41	false	false	true	
x018501 x041119	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,78	false	false	true	
x018502 x001279	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	164,9	false	false	true	
x018502 x016902	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	164,46	false	false	true	
x018502 x017377	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	164,48	false	false	true	
x018502 x017378	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	164,35	false	false	true	
x018502 x017383	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	164,41	false	false	true	
x018502 x041118	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	164,76	false	false	true	
x018503 x016903	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	145,49	false	false	true	
x018503 x017378	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	145,35	false	false	true	
x018503 x017381	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	145,41	false	false	true	
x018565 x018498	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	19,168	false	false	true	
x018872 x000104	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	77,138	false	false	true	
x018872 x037856	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	77,267	false	false	true	
x018872 x037857	2	9	9	8	4	4	1	0.2222222222222222	2.9477027792200903	GROUP_CONSISTENT	ambiguous-transcription	77,305	false	false	true	
x018872 x037858	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	77,310	false	false	true	
x018872 x037862	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	77,294	false	false	true	
x018872 x037863	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	77,281	false	false	true	
x018873 x037856	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,267	false	false	true	
x018873 x037857	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	89,305	false	false	true	
x018873 x037858	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,310	false	false	true	
x018873 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	89,292	false	false	true	
x018873 x037860	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	89,296	false	false	true	
x018873 x037861	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,280	false	false	true	
x018873 x037863	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	89,281	false	false	true	
x018874 x037856	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	94,267	false	false	true	
x018874 x037857	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	94,305	false	false	true	
x018874 x037858	2	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	94,310	false	false	true	
x018874 x037861	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,280	false	false	true	
x018874 x037862	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	94,294	false	false	true	
x018874 x037863	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	94,281	false	false	true	
x018875 x000105	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	78,130	false	false	true	
x018875 x037859	2	6	6	5	4	4	1	0.3333333333333333	2.251629167387823	GROUP_CONSISTENT	ambiguous-transcription	78,292	false	false	true	
x018875 x037860	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	78,296	false	false	true	
x018875 x037861	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	78,280	false	false	true	
x018876 x037858	2	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	75,310	false	false	true	
x018876 x037860	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	75,296	false	false	true	
x018877 x037856	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	84,267	false	false	true	
x018878 x000110	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	91,148	false	false	true	
x018878 x037857	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	91,305	false	false	true	
x018878 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	91,292	false	false	true	
x018878 x037860	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	91,296	false	false	true	
x018879 x000108	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	91,152	false	false	true	
x018879 x037859	2	6	6	4	2	2	1	0.3333333333333333	1.9182958340544896	GROUP_CONSISTENT	ambiguous-transcription	91,292	false	false	true	
x018879 x037863	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	91,281	false	false	true	
x020016 x041118	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	90,76	false	false	true	
x020017 x019936	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	90,63	false	false	true	
x020017 x019937	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	90,70	false	false	true	
x020018 x019940	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	81,59	false	false	true	
x020020 x019938	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	93,49	false	false	true	
x020020 x019941	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	93,60	false	false	true	
x020021 x019937	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	92,70	false	false	true	
x020021 x041114	2	4	4	3	2	2	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	92,63	false	false	true	
x020022 x041116	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	94,78	false	false	true	
x025392 x000108	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,152	false	false	true	
x025392 x037856	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,267	false	false	true	
x025392 x037858	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	139,310	false	false	true	
x025392 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,292	false	false	true	
x025392 x037860	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	139,296	false	false	true	
x025392 x037861	2	4	4	3	3	3	1	0.5	1.5	GROUP_CONSISTENT	ambiguous-transcription	139,280	false	false	true	
x025392 x037862	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	139,294	false	false	true	
x025393 x017889	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	130,68	false	false	true	
x025393 x037856	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	130,267	false	false	true	
x025393 x037859	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	130,292	false	false	true	
x025393 x037860	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	130,296	false	false	true	
x025393 x037863	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	130,281	false	false	true	
x025394 x017892	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	136,52	false	false	true	
x025394 x037857	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	136,305	false	false	true	
x025394 x037860	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	136,296	false	false	true	
x025395 x037857	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	144,305	false	false	true	
x025395 x037860	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	144,296	false	false	true	
x025395 x037861	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	144,280	false	false	true	
x025395 x037862	2	6	6	5	3	3	1	0.3333333333333333	2.251629167387823	GROUP_CONSISTENT	ambiguous-transcription	144,294	false	false	true	
x025396 x037856	2	5	5	4	3	3	1	0.4	1.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	146,267	false	false	true	
x025396 x037858	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	146,310	false	false	true	
x025396 x037861	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	146,280	false	false	true	
x025396 x037862	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	146,294	false	false	true	
x025396 x037863	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	146,281	false	false	true	
x025397 x037857	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	143,305	false	false	true	
x025397 x037858	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	143,310	false	false	true	
x025397 x037859	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	143,292	false	false	true	
x025397 x037860	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	143,296	false	false	true	
x025397 x037861	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	143,280	false	false	true	
x025398 x037857	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	140,305	false	false	true	
x025398 x037858	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	140,310	false	false	true	
x025398 x037860	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	140,296	false	false	true	
x025398 x037861	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	140,280	false	false	true	
x025398 x037863	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	140,281	false	false	true	
x025399 x000111	2	5	5	5	2	2	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	135,137	false	false	true	
x025399 x037857	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	135,305	false	false	true	
x025399 x037858	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	135,310	false	false	true	
x025399 x037861	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	135,280	false	false	true	
x025399 x037863	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	135,281	false	false	true	
x025531 x037858	2	5	5	5	4	4	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	26,310	false	false	true	
x025535 x037861	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	22,280	false	false	true	
x031704 x017409	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	29,76	false	false	true	
x031706 x017415	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	33,99	false	false	true	
x037848 x018500	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	76,171	false	false	true	
x037848 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	76,292	false	false	true	
x037850 x017408	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	81,87	false	false	true	
x037851 x017415	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	75,99	false	false	true	
x037854 x018499	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	75,148	false	false	true	
x037955 x041116	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	34,78	false	false	true	
x037957 x019940	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	33,59	false	false	true	
x038539 x002978	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	141,41	false	false	true	
x038539 x037861	2	5	5	5	3	3	1	0.2	2.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	141,280	false	false	true	
x038540 x037861	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	156,280	false	false	true	
x038541 x002977	2	4	4	4	4	4	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	142,36	false	false	true	
x038542 x037861	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	124,280	false	false	true	
x040219 x037857	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	32,305	false	false	true	
x040222 x037861	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	23,280	false	false	true	
x041115 x000108	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	71,152	false	false	true	
x041117 x000109	2	4	4	4	2	2	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	71,134	false	false	true	
x042104 x000109	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	52,134	false	false	true	
x042106 x037859	2	4	4	4	3	3	1	0.25	2	GROUP_CONSISTENT	ambiguous-transcription	56,292	false	false	true	
