metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
S08_HIGHER_ORDER_PREDICTIVE_GAIN[MATCHED_VOCAB]	S	0.49255600864	0.0817155984812		30.8822507339	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[TOP_100]	S	0.582878688499	0.0817155984812		16.8024195553	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[TOP_250]	S	0.547614214256	0.0817155984812		27.7416890137	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T	4.94629253428	1		69.1360480147	COMPARABLE	
T02_TOKEN_LENGTH_SD	T	1.83794584085	0		55.8038212129	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T	0.209344845099	0.00186677980484		9.85507308697	COMPARABLE	
T04_HAPAX_RATIO	T	0.690077632217	0.181818181818		70.9328046824	COMPARABLE	
T05_PREFIX_DIVERSITY	T	0.00327510917031	1		3959.55308654	COMPARABLE	
T06_SUFFIX_DIVERSITY	T	0.00436681222707	1		4740.63375952	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T	0.000880667248108	1		9627.62841757	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T	0.83770014556	1		10.2941122058	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T	0.3099957714	1		69.302761124	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T	0.641587925628	0		51.755339939	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T	0	0.333333333333		0	NOT_COMPARABLE	metric absent from pre-frozen scale
d_G	G				16.0616963563	COMPARABLE	
d_T	T				1866.48952239	COMPARABLE	
d_S	S				165.671128909	COMPARABLE	
d_L	L				67.8723490851	COMPARABLE	
d_D	D				269.422342746	COMPARABLE	
