rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
56	x013059	x019044	0.278236	0.816514	page	0.044944	0.213483	0.166608	1.627664	0.0693069	22.894737	0.000000	0.648688	2	0
57	x013059	x028397	0.277434	0.816514	page	0.044944	0.314607	0.268921	1.669932	0.0792079	21.321429	0.000000	0.999778	3	0
58	x013872	x019046	0.276558	0.904306	page	0.015075	0.150754	0.087262	3.147020	0.00990099	25.300000	0.000000	0.808965	0	0
59	x032101	x028397	0.276101	0.821429	page	0.043478	0.260870	0.217722	2.503353	0.029703	21.375000	0.000000	1.051096	1	0
60	x000081	x028396	0.275801	0.906542	page	0.025773	0.298969	0.205636	2.325495	0.029703	22.034483	0.000000	0.930035	3	4
61	x032100	x000078	0.275384	0.805825	page	0.036145	0.192771	0.170044	2.384713	0.019802	26.250000	0.000000	0.612305	1	0
62	x013374	x028393	0.275351	0.583333	page	0.107143	0.500000	0.492665	2.839372	0.019802	26.357143	0.000000	1.018084	1	0
63	x013418	x011119	0.274989	0.696970	page	0.018519	0.083333	0.039855	3.239902	0.00990099	19.111111	0.000000	0.509962	1	0
64	x013058	x028397	0.274635	0.823009	page	0.064516	0.290323	0.249713	1.034631	0.207921	20.296296	0.000000	1.017183	1	0
65	x001582	x015013	0.274248	0.743590	page	0.051724	0.172414	0.152612	2.351892	0.029703	20.700000	0.100000	0.441402	1	0
66	x013058	x028907	0.273605	0.823009	page	0.021505	0.172043	0.130376	1.720713	0.049505	20.312500	0.000000	0.645136	1	0
67	x030834	x013417	0.273549	0.818182	page	0.000000	0.177778	0.102509	3.540946	0.00990099	29.062500	0.000000	0.509913	0	0
68	x030164	x028394	0.273106	0.677419	page	0.047619	0.404762	0.379886	1.540515	0.0693069	21.647059	0.058824	0.917236	1	0
69	x032102	x028394	0.272519	0.818182	page	0.033333	0.300000	0.275124	2.595581	0.00990099	23.407407	0.000000	1.004563	0	1
70	x001069	x028907	0.272482	0.893617	page	0.045918	0.204082	0.067177	3.040922	0.00990099	23.775000	0.025000	0.736224	0	4
71	x032104	x028393	0.272258	0.816514	page	0.089888	0.280899	0.254004	2.720742	0.019802	21.920000	0.000000	1.082334	0	1
72	x013873	x001070	0.272217	0.905213	page	0.019608	0.127451	0.064624	1.501129	0.118812	23.423077	0.000000	0.800050	2	0
73	x013060	x012675	0.271336	0.733333	page	0.017544	0.114035	0.095853	4.337362	0.00990099	29.384615	0.076923	0.472390	0	0
74	x032105	x028390	0.271153	0.829060	page	0.030928	0.164948	0.110403	1.743122	0.0693069	21.437500	0.000000	0.529567	1	0
75	x013059	x013874	0.271078	0.816514	page	0.011236	0.157303	0.123970	1.781750	0.049505	27.571429	0.000000	0.690032	1	0
76	x032101	x028393	0.270999	0.821429	page	0.065217	0.282609	0.245934	1.822747	0.0594059	20.538462	0.000000	1.073617	1	0
77	x018604	x019045	0.270814	0.607843	page	0.096774	0.258065	0.252112	2.700303	0.00990099	16.875000	0.000000	0.546326	1	0
78	x030836	x028907	0.270584	0.819820	page	0.043956	0.274725	0.221154	2.665213	0.019802	24.600000	0.000000	0.616011	0	0
79	x001578	x013418	0.270360	0.736842	page	0.017857	0.196429	0.150132	2.224240	0.039604	28.818182	0.000000	0.511829	1	0
80	x001753	x000078	0.270241	0.761905	page	0.046875	0.234375	0.194602	1.482775	0.0990099	30.400000	0.000000	0.559260	1	0
81	x013057	x028397	0.270057	0.863014	page	0.047619	0.285714	0.234953	2.418504	0.00990099	23.722222	0.000000	1.035642	2	2
82	x013056	x001073	0.269696	0.838710	page	0.028846	0.173077	0.112303	1.469763	0.108911	26.111111	0.000000	0.598975	3	0
83	x013378	x028392	0.269622	0.636364	page	0.057143	0.428571	0.401023	1.737628	0.0594059	28.066667	0.133333	0.857825	1	0
84	x031582	x013417	0.269596	0.767442	page	0.000000	0.136364	0.114858	2.136207	0.0594059	32.444444	0.000000	0.479943	1	0
85	x013254	x028394	0.269496	0.523810	page	0.090909	0.590909	0.580959	3.065578	0.00990099	29.692308	0.000000	0.937363	2	0
86	x032101	x028388	0.269007	0.821429	page	0.043478	0.173913	0.143913	3.276775	0.00990099	20.500000	0.000000	0.498273	0	0
87	x001755	x013417	0.268866	0.750000	page	0.050000	0.166667	0.145161	2.275040	0.029703	19.400000	0.200000	0.487345	1	0
88	x025683	x028397	0.267691	0.500000	page	0.050000	0.700000	0.687310	2.820134	0.019802	21.142857	0.000000	0.990934	1	0
89	x030945	x028902	0.267642	0.767442	page	0.015152	0.196970	0.169647	1.709144	0.0891089	26.692308	0.000000	0.622239	1	0
90	x017217	x013873	0.267181	0.615385	page	0.062500	0.375000	0.365196	3.015276	0.019802	17.750000	0.000000	0.556891	1	0
91	x013059	x028396	0.266781	0.816514	page	0.067416	0.280899	0.238232	1.768765	0.0792079	22.400000	0.000000	0.939422	2	0
92	x028903	x028392	0.266540	0.897959	page	0.039773	0.312500	0.183023	1.670948	0.0693069	23.654545	0.072727	0.861541	5	0
93	x032101	x028903	0.265996	0.821429	page	0.032609	0.152174	0.112401	1.666411	0.0792079	20.571429	0.000000	0.675645	1	0
94	x015012	x030838	0.265630	0.831933	page	0.102362	0.141732	0.040722	3.741248	0.00990099	10.000000	0.555556	0.562964	0	1
95	x003808	x028388	0.265613	0.710145	page	0.040816	0.142857	0.142857	2.459739	0.029703	23.571429	0.000000	0.442905	1	0
96	x031580	x019047	0.265590	0.767442	page	0.015152	0.257576	0.198436	2.529002	0.029703	21.882353	0.000000	0.601175	1	0
97	x032101	x028396	0.265206	0.821429	page	0.021739	0.206522	0.185188	1.277666	0.138614	25.947368	0.000000	1.001546	2	0
98	x015012	x028392	0.264973	0.863946	page	0.070866	0.220472	0.157112	0.963655	0.237624	19.321429	0.000000	0.895546	2	0
99	x014955	x028394	0.264667	0.782609	page	0.055556	0.222222	0.199834	1.526633	0.0891089	20.000000	0.062500	1.006525	1	0
100	x002235	x019048	0.264416	0.677419	page	0.047619	0.285714	0.260714	2.106454	0.029703	21.833333	0.166667	0.653090	1	0
