job_id	corpus	model	counterfactual	status	basis
j-005d1f8c3789eec58d39	M1	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-005d1f8c3789eec58d39	M1	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-005d1f8c3789eec58d39	M1	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-005d1f8c3789eec58d39	M1	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-005d1f8c3789eec58d39	M1	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-005d1f8c3789eec58d39	M1	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-005d1f8c3789eec58d39	M1	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-005d1f8c3789eec58d39	M1	M3	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-005d1f8c3789eec58d39	M1	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-005d1f8c3789eec58d39	M1	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-005d1f8c3789eec58d39	M1	M4	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-005d1f8c3789eec58d39	M1	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-005d1f8c3789eec58d39	M1	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-005d1f8c3789eec58d39	M1	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-005d1f8c3789eec58d39	M1	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-005d1f8c3789eec58d39	M1	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-011e192a0487150406fc	M3	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-011e192a0487150406fc	M3	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-011e192a0487150406fc	M3	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0183c25414e43b3d67e9	M3	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0183c25414e43b3d67e9	M3	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0183c25414e43b3d67e9	M3	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-018ef319605a204ad28c	M4	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-018ef319605a204ad28c	M4	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-018ef319605a204ad28c	M4	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01a41d387e12c344be8f	M4	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01a41d387e12c344be8f	M4	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01a41d387e12c344be8f	M4	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M3	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M4	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d3220f816378b870d0	M2	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d3220f816378b870d0	M2	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d3220f816378b870d0	M2	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M3	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M4	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01d4ab1f26075c2f7425	English	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01d4ab1f26075c2f7425	English	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01d4ab1f26075c2f7425	English	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-01e16589a0b5d86ed10c	M0	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-01e16589a0b5d86ed10c	M0	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-01e16589a0b5d86ed10c	M0	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-0214dc7c32bafb01a5e4	M4	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-0214dc7c32bafb01a5e4	M4	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-0214dc7c32bafb01a5e4	M4	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02529b43cdfc6f5a3b3e	M5	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02529b43cdfc6f5a3b3e	M5	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02529b43cdfc6f5a3b3e	M5	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M3	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M4	CF0	NOT_REACHED	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-02b68a5f29d3a6b245a8	M1	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-02b68a5f29d3a6b245a8	M1	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-02b68a5f29d3a6b245a8	M1	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M1	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M1	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M1	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M2	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M2	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M2	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M3	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M3	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M3	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M4	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M4	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M4	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-04f51bbc4eda2a979c0b	M3	M5	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-04f51bbc4eda2a979c0b	M3	M5	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-04f51bbc4eda2a979c0b	M3	M5	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
j-052b0d81865b51c5c6d8	M5	M0	CF0	FAIL	FROZEN_HISTORICAL_RESULT
j-052b0d81865b51c5c6d8	M5	M0	CF1	NOT_ASSESSABLE	PM1/PM2/PM4/PM5 and PM6 gate pass not recorded
j-052b0d81865b51c5c6d8	M5	M0	CF2	NOT_ASSESSABLE	metric/structural failures cannot be fully attributed
