job_id	branch	corpus_id	corpus_label	generator_variant	scale	replicate	protocol_layer	model	candidate	fit	PM1	PM2	PM4	PM5	PM6	predictive_gate	generation	F2	structural_gate	complexity	final	first_failure	all_failure_reasons	failure_categories	evidence_attribution
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M2	M2-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M3	M3-002	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M4	M4-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	FAIL	FAIL	PREDICTIVE_GATE	COMPLEXITY_UNBOUNDED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;MODEL_MISMATCH	COMPUTATIONAL_EVIDENCE;MODEL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M1	M1-009	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NUMERICALLY_UNSTABLE	GENERATION_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M2	M2-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NUMERICALLY_UNSTABLE	GENERATION_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M3	M3-009	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M4	M4-027	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d3220f816378b870d0	SYNTHETIC	s-f4054cfa9ec9	M2	1	SMALL	3	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M1	M1-018	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	PASS	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M2	M2-007	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M3	M3-009	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M4	M4-027	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-01d4ab1f26075c2f7425	NATURAL	n-184e645d098d	English	0	LARGE	2	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	PASS	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01e16589a0b5d86ed10c	SYNTHETIC	s-aab291e34c5e	M0	2	VOYNICH_SCALE	6	HISTORICAL_REPLICATION	M0	M0-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	PASS	NOT_RECORDED	PASS	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED	NEGATIVE_SET_EXHAUSTION	PROTOCOL_EVIDENCE
