artifact	sha256_run_a	sha256_run_b	sha256_run_c	run_a_gomaxprocs	run_b_gomaxprocs	run_c_gomaxprocs	byte_identical
controls/raw_results.json	8d73b5d87d5ca31ab34e7f1b3be7b71ad79d8094478638a251139eafe6888d37	8d73b5d87d5ca31ab34e7f1b3be7b71ad79d8094478638a251139eafe6888d37	8d73b5d87d5ca31ab34e7f1b3be7b71ad79d8094478638a251139eafe6888d37	1	2	default	true
controls/redundancy_matrix.json	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	1	2	default	true
controls/report.md	1c15b0870c68a5c74682bf994d9e9f39734cb28506752c07a8c0a114fee54ad7	1c15b0870c68a5c74682bf994d9e9f39734cb28506752c07a8c0a114fee54ad7	1c15b0870c68a5c74682bf994d9e9f39734cb28506752c07a8c0a114fee54ad7	1	2	default	true
controls/segmentation.json	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	1	2	default	true
controls/stability_matrix.json	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	1	2	default	true
controls/task75_task77_audit.json	6b37a74039932ad6d297d1b4ec84263987bf109cc0de95e54911b16dc8f5cf5c	6b37a74039932ad6d297d1b4ec84263987bf109cc0de95e54911b16dc8f5cf5c	6b37a74039932ad6d297d1b4ec84263987bf109cc0de95e54911b16dc8f5cf5c	1	2	default	true
controls/task79_verdicts.json	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	1	2	default	true
controls/warnings.json	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	1	2	default	true
it/config.yaml	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	1	2	default	true
it/coverage_audit.json	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	1	2	default	true
it/discriminative_validation.json	e2100e85c6ed617351d03b0026c15128d5d1a9bec38df2f3f749c750761af32d	e2100e85c6ed617351d03b0026c15128d5d1a9bec38df2f3f749c750761af32d	e2100e85c6ed617351d03b0026c15128d5d1a9bec38df2f3f749c750761af32d	1	2	default	true
it/errors.json	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	1	2	default	true
it/fingerprint.json	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	1	2	default	true
it/fingerprint_v2_candidate.json	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	ab0de85fb01f4f7aef8acfdf5a8489facd4cb3ce73f9c07321812c7252df8bf4	1	2	default	true
it/freeze_manifest.json	3575497cbef8bef7375f3c699ad6e83f7fe4b8256ebc8f5065b3509422eb4afb	3575497cbef8bef7375f3c699ad6e83f7fe4b8256ebc8f5065b3509422eb4afb	3575497cbef8bef7375f3c699ad6e83f7fe4b8256ebc8f5065b3509422eb4afb	1	2	default	true
it/hierarchical_null_registry.json	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	1	2	default	true
it/ivtff_metadata_audit.json	206eb9245aeee295cb3fc4a60ce91902cf015e25c55164881cc9c8791eaa3165	206eb9245aeee295cb3fc4a60ce91902cf015e25c55164881cc9c8791eaa3165	206eb9245aeee295cb3fc4a60ce91902cf015e25c55164881cc9c8791eaa3165	1	2	default	true
it/line_profiles.json	45b08afa1e728723dc0c958947522f1e9bb1916efb08caab79b32d7d2af12eb7	45b08afa1e728723dc0c958947522f1e9bb1916efb08caab79b32d7d2af12eb7	45b08afa1e728723dc0c958947522f1e9bb1916efb08caab79b32d7d2af12eb7	1	2	default	true
it/metric_registry.json	92b6a0e8ee69a8bee78e42628e5357db0003cf959355f5651fcba31a862eccc3	92b6a0e8ee69a8bee78e42628e5357db0003cf959355f5651fcba31a862eccc3	92b6a0e8ee69a8bee78e42628e5357db0003cf959355f5651fcba31a862eccc3	1	2	default	true
it/negative_evidence_registry.json	deadb44edca5f0fb5756499401934864185e8b256ce345e8ecd888c920ab1e6a	deadb44edca5f0fb5756499401934864185e8b256ce345e8ecd888c920ab1e6a	deadb44edca5f0fb5756499401934864185e8b256ce345e8ecd888c920ab1e6a	1	2	default	true
it/occurrence_metadata.jsonl	3f7136d6f40f70d802c4784653753f11e9985d72cff1c9b51642e07d64f59d2b	3f7136d6f40f70d802c4784653753f11e9985d72cff1c9b51642e07d64f59d2b	3f7136d6f40f70d802c4784653753f11e9985d72cff1c9b51642e07d64f59d2b	1	2	default	true
it/raw_results.json	fd250307afa90ce355b22fa03c15ead237cec2f3ac12e322afb96e080ebb86b5	fd250307afa90ce355b22fa03c15ead237cec2f3ac12e322afb96e080ebb86b5	fd250307afa90ce355b22fa03c15ead237cec2f3ac12e322afb96e080ebb86b5	1	2	default	true
it/redundancy_matrix.json	0dcd1ad38a73b9edffc9dd4ec1632e75785be7c8efa1919c4d7700e48cfbcb9b	0dcd1ad38a73b9edffc9dd4ec1632e75785be7c8efa1919c4d7700e48cfbcb9b	0dcd1ad38a73b9edffc9dd4ec1632e75785be7c8efa1919c4d7700e48cfbcb9b	1	2	default	true
it/report.md	ef989479d513146e03238523c5ed52bec6e8dbddef9f23377d123670737d68a9	ef989479d513146e03238523c5ed52bec6e8dbddef9f23377d123670737d68a9	ef989479d513146e03238523c5ed52bec6e8dbddef9f23377d123670737d68a9	1	2	default	true
it/segmentation.json	a89487053bf07a05e1ef1e1ad1ec5d8ee8b075b29f2861d09c694b4ef68b5a7f	a89487053bf07a05e1ef1e1ad1ec5d8ee8b075b29f2861d09c694b4ef68b5a7f	a89487053bf07a05e1ef1e1ad1ec5d8ee8b075b29f2861d09c694b4ef68b5a7f	1	2	default	true
it/stability_matrix.json	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	1	2	default	true
it/task75_task77_audit.json	5f6f296a771a94a7fa7b0a00f60a3ef9610793a3735be48a7163727f0c38a502	5f6f296a771a94a7fa7b0a00f60a3ef9610793a3735be48a7163727f0c38a502	5f6f296a771a94a7fa7b0a00f60a3ef9610793a3735be48a7163727f0c38a502	1	2	default	true
it/task79_verdicts.json	2d7a6201daa3f1e75e56dddd56b20216a04a56022b9e53d931f7430768886db7	2d7a6201daa3f1e75e56dddd56b20216a04a56022b9e53d931f7430768886db7	2d7a6201daa3f1e75e56dddd56b20216a04a56022b9e53d931f7430768886db7	1	2	default	true
it/warnings.json	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	1	2	default	true
reconstruction_input/configs/controls.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	1	2	default	true
reconstruction_input/configs/it.yaml	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	6aa5d62cf21a1607b396fbaff74b4cbddd16cf45248bec9b313c04d89e64894f	1	2	default	true
reconstruction_input/configs/zl.yaml	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	1	2	default	true
reconstruction_input/data_work/IT2a-x7.canonical.txt	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	1	2	default	true
reconstruction_input/data_work/IT2a-x7.canonical.txt.prepare.json	8462577475c47c5492ad5425d4edadd25b3d9c7babbee1a75e1edb350ee5302a	8462577475c47c5492ad5425d4edadd25b3d9c7babbee1a75e1edb350ee5302a	8462577475c47c5492ad5425d4edadd25b3d9c7babbee1a75e1edb350ee5302a	1	2	default	true
reconstruction_input/data_work/IT2a-x7.txt	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	10286ee7e11ad974e9d0f884e3b0df1b588745a4b77ad428a638a5ff63946a8b	1	2	default	true
reconstruction_input/data_work/ZL3b-x7.canonical.txt	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	1	2	default	true
reconstruction_input/data_work/ZL3b-x7.canonical.txt.prepare.json	86f2570837dc9b86a66ea30c7b2163e338fec6fbc2da35c163c9698e15d04e15	86f2570837dc9b86a66ea30c7b2163e338fec6fbc2da35c163c9698e15d04e15	86f2570837dc9b86a66ea30c7b2163e338fec6fbc2da35c163c9698e15d04e15	1	2	default	true
reconstruction_input/data_work/ZL3b-x7.txt	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	1	2	default	true
zl/config.yaml	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	09277e7a0ea9693ea1156835da6ceeb198ffbfb688a4e75d6903cf02f666b0b0	1	2	default	true
zl/coverage_audit.json	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	6c86261622116c1ed80d79aef8caf1df2ea9f4fcaafd50f987036813c537a23e	1	2	default	true
zl/discriminative_validation.json	08c22baf40f42d3ec093176a38d2200af1a1e2553cb5b6ec5adfaeac88ae0dcb	08c22baf40f42d3ec093176a38d2200af1a1e2553cb5b6ec5adfaeac88ae0dcb	08c22baf40f42d3ec093176a38d2200af1a1e2553cb5b6ec5adfaeac88ae0dcb	1	2	default	true
zl/errors.json	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	38e0b9de817f645c4bec37c0d4a3e58baecccb040f5718dc069a72c7385a0bed	1	2	default	true
zl/fingerprint.json	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1	2	default	true
zl/fingerprint_v2_candidate.json	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1661c21b080734f5313c3152814eee5b374b6565c5b3bad8c3c45aa3a9bfd847	1	2	default	true
zl/freeze_manifest.json	a59383def7cd9485424e1fad8ac5d715b9c44400b99c01cba3b4db660d630fd0	a59383def7cd9485424e1fad8ac5d715b9c44400b99c01cba3b4db660d630fd0	a59383def7cd9485424e1fad8ac5d715b9c44400b99c01cba3b4db660d630fd0	1	2	default	true
zl/hierarchical_null_registry.json	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	3b21bb4e9a02f491bf88be1cbb10e837308151fb64c0341801882c190cd3c3df	1	2	default	true
zl/ivtff_metadata_audit.json	a77fa46a325bf46d31e7eb2d1117aad190d366e51f4df94835143bb3c0f8d198	a77fa46a325bf46d31e7eb2d1117aad190d366e51f4df94835143bb3c0f8d198	a77fa46a325bf46d31e7eb2d1117aad190d366e51f4df94835143bb3c0f8d198	1	2	default	true
zl/line_profiles.json	6beea7346702b5bdec0f9cddb9c66337318d02b078f0a312e3560dce0ac6dce1	6beea7346702b5bdec0f9cddb9c66337318d02b078f0a312e3560dce0ac6dce1	6beea7346702b5bdec0f9cddb9c66337318d02b078f0a312e3560dce0ac6dce1	1	2	default	true
zl/metric_registry.json	61cb0a6cd3353f00234f7651f4d32e4161fb4df8ebac049b466597e3ed28db8e	61cb0a6cd3353f00234f7651f4d32e4161fb4df8ebac049b466597e3ed28db8e	61cb0a6cd3353f00234f7651f4d32e4161fb4df8ebac049b466597e3ed28db8e	1	2	default	true
zl/negative_evidence_registry.json	5699a89f64a2f8d67f5919cc39ec3958a75861dc1a214c4ca63378591e63f415	5699a89f64a2f8d67f5919cc39ec3958a75861dc1a214c4ca63378591e63f415	5699a89f64a2f8d67f5919cc39ec3958a75861dc1a214c4ca63378591e63f415	1	2	default	true
zl/occurrence_metadata.jsonl	ba0342e15d8c468ec4e9f741e97cdb4a11938fe1f0ae3ac4338b73aaf1bd773a	ba0342e15d8c468ec4e9f741e97cdb4a11938fe1f0ae3ac4338b73aaf1bd773a	ba0342e15d8c468ec4e9f741e97cdb4a11938fe1f0ae3ac4338b73aaf1bd773a	1	2	default	true
zl/raw_results.json	154b7613c9dcf1722cc40cd5c0c9208afb11b1100a34cdfcf3a433f04bd5a81e	154b7613c9dcf1722cc40cd5c0c9208afb11b1100a34cdfcf3a433f04bd5a81e	154b7613c9dcf1722cc40cd5c0c9208afb11b1100a34cdfcf3a433f04bd5a81e	1	2	default	true
zl/redundancy_matrix.json	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	c494ba359c8b36158d23ef04a18047c2b56e1e7a363e8351338f503430d5e6fc	1	2	default	true
zl/report.md	bc1cc27ccb31a7207af3a1f728a919508aba1dd43fea2739f2d45b9276f2494a	bc1cc27ccb31a7207af3a1f728a919508aba1dd43fea2739f2d45b9276f2494a	bc1cc27ccb31a7207af3a1f728a919508aba1dd43fea2739f2d45b9276f2494a	1	2	default	true
zl/segmentation.json	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	28712ed6882eb0856f966740f504e2aff981ad7ec0235bc14452a6349ab61594	1	2	default	true
zl/stability_matrix.json	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	e20faf90a4c0881639752979c9e352f6284c95655a9b4d8cdf09cbd719b88e4f	1	2	default	true
zl/task75_task77_audit.json	99d26e26491034e49d5d13e8f3facf55c453590576c74a574dad54c546bbcbef	99d26e26491034e49d5d13e8f3facf55c453590576c74a574dad54c546bbcbef	99d26e26491034e49d5d13e8f3facf55c453590576c74a574dad54c546bbcbef	1	2	default	true
zl/task79_verdicts.json	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	d5daa430be909068afe12bb6b11bde3ceeda0a3e25bcb243936cdd59e7b7a8a8	1	2	default	true
zl/warnings.json	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	006c1afa3b400dd3a2ef29736d6255b9fcf3c68faa40f95d364b40f8cc9d5b4a	1	2	default	true
