corpus_id	metric_id	old_observed_estimate	deterministic_observed_estimate	old_effect_estimate	deterministic_effect_estimate	old_p_value	deterministic_p_value	decision_threshold	old_decision	deterministic_decision	decision_changed
voynich-it2a-eva	HR1_SECTION_VARIANCE_SHARE	0.13202275285476381	0.13202275285476381	175.91492349823639	175.91492349823642	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	HR6_CURRIER_SECTION_NMI	0.63921910883217847	0.63921910883217847	1578.9370901856273	1578.9370901856273	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LC1_LOCUS_TYPE_NMI	0.0088518733343727393	0.0088518733343727393	23.242646262180067	23.242646262180067	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LC2_LABEL_TEXT_NMI	0.0049205233353711722	0.0049205233353711722	26.45993136610268	26.45993136610268	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LC5_IVTFF_I_NMI	0.0099370530428053491	0.0099370530428053491	18.065410973996165	18.065410973996165	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LC5_IVTFF_X_NMI	0.027007429040145529	0.027007429040145529	7.3766902499860629	7.3766902499860629	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LP1_RULE_SUPPORT_GINI	0.78016363785251786	0.78016363785251786	0	0	0	0	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	LP4_PREFIX_ATTACHMENT_NMI	0.30470616886062019	0.30470616886062019	0	0	0	0	0.05	REPRODUCED	REPRODUCED	false
voynich-it2a-eva	LP4_SUFFIX_ATTACHMENT_NMI	0.26000878700547131	0.26000878700547131	0	0	0	0	0.05	REPRODUCED	REPRODUCED	false
voynich-it2a-eva	LS1_LINE_LENGTH_CV	0.66121719007294832	0.66121719007294832	0	0	0	0	0.05	DESCRIPTIVE	DESCRIPTIVE	false
voynich-it2a-eva	LS2_POSITIONAL_LEXICON_NMI	0.11251974208143185	0.11251974208143185	76.964508494700354	76.964508494700354	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LS3_BOUNDARY_LENGTH_ASYMMETRY	0.46195775607540313	0.46195775607540313	23.601000553939549	23.179167857439086	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	LS4_WITHIN_LINE_EXACT_REPETITION	0.0094385729122121089	0.0094385729122121089	1.444894369772838	1.444894369772838	0.075924075924075921	0.075924075924075921	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	PF2_FOLIO_COHERENCE	0.17177862834168073	0.17177862834168073	25.325650723511288	25.325650723511288	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	PF3_ADJACENT_FOLIO_CONTINUITY	0.51045879362597246	0.51045879362597246	-4.3838398911919638	-4.3838398911919638	1	1	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	PF4_RECTO_VERSO_COHERENCE	0.54710738050904772	0.5471073805090475	-2.0404543875595968	-2.0404543875596093	0.97702297702297702	0.97702297702297702	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	PF5_WITHIN_FOLIO_PROGRESSION	0.38036847959188819	0.38036847959188819	16.055198745876371	16.055198745876371	0.000999000999000999	0.000999000999000999	0.05	SUPPORTED	SUPPORTED	false
voynich-it2a-eva	cs1/family-line-position	0	0	0	0	0	0	0.05	INCONCLUSIVE	INCONCLUSIVE	false
voynich-it2a-eva	cs2/prev-family-current-family	0	0	0	0	0	0	0.05	INCONCLUSIVE	INCONCLUSIVE	false
voynich-it2a-eva	cs3/family-locus-type	0	0	0	0	1	1	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	cs4/family-currier	0	0	0	0	0	0	0.05	NOT_APPLICABLE	NOT_APPLICABLE	false
voynich-it2a-eva	cs4/family-section	0	0	0	0	0	0	0.05	NOT_APPLICABLE	NOT_APPLICABLE	false
voynich-it2a-eva	cs5/local-adjacency-x-regime	0	0	0	0	0	0	0.05	NOT_APPLICABLE	NOT_APPLICABLE	false
voynich-it2a-eva	cs6/family-diversity-x-line-length	0	0	0	0	1	1	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
voynich-it2a-eva	cs7/edit-distance-x-structural-distance	0.0043349893622454871	0.0043349893622454906	-1.1127903954128673	-1.1171598855176661	0.87128712871287128	0.93069306930693074	0.05	NOT_SUPPORTED	NOT_SUPPORTED	false
