metric_id	family	regime	value	status	reason
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_10	0.831196581197	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_5	0.88655	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	MATCHED_VOCAB	0.961684625011	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_100	0.6927	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_250	0.92352	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_10	0.768643596422	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_5	0.742005399364	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	MATCHED_VOCAB	0.675876455242	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_100	0.811256777659	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_250	0.716766160432	COMPARABLE	
S04_REPEATED_BIGRAM_TYPES	S		2075	COMPARABLE	
S05_REPEATED_TRIGRAM_TYPES	S		1673	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_10	0.147286821705	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_5	0.146981627297	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.155080213904	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_100	0.142857142857	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_250	0.15649867374	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_10	0.416020671835	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_5	0.419947506562	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.406417112299	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_100	0.428571428571	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_250	0.411140583554	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_10	0.445566884266	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_5	0.429741994412	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	MATCHED_VOCAB	0.387240276613	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_100	0.465010357135	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_250	0.413491013239	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T		4.04658077304	COMPARABLE	
T02_TOKEN_LENGTH_SD	T		0.584189751887	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T		0.0275977738812	COMPARABLE	
T04_HAPAX_RATIO	T		0.21270718232	COMPARABLE	
T05_PREFIX_DIVERSITY	T		0.00552486187845	COMPARABLE	
T06_SUFFIX_DIVERSITY	T		0.0497237569061	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T		0.0367916009856	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T		0.991712707182	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T		0.358529488216	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T		0.535411989301	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T		0.59595959596	COMPARABLE	
