rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
22	x000107	x025394	0.301328	0.890110	page	0.049383	0.271605	0.149912	2.820563	0.00990099	22.022727	0.000000	0.635371	4	3
23	x017408	x000108	0.300414	0.862069	page	0.034722	0.180556	0.108556	2.793308	0.00990099	22.846154	0.000000	0.591589	1	0
24	x000106	x020017	0.297804	0.869281	page	0.026178	0.151832	0.008975	2.775997	0.019802	21.000000	0.000000	0.624684	2	0
25	x018496	x025392	0.296604	0.925926	page	0.022222	0.218519	0.082519	2.787761	0.019802	25.203390	0.000000	0.898095	4	2
26	x000106	x001424	0.296465	0.905213	page	0.068063	0.298429	0.153985	2.681580	0.00990099	20.368421	0.000000	0.770516	2	4
27	x018873	x037856	0.296347	0.873418	page	0.079710	0.405797	0.328416	2.370379	0.019802	21.392857	0.107143	1.046590	1	4
28	x041657	x038537	0.295961	0.710145	page	0.061224	0.306122	0.290816	3.921079	0.00990099	22.933333	0.000000	0.596503	0	1
29	x001429	x037857	0.294597	0.791667	page	0.105263	0.407895	0.351994	1.133590	0.168317	20.096774	0.032258	1.080646	1	0
30	x038538	x020016	0.294159	0.887006	page	0.052885	0.153846	0.020088	2.193314	0.039604	20.812500	0.031250	0.698951	1	0
31	x037862	x037859	0.290988	0.862069	page	0.064000	0.344000	0.228956	1.505814	0.0990099	23.976744	0.000000	0.844092	2	0
32	x017414	x025397	0.289963	0.729730	page	0.000000	0.129630	0.117725	2.958630	0.019802	32.428571	0.000000	0.444654	1	0
33	x017412	x016898	0.289526	0.743590	page	0.039474	0.118421	0.083938	3.011657	0.00990099	21.444444	0.222222	0.415702	1	0
34	x019939	x000104	0.288339	0.750000	page	0.133333	0.300000	0.270588	2.938003	0.00990099	12.500000	0.111111	0.690924	2	1
35	x002978	x037856	0.287408	0.710145	page	0.081633	0.428571	0.396825	2.276745	0.019802	22.952381	0.000000	1.109281	1	0
36	x025394	x025393	0.286305	0.904306	page	0.042328	0.253968	0.083865	2.300994	0.029703	24.229167	0.000000	0.664151	6	0
37	x025529	x037857	0.285704	0.649123	page	0.270270	0.513514	0.494880	2.405508	0.029703	9.368421	0.368421	1.121742	3	0
38	x001430	x018874	0.285363	0.782609	page	0.013889	0.180556	0.127364	2.192625	0.039604	18.076923	0.000000	0.454066	1	0
39	x037862	x001425	0.284088	0.862069	page	0.040000	0.264000	0.170977	2.265536	0.019802	26.545455	0.000000	0.683876	1	0
40	x041113	x001424	0.283797	0.837398	page	0.048544	0.330097	0.244912	2.354339	0.00990099	24.882353	0.000000	0.739673	1	3
41	x016897	x016899	0.282958	0.726027	page	0.030303	0.136364	0.136364	2.739889	0.029703	23.555556	0.111111	0.408166	1	0
42	x002107	x020017	0.282016	0.696970	page	0.043478	0.195652	0.165577	2.590979	0.00990099	21.555556	0.111111	0.473363	1	0
43	x017409	x038538	0.281519	0.870968	page	0.022222	0.207407	0.154523	3.066908	0.00990099	23.285714	0.035714	0.693815	0	1
44	x018499	x038536	0.280996	0.891892	page	0.054545	0.242424	0.125758	2.583047	0.00990099	20.625000	0.000000	0.736871	1	0
45	x018876	x037857	0.280973	0.784946	page	0.082192	0.452055	0.371309	1.538500	0.0990099	23.151515	0.060606	1.091266	1	0
46	x017890	x014824	0.280222	0.775281	page	0.021505	0.150538	0.107059	2.251925	0.039604	22.142857	0.000000	0.489548	1	0
47	x018496	x001426	0.280212	0.919028	page	0.022222	0.188889	0.065541	2.965953	0.019802	25.274510	0.000000	0.869646	2	4
48	x041118	x018496	0.280160	0.655172	page	0.105263	0.368421	0.349903	3.526214	0.00990099	20.214286	0.000000	0.735683	0	1
49	x018872	x025393	0.280052	0.883041	page	0.059603	0.192053	0.083806	1.949207	0.049505	19.655172	0.000000	0.675393	3	0
50	x001088	x038536	0.279503	0.696970	page	0.086957	0.326087	0.288587	1.928370	0.0594059	19.800000	0.000000	0.679883	1	0
51	x019938	x037857	0.279157	0.800000	page	0.062500	0.312500	0.285585	1.981026	0.029703	25.440000	0.000000	1.159302	2	0
52	x017409	x018502	0.279008	0.784946	page	0.007407	0.081481	0.026687	2.674638	0.00990099	28.363636	0.000000	0.583325	1	0
53	x024240	x018877	0.278962	0.770115	page	0.029412	0.117647	0.087796	2.431559	0.019802	28.500000	0.000000	0.464801	1	0
54	x018497	x025392	0.278763	0.925926	page	0.044000	0.188000	0.092000	2.111348	0.00990099	22.723404	0.000000	0.894138	3	0
55	x017414	x001425	0.278474	0.729730	page	0.074074	0.259259	0.236003	2.036371	0.029703	15.142857	0.000000	0.696941	1	0
56	x020020	x041112	0.278174	0.807692	page	0.059524	0.178571	0.153361	3.562660	0.00990099	24.200000	0.200000	0.542400	0	0
57	x025528	x037856	0.277509	0.682540	page	0.279070	0.534884	0.511074	2.927727	0.00990099	10.913043	0.304348	1.081462	0	0
58	x002336	x037856	0.277399	0.787234	page	0.202703	0.500000	0.434524	2.195397	0.019802	14.648649	0.243243	1.032964	0	1
59	x037848	x038537	0.277043	0.874214	page	0.014388	0.215827	0.134195	2.889062	0.00990099	27.733333	0.000000	0.642196	2	2
60	x041116	x000105	0.277041	0.759036	page	0.079365	0.269841	0.231590	3.426442	0.00990099	18.470588	0.117647	0.624398	0	0
61	x001427	x037862	0.276181	0.862069	page	0.018405	0.141104	0.069104	1.809779	0.049505	29.652174	0.000000	0.623112	2	0
62	x017410	x001427	0.275703	0.821429	page	0.000000	0.184783	0.141838	2.445417	0.019802	26.529412	0.000000	0.606646	1	0
63	x025396	x037857	0.275009	0.869281	page	0.135338	0.451128	0.326904	1.952489	0.029703	16.833333	0.150000	1.019554	2	7
64	x001427	x000104	0.274955	0.890710	page	0.073620	0.276074	0.150023	2.678494	0.00990099	18.066667	0.066667	0.685955	3	3
65	x017378	x037856	0.273944	0.753086	page	0.114754	0.393443	0.361697	2.078917	0.039604	22.666667	0.041667	1.085671	1	0
66	x018872	x037857	0.273899	0.883041	page	0.125828	0.390728	0.266505	1.777333	0.0594059	21.542373	0.169492	1.059307	4	1
67	x038541	x037860	0.272980	0.809524	page	0.058824	0.164706	0.114286	1.970212	0.019802	17.071429	0.142857	0.761897	1	0
68	x002338	x025392	0.272755	0.687500	page	0.000000	0.295455	0.271455	2.071907	0.039604	27.384615	0.000000	0.736326	1	0
69	x042805	x037856	0.272186	0.714286	page	0.060000	0.280000	0.272063	1.759150	0.0693069	19.571429	0.000000	1.149473	1	0
70	x017412	x000104	0.271661	0.791667	page	0.026316	0.250000	0.216387	1.417132	0.118812	23.315789	0.000000	0.672938	1	0
71	x017410	x017888	0.271426	0.821429	page	0.043478	0.184783	0.084783	1.800120	0.0891089	20.000000	0.000000	0.495670	1	0
72	x037953	x037848	0.270987	0.661017	page	0.025641	0.205128	0.183545	2.491595	0.029703	24.250000	0.000000	0.497163	1	0
73	x020017	x017414	0.270931	0.729730	page	0.015038	0.060150	0.041632	2.781666	0.00990099	28.000000	0.000000	0.512365	1	0
74	x017288	x037861	0.270637	0.545455	page	0.083333	0.416667	0.401888	2.923985	0.019802	25.000000	0.000000	0.664718	1	0
75	x018500	x042104	0.270207	0.824561	page	0.013699	0.109589	0.045759	2.798745	0.019802	19.312500	0.000000	0.566990	1	0
76	x014825	x037849	0.270121	0.726027	page	0.037736	0.207547	0.161746	2.037707	0.039604	19.818182	0.090909	0.480041	1	0
77	x002337	x017888	0.269238	0.803922	page	0.024390	0.121951	0.081951	2.082791	0.039604	27.800000	0.000000	0.523177	1	0
78	x002105	x017411	0.269070	0.772727	page	0.029412	0.161765	0.123790	2.370653	0.029703	25.909091	0.090909	0.408264	2	0
79	x016896	x025393	0.268075	0.793814	page	0.012987	0.181818	0.119963	1.832021	0.0594059	27.857143	0.000000	0.662516	1	0
80	x020018	x000104	0.267892	0.861111	page	0.048387	0.185484	0.135064	2.384167	0.019802	18.347826	0.000000	0.739906	1	0
81	x041117	x001424	0.267567	0.718310	page	0.039216	0.333333	0.303704	1.933121	0.029703	29.529412	0.000000	0.755279	1	0
82	x041258	x001428	0.267180	0.777778	page	0.014286	0.214286	0.199019	2.908483	0.00990099	23.066667	0.000000	0.526388	0	1
83	x025764	x037857	0.267007	0.523810	page	0.090909	0.454545	0.446264	2.864156	0.019802	21.000000	0.000000	1.126001	1	0
84	x041117	x025528	0.266703	0.682540	page	0.039216	0.156863	0.133607	4.328757	0.00990099	27.625000	0.000000	0.344833	0	1
85	x037952	x041658	0.266644	0.718310	page	0.000000	0.157895	0.099071	2.527300	0.019802	29.333333	0.000000	0.341129	2	0
86	x020016	x042104	0.266108	0.824561	page	0.006369	0.101911	-0.004472	1.989864	0.0693069	24.000000	0.000000	0.545315	1	0
87	x000104	x038539	0.265612	0.893048	page	0.012605	0.138655	0.006919	1.723223	0.039604	28.121212	0.000000	0.785113	2	0
88	x020022	x037856	0.265561	0.636364	page	0.057143	0.457143	0.429365	1.438360	0.108911	28.250000	0.000000	1.080490	1	0
89	x000105	x025396	0.265250	0.869281	page	0.027322	0.185792	0.080529	2.955378	0.00990099	23.088235	0.000000	0.629961	0	1
90	x000107	x002337	0.265246	0.803922	page	0.000000	0.092593	-0.004968	2.279160	0.019802	31.133333	0.000000	0.577411	2	0
91	x024802	x020016	0.264778	0.649123	page	0.081081	0.324324	0.311585	3.429415	0.00990099	18.333333	0.000000	0.507857	0	0
92	x037851	x018497	0.264356	0.816514	page	0.044944	0.314607	0.242607	2.603296	0.00990099	23.107143	0.071429	0.660733	0	2
93	x037863	x005072	0.264253	0.729730	page	0.000000	0.075758	0.075758	2.695397	0.029703	27.400000	0.000000	0.396971	1	0
94	x000109	x037860	0.263925	0.840000	page	0.019048	0.257143	0.181513	2.757813	0.019802	29.444444	0.000000	0.723042	1	3
95	x005105	x037856	0.263898	0.534884	page	0.130435	0.652174	0.634317	3.225137	0.00990099	18.000000	0.066667	1.072831	0	1
96	x037852	x001428	0.263237	0.780220	page	0.000000	0.112676	0.074508	1.957120	0.049505	34.750000	0.000000	0.556443	1	0
97	x041258	x038539	0.263227	0.777778	page	0.085714	0.200000	0.170060	1.493641	0.108911	19.785714	0.000000	0.589722	1	0
98	x018501	x020016	0.263050	0.824561	page	0.031915	0.148936	0.123458	1.480342	0.118812	23.714286	0.000000	0.579808	1	0
99	x025393	x037857	0.263037	0.906542	page	0.077320	0.412371	0.252951	1.806409	0.049505	19.787500	0.075000	1.063904	1	5
100	x041258	x017408	0.262052	0.777778	page	0.071429	0.142857	0.115079	1.731286	0.0594059	19.800000	0.000000	0.560581	1	0
