rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
29	x020629	x019268	0.316056	0.851852	page	0.060870	0.373913	0.319795	2.028810	0.029703	23.023256	0.000000	0.992650	5	0
30	x012764	x018930	0.315616	0.795918	page	0.115385	0.371795	0.312584	3.591952	0.00990099	20.137931	0.172414	1.106932	0	1
31	x015852	x009436	0.315223	0.819820	page	0.054945	0.164835	0.157667	2.336807	0.019802	22.866667	0.000000	0.804480	1	0
32	x008690	x009436	0.314054	0.753086	page	0.032787	0.262295	0.230037	2.348861	0.019802	20.500000	0.000000	0.780188	1	0
33	x018976	x020556	0.313499	0.819820	page	0.098901	0.307692	0.260744	3.757005	0.00990099	20.214286	0.321429	0.683141	0	1
34	x015852	x000713	0.313489	0.819820	page	0.054945	0.164835	0.159530	2.499818	0.019802	18.266667	0.000000	1.037576	1	0
35	x008916	x002538	0.313060	0.750000	page	0.022727	0.102273	0.085606	3.561744	0.00990099	25.555556	0.000000	0.478497	1	0
36	x012401	x018928	0.312884	0.784946	page	0.068493	0.575342	0.521260	1.823393	0.049505	23.571429	0.000000	1.882316	2	1
37	x012401	x019268	0.311183	0.784946	page	0.123288	0.342466	0.290701	1.806499	0.039604	20.000000	0.000000	1.020939	1	0
38	x008704	x019268	0.310706	0.929825	page	0.064151	0.332075	0.186193	2.183557	0.019802	21.875000	0.000000	1.062645	10	2
39	x021400	x018928	0.310321	0.914163	page	0.117371	0.431925	0.348150	1.852908	0.049505	18.326087	0.000000	2.005364	4	2
40	x008705	x000712	0.310075	0.897436	page	0.051429	0.422857	0.292793	2.479785	0.00990099	21.297297	0.013514	1.140902	5	5
41	x018931	x000712	0.309194	0.919679	page	0.069869	0.393013	0.207512	2.746929	0.00990099	22.411111	0.000000	1.073909	3	13
42	x012699	x008688	0.308683	0.848485	page	0.026786	0.151786	0.079843	2.333523	0.019802	20.058824	0.000000	0.573292	1	0
43	x007641	x018929	0.308108	0.705882	page	0.145833	0.520833	0.492139	1.861852	0.0594059	16.720000	0.040000	1.483897	2	0
44	x008707	x009436	0.307830	0.816514	page	0.011236	0.292135	0.234787	3.201619	0.00990099	20.230769	0.000000	0.757284	0	1
45	x018931	x012696	0.307780	0.919679	page	0.109170	0.397380	0.204892	2.672572	0.00990099	19.450549	0.000000	0.966980	5	5
46	x015852	x000712	0.307221	0.819820	page	0.021978	0.186813	0.182549	3.138314	0.00990099	21.941176	0.058824	1.249661	1	0
47	x015853	x000713	0.306921	0.743590	page	0.086207	0.293103	0.293103	3.926051	0.00990099	20.294118	0.000000	1.001523	0	0
48	x000696	x018929	0.306060	0.743590	page	0.068966	0.482759	0.444021	1.625319	0.0693069	24.785714	0.000000	1.471054	2	0
49	x005588	x000712	0.305906	0.718310	page	0.156863	0.490196	0.453949	1.511094	0.128713	17.840000	0.080000	1.121336	2	0
50	x000696	x018930	0.305790	0.743590	page	0.034483	0.396552	0.352692	1.794668	0.0891089	30.217391	0.000000	1.086837	2	0
51	x001596	x009436	0.305560	0.701493	page	0.106383	0.382979	0.365058	3.538803	0.00990099	21.000000	0.000000	0.749618	0	0
52	x015852	x009248	0.305374	0.819820	page	0.175824	0.362637	0.332334	3.245982	0.00990099	11.818182	0.303030	1.114908	0	1
53	x012772	x018928	0.304807	0.793814	page	0.168831	0.571429	0.519467	1.121426	0.158416	19.613636	0.000000	1.854965	1	0
54	x012401	x018929	0.304311	0.784946	page	0.109589	0.479452	0.426367	1.784033	0.0594059	19.000000	0.000000	1.462900	2	1
55	x010010	x000714	0.304217	0.878049	page	0.048611	0.215278	0.143849	3.458497	0.00990099	21.225806	0.000000	0.745596	1	1
56	x005588	x018928	0.303450	0.718310	page	0.294118	0.686275	0.649159	2.235433	0.019802	12.200000	0.228571	1.866391	0	1
57	x015809	x018929	0.303343	0.726027	page	0.113208	0.547170	0.504128	1.628040	0.0990099	20.241379	0.000000	1.456338	1	0
58	x001489	x018929	0.303216	0.803922	page	0.158537	0.475610	0.434003	2.277600	0.029703	18.435897	0.051282	1.479356	1	1
59	x020732	x001170	0.302589	0.753086	page	0.029851	0.119403	0.119403	3.056310	0.029703	18.500000	0.000000	0.416282	1	0
60	x009280	x010009	0.301929	0.746835	page	0.118644	0.254237	0.226965	2.554983	0.029703	15.333333	0.133333	0.650870	1	0
61	x015852	x018930	0.301625	0.819820	page	0.032967	0.197802	0.195609	2.919681	0.00990099	22.333333	0.055556	1.179082	1	0
62	x001053	x018928	0.301617	0.831933	page	0.141414	0.575758	0.493043	1.055870	0.158416	18.631579	0.052632	1.836273	3	0
63	x020559	x000052	0.300202	0.764706	page	0.123077	0.430769	0.396201	2.913408	0.00990099	19.107143	0.035714	0.939608	1	2
64	x007413	x008916	0.300144	0.814815	page	0.053763	0.139785	0.094330	2.589849	0.00990099	19.461538	0.230769	0.497039	1	0
65	x015809	x009436	0.299851	0.726027	page	0.056604	0.320755	0.295665	1.942819	0.0594059	24.764706	0.058824	0.745773	1	0
66	x018927	x019268	0.299551	0.764706	page	0.123077	0.430769	0.388416	2.868065	0.00990099	21.928571	0.000000	0.987857	0	1
67	x018976	x018929	0.299017	0.819820	page	0.065934	0.483516	0.413215	2.005764	0.039604	21.318182	0.000000	1.444498	2	2
68	x008707	x009437	0.298964	0.816514	page	0.056180	0.191011	0.142624	2.218973	0.049505	19.470588	0.000000	0.638185	1	0
69	x001052	x019270	0.298133	0.868421	page	0.045455	0.204545	0.143632	1.731437	0.0693069	19.444444	0.037037	0.702550	1	0
70	x008707	x021232	0.297489	0.743590	page	0.022472	0.112360	0.112360	3.038643	0.019802	22.600000	0.100000	0.463069	1	0
71	x008449	x018930	0.297470	0.841270	page	0.094340	0.415094	0.333954	1.814306	0.0594059	22.431818	0.022727	1.054484	4	0
72	x010009	x000052	0.297298	0.916667	page	0.072727	0.313636	0.204994	2.420683	0.019802	19.449275	0.000000	0.980221	6	4
73	x008688	x008916	0.296848	0.814815	page	0.050360	0.107914	0.062459	4.180761	0.00990099	18.333333	0.066667	0.594972	0	1
74	x010009	x019268	0.296380	0.916667	page	0.086364	0.322727	0.179198	2.691358	0.00990099	18.633803	0.028169	1.031605	2	3
75	x020720	x009248	0.295880	0.666667	page	0.200000	0.425000	0.416919	2.024027	0.029703	14.588235	0.176471	1.062826	1	0
76	x020764	x000712	0.295536	0.677419	page	0.119048	0.404762	0.377043	2.133158	0.019802	19.941176	0.000000	1.177148	1	0
77	x020631	x018929	0.295351	0.574468	page	0.185185	0.666667	0.659493	3.196295	0.00990099	21.277778	0.000000	1.479168	0	0
78	x009437	x020829	0.294736	0.797980	page	0.005376	0.096774	0.008167	2.907065	0.00990099	28.555556	0.000000	0.621092	2	0
79	x008704	x019270	0.294149	0.907834	page	0.064151	0.230189	0.072828	2.604766	0.00990099	19.180328	0.000000	0.813866	4	1
80	x001052	x018929	0.293997	0.868421	page	0.090909	0.484848	0.390157	1.185887	0.188119	20.812500	0.000000	1.377152	6	2
81	x001052	x000053	0.293678	0.868421	page	0.083333	0.318182	0.245082	2.456607	0.00990099	19.285714	0.071429	0.847300	4	3
82	x009436	x018928	0.293373	0.933110	page	0.204301	0.551971	0.352608	1.739293	0.0594059	16.201299	0.227273	1.646522	10	12
83	x009249	x018928	0.293347	0.950372	page	0.091384	0.438642	0.267911	1.612343	0.049505	17.976190	0.000000	1.881450	17	10
84	x020628	x012465	0.293342	0.722222	page	0.031496	0.094488	0.075257	5.116794	0.00990099	13.000000	0.083333	0.572915	0	1
85	x018976	x000052	0.292554	0.819820	page	0.087912	0.296703	0.239913	1.447740	0.108911	23.259259	0.000000	0.972088	1	0
86	x004156	x018928	0.292427	0.753086	page	0.049180	0.606557	0.552475	1.423579	0.128713	24.891892	0.000000	1.831035	1	0
87	x011477	x018928	0.291518	0.789474	page	0.080000	0.493333	0.446674	1.382339	0.138614	20.621622	0.000000	1.881800	1	0
88	x008706	x008449	0.291340	0.841270	page	0.034483	0.120690	0.064086	2.393449	0.019802	23.500000	0.142857	0.570820	1	0
89	x000544	x018928	0.290937	0.787234	page	0.243243	0.567568	0.516666	1.851971	0.049505	14.952381	0.119048	1.848071	2	3
90	x000697	x018929	0.290240	0.705882	page	0.083333	0.500000	0.456958	1.795948	0.0693069	21.208333	0.000000	1.441444	1	0
91	x008448	x000712	0.289781	0.874214	page	0.050360	0.410072	0.305594	2.126124	0.039604	22.824561	0.000000	1.118537	4	3
92	x020108	x021054	0.289382	0.784946	page	0.000000	0.168831	0.127735	3.017136	0.00990099	24.307692	0.000000	0.437533	1	0
93	x008645	x012696	0.289341	0.583333	page	0.035714	0.428571	0.407445	2.876600	0.00990099	22.416667	0.000000	1.034389	1	0
94	x010011	x020556	0.289258	0.743590	page	0.120690	0.241379	0.217905	2.429230	0.00990099	14.357143	0.285714	0.676648	1	0
95	x007641	x000712	0.287708	0.705882	page	0.125000	0.416667	0.384684	1.623291	0.0594059	19.400000	0.000000	1.170857	2	0
96	x012893	x000714	0.287669	0.661017	page	0.025641	0.333333	0.311012	2.470329	0.039604	30.692308	0.000000	0.646139	1	0
97	x012880	x012697	0.287495	0.753086	page	0.032787	0.442623	0.377096	2.088135	0.029703	24.555556	0.000000	0.871574	1	0
98	x008689	x012697	0.287387	0.847328	page	0.063063	0.279279	0.225148	2.884894	0.019802	21.516129	0.000000	0.923661	1	2
99	x000054	x018930	0.287360	0.922179	page	0.025316	0.345992	0.194676	2.239884	0.039604	25.146341	0.000000	1.080795	5	3
100	x001170	x018928	0.287134	0.753086	page	0.245902	0.622951	0.585835	1.868386	0.049505	16.342105	0.210526	1.854902	0	0
