rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
23	x000087	x000026	0.294674	0.811321	page	0.046512	0.232558	0.188223	1.838334	0.0792079	32.000000	0.000000	0.630500	1	0
24	x000091	x000079	0.293136	0.740260	page	0.000000	0.140351	0.127018	2.880244	0.00990099	26.750000	0.000000	0.471134	1	0
25	x000130	x000051	0.292920	0.661017	page	0.076923	0.230769	0.201066	3.296295	0.00990099	22.777778	0.333333	0.421031	1	0
26	x000368	x000004	0.291683	0.512195	page	0.238095	0.619048	0.605714	3.244665	0.019802	20.307692	0.153846	0.911252	1	0
27	x000104	x000032	0.291503	0.772727	page	0.044118	0.176471	0.138592	2.189380	0.029703	23.166667	0.083333	0.499289	1	0
28	x000045	x000020	0.291050	0.874214	page	0.014388	0.237410	0.141956	2.275442	0.019802	27.606061	0.000000	0.718011	6	1
29	x000044	x000022	0.290489	0.866667	page	0.023077	0.207692	0.112454	2.488267	0.00990099	25.814815	0.000000	0.691587	1	0
30	x000088	x000016	0.290207	0.740260	page	0.035088	0.298246	0.244674	2.066123	0.019802	24.882353	0.000000	0.679511	1	0
31	x000076	x000021	0.290051	0.764706	page	0.000000	0.276923	0.249016	2.542342	0.019802	28.722222	0.000000	0.656239	4	1
32	x000030	x000004	0.289779	0.917695	page	0.044843	0.322870	0.181537	2.295065	0.00990099	24.972222	0.000000	0.947599	8	4
33	x000042	x000023	0.289747	0.870130	page	0.022388	0.231343	0.169103	3.140855	0.029703	23.451613	0.032258	0.731997	0	1
34	x000093	x000041	0.289130	0.795918	page	0.064103	0.141026	0.110491	2.133287	0.039604	20.090909	0.000000	0.547092	1	0
35	x000029	x000018	0.289085	0.920000	page	0.060086	0.291845	0.109237	2.866456	0.00990099	22.485294	0.000000	0.736226	3	4
36	x000143	x000102	0.288580	0.687500	page	0.045455	0.159091	0.143466	2.970370	0.019802	11.571429	0.000000	0.365884	1	0
37	x000072	x000103	0.288334	0.750000	page	0.024390	0.146341	0.063008	2.802923	0.00990099	17.250000	0.000000	0.392975	1	0
38	x000051	x000062	0.287769	0.834711	page	0.009901	0.168317	0.081778	2.987671	0.00990099	31.764706	0.000000	0.532256	1	0
39	x000007	x000002	0.287319	0.927007	page	0.062992	0.251969	0.147491	2.774608	0.00990099	20.484375	0.000000	1.076422	1	5
40	x000052	x000013	0.285708	0.848485	page	0.035714	0.339286	0.238511	2.069222	0.029703	25.789474	0.000000	0.669444	4	3
41	x000097	x000027	0.285541	0.777778	page	0.014286	0.128571	0.123621	2.428475	0.019802	29.777778	0.111111	0.676207	1	0
42	x000007	x000016	0.284171	0.918033	page	0.043307	0.173228	0.083943	2.592806	0.00990099	23.818182	0.000000	0.886025	3	1
43	x000028	x000032	0.283675	0.868421	page	0.021739	0.134783	-0.009157	2.687875	0.00990099	21.870968	0.000000	0.683927	2	0
44	x000217	x000001	0.283507	0.591837	page	0.206897	0.517241	0.487902	2.191205	0.039604	18.266667	0.000000	0.983167	1	0
45	x000034	x000003	0.282865	0.880240	page	0.081633	0.292517	0.211365	2.585205	0.00990099	21.441860	0.023256	1.043403	0	2
46	x000078	x000005	0.282517	0.770115	page	0.029851	0.402985	0.364914	2.607004	0.00990099	26.370370	0.000000	0.981504	1	2
47	x000114	x000005	0.281969	0.759036	page	0.079365	0.317460	0.284465	1.429527	0.138614	18.500000	0.000000	0.984528	1	0
48	x000043	x000070	0.280718	0.809524	page	0.036036	0.108108	0.084579	3.947604	0.00990099	21.416667	0.083333	0.556190	0	0
49	x000083	x000071	0.280141	0.775281	page	0.028986	0.130435	0.106338	2.328606	0.029703	24.000000	0.000000	0.443067	1	0
50	x000175	x000003	0.279977	0.649123	page	0.216216	0.486486	0.457691	3.448305	0.00990099	16.944444	0.277778	1.002598	1	1
51	x000042	x000027	0.279799	0.870130	page	0.059701	0.216418	0.166913	2.881856	0.00990099	20.724138	0.034483	0.686233	1	2
52	x000176	x000013	0.279762	0.661017	page	0.051282	0.333333	0.310078	1.975791	0.039604	23.461538	0.076923	0.725577	1	0
53	x000018	x000011	0.278980	0.920000	page	0.056522	0.230435	0.097101	2.946188	0.00990099	22.377358	0.000000	0.810563	2	4
54	x000121	x000058	0.278788	0.701493	page	0.021277	0.127660	0.118810	3.004795	0.00990099	24.500000	0.000000	0.498854	1	0
55	x000007	x000085	0.278309	0.813084	page	0.023622	0.129921	-0.042493	3.001506	0.00990099	22.757576	0.000000	0.675692	2	0
56	x000060	x000063	0.277966	0.846154	page	0.000000	0.078947	0.078947	3.749448	0.00990099	29.888889	0.000000	0.663188	0	0
57	x000092	x000000	0.277486	0.777778	page	0.057143	0.342857	0.298780	2.682422	0.019802	21.375000	0.000000	0.857160	0	0
58	x000045	x000036	0.277322	0.869281	page	0.000000	0.129496	0.046790	1.624706	0.0990099	22.611111	0.000000	0.616665	1	0
59	x000200	x000047	0.276821	0.600000	page	0.033333	0.400000	0.377444	3.972374	0.00990099	25.000000	0.083333	0.467959	0	0
60	x000044	x000078	0.276804	0.770115	page	0.046154	0.100000	0.010448	2.514519	0.019802	17.307692	0.307692	0.508486	1	0
61	x000086	x000000	0.276746	0.770115	page	0.179104	0.402985	0.347889	2.128745	0.039604	10.777778	0.296296	0.826982	1	0
62	x000239	x000000	0.276431	0.600000	page	0.066667	0.500000	0.480716	3.510454	0.00990099	22.600000	0.066667	0.853838	0	2
63	x000096	x000019	0.276155	0.775281	page	0.057971	0.231884	0.189690	2.610602	0.019802	20.812500	0.000000	0.769308	1	0
64	x000052	x000080	0.275994	0.791667	page	0.053571	0.169643	0.077538	3.282625	0.00990099	22.894737	0.000000	0.488315	1	0
65	x000101	x000016	0.275887	0.772727	page	0.029412	0.250000	0.191964	1.737104	0.0792079	25.588235	0.000000	0.699767	1	0
66	x000028	x000004	0.275707	0.920000	page	0.026087	0.330435	0.207768	2.214691	0.039604	23.328947	0.000000	0.915442	4	5
67	x000035	x000000	0.275512	0.862069	page	0.040000	0.264000	0.217168	2.002597	0.029703	24.424242	0.000000	0.897547	2	0
68	x000121	x000055	0.275501	0.701493	page	0.063830	0.234043	0.203740	2.145997	0.0594059	24.454545	0.090909	0.518298	1	0
69	x000042	x000065	0.275343	0.800000	page	0.007463	0.149254	-0.025746	2.096113	0.049505	26.650000	0.000000	0.516516	2	0
70	x000006	x000016	0.275246	0.918033	page	0.016598	0.195021	0.083414	2.537877	0.00990099	24.297872	0.000000	0.819101	4	2
71	x000098	x000028	0.274714	0.791667	page	0.039474	0.171053	0.140618	1.959908	0.0693069	26.461538	0.076923	0.687459	1	0
72	x000052	x000001	0.274660	0.848485	page	0.062500	0.303571	0.215552	1.341802	0.158416	18.882353	0.029412	0.981648	3	0
73	x000108	x000009	0.274201	0.759036	page	0.063492	0.222222	0.183160	1.675004	0.0990099	18.428571	0.071429	0.707393	1	0
74	x000098	x000039	0.273446	0.791667	page	0.065789	0.157895	0.128698	1.728427	0.0891089	20.333333	0.000000	0.528840	1	0
75	x000093	x000021	0.273440	0.795918	page	0.038462	0.243590	0.192427	1.479868	0.118812	24.052632	0.000000	0.686894	2	0
76	x000107	x000018	0.273396	0.718310	page	0.039216	0.274510	0.261466	3.535591	0.00990099	25.714286	0.000000	0.691428	1	1
77	x000076	x000003	0.273172	0.764706	page	0.030769	0.292308	0.247805	1.452949	0.118812	27.105263	0.000000	1.020490	3	0
78	x000103	x000002	0.273157	0.750000	page	0.066667	0.383333	0.336070	2.202666	0.00990099	22.695652	0.043478	0.935631	1	0
79	x000091	x000023	0.273006	0.740260	page	0.000000	0.280702	0.264104	2.413677	0.019802	25.750000	0.000000	0.697623	1	0
80	x000057	x000003	0.272882	0.851852	page	0.104348	0.243478	0.222536	1.843853	0.0693069	22.000000	0.000000	1.096139	3	1
81	x000047	x000051	0.272741	0.834711	page	0.045113	0.135338	0.085833	3.324985	0.00990099	20.944444	0.055556	0.550990	0	1
82	x000093	x000001	0.272549	0.795918	page	0.076923	0.435897	0.372328	1.745880	0.0792079	21.676471	0.000000	0.953827	3	2
83	x000127	x000046	0.271884	0.672131	page	0.024390	0.195122	0.179497	2.409161	0.029703	24.875000	0.000000	0.494744	1	0
84	x000003	x000108	0.271805	0.759036	page	0.010471	0.065445	-0.156777	2.909235	0.019802	29.440000	0.000000	1.015632	1	0
85	x000021	x000018	0.271772	0.914894	page	0.023256	0.186047	0.077351	2.952927	0.00990099	24.725000	0.000000	0.853203	1	4
86	x000206	x000004	0.271501	0.574468	page	0.000000	0.407407	0.391407	2.624256	0.019802	28.909091	0.000000	0.924954	1	0
87	x000033	x000027	0.270669	0.882353	page	0.026667	0.200000	0.125743	2.794131	0.00990099	23.733333	0.000000	0.690447	1	1
88	x000100	x000013	0.270630	0.767442	page	0.060606	0.272727	0.253347	2.835525	0.00990099	27.333333	0.000000	0.759852	0	2
89	x000043	x000014	0.270584	0.847328	page	0.018018	0.234234	0.190944	2.787637	0.00990099	22.192308	0.000000	0.764148	1	2
90	x000076	x000028	0.270390	0.764706	page	0.030769	0.215385	0.189298	1.784778	0.049505	25.928571	0.000000	0.666884	1	0
91	x000208	x000013	0.270205	0.615385	page	0.031250	0.343750	0.324370	2.160008	0.039604	25.090909	0.000000	0.726441	2	0
92	x000077	x000000	0.269604	0.787234	page	0.040541	0.364865	0.312523	2.197632	0.039604	26.851852	0.000000	0.847302	2	1
93	x000089	x000000	0.269513	0.795918	page	0.064103	0.358974	0.306633	2.006156	0.0594059	19.678571	0.107143	0.835749	2	1
94	x000102	x000044	0.269428	0.761905	page	0.046875	0.218750	0.157212	2.368216	0.019802	22.928571	0.071429	0.485714	2	0
95	x000049	x000042	0.269118	0.869281	page	0.075188	0.150376	0.045898	1.589686	0.0693069	16.950000	0.350000	0.615663	2	0
96	x000051	x000037	0.269099	0.834711	page	0.059406	0.207921	0.139428	2.093363	0.049505	18.619048	0.190476	0.519205	1	0
97	x000045	x000004	0.269095	0.874214	page	0.071942	0.330935	0.229602	1.998211	0.029703	21.913043	0.000000	0.923986	5	3
98	x000027	x000091	0.269009	0.740260	page	0.024752	0.059406	0.006774	3.051765	0.00990099	15.166667	0.000000	0.661060	1	0
99	x000057	x000039	0.268982	0.851852	page	0.008696	0.104348	0.067851	1.849001	0.0693069	21.333333	0.000000	0.640761	1	0
100	x000149	x000102	0.268894	0.729730	page	0.018519	0.129630	0.082755	2.638912	0.00990099	16.142857	0.142857	0.400308	1	0
