transcription	object_id	corpus	null_kind	cosine_similarity	direction_agreement	magnitude_ratio	metric_n	upstream_min_p_value	minimum_null_replicates	resolution	any_metric_p_le_0_05
ZL3b	combined	BDD	NULL_RANDOM_DELETION_MATCHED	0.990988	1.000000	0.540845	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-06.xml	BDD	NULL_FREQUENCY_MATCHED_DELETION	0.953284	1.000000	0.484136	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-06.xml	BDD	NULL_POSITION_MATCHED	0.951648	1.000000	0.488796	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-06.xml	BDD	NULL_RANDOM_DELETION_MATCHED	0.973475	1.000000	0.485689	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-07.xml	BDD	NULL_FREQUENCY_MATCHED_DELETION	0.976652	1.000000	0.482871	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-07.xml	BDD	NULL_POSITION_MATCHED	0.976132	1.000000	0.506368	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-07.xml	BDD	NULL_RANDOM_DELETION_MATCHED	0.981166	1.000000	0.495109	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-11.xml	BDD	NULL_FREQUENCY_MATCHED_DELETION	0.928925	0.666667	0.485136	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-11.xml	BDD	NULL_POSITION_MATCHED	0.923495	0.666667	0.500652	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-11.xml	BDD	NULL_RANDOM_DELETION_MATCHED	0.927482	0.666667	0.509725	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-12.xml	BDD	NULL_FREQUENCY_MATCHED_DELETION	0.985501	1.000000	0.502263	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-12.xml	BDD	NULL_POSITION_MATCHED	0.988939	1.000000	0.484432	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-12.xml	BDD	NULL_RANDOM_DELETION_MATCHED	0.991660	1.000000	0.514757	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-13.xml	BDD	NULL_FREQUENCY_MATCHED_DELETION	0.770729	0.666667	0.511406	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-13.xml	BDD	NULL_POSITION_MATCHED	0.639226	0.666667	0.562936	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	koeln-edd-c-119-13.xml	BDD	NULL_RANDOM_DELETION_MATCHED	0.726720	0.666667	0.516988	3	0.250000	3	LOW_RESOLUTION	false
