transcription	object_id	corpus	null_kind	cosine_similarity	direction_agreement	magnitude_ratio	metric_n	upstream_min_p_value	minimum_null_replicates	resolution	any_metric_p_le_0_05
IT2a	FIRST_TOKEN_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.549550	0.333333	0.106541	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev	POSITION_STRATIFIED_RANDOM	-0.681553	0.000000	0.075913	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.606458	0.000000	0.081708	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Doyle	POSITION_STRATIFIED_RANDOM	0.052895	0.333333	0.075701	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.392230	0.666667	0.054118	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow	POSITION_STRATIFIED_RANDOM	0.325692	0.666667	0.038660	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.686460	0.333333	0.059687	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev	POSITION_STRATIFIED_RANDOM	-0.681553	0.000000	0.075913	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.606458	0.000000	0.081708	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Doyle	POSITION_STRATIFIED_RANDOM	0.052895	0.333333	0.075701	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.392230	0.666667	0.054118	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow	POSITION_STRATIFIED_RANDOM	0.325692	0.666667	0.038660	3	0.250000	3	LOW_RESOLUTION	false
IT2a	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.686460	0.333333	0.059687	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	0.275387	0.333333	1.391246	3	1.000000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.001039	0.333333	1.621633	3	1.000000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	-0.001629	0.333333	1.656670	3	1.000000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_TOKEN	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.500000	1	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_TOKEN	Doyle	POSITION_STRATIFIED_RANDOM	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_TOKEN	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_TOKEN	Longfellow	POSITION_STRATIFIED_RANDOM	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_GLYPH_OF_TOKEN	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	-0.426421	0.000000	0.120056	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.355898	0.333333	0.173042	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.341116	0.666667	0.158418	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.384670	0.666667	0.159898	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	-0.690088	0.333333	0.108538	3	0.250000	3	LOW_RESOLUTION	false
IT2a	LAST_TOKEN_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.549550	0.333333	0.106541	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.333333	2	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_2	Doyle	POSITION_STRATIFIED_RANDOM	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_2	Longfellow	POSITION_STRATIFIED_RANDOM	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Astafiev	POSITION_STRATIFIED_RANDOM	0.275387	0.333333	1.391246	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Doyle	POSITION_STRATIFIED_RANDOM	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Longfellow	POSITION_STRATIFIED_RANDOM	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_GLYPH_OF_TOKEN_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Astafiev	POSITION_STRATIFIED_RANDOM	-0.507509	0.000000	0.171170	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.354176	0.333333	0.184660	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Doyle	POSITION_STRATIFIED_RANDOM	0.251819	0.666667	0.173705	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.384903	0.666667	0.158093	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Longfellow	POSITION_STRATIFIED_RANDOM	-0.690088	0.333333	0.108538	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.549550	0.333333	0.106541	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Astafiev	POSITION_STRATIFIED_RANDOM	-0.400921	0.333333	0.106442	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.349433	0.333333	0.180642	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Doyle	POSITION_STRATIFIED_RANDOM	0.240451	0.666667	0.155172	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.381515	0.666667	0.167164	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Longfellow	POSITION_STRATIFIED_RANDOM	-0.695028	0.333333	0.079491	3	0.250000	3	LOW_RESOLUTION	false
IT2a	NTH_TOKEN_OF_LINE_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.549185	0.333333	0.106460	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_2	Longfellow	PERIODIC_PHASE	-0.001629	0.333333	1.656670	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_3	Doyle	PERIODIC_PHASE	0.001039	0.333333	1.621633	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_3	Longfellow	PERIODIC_PHASE	-0.001629	0.333333	1.656670	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Astafiev	PERIODIC_PHASE	0.275387	0.333333	1.391246	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Doyle	PERIODIC_PHASE	0.001039	0.333333	1.621633	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Longfellow	PERIODIC_PHASE	-0.001629	0.333333	1.656670	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_5	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Astafiev	PERIODIC_PHASE	0.275387	0.333333	1.391246	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.275387	0.333333	1.391246	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Doyle	PERIODIC_PHASE	0.001039	0.333333	1.621633	3	0.285714	6	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.001039	0.333333	1.621633	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Longfellow	PERIODIC_PHASE	-0.001629	0.333333	1.656670	3	0.142857	6	LOW_RESOLUTION	false
IT2a	PERIODIC_GLYPH_7	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.001629	0.333333	1.656670	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Astafiev	PERIODIC_PHASE	-0.561163	0.333333	0.031157	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.497923	0.333333	0.072764	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Doyle	PERIODIC_PHASE	-0.369410	0.333333	0.073644	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.280409	0.666667	0.033110	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Longfellow	PERIODIC_PHASE	-0.822954	0.333333	0.021396	3	0.500000	1	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.803071	0.333333	0.029691	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Astafiev	PERIODIC_PHASE	-0.790352	0.000000	0.044855	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.584300	0.000000	0.074097	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Doyle	PERIODIC_PHASE	0.325313	0.333333	0.050829	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.378239	0.666667	0.062269	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Longfellow	PERIODIC_PHASE	-0.662896	0.333333	0.056422	3	0.333333	2	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_3	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.877392	0.000000	0.041814	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Astafiev	PERIODIC_PHASE	-0.586480	0.000000	0.073445	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.552860	0.000000	0.118973	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Doyle	PERIODIC_PHASE	0.468587	0.666667	0.080408	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.444846	0.666667	0.095489	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Longfellow	PERIODIC_PHASE	-0.594917	0.333333	0.071321	3	0.200000	4	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_5	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.728817	0.333333	0.076009	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Astafiev	PERIODIC_PHASE	-0.627188	0.000000	0.084044	3	0.142857	6	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.586436	0.000000	0.117830	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Doyle	PERIODIC_PHASE	0.476944	0.666667	0.111749	3	0.142857	6	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.477775	0.666667	0.117922	3	0.250000	3	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Longfellow	PERIODIC_PHASE	-0.536237	0.333333	0.100206	3	0.142857	6	LOW_RESOLUTION	false
IT2a	PERIODIC_TOKEN_7	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.457557	0.333333	0.107111	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	0.277061	0.333333	1.403726	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_TOKEN	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_TOKEN	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_TOKEN	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_TOKEN	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_GLYPH_OF_TOKEN	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	-0.412839	0.000000	0.121133	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.343199	0.333333	0.174594	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.352950	0.666667	0.159839	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.390693	0.666667	0.161332	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	-0.678769	0.333333	0.109512	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIRST_TOKEN_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.535591	0.333333	0.107496	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev	POSITION_STRATIFIED_RANDOM	-0.671737	0.000000	0.076594	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.595464	0.000000	0.082441	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Doyle	POSITION_STRATIFIED_RANDOM	0.069247	0.333333	0.076380	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.394179	0.666667	0.054604	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow	POSITION_STRATIFIED_RANDOM	0.333677	0.666667	0.039007	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_1	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.673901	0.333333	0.060222	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev	POSITION_STRATIFIED_RANDOM	-0.671737	0.000000	0.076594	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.595464	0.000000	0.082441	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Doyle	POSITION_STRATIFIED_RANDOM	0.069247	0.333333	0.076380	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.394179	0.666667	0.054604	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow	POSITION_STRATIFIED_RANDOM	0.333677	0.666667	0.039007	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	FIXED_OFFSET_WITHIN_GROUP_2	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.673901	0.333333	0.060222	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	0.277061	0.333333	1.403726	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	1.000000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_TOKEN	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	0.277061	0.333333	1.403726	3	0.500000	1	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_TOKEN	Doyle	POSITION_STRATIFIED_RANDOM	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_TOKEN	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.007798	0.333333	1.636180	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_TOKEN	Longfellow	POSITION_STRATIFIED_RANDOM	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_GLYPH_OF_TOKEN	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	0.006157	0.333333	1.671531	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Astafiev	POSITION_STRATIFIED_RANDOM	-0.412839	0.000000	0.121133	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Astafiev	RANDOM_SUBSEQUENCE_MATCHED	-0.343199	0.333333	0.174594	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Doyle	POSITION_STRATIFIED_RANDOM	0.352950	0.666667	0.159839	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Doyle	RANDOM_SUBSEQUENCE_MATCHED	0.390693	0.666667	0.161332	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Longfellow	POSITION_STRATIFIED_RANDOM	-0.678769	0.333333	0.109512	3	0.250000	3	LOW_RESOLUTION	false
ZL3b	LAST_TOKEN_OF_LINE	Longfellow	RANDOM_SUBSEQUENCE_MATCHED	-0.535591	0.333333	0.107496	3	0.250000	3	LOW_RESOLUTION	false
