rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
66	x008449	x019268	0.289519	0.803922	page	0.073171	0.329268	0.276238	2.914492	0.019802	27.333333	0.037037	0.762264	2	2
67	x015855	x009437	0.289111	0.756098	page	0.032258	0.129032	0.129032	4.377904	0.00990099	17.750000	0.000000	0.614978	0	0
68	x008705	x018928	0.288468	0.888889	page	0.062500	0.362500	0.278584	1.945593	0.039604	24.155172	0.000000	1.223111	7	4
69	x008706	x012767	0.288078	0.687500	page	0.006757	0.074324	0.028870	3.704634	0.00990099	28.000000	0.000000	0.540719	1	0
70	x000713	x018929	0.287569	0.934211	page	0.095070	0.426056	0.223399	2.114252	0.039604	20.876033	0.057851	1.243446	9	10
71	x000544	x009438	0.286668	0.705882	page	0.125000	0.270833	0.220519	2.413744	0.00990099	13.230769	0.153846	0.534769	2	0
72	x005591	x018930	0.286132	0.523810	page	0.363636	0.772727	0.751894	3.592436	0.00990099	16.294118	0.117647	1.330775	0	1
73	x018976	x000052	0.285097	0.750000	page	0.050000	0.266667	0.229353	1.789976	0.0594059	22.625000	0.000000	0.719378	1	0
74	x015852	x000715	0.284879	0.740260	page	0.035088	0.263158	0.256285	3.635724	0.00990099	25.066667	0.000000	0.842872	0	0
75	x009250	x018928	0.284208	0.940120	page	0.060510	0.353503	0.194412	1.957515	0.049505	19.783784	0.000000	1.242774	8	4
76	x000699	x018928	0.284160	0.636364	page	0.057143	0.485714	0.469980	1.703768	0.0693069	22.882353	0.000000	1.221809	1	0
77	x012764	x018929	0.284135	0.705882	page	0.166667	0.479167	0.440961	1.428902	0.0990099	11.608696	0.217391	1.311189	2	0
78	x001054	x012696	0.283793	0.797980	page	0.025316	0.316456	0.260694	2.391857	0.019802	20.040000	0.000000	0.764086	1	0
79	x009437	x012699	0.283719	0.895833	page	0.029070	0.255814	0.179450	2.697790	0.019802	25.181818	0.000000	0.811683	1	2
80	x012401	x018930	0.283560	0.682540	page	0.093023	0.465116	0.439075	2.207074	0.039604	25.350000	0.000000	1.349373	2	0
81	x008945	x008944	0.283132	0.856115	page	0.027586	0.234483	0.074819	3.278133	0.00990099	22.205882	0.000000	0.628275	3	2
82	x001170	x009436	0.282922	0.824561	page	0.053191	0.180851	0.150731	1.692781	0.0792079	17.411765	0.000000	0.561017	1	0
83	x000055	x018931	0.282779	0.934426	page	0.056140	0.414035	0.241861	1.685059	0.0594059	22.805085	0.000000	1.205423	13	8
84	x020970	x019269	0.281953	0.607843	page	0.064516	0.483871	0.473233	3.466377	0.00990099	24.933333	0.000000	0.718899	0	0
85	x012123	x000715	0.281608	0.837398	page	0.058252	0.310680	0.252260	2.698124	0.00990099	24.187500	0.000000	0.806087	1	1
86	x000054	x012697	0.281410	0.933333	page	0.055944	0.297203	0.079346	2.601313	0.00990099	23.047059	0.000000	0.841942	3	5
87	x020733	x000712	0.281140	0.687500	page	0.113636	0.500000	0.454397	2.463385	0.019802	19.318182	0.000000	0.789254	2	1
88	x012123	x008947	0.281128	0.836066	page	0.019417	0.145631	0.135827	2.664801	0.00990099	27.400000	0.000000	0.576601	1	0
89	x020111	x000714	0.280991	0.677419	page	0.071429	0.333333	0.313661	2.178281	0.049505	20.857143	0.000000	0.846207	1	0
90	x001054	x018931	0.280667	0.797980	page	0.088608	0.443038	0.373473	0.618208	0.346535	18.742857	0.028571	1.250996	2	0
91	x001054	x018928	0.280434	0.797980	page	0.126582	0.455696	0.384018	1.006378	0.19802	21.666667	0.027778	1.177944	2	0
92	x000547	x018929	0.280087	0.692308	page	0.111111	0.466667	0.443411	2.889019	0.00990099	18.666667	0.095238	1.313500	0	0
93	x001490	x020128	0.280021	0.636364	page	0.015625	0.125000	0.096429	3.447846	0.00990099	30.125000	0.000000	0.337236	1	0
94	x001052	x018976	0.278866	0.750000	page	0.025316	0.088608	0.071941	4.493717	0.00990099	16.285714	0.000000	0.466931	0	0
95	x017250	x018928	0.278659	0.642857	page	0.166667	0.555556	0.525835	1.743680	0.0594059	22.050000	0.000000	1.177811	1	0
96	x008689	x012697	0.278430	0.801980	page	0.037037	0.259259	0.227116	3.087889	0.00990099	20.047619	0.000000	0.829415	0	0
97	x020628	x012465	0.278329	0.718310	page	0.037500	0.112500	0.073284	4.673137	0.00990099	15.222222	0.111111	0.479748	0	0
98	x020558	x000054	0.278263	0.881657	page	0.093960	0.315436	0.231520	2.385504	0.019802	21.425532	0.148936	0.753362	1	2
99	x001489	x008451	0.278045	0.797980	page	0.025316	0.139241	0.097135	2.269602	0.029703	30.272727	0.000000	0.500542	1	0
100	x021400	x002539	0.277005	0.770115	page	0.007634	0.076336	0.031560	2.587133	0.029703	24.500000	0.000000	0.531907	1	0
