job_id	branch	corpus_id	generator_variant	scale	replicate	tokens	protocol_layer	seed	config_sha256	input_path	input_sha256
j-d9d9158a9a0ea2f5f301	S	s-9cd898e03523	1	MEDIUM	2	2048	HISTORICAL_REPLICATION	9925093265465222309	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r02.txt	4cb9530c16330cec4024304e37ec258f2be6514eb61dcc1fb3a02716517d7fcb
j-7fa9d1dac3e9774adaa6	S	s-9cd898e03523	1	MEDIUM	3	2048	HISTORICAL_REPLICATION	13298388755490153487	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r03.txt	b29a3aef31191ee3327e0c77d132f0f436ad604cc6d5f0d57cbe58bfe37c2946
j-3e8004fa89384e0e2445	S	s-9cd898e03523	1	MEDIUM	4	2048	HISTORICAL_REPLICATION	16009144600227305217	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r04.txt	6e4c9c88e9b6281d8226fa80f467e25335b18fec7f03fadc0f8f0e1a7297827d
j-c672a36af7cecbba5205	S	s-9cd898e03523	1	MEDIUM	5	2048	HISTORICAL_REPLICATION	11945752663440559113	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r05.txt	fc49523db5afb9dadbb5dca3cc8785a3d670de71784d4f3ce6672064b26867cb
j-b3f5ed311407debd6ed0	S	s-9cd898e03523	1	MEDIUM	6	2048	HISTORICAL_REPLICATION	15538899154351596702	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r06.txt	78abf49e45372a157e982a70c8d319b123f9a579a47560dd63610359575c51cf
j-9b83d9123674f439e69b	S	s-9cd898e03523	1	MEDIUM	7	2048	HISTORICAL_REPLICATION	2276198571494063900	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/medium/r07.txt	722ea4b6c0e04df101a01c801686e0fda65b05ac94b5cd3f985b78aef18fe44b
j-8a643d0814236eb8b15a	S	s-9cd898e03523	1	VOYNICH_SCALE	0	38000	HISTORICAL_REPLICATION	7354946226428826539	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r00.txt	63884e4aeadbeef3f8f7b951e3858c18e96a4ee534de794a43e63d89dc3c6534
j-2822164dafb0ea8d2475	S	s-9cd898e03523	1	VOYNICH_SCALE	1	38000	HISTORICAL_REPLICATION	14168685336732664709	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r01.txt	b446d3de66cd55cec434a2f4f3fce8842b24567804a0e343448479d785278c1d
j-20b213701867d1c17b99	S	s-9cd898e03523	1	VOYNICH_SCALE	2	38000	HISTORICAL_REPLICATION	15723281831614464132	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r02.txt	aa7ad146f425c05c84ab3fa8d12b5097d79c64950da490f8e09962176eb60e95
j-0c2bd3ac6fd4c8a48fd1	S	s-9cd898e03523	1	VOYNICH_SCALE	3	38000	HISTORICAL_REPLICATION	14455448808630676851	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r03.txt	50908f6e5ed4aa5c52f8faa9498881b5de3f5a62cac8e2bf21a24fdc672a6539
j-9e03e4e11894ff0db2e2	S	s-9cd898e03523	1	VOYNICH_SCALE	4	38000	HISTORICAL_REPLICATION	14522738884839066160	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r04.txt	4a90d6f2a7cde7f2b6e396b50d7301224e4f761c3063ce1d52b74c3be93f0451
j-7280dac2ce7118dd6583	S	s-9cd898e03523	1	VOYNICH_SCALE	5	38000	HISTORICAL_REPLICATION	12132113197621115609	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r05.txt	7cd7d9618b1f50e66389cebb746b19ebb292adbe3ba7d40de707442c3616ba45
j-465bb738ead9db2948a6	S	s-9cd898e03523	1	VOYNICH_SCALE	6	38000	HISTORICAL_REPLICATION	7839285259279541461	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r06.txt	6b7ad561559138a189e143467fcdda44f3401c0edb5f254b242f610460147d2b
j-101ec08614c8f5aea62e	S	s-9cd898e03523	1	VOYNICH_SCALE	7	38000	HISTORICAL_REPLICATION	1499204999234902319	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/voynich_scale/r07.txt	ee86a77cd94c65d0c02c8745f7b63644224553b8cdd5d85e57609229cc722ba9
j-975d91005a8567428328	S	s-9cd898e03523	1	LARGE	0	65536	HISTORICAL_REPLICATION	3507317480434517132	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r00.txt	cb67edfa846287a0df4dbced0bc80ad0c4a8c2d0f8213b099e1d8b97439e1c93
j-7e7b5c997cf39cfd727a	S	s-9cd898e03523	1	LARGE	1	65536	HISTORICAL_REPLICATION	7793532149319305222	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r01.txt	548e201eb917315027a6050a0f05bdf60bf0807572824f66afb8661824e6132f
j-f995dd3eecbd9cb46f3a	S	s-9cd898e03523	1	LARGE	2	65536	HISTORICAL_REPLICATION	15466276466012617936	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r02.txt	edd8a8f6cfd81704c50066a8c609aa47344fca3e94f02aab7f656c8a48d41e77
j-96d0c8737180a566d9b0	S	s-9cd898e03523	1	LARGE	3	65536	HISTORICAL_REPLICATION	5442492868702077592	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r03.txt	b5c3798e8e0acb7bafd8c06fc0a22dd0a2fa7bf625e51da47f49c8c7a03dc956
j-a62b3c122f2036528bba	S	s-9cd898e03523	1	LARGE	4	65536	HISTORICAL_REPLICATION	1238517753802655071	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r04.txt	debad31d3d14ef08c6a8f3ceffd746f4e5a549d79245641c07abcf7581071fcb
j-5acb28e4e42ddf1c76e4	S	s-9cd898e03523	1	LARGE	5	65536	HISTORICAL_REPLICATION	14947458401819131894	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r05.txt	3a8a316254bb75db4b4ed49a79dfa18b9af4ec2b61b25f18333867765cd04087
j-cfec33d67ead4ab99ce2	S	s-9cd898e03523	1	LARGE	6	65536	HISTORICAL_REPLICATION	1100450371511937219	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r06.txt	f775ebd96c07fab04ea6718b4be13c7b95ba16c2e42aed9d279401bf7a88f529
j-5c8868dbcb7609854045	S	s-9cd898e03523	1	LARGE	7	65536	HISTORICAL_REPLICATION	8830419726537391127	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-9cd898e03523/large/r07.txt	f960db5087721b9cb6126c8057f1bf92d30261659bb9a0f8e741aae5ba09d54f
j-21344cc8e13655a9275b	S	s-aab291e34c5e	2	SMALL	0	512	HISTORICAL_REPLICATION	8930911459471455959	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r00.txt	2daa3473d467ae8745379b38122bd99f8ac73f111f003ccf96a34d5ae7d2cca2
j-6cdd4f0a0984c898423a	S	s-aab291e34c5e	2	SMALL	1	512	HISTORICAL_REPLICATION	894057367579316134	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r01.txt	47014a56bd8a44f2b6480d3dfd64949a559aab2be36822576839443c7060fdd1
j-8ca757df1cb73036c913	S	s-aab291e34c5e	2	SMALL	2	512	HISTORICAL_REPLICATION	17084957352250401795	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r02.txt	0cf743638b8f2eea42e61621235e6ca4600ee241c880f48fa5ceef309dc922a6
j-bd36e3b583d76c833070	S	s-aab291e34c5e	2	SMALL	3	512	HISTORICAL_REPLICATION	12863228936870361657	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r03.txt	83ff240c54535c10742853d989928d98eadd0bc3553e2f4a1b9d01cd9efb79e6
j-cf6527d1eef570681018	S	s-aab291e34c5e	2	SMALL	4	512	HISTORICAL_REPLICATION	15897783888147096254	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r04.txt	9af4f383ab44c5fd0eedbbb4b0af1d42a38903a4dc47243ce8bec7cbf95638d9
j-661eef365d27500c2524	S	s-aab291e34c5e	2	SMALL	5	512	HISTORICAL_REPLICATION	6008387457982998813	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r05.txt	4f19910e9e3ede37a9294f8a08c1115f8f27754218f92d3b5e79e14ad7a9fdd9
j-caa04013c2c136f0babe	S	s-aab291e34c5e	2	SMALL	6	512	HISTORICAL_REPLICATION	8156095637352624300	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r06.txt	a6a0823f1013571f3b5cd0f351c581be56ca9cfd7c6116b433e871a28d66529f
j-49d278704757be000ac0	S	s-aab291e34c5e	2	SMALL	7	512	HISTORICAL_REPLICATION	4539963763563233623	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/small/r07.txt	04bd616144b7511972ecf1da4eb28c08ce65416b4636d2ebbfcef8264fb1273a
j-4763d8f10aec982bcd60	S	s-aab291e34c5e	2	MEDIUM	0	2048	HISTORICAL_REPLICATION	15557410662598690064	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r00.txt	e2dd94f853647495e9e015daf5f0c8f590a1eed2b5b6549eb50828d495b5d26d
j-d8bc5f9eb8bf457a53d2	S	s-aab291e34c5e	2	MEDIUM	1	2048	HISTORICAL_REPLICATION	4170039995836567133	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r01.txt	3bfd85d54a303ad262138811294f103f5d8a27adac9b339c546693ae8394efb5
j-46b5d97eb009bedf0af8	S	s-aab291e34c5e	2	MEDIUM	2	2048	HISTORICAL_REPLICATION	6617382925585163496	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r02.txt	d9a1c45a77b8cad631f76722f3823528ec8219a38d32658b596e8289d55fe978
j-3e064b74fa331fce03ff	S	s-aab291e34c5e	2	MEDIUM	3	2048	HISTORICAL_REPLICATION	18090991087915758053	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r03.txt	5ff9a7de0a6d1263c6f682178e325f7b11a25d3329bd87b1403dab23eccf1cfb
j-f437afe54a1767def14d	S	s-aab291e34c5e	2	MEDIUM	4	2048	HISTORICAL_REPLICATION	7329160869138233772	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r04.txt	b5b5b7c55283c299b105eecba8b0f973ff31c804bead80e03f6b6eca0a3615dd
j-d72cae8dc4b1079e9e10	S	s-aab291e34c5e	2	MEDIUM	5	2048	HISTORICAL_REPLICATION	9433728775354827676	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r05.txt	e6b581ee72c61cbb3148f097e627307b64fab3366b390125ce44eaac0cb37222
j-a3b04a6ab72a670d50ae	S	s-aab291e34c5e	2	MEDIUM	6	2048	HISTORICAL_REPLICATION	9108166206112192680	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r06.txt	96a834b93301780d1e643f665a6a2f68ced2ff30f6db62df3cf365db6e7339f3
j-e20c4befc2aeb1ceb7ec	S	s-aab291e34c5e	2	MEDIUM	7	2048	HISTORICAL_REPLICATION	5175571521498834429	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r07.txt	6e6d0256470c2f47677ffb344b825e5b2b9fd2e12acbff73ca1aa3e0beb3f0fe
j-64068f887942de228659	S	s-aab291e34c5e	2	VOYNICH_SCALE	0	38000	HISTORICAL_REPLICATION	3111533380056275470	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r00.txt	7faf344fee74d0ad1a9fd5bf57eda319b59f257f05596d88e95a508a7327a504
j-a44895af7be14cff4f61	S	s-aab291e34c5e	2	VOYNICH_SCALE	1	38000	HISTORICAL_REPLICATION	16307872150991397624	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r01.txt	8b072d3c1b7cec32ba526818d0d9c7964736fe1c6fb6cce5a84c16e5bbd0d448
j-af2e4515c4eda1121757	S	s-aab291e34c5e	2	VOYNICH_SCALE	2	38000	HISTORICAL_REPLICATION	4585642085496641177	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r02.txt	00d4da34ffbc74291e9f1e3193970cc40f463d3a59d03fc47e460ab520da0042
j-aa11340db7c8f19103da	S	s-aab291e34c5e	2	VOYNICH_SCALE	3	38000	HISTORICAL_REPLICATION	7507091941391816559	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r03.txt	a626404a2334799ce798f4624b6f6726f99ecdd6aa9fca86a98aeb2e4876b96c
j-5ae51281aa0b9b691f91	S	s-aab291e34c5e	2	VOYNICH_SCALE	4	38000	HISTORICAL_REPLICATION	12363208548683792395	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r04.txt	269c819b7924324cab9ce8f1671efe668008d8d884328b65c11d916e0203553a
j-73db4e6ce818213bdb68	S	s-aab291e34c5e	2	VOYNICH_SCALE	5	38000	HISTORICAL_REPLICATION	11254180502370546834	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r05.txt	1bbf1eb4304e055cb7bae9941e872ec31b98e019827940ff135105607ffb15d1
j-01e16589a0b5d86ed10c	S	s-aab291e34c5e	2	VOYNICH_SCALE	6	38000	HISTORICAL_REPLICATION	14260345676527209101	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r06.txt	431236d3c51be4bfb9830672d0101211acd7694ef11776e1360a70122ec01aea
j-a4b3a5ecbcb4b82ac279	S	s-aab291e34c5e	2	VOYNICH_SCALE	7	38000	HISTORICAL_REPLICATION	9663109698561924882	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r07.txt	9c3f583490a160a0f0771c3507c5ad6ab4f2aa62d4463e06ea569b2be1d6aace
j-eedc9b3bb70eb0e5e8ff	S	s-aab291e34c5e	2	LARGE	0	65536	HISTORICAL_REPLICATION	2172375283668770835	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r00.txt	91560bc270a5b6c46992c8ee2b32426fa8ad594a9819cf670c6d36e2048e8b85
j-21d3de0c8b60d58d952f	S	s-aab291e34c5e	2	LARGE	1	65536	HISTORICAL_REPLICATION	11457895363447346617	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r01.txt	6d761c066f2c7c5894007096d587b711199cedb8fc3ed80024c67a25be16ce6b
j-15e3150b99df73255eed	S	s-aab291e34c5e	2	LARGE	2	65536	HISTORICAL_REPLICATION	13931349387582296136	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r02.txt	1049aa1c7c5381a311246873329aebb8b927065552e691382cc0da1cc74aa242
j-ac99d33e9d8994a56d5c	S	s-aab291e34c5e	2	LARGE	3	65536	HISTORICAL_REPLICATION	17419199988001278585	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r03.txt	e307b9ccf150066ae62ea54799830ac9eb213b5c66eacf5061a45d8f4f35347a
j-8274641ca367171f71a2	S	s-aab291e34c5e	2	LARGE	4	65536	HISTORICAL_REPLICATION	13707411836755438362	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r04.txt	269de4412fffb09b03ef2568d01b64f898e0e561f7d69416ca5cfdad53fd03ea
j-f8a82e0167a403e77fb3	S	s-aab291e34c5e	2	LARGE	5	65536	HISTORICAL_REPLICATION	7356187411356251679	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r05.txt	ea87d2409203c10aa6a908ba82f74b10ea317477776372006e6c61e11aa89fe0
j-e4b246f6790972158805	S	s-aab291e34c5e	2	LARGE	6	65536	HISTORICAL_REPLICATION	6615014995237584559	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r06.txt	2fb5dd3b03b66c5e96ae3e7feb070389976268426b5b3053aedd28e640a4c129
j-2c9d5f63c26de4548549	S	s-aab291e34c5e	2	LARGE	7	65536	HISTORICAL_REPLICATION	8129925057699968036	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-aab291e34c5e/large/r07.txt	fa25e6275d1148202467307094f3f2b95b15ac0d40d8b097d968e2b36a98ad0c
j-afcf857a0224c9b2402c	S	s-09791ffb8ffa	3	SMALL	0	512	HISTORICAL_REPLICATION	13583618711456465337	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r00.txt	d9492b92322e2b620a4eda8a839738466b2223c20a76346bdf6461fbe9192899
j-ee32c2e1ebc707cf605f	S	s-09791ffb8ffa	3	SMALL	1	512	HISTORICAL_REPLICATION	11163574734759161680	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r01.txt	7958cd4da814beca89ee061256505fb1b96dbfe66680d6cd7b0a2024cd7b0b5e
j-acc19126514ba314212a	S	s-09791ffb8ffa	3	SMALL	2	512	HISTORICAL_REPLICATION	10887623040113128552	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r02.txt	d37ea15229d1ae73561c476cbad185dc56f12576d3fc7c1735fd708c9d67d48d
j-6e53cd3fe497ca908e4a	S	s-09791ffb8ffa	3	SMALL	3	512	HISTORICAL_REPLICATION	10384316284749556087	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r03.txt	63d27e282c293a4f2b0d9ab7a918e441a83205092f8f563981d6d9824c471a4b
j-ed1c9bd30dfff3761091	S	s-09791ffb8ffa	3	SMALL	4	512	HISTORICAL_REPLICATION	4871228761705890765	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r04.txt	e8d3332a1fc818947264d76793e0a47edb3e2296035c34ecadb2fdbcb5f9a59b
j-ae58ca90b07e337b3f33	S	s-09791ffb8ffa	3	SMALL	5	512	HISTORICAL_REPLICATION	15694470482442911143	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r05.txt	55d1a885f6bf747ff493dcf749c1f8308fb822ba16e903328160e1523c8b6a97
j-c69efd47eca2e9772e8d	S	s-09791ffb8ffa	3	SMALL	6	512	HISTORICAL_REPLICATION	18027097864112457781	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r06.txt	4de048f3fe729386716532e39b88a9b3d1696aa73c0c182dc9071af9ce454cb1
j-d02ae7c7b8cce03a01f8	S	s-09791ffb8ffa	3	SMALL	7	512	HISTORICAL_REPLICATION	4113664022049614539	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r07.txt	f8ab28ce364f21d542faac1c54d3864d6549f2d893dcc03481e5dfe6742027d3
j-b7b79eb25404d863c1fa	S	s-09791ffb8ffa	3	MEDIUM	0	2048	HISTORICAL_REPLICATION	4868507497654571302	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r00.txt	3bbf75ce5b4e048077c28d6e793d3cec647948c1e7f9d2e82628d28aef79b564
j-beedd5bf77e1390e977c	S	s-09791ffb8ffa	3	MEDIUM	1	2048	HISTORICAL_REPLICATION	8040972301438508712	0b7675863c073b6e8a95656a1680d1dc0b7f4b59b30f089f52a21b9971559d9d	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r01.txt	6603ebe51972bd8609199b4a83c25afe8a02648237938a42e066b0d15e2eb5a0
