opaque_id	generator_variant	scale	tokens	replicate	path
s-aab291e34c5e	2	MEDIUM	2048	7	research/phase3/task86c/inputs/s-aab291e34c5e/medium/r07.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r00.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r01.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r02.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r03.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r04.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r05.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r06.txt
s-aab291e34c5e	2	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-aab291e34c5e/voynich_scale/r07.txt
s-aab291e34c5e	2	LARGE	65536	0	research/phase3/task86c/inputs/s-aab291e34c5e/large/r00.txt
s-aab291e34c5e	2	LARGE	65536	1	research/phase3/task86c/inputs/s-aab291e34c5e/large/r01.txt
s-aab291e34c5e	2	LARGE	65536	2	research/phase3/task86c/inputs/s-aab291e34c5e/large/r02.txt
s-aab291e34c5e	2	LARGE	65536	3	research/phase3/task86c/inputs/s-aab291e34c5e/large/r03.txt
s-aab291e34c5e	2	LARGE	65536	4	research/phase3/task86c/inputs/s-aab291e34c5e/large/r04.txt
s-aab291e34c5e	2	LARGE	65536	5	research/phase3/task86c/inputs/s-aab291e34c5e/large/r05.txt
s-aab291e34c5e	2	LARGE	65536	6	research/phase3/task86c/inputs/s-aab291e34c5e/large/r06.txt
s-aab291e34c5e	2	LARGE	65536	7	research/phase3/task86c/inputs/s-aab291e34c5e/large/r07.txt
s-09791ffb8ffa	3	SMALL	512	0	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r00.txt
s-09791ffb8ffa	3	SMALL	512	1	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r01.txt
s-09791ffb8ffa	3	SMALL	512	2	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r02.txt
s-09791ffb8ffa	3	SMALL	512	3	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r03.txt
s-09791ffb8ffa	3	SMALL	512	4	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r04.txt
s-09791ffb8ffa	3	SMALL	512	5	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r05.txt
s-09791ffb8ffa	3	SMALL	512	6	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r06.txt
s-09791ffb8ffa	3	SMALL	512	7	research/phase3/task86c/inputs/s-09791ffb8ffa/small/r07.txt
s-09791ffb8ffa	3	MEDIUM	2048	0	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r00.txt
s-09791ffb8ffa	3	MEDIUM	2048	1	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r01.txt
s-09791ffb8ffa	3	MEDIUM	2048	2	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r02.txt
s-09791ffb8ffa	3	MEDIUM	2048	3	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r03.txt
s-09791ffb8ffa	3	MEDIUM	2048	4	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r04.txt
s-09791ffb8ffa	3	MEDIUM	2048	5	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r05.txt
s-09791ffb8ffa	3	MEDIUM	2048	6	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r06.txt
s-09791ffb8ffa	3	MEDIUM	2048	7	research/phase3/task86c/inputs/s-09791ffb8ffa/medium/r07.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r00.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r01.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r02.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r03.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r04.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r05.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r06.txt
s-09791ffb8ffa	3	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-09791ffb8ffa/voynich_scale/r07.txt
s-09791ffb8ffa	3	LARGE	65536	0	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r00.txt
s-09791ffb8ffa	3	LARGE	65536	1	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r01.txt
s-09791ffb8ffa	3	LARGE	65536	2	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r02.txt
s-09791ffb8ffa	3	LARGE	65536	3	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r03.txt
s-09791ffb8ffa	3	LARGE	65536	4	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r04.txt
s-09791ffb8ffa	3	LARGE	65536	5	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r05.txt
s-09791ffb8ffa	3	LARGE	65536	6	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r06.txt
s-09791ffb8ffa	3	LARGE	65536	7	research/phase3/task86c/inputs/s-09791ffb8ffa/large/r07.txt
s-2af7a06b0667	1	SMALL	512	0	research/phase3/task86c/inputs/s-2af7a06b0667/small/r00.txt
s-2af7a06b0667	1	SMALL	512	1	research/phase3/task86c/inputs/s-2af7a06b0667/small/r01.txt
s-2af7a06b0667	1	SMALL	512	2	research/phase3/task86c/inputs/s-2af7a06b0667/small/r02.txt
s-2af7a06b0667	1	SMALL	512	3	research/phase3/task86c/inputs/s-2af7a06b0667/small/r03.txt
s-2af7a06b0667	1	SMALL	512	4	research/phase3/task86c/inputs/s-2af7a06b0667/small/r04.txt
s-2af7a06b0667	1	SMALL	512	5	research/phase3/task86c/inputs/s-2af7a06b0667/small/r05.txt
s-2af7a06b0667	1	SMALL	512	6	research/phase3/task86c/inputs/s-2af7a06b0667/small/r06.txt
s-2af7a06b0667	1	SMALL	512	7	research/phase3/task86c/inputs/s-2af7a06b0667/small/r07.txt
s-2af7a06b0667	1	MEDIUM	2048	0	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r00.txt
s-2af7a06b0667	1	MEDIUM	2048	1	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r01.txt
s-2af7a06b0667	1	MEDIUM	2048	2	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r02.txt
s-2af7a06b0667	1	MEDIUM	2048	3	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r03.txt
s-2af7a06b0667	1	MEDIUM	2048	4	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r04.txt
s-2af7a06b0667	1	MEDIUM	2048	5	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r05.txt
s-2af7a06b0667	1	MEDIUM	2048	6	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r06.txt
s-2af7a06b0667	1	MEDIUM	2048	7	research/phase3/task86c/inputs/s-2af7a06b0667/medium/r07.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r00.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r01.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r02.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r03.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r04.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r05.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r06.txt
s-2af7a06b0667	1	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-2af7a06b0667/voynich_scale/r07.txt
s-2af7a06b0667	1	LARGE	65536	0	research/phase3/task86c/inputs/s-2af7a06b0667/large/r00.txt
s-2af7a06b0667	1	LARGE	65536	1	research/phase3/task86c/inputs/s-2af7a06b0667/large/r01.txt
s-2af7a06b0667	1	LARGE	65536	2	research/phase3/task86c/inputs/s-2af7a06b0667/large/r02.txt
s-2af7a06b0667	1	LARGE	65536	3	research/phase3/task86c/inputs/s-2af7a06b0667/large/r03.txt
s-2af7a06b0667	1	LARGE	65536	4	research/phase3/task86c/inputs/s-2af7a06b0667/large/r04.txt
s-2af7a06b0667	1	LARGE	65536	5	research/phase3/task86c/inputs/s-2af7a06b0667/large/r05.txt
s-2af7a06b0667	1	LARGE	65536	6	research/phase3/task86c/inputs/s-2af7a06b0667/large/r06.txt
s-2af7a06b0667	1	LARGE	65536	7	research/phase3/task86c/inputs/s-2af7a06b0667/large/r07.txt
s-3b27442e22a6	2	SMALL	512	0	research/phase3/task86c/inputs/s-3b27442e22a6/small/r00.txt
s-3b27442e22a6	2	SMALL	512	1	research/phase3/task86c/inputs/s-3b27442e22a6/small/r01.txt
s-3b27442e22a6	2	SMALL	512	2	research/phase3/task86c/inputs/s-3b27442e22a6/small/r02.txt
s-3b27442e22a6	2	SMALL	512	3	research/phase3/task86c/inputs/s-3b27442e22a6/small/r03.txt
s-3b27442e22a6	2	SMALL	512	4	research/phase3/task86c/inputs/s-3b27442e22a6/small/r04.txt
s-3b27442e22a6	2	SMALL	512	5	research/phase3/task86c/inputs/s-3b27442e22a6/small/r05.txt
s-3b27442e22a6	2	SMALL	512	6	research/phase3/task86c/inputs/s-3b27442e22a6/small/r06.txt
s-3b27442e22a6	2	SMALL	512	7	research/phase3/task86c/inputs/s-3b27442e22a6/small/r07.txt
s-3b27442e22a6	2	MEDIUM	2048	0	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r00.txt
s-3b27442e22a6	2	MEDIUM	2048	1	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r01.txt
s-3b27442e22a6	2	MEDIUM	2048	2	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r02.txt
s-3b27442e22a6	2	MEDIUM	2048	3	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r03.txt
s-3b27442e22a6	2	MEDIUM	2048	4	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r04.txt
s-3b27442e22a6	2	MEDIUM	2048	5	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r05.txt
s-3b27442e22a6	2	MEDIUM	2048	6	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r06.txt
s-3b27442e22a6	2	MEDIUM	2048	7	research/phase3/task86c/inputs/s-3b27442e22a6/medium/r07.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r00.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r01.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r02.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r03.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r04.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r05.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r06.txt
s-3b27442e22a6	2	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r07.txt
s-3b27442e22a6	2	LARGE	65536	0	research/phase3/task86c/inputs/s-3b27442e22a6/large/r00.txt
s-3b27442e22a6	2	LARGE	65536	1	research/phase3/task86c/inputs/s-3b27442e22a6/large/r01.txt
s-3b27442e22a6	2	LARGE	65536	2	research/phase3/task86c/inputs/s-3b27442e22a6/large/r02.txt
s-3b27442e22a6	2	LARGE	65536	3	research/phase3/task86c/inputs/s-3b27442e22a6/large/r03.txt
s-3b27442e22a6	2	LARGE	65536	4	research/phase3/task86c/inputs/s-3b27442e22a6/large/r04.txt
s-3b27442e22a6	2	LARGE	65536	5	research/phase3/task86c/inputs/s-3b27442e22a6/large/r05.txt
s-3b27442e22a6	2	LARGE	65536	6	research/phase3/task86c/inputs/s-3b27442e22a6/large/r06.txt
s-3b27442e22a6	2	LARGE	65536	7	research/phase3/task86c/inputs/s-3b27442e22a6/large/r07.txt
s-1d31695c4e69	3	SMALL	512	0	research/phase3/task86c/inputs/s-1d31695c4e69/small/r00.txt
s-1d31695c4e69	3	SMALL	512	1	research/phase3/task86c/inputs/s-1d31695c4e69/small/r01.txt
s-1d31695c4e69	3	SMALL	512	2	research/phase3/task86c/inputs/s-1d31695c4e69/small/r02.txt
s-1d31695c4e69	3	SMALL	512	3	research/phase3/task86c/inputs/s-1d31695c4e69/small/r03.txt
s-1d31695c4e69	3	SMALL	512	4	research/phase3/task86c/inputs/s-1d31695c4e69/small/r04.txt
s-1d31695c4e69	3	SMALL	512	5	research/phase3/task86c/inputs/s-1d31695c4e69/small/r05.txt
s-1d31695c4e69	3	SMALL	512	6	research/phase3/task86c/inputs/s-1d31695c4e69/small/r06.txt
s-1d31695c4e69	3	SMALL	512	7	research/phase3/task86c/inputs/s-1d31695c4e69/small/r07.txt
s-1d31695c4e69	3	MEDIUM	2048	0	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r00.txt
s-1d31695c4e69	3	MEDIUM	2048	1	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r01.txt
s-1d31695c4e69	3	MEDIUM	2048	2	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r02.txt
s-1d31695c4e69	3	MEDIUM	2048	3	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r03.txt
s-1d31695c4e69	3	MEDIUM	2048	4	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r04.txt
s-1d31695c4e69	3	MEDIUM	2048	5	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r05.txt
s-1d31695c4e69	3	MEDIUM	2048	6	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r06.txt
s-1d31695c4e69	3	MEDIUM	2048	7	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r07.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r00.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r01.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r02.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r03.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r04.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r05.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r06.txt
s-1d31695c4e69	3	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-1d31695c4e69/voynich_scale/r07.txt
s-1d31695c4e69	3	LARGE	65536	0	research/phase3/task86c/inputs/s-1d31695c4e69/large/r00.txt
s-1d31695c4e69	3	LARGE	65536	1	research/phase3/task86c/inputs/s-1d31695c4e69/large/r01.txt
s-1d31695c4e69	3	LARGE	65536	2	research/phase3/task86c/inputs/s-1d31695c4e69/large/r02.txt
s-1d31695c4e69	3	LARGE	65536	3	research/phase3/task86c/inputs/s-1d31695c4e69/large/r03.txt
s-1d31695c4e69	3	LARGE	65536	4	research/phase3/task86c/inputs/s-1d31695c4e69/large/r04.txt
s-1d31695c4e69	3	LARGE	65536	5	research/phase3/task86c/inputs/s-1d31695c4e69/large/r05.txt
s-1d31695c4e69	3	LARGE	65536	6	research/phase3/task86c/inputs/s-1d31695c4e69/large/r06.txt
s-1d31695c4e69	3	LARGE	65536	7	research/phase3/task86c/inputs/s-1d31695c4e69/large/r07.txt
s-f4054cfa9ec9	1	SMALL	512	0	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r00.txt
s-f4054cfa9ec9	1	SMALL	512	1	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r01.txt
s-f4054cfa9ec9	1	SMALL	512	2	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r02.txt
s-f4054cfa9ec9	1	SMALL	512	3	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r03.txt
s-f4054cfa9ec9	1	SMALL	512	4	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r04.txt
s-f4054cfa9ec9	1	SMALL	512	5	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r05.txt
s-f4054cfa9ec9	1	SMALL	512	6	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r06.txt
s-f4054cfa9ec9	1	SMALL	512	7	research/phase3/task86c/inputs/s-f4054cfa9ec9/small/r07.txt
s-f4054cfa9ec9	1	MEDIUM	2048	0	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r00.txt
s-f4054cfa9ec9	1	MEDIUM	2048	1	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r01.txt
s-f4054cfa9ec9	1	MEDIUM	2048	2	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r02.txt
s-f4054cfa9ec9	1	MEDIUM	2048	3	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r03.txt
s-f4054cfa9ec9	1	MEDIUM	2048	4	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r04.txt
s-f4054cfa9ec9	1	MEDIUM	2048	5	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r05.txt
s-f4054cfa9ec9	1	MEDIUM	2048	6	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r06.txt
s-f4054cfa9ec9	1	MEDIUM	2048	7	research/phase3/task86c/inputs/s-f4054cfa9ec9/medium/r07.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	0	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r00.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	1	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r01.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	2	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r02.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	3	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r03.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	4	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r04.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	5	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r05.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	6	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r06.txt
s-f4054cfa9ec9	1	VOYNICH_SCALE	38000	7	research/phase3/task86c/inputs/s-f4054cfa9ec9/voynich_scale/r07.txt
s-f4054cfa9ec9	1	LARGE	65536	0	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r00.txt
s-f4054cfa9ec9	1	LARGE	65536	1	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r01.txt
s-f4054cfa9ec9	1	LARGE	65536	2	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r02.txt
s-f4054cfa9ec9	1	LARGE	65536	3	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r03.txt
s-f4054cfa9ec9	1	LARGE	65536	4	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r04.txt
s-f4054cfa9ec9	1	LARGE	65536	5	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r05.txt
s-f4054cfa9ec9	1	LARGE	65536	6	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r06.txt
s-f4054cfa9ec9	1	LARGE	65536	7	research/phase3/task86c/inputs/s-f4054cfa9ec9/large/r07.txt
s-5a165cc265b7	2	SMALL	512	0	research/phase3/task86c/inputs/s-5a165cc265b7/small/r00.txt
s-5a165cc265b7	2	SMALL	512	1	research/phase3/task86c/inputs/s-5a165cc265b7/small/r01.txt
s-5a165cc265b7	2	SMALL	512	2	research/phase3/task86c/inputs/s-5a165cc265b7/small/r02.txt
s-5a165cc265b7	2	SMALL	512	3	research/phase3/task86c/inputs/s-5a165cc265b7/small/r03.txt
s-5a165cc265b7	2	SMALL	512	4	research/phase3/task86c/inputs/s-5a165cc265b7/small/r04.txt
s-5a165cc265b7	2	SMALL	512	5	research/phase3/task86c/inputs/s-5a165cc265b7/small/r05.txt
s-5a165cc265b7	2	SMALL	512	6	research/phase3/task86c/inputs/s-5a165cc265b7/small/r06.txt
s-5a165cc265b7	2	SMALL	512	7	research/phase3/task86c/inputs/s-5a165cc265b7/small/r07.txt
