opaque_id	ground_truth_class	implementation	variant	scale	tokens	replicate	seed	path
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	0	2679556779556461318	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r00.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	1	1174873514981599253	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r01.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	2	8033546164653300028	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r02.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	3	13868819973978841916	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r03.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	4	7731816136413261206	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r04.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	5	18064914001680251212	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r05.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	6	3948409895485760449	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r06.txt
s-3b27442e22a6	M1	INDEPENDENT	2	VOYNICH_SCALE	38000	7	18170974332086184665	research/phase3/task86c/inputs/s-3b27442e22a6/voynich_scale/r07.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	0	3099671790815325688	research/phase3/task86c/inputs/s-3b27442e22a6/large/r00.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	1	10329887673018547561	research/phase3/task86c/inputs/s-3b27442e22a6/large/r01.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	2	12042593827071732723	research/phase3/task86c/inputs/s-3b27442e22a6/large/r02.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	3	5628778762025399464	research/phase3/task86c/inputs/s-3b27442e22a6/large/r03.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	4	14280256808874391329	research/phase3/task86c/inputs/s-3b27442e22a6/large/r04.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	5	9644851001937510330	research/phase3/task86c/inputs/s-3b27442e22a6/large/r05.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	6	8438765935156590489	research/phase3/task86c/inputs/s-3b27442e22a6/large/r06.txt
s-3b27442e22a6	M1	INDEPENDENT	2	LARGE	65536	7	9090231911437442003	research/phase3/task86c/inputs/s-3b27442e22a6/large/r07.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	0	4132206972803982352	research/phase3/task86c/inputs/s-1d31695c4e69/small/r00.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	1	14448529360850695498	research/phase3/task86c/inputs/s-1d31695c4e69/small/r01.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	2	14866506140073780636	research/phase3/task86c/inputs/s-1d31695c4e69/small/r02.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	3	5927631864976958582	research/phase3/task86c/inputs/s-1d31695c4e69/small/r03.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	4	13008920306621075495	research/phase3/task86c/inputs/s-1d31695c4e69/small/r04.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	5	15126379708973162227	research/phase3/task86c/inputs/s-1d31695c4e69/small/r05.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	6	5501282362284955972	research/phase3/task86c/inputs/s-1d31695c4e69/small/r06.txt
s-1d31695c4e69	M1	INDEPENDENT	3	SMALL	512	7	15884752282645010353	research/phase3/task86c/inputs/s-1d31695c4e69/small/r07.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	0	17909374129178128476	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r00.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	1	5286269067998821196	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r01.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	2	4129902855205190876	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r02.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	3	6005808473221863189	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r03.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	4	2648599308612498370	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r04.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	5	16266794963090647735	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r05.txt
s-1d31695c4e69	M1	INDEPENDENT	3	MEDIUM	2048	6	2133226180808540053	research/phase3/task86c/inputs/s-1d31695c4e69/medium/r06.txt
