job_id	node	attempt	infrastructure_status	scientific_status	result_sha256	started_utc	finished_utc
j-04f51bbc4eda2a979c0b	cognition	1	OK	OK	652662eb5ee08c7ccbc713750cd89bcf340ef58232330369c65650d4e3cfe35c	2026-08-26T11:57:26.045145167Z	2026-08-26T12:00:13.158268171Z
j-052b0d81865b51c5c6d8	cognition	1	OK	OK	80ca4d80b2cd8563fb655e59fd0b94978c1a8be392fb04751f6db5ef3a408c5a	2026-08-26T12:13:38.112301079Z	2026-08-26T12:20:35.97645137Z
j-054770589fb40ca63844	cognition	1	OK	OK	986a502350f8074def46348f9f07fe773fbb1d456b27d2863fec509b626fa83c	2026-08-26T12:04:30.509512061Z	2026-08-26T12:04:40.002006863Z
j-057ab57a9944883fa101	cognition	1	OK	OK	ec0f638131b25623cf6c6d371958997297d24fdb6bbdbc935a1af66fa75168a5	2026-08-26T12:30:01.927717971Z	2026-08-26T12:46:07.269762182Z
j-065b27687e83559fa883	cognition	1	OK	OK	13c641e2567211a96e8fe30a74bbedb8903e663ba4303011a0fdb50de6957164	2026-08-26T12:01:12.195605181Z	2026-08-26T12:01:32.068099589Z
j-0673d9982d28d4024507	adelie	1	OK	OK	0e596cd3cf130ef33c2af009dc04ca43e1d09ec9a10b24c0a47cb1673d2f4c5e	2026-08-26T14:08:02.015737268Z	2026-08-26T14:08:29.500278785Z
j-067fd495f31882f90627	adelie	1	OK	OK	ac7db1c3cb43f0538e453f1fc817a0e5cc87cf12df0fbe2e9ee2b707d7a77a38	2026-08-26T13:32:02.922146795Z	2026-08-26T13:32:10.928750195Z
j-06d54e6b2703a3e9fc12	cognition	1	OK	OK	3d24bf34d48c2cb01a952c9a6af42927b3f1b3c8f1386b9c783f9f3b0aaea97c	2026-08-26T09:55:33.733268203Z	2026-08-26T09:55:36.927000124Z
j-06fd18612fea6c153886	adelie	1	OK	OK	e9c9c2746af3949202679365813a235d8ea658dfae781bb2a976e4c29bd3673a	2026-08-26T15:39:39.366151697Z	2026-08-26T15:41:07.406046747Z
j-07285375e79939a4e232	cognition	1	OK	OK	aeb23b118fae9820b2d2661c0ae8156ebd96805032e6f9f09eeb9cdc8c06dd28	2026-08-26T12:17:42.373760238Z	2026-08-26T12:24:14.698991755Z
j-077d167ca6c8ea9d86da	adelie	1	OK	OK	59cd3b163981e5a36657692af0131689b80fd1ba3b2867fb9c3f7e59b6e40eb6	2026-08-26T16:11:04.023992653Z	2026-08-26T17:04:11.065668911Z
j-078b86ba85425f0157a3	adelie	1	OK	OK	2b8c7b384bb66e2557eae6a475b300de8ad66d9daa54e5ee49bfce576f1ed337	2026-08-26T14:30:50.00100495Z	2026-08-26T14:36:37.754918076Z
j-07b3e152b58ad5a06c2a	adelie	1	OK	OK	824da839ede48aa3fb67a878fc1d1cc8e3a48772cf4fd27d70944afb0535b639	2026-08-26T13:50:12.264921178Z	2026-08-26T13:57:00.297816294Z
j-0906a166d58ef13dab6b	cognition	1	OK	OK	be50ae8352de2ea2866c087814f7cc03a8f7fc6d984e4ddc4650d4bbafd4c642	2026-08-26T12:20:48.838666051Z	2026-08-26T12:21:01.651631917Z
j-092a7b0c1abcfdcbbb88	adelie	1	OK	OK	598f7072740f52d50611479426e0fc08b3d3f97b6b468a5def9ef2cd3d8e8952	2026-08-26T15:45:51.38775978Z	2026-08-26T16:19:12.218156181Z
j-0974407dd8bcff0b56d7	adelie	1	OK	OK	c777a7752f95249ac7b8dce3d434532520e296da4fdb34f803afed67a8c837b5	2026-08-26T13:29:35.045070637Z	2026-08-26T14:16:30.765237101Z
j-09a7b7261556707822db	cognition	1	OK	OK	7ee45db35d94cd1408b45bd583e8ec68d0fd4fab368cf6858218c99a1f6d1260	2026-08-26T10:22:57.04068846Z	2026-08-26T10:43:15.579244437Z
j-09ae0e0083558b9322f9	cognition	1	OK	OK	63f26b1ff16d3ca9eb8917b50ee84970d1c8600d82105d1a4ae6f7f3809d510c	2026-08-26T12:21:32.574817431Z	2026-08-26T12:22:06.823550638Z
j-09ae983e73510328fe3a	cognition	1	OK	OK	e1e14172b39a5d11585f687a974ff72e7102bbe9da107bda13d93dd7e187eccb	2026-08-26T11:53:09.183549853Z	2026-08-26T11:53:14.639445288Z
j-09dd602f4d4f0826c4de	adelie	1	OK	OK	f20871067bc8e2036895335a2527f13d58b66e8c6df97eb8b62a4d30f7d7bcbe	2026-08-26T15:38:23.801455108Z	2026-08-26T15:39:39.354308344Z
j-09eb4e5fa6a2c1b6e3a3	adelie	1	OK	OK	1802a1c15b1e05c6eaafb489a3e9d821767eaa4348646fd25d24dd29291ccbb0	2026-08-26T12:42:37.07421078Z	2026-08-26T13:27:00.856831221Z
j-0a1637495e92866bc0fb	cognition	1	OK	OK	932972681de6bba12d690e65e3c74fe4eb1f361383801a83cb75d6045be581f5	2026-08-26T09:59:00.758458774Z	2026-08-26T10:12:20.629157114Z
j-0a35560b9bd7662efb17	cognition	1	OK	OK	659fc5743a39cc17711cb887016073d7d7928e0c45f7f6763d9f4a7128692d4b	2026-08-26T11:43:59.344187682Z	2026-08-26T11:44:04.668824254Z
j-0a52c0b252f07154ad5b	adelie	1	OK	OK	8b9cd5d6819689852f4d31811aeba089a851d904aef015b3470bd6c6d331fe28	2026-08-26T14:43:13.95800642Z	2026-08-26T14:52:12.685884707Z
j-0a6c095660ca54e094c7	adelie	1	OK	OK	ea4fd6887797bf42f9ce5ed5abbb76ea52c9058d81c8103abb29bc2d3495ee58	2026-08-26T11:19:17.450020445Z	2026-08-26T12:06:38.966629549Z
j-0c2bd3ac6fd4c8a48fd1	cognition	1	OK	OK	f4b4b213ba19b04b0d54580834ad89bf0db0b37552b176ab843469a347262cc4	2026-08-26T09:55:36.934743686Z	2026-08-26T09:56:25.841063728Z
j-0ce23a21213fc21a27a1	adelie	1	OK	OK	567689fe0e075af776b4a96789d9b2901a4351dac4dad2e73b305fba5f27df01	2026-08-26T13:57:07.783965609Z	2026-08-26T13:57:28.810714339Z
j-0cf4e353f2a4c35957fd	cognition	1	OK	OK	0bc48023b31ac6922c3d09b39ae9a87d8ad10f32c2162991497649e440575313	2026-08-26T10:12:20.639726406Z	2026-08-26T10:12:48.551615909Z
j-0d1861caae203af0281c	cognition	1	OK	OK	0fef3617373a4c9ccf227de7ad2180c9c306772da612615d428b721d57a5c7ec	2026-08-26T09:55:33.733443947Z	2026-08-26T09:55:38.70241335Z
j-0d452011cf538cf9106c	cognition	1	OK	OK	fb0fedbc5b16659686478934597606f42b6904240ff5164fd455845d92d7c6ac	2026-08-26T12:47:15.588559985Z	2026-08-26T12:48:17.601399942Z
j-0e009aee65b7df65a093	cognition	1	OK	OK	c8ad3df5b05943f49f7de5b41fb15411fd1e447ddfcfb925e649fcb47a067035	2026-08-26T11:50:49.161146664Z	2026-08-26T11:55:23.795890961Z
j-0e1b7bed1556831857a1	cognition	1	OK	OK	99e2ea393481458677c3713ced3b9615fa4ec048f5e35300b69520580f644050	2026-08-26T12:04:49.277396517Z	2026-08-26T12:05:11.221680762Z
j-0e75d5d93a19c2b2e0ff	adelie	1	OK	OK	bd5dfb669b770808457c6b6eb89b5a453fdb1d14947b274739c28b4ee7b86b58	2026-08-26T14:28:11.401496586Z	2026-08-26T14:35:29.298115379Z
j-0ebbfc3c19fbc3caf94d	adelie	1	OK	OK	f867491182ff15754cbe216177761bd5c1dc5dc38277793c7722e79874aca423	2026-08-26T13:42:13.969006306Z	2026-08-26T13:48:49.382919291Z
j-0ef0fb48de66695c67c7	adelie	1	OK	OK	d47b20089e1f2e0e841e0b40e01710c9e2d773053be3a0d5a3acc4e31b6760cc	2026-08-26T10:01:07.198590876Z	2026-08-26T10:01:28.479378917Z
j-0f2f3b2b113c38d4496d	adelie	1	OK	OK	539adc6c2c73eb46646a505a987f7cd84d1bd1954c690040819062869f31f1b2	2026-08-26T11:25:07.340333194Z	2026-08-26T11:26:03.709984662Z
j-0f3a30697ae18120944a	cognition	1	OK	OK	12bad8b3d267558dd70299d024e6f497cf6bb5bf32bdbcde55943f9c0e55aaee	2026-08-26T12:04:40.009272722Z	2026-08-26T12:04:49.872573998Z
j-0f625a99d7876369009d	adelie	1	OK	OK	4d62e6215f1b9bf637ab7422a575b341eb3667c82cb224c8deaa04d51aff8bce	2026-08-26T14:23:30.720380732Z	2026-08-26T14:23:59.99305981Z
j-0fb45e82e6bab79b0344	cognition	1	OK	OK	fb9d8a8e26c5ce055d0a931051f7e18c7a747736eafd7c02ba92aef6b3f87c15	2026-08-26T09:58:10.183417138Z	2026-08-26T09:59:30.409386643Z
j-101ec08614c8f5aea62e	cognition	1	OK	OK	fe94520cd72cb4eea347951d98b7aedb4114eca5b8dffa9ad9bb969b4fa44995	2026-08-26T09:55:36.943379066Z	2026-08-26T09:56:25.841941826Z
j-10414afa3a77f83ffbdf	adelie	1	OK	OK	1969f3defd1722177b23062d82b0321712b63dd1a4d948d628de2782c6ee9c1a	2026-08-26T14:16:33.878559742Z	2026-08-26T14:16:49.453285207Z
j-109269e463a31e656fb2	adelie	1	OK	OK	e492e3bfa678a9a662f69cb444e342b8526c5cff244b04c73693d588db445fee	2026-08-26T15:37:20.321908866Z	2026-08-26T16:40:52.561356392Z
j-1095c7af719732215f20	cognition	1	OK	OK	eb466086f8ce2ed669bf663ad34ce08cb76dc8c6c10cc57436a185cb97c43496	2026-08-26T11:56:50.06986796Z	2026-08-26T11:56:54.908610908Z
j-1161efd4bb6c8511a16d	cognition	1	OK	OK	5563a16cc3e8de10510df6ee34d1167654b7c2b1d219d96e52d7a630d67926d7	2026-08-26T12:00:09.483714194Z	2026-08-26T12:04:38.903577232Z
j-118fd6af115b1844723b	adelie	1	OK	OK	d028e3903e9498e374b94c070dfae03979c336508434d1377b4b2e1f54547c26	2026-08-26T13:39:19.639398717Z	2026-08-26T13:46:00.665288699Z
j-14beabc72c9a6006b0ab	adelie	1	OK	OK	362881a18166749cd99bec7d800281a87d803b986e5087143a83ceca00c48d2d	2026-08-26T14:29:24.89028501Z	2026-08-26T14:30:06.624333886Z
j-14c2ffb8a08cb8c7f0c5	cognition	1	OK	OK	7f2dc2f14d7c46ff725aec2b7717e8bc2fcc19435a48a689e516c846b38bd911	2026-08-26T12:12:37.984733024Z	2026-08-26T12:12:50.720436527Z
j-15a1b5c0586438bf990f	adelie	1	OK	OK	267e57a441570e58eeff0bdf8d68b2fbeb502d434cd58dffd17dc9df62557129	2026-08-26T11:26:03.722601629Z	2026-08-26T11:58:11.991414088Z
j-15a6862c774abd881eda	adelie	1	OK	OK	e96f2967dd7922360ce357f8f7ab460a72cedcfbdfda8f495c906fb0173e35f1	2026-08-26T13:57:00.700898784Z	2026-08-26T13:57:20.091455829Z
j-15e3150b99df73255eed	adelie	1	OK	OK	6080b84f2d8d29c1bc249fd2373126242b220f9538885a2852b2207639dcb200	2026-08-26T09:58:22.175338839Z	2026-08-26T10:01:07.582971317Z
j-1673f036ac934c295d16	adelie	1	OK	OK	728868e5776604a22375a8212fe39ea62743e5d69063e22cd88977df7067d2a7	2026-08-26T14:30:06.633871906Z	2026-08-26T14:36:21.143937473Z
j-172859a7e42a51c617e2	adelie	1	OK	OK	ed06c9db6019efcb96e114790c915aa791e9e936068bf4d627699b40b7c20dd2	2026-08-26T14:43:09.768278712Z	2026-08-26T14:52:38.473665438Z
j-177a237aea822635e857	cognition	1	OK	OK	1f6d3b4d0408b3d42d901134e83dfc584864afbe7a4e3a448c928de380257c8a	2026-08-26T11:56:39.98360107Z	2026-08-26T11:56:46.024196934Z
j-1831a59bf19c3a9b0137	adelie	1	OK	OK	0162e029a9b2f84749ca58a71ef6671028286c58bcf860857a594ad684f37177	2026-08-26T13:45:30.130820367Z	2026-08-26T13:45:51.403650097Z
j-1849b643b4f4d7682ce8	adelie	1	OK	OK	5019e776b2bf43beffdf833af48575acdb2ed8814f10181b88a28355049d6df7	2026-08-26T14:24:00.001368555Z	2026-08-26T14:28:07.689998515Z
j-186309562bfa31a81a1e	adelie	1	OK	OK	488637a839162be3b14070be6eedfaf3ca18fe15a1b810df1e9d3857e9be04ac	2026-08-26T14:36:37.911289901Z	2026-08-26T14:37:18.334211457Z
j-188c14f3f50ffc8ea84a	cognition	1	OK	OK	39c474b65cb150cfda733d03f800292a85b813a74084997a905b753de6280e5a	2026-08-26T12:09:36.603432948Z	2026-08-26T12:12:37.97055431Z
j-190251d17a59d30b1413	cognition	1	OK	OK	bc9055c0874b70639a90ca174517420539b2124dc2d1fc31b31c11c3910d5eff	2026-08-26T11:21:52.114897426Z	2026-08-26T11:22:03.862478318Z
j-1a444cda7dddf0a7f2b5	adelie	1	OK	OK	7ea08807dcdcf4212bf1995e17785866f5132baf1598fe00ac1fa4dcb800f476	2026-08-26T10:26:42.385639384Z	2026-08-26T10:27:35.922992176Z
j-1a877503f51a77aa8700	adelie	1	OK	OK	7a9a4d753cce99e5d8a7f9faf32cf755d56f434f1ac6639c2258387a168e4222	2026-08-26T14:46:05.361534019Z	2026-08-26T14:52:28.658183579Z
j-1aafa6e8ebb14722e644	cognition	1	OK	OK	0b78e2bfa7b95cea2877b227fb8d7e8323b796180272745c868b9c54be1f0c94	2026-08-26T11:21:17.833961736Z	2026-08-26T11:21:29.222466921Z
j-1b61f9320db2a0e07796	adelie	1	OK	OK	cc11f5c469f200e58d556c4c09ddc629ae6944bb048b79c4f09954369626b2da	2026-08-26T14:22:24.013400845Z	2026-08-26T14:22:37.144200065Z
j-1bdf0ff4d2ddc0f1e8ac	adelie	1	OK	OK	daeeaa8ce7ed5a5045172fe7bc6efc975c6a248d54f52acc3eaf8458909764cb	2026-08-26T13:50:04.558545937Z	2026-08-26T13:56:52.717310253Z
j-1c87ab8c74886875d7d7	cognition	1	OK	OK	fb7eefa5d20be2dd09b644c3e7e6bac8b4b36e903fcce0013dc664211c48c5fb	2026-08-26T10:44:21.317352023Z	2026-08-26T10:44:51.445514799Z
j-1d4810417eaf51c0d942	adelie	1	OK	OK	1ec8d90e2fb34e39599a63653b1971180d703fe2b757cd82d19a9fba903e8867	2026-08-26T13:57:00.314905019Z	2026-08-26T13:57:07.611025864Z
j-1d6c4f58ab8ed5003e6a	adelie	1	OK	OK	847b75ed9876577bd9101211a5d1b886a7e07037fc0707c76c3f59c7e6d3aac2	2026-08-26T16:19:12.236872909Z	2026-08-26T17:06:00.13135148Z
j-1d6ce8449cab26976807	adelie	1	OK	OK	b4f098263ddc640429392ddc64d884392c12c50e3c23313bbbda59e441aea5a8	2026-08-26T14:34:13.894988282Z	2026-08-26T14:44:20.756031581Z
j-1e10c8b2346c864eb8dd	adelie	1	OK	OK	5368870d1fbc28ba4c8fd13eb679cdd6f8ec7d05abe29f13c5850b370eca1851	2026-08-26T14:37:18.020435715Z	2026-08-26T14:43:13.946173091Z
j-1e915492bf3615f97d73	cognition	1	OK	OK	c9dfe2c3adf4c463f7f6a49c180176c758ed12ac9262d89db7af9e5f0335d0a4	2026-08-26T12:04:44.427393912Z	2026-08-26T12:04:53.966872755Z
j-1ed28b5a8b4a1af1a6d6	cognition	1	OK	OK	a4994090bba3e27c7ba575c3a1a8bdc0433c34e2b8dc962c8e3cadf082cf42c6	2026-08-26T12:45:56.519943695Z	2026-08-26T12:46:17.306534753Z
j-1f386e7e4904dc2caeb1	cognition	1	OK	OK	05dfd02ed6a96f5c4fd023953a3b6a394f55288df5ec95c308ae4f4b53bdec82	2026-08-26T10:59:14.937069801Z	2026-08-26T10:59:26.462308884Z
j-1fb81e572c3a610893a3	cognition	1	OK	OK	bfaab59801e70f10523c8fc6082a4a13bd14f327ea6de5c315d502a29182a9e1	2026-08-26T12:13:47.253753322Z	2026-08-26T12:20:43.999204974Z
j-1fb876c6b276b06d2dc8	cognition	1	OK	OK	0e2f9d9e78291ac63085af518a25377b61dfdb591f458f3413e517b99bc96be1	2026-08-26T12:04:21.483709922Z	2026-08-26T12:09:24.979987497Z
j-1fc4680893139304f71e	adelie	1	OK	OK	9ba60e2801390c8891b0d0594cb6bb2a902ae7715b8326c4f954ab416f4f58c0	2026-08-26T11:24:51.386024935Z	2026-08-26T11:25:07.329252867Z
j-2032fe6d78199bc90ead	cognition	1	OK	OK	0cc8594c37eb0bc9e6f0699a15882294284480e345fa309486761a4daa115df4	2026-08-26T10:24:26.527956739Z	2026-08-26T10:24:54.916719475Z
j-203827a034238164f7ae	adelie	1	OK	OK	cb715cc685900a1ea256c7d65d1325cdd94e1228cfe43d16228f59c1f7cc68a4	2026-08-26T13:32:26.523594334Z	2026-08-26T13:32:50.338404482Z
j-2039356f9913541c0c9e	adelie	1	OK	OK	606c44483a512d99498558774f0ef0b2c1ff5beb92770ae805a84dd650b31ca4	2026-08-26T11:16:22.776674664Z	2026-08-26T11:55:50.584057974Z
j-2050574439d4a4222fa5	adelie	1	OK	OK	c551a61c7a7f854503bb1c442ce1c49e34e683e1a3850b7dcb53207792b597ea	2026-08-26T12:40:59.754216423Z	2026-08-26T13:26:38.41249227Z
j-20b213701867d1c17b99	adelie	1	OK	OK	fcfe82aa45d5477cb17aedb1e2803233ad1be6c7ada0bf74f39b43ffbb4579aa	2026-08-26T09:55:20.443381396Z	2026-08-26T09:57:09.076983286Z
j-20b99775cce10c33fe6a	adelie	1	OK	OK	d8510f07ea0ed2cd987d05baddaf1d5c474fdc0f313d515543e901f49dd07e34	2026-08-26T14:29:12.665763152Z	2026-08-26T14:29:52.875753896Z
j-2101c3e6dc8bec7de2db	adelie	1	OK	OK	6820be46e669af183b44e6ed68fe61c82144bf9dbbf95cdc656d584a89779a85	2026-08-26T13:00:40.885926584Z	2026-08-26T13:01:36.206961122Z
j-21344cc8e13655a9275b	adelie	1	OK	OK	790f14409ff897d787ac90f704693f4390fb1d12a3d0c69d85df6e031c221f72	2026-08-26T09:57:08.809654507Z	2026-08-26T09:57:11.63759941Z
j-21a5ebb8d5df2a43386f	adelie	1	OK	OK	57d1a7d7218ed7e3d396f99e21ba25461a23ceb7b5f39d80e7f16d7baaf41e44	2026-08-26T12:40:31.861322284Z	2026-08-26T13:35:09.153721616Z
j-21d3de0c8b60d58d952f	cognition	1	OK	OK	b1f16c1bf13026f869daa6f54873ba24e2dfc01d2a1580a30e285ef53c6b34a6	2026-08-26T09:57:00.509469013Z	2026-08-26T09:58:21.501967897Z
j-21d8b346d05e77001a83	adelie	1	OK	OK	8ff94ccccde68b56bdf9c2e3163345d13b45acb15905cfcc9f4047a9f95a5a88	2026-08-26T13:46:12.575728984Z	2026-08-26T13:50:05.808758622Z
j-22533c0fe9d40784e459	cognition	1	OK	OK	74655a869cb89d7175a7e2cb866f7ae6bbeaa4d9aee9f0fca3b0e36df1916653	2026-08-26T11:59:37.347737652Z	2026-08-26T12:04:06.263754654Z
j-225d03ddb5c0cb9fd73a	adelie	1	OK	OK	7ad5c3b4964a2c0d3c044ab9de3a7692ff510fe4464e4e6662550abc0fd125e8	2026-08-26T11:24:21.307916515Z	2026-08-26T11:24:36.338955083Z
j-2282d99dba79cf892d65	adelie	1	OK	OK	bbfb79c6148a85e4aca41606a2f0d539f7390abecdb96c6b2f660673b59f901a	2026-08-26T14:43:22.853506483Z	2026-08-26T14:52:49.901698146Z
j-22cce824b8856e021c90	adelie	1	OK	OK	bf07a62f95d89613124e67a0dc8eed8ab93dcf2b2c1b43a63d800ee52d9a9658	2026-08-26T14:09:36.300353367Z	2026-08-26T14:13:36.806005762Z
j-230bdcbf9e78e28c302c	adelie	1	OK	OK	19587c5d67f68008ebf28ab938a301a58316f7984505b6fb06cd58495d112f4a	2026-08-26T09:58:58.244549881Z	2026-08-26T09:59:03.771238912Z
j-230be3a545a53e241762	cognition	1	OK	OK	aa79dfe4e00887c4e8864fbea1110c1529137dd5a533718f5d565c608e904fa1	2026-08-26T12:06:30.782269889Z	2026-08-26T12:11:47.180000951Z
j-2368c0dd2e8530e6b854	cognition	1	OK	OK	ee8f5bdd2e6486cf9fae32203c5c7e3297354ebe5e92cf9b10b141fe90e96b48	2026-08-26T12:46:07.297425126Z	2026-08-26T12:47:07.169423601Z
j-2376d268bfe2c6f07e59	adelie	1	OK	OK	9d272e633d8ad6dfc4945074636b2e2a7749388d006af78e34a34de4eca3d540	2026-08-26T10:28:16.312130764Z	2026-08-26T10:56:01.998284684Z
j-243d8d5c00ea4fb46cf6	adelie	1	OK	OK	09e9ea4594fa133487a881bcbae9e83d05356785bd013e7b234cc68583b0e092	2026-08-26T09:58:57.942294611Z	2026-08-26T09:59:03.405113233Z
j-247b0451c5df0e08863e	adelie	1	OK	OK	4cc16903c857165afa5f4160baba53d206ff18f9369ec97f76a0659ea1cd45bd	2026-08-26T13:35:09.176210231Z	2026-08-26T13:39:19.625458772Z
j-24be577e6b95ee65dc14	adelie	1	OK	OK	dd076404f760cd4f9a1b4b2ed220fe50d02945461d32f4c245314818398698a2	2026-08-26T14:17:18.731539693Z	2026-08-26T14:17:47.754788289Z
j-2547b41d47d329e4455c	cognition	1	OK	OK	da56dfb7b07313f774b820a1adb0cd6b1a590afd31cab73146a02b79105cff88	2026-08-26T12:09:42.614737987Z	2026-08-26T12:14:57.748645984Z
j-25b175a405791c9b8c51	cognition	1	OK	OK	20e9a4cf4efb0f23bb8cf7be8e64c5f27c4b615c58b9b97d2fc1e439341ef73f	2026-08-26T09:57:19.589392791Z	2026-08-26T09:57:22.72541183Z
j-25dcd918737348286263	cognition	1	OK	OK	7bb2f8e6810d4b0985ae0eb865d432ec36d53a44be532289d2e3f48fa33528ba	2026-08-26T10:44:51.452482529Z	2026-08-26T10:45:23.028136644Z
j-2645ce0b0e2072af57f5	adelie	1	OK	OK	2f69457dc6a72249c240337f79b8777dac74d5787f8260885f5266b296fd2605	2026-08-26T11:26:02.061045335Z	2026-08-26T11:26:57.827850485Z
j-26825f13c94507e13214	adelie	1	OK	OK	adac0fe153e71ece81568f5bcc00439a67d8545f8f19deaeb8b3fd7d90d1563e	2026-08-26T10:38:25.139816134Z	2026-08-26T11:22:03.792058581Z
j-26bfc51381f969befea5	adelie	1	OK	OK	93edaa523040f0a78fba950d70ec74e5357464f2e1f9a88420cfe8cb0c9525eb	2026-08-26T09:55:18.087159281Z	2026-08-26T09:55:20.434081292Z
j-26f959c99601c14decb7	cognition	1	OK	OK	172bc028513e9aa10ff0e8a7b02634c723a06a500d8eb141292e1d8047906c7e	2026-08-26T11:35:24.711966781Z	2026-08-26T12:06:30.756683743Z
j-26ff36293d82e5f7b78e	cognition	1	OK	OK	8a5ffcf4dccaef39b9fc38b37a470e2edbce09c88cd45992f605debbc4198237	2026-08-26T12:16:07.677044566Z	2026-08-26T12:16:20.191037548Z
j-2822164dafb0ea8d2475	cognition	1	OK	OK	7ef0b79d99bd7607a6b1faad64eae3c01d96710e337fa3d101714397f1810b64	2026-08-26T09:55:36.933466489Z	2026-08-26T09:56:25.632595981Z
j-28630f3039768e370367	cognition	1	OK	OK	6aee4b8c973bb08cad732e256061bf412cd1fa9304ffe46967b4a2e8e237b8f0	2026-08-26T12:13:16.64090184Z	2026-08-26T12:17:39.243090987Z
j-286ee2b2374537a5d2d9	cognition	1	OK	OK	9dcb6f6766a55e47a71598cf5fe84d84427d8c176fb827c93cb23a9d2832a62d	2026-08-26T09:57:22.732155342Z	2026-08-26T09:58:10.041089133Z
j-2884f147ce10dad8564d	adelie	1	OK	OK	15f8b518ef1accf0da5ec35038c6f7116c340ff27ef793da4ce784a1aceee1c1	2026-08-26T14:22:37.154730531Z	2026-08-26T14:22:51.267170028Z
j-294c307d59c384441ff4	cognition	1	OK	OK	affc2e71ffa7b7d09d23978696c3a87d4eb5ae643b9efc0f64c3a096653a14ca	2026-08-26T12:21:09.773537867Z	2026-08-26T12:21:42.229747631Z
j-2986e409d6507d8943a5	adelie	1	OK	OK	2ceba3db8205d7d9c908df1f67529e357c7833ab4b39b1feedd1e66f3cb1fa7d	2026-08-26T09:59:03.371231917Z	2026-08-26T10:00:40.446214663Z
j-299275127bacfb971e44	adelie	1	OK	OK	9885949388ca2ede7f10c6c9b0b57c80ed689d4a9e2013f27963c489aa5c5d11	2026-08-26T12:08:01.064101104Z	2026-08-26T12:09:01.526840667Z
j-2a984a0bc20406a1e3b6	cognition	1	OK	OK	ff38dea0940a4614427deac3cbb348704b6e243a03f6206b40fc78c661aca134	2026-08-26T11:31:22.842487629Z	2026-08-26T11:53:26.836665008Z
j-2a9ad64190c9e6d60257	cognition	1	OK	OK	9f2805eaede50576eb99a746cef67d21fbf212b31a464e444b047c7bac2ea3ee	2026-08-26T09:55:33.732993497Z	2026-08-26T09:55:36.928923065Z
j-2b0e2bf628841aa461d7	cognition	1	OK	OK	53c39b8def6d7d07daff84e9af8f8b5566c586aa9ed73fce98a92025678e4761	2026-08-26T12:00:13.769164951Z	2026-08-26T12:00:24.177604489Z
j-2bca9082c6bb2ffa97af	cognition	1	OK	OK	05fea8a681e91e7cd637ee56623e3db797872a4bfc516124016064290b98f93d	2026-08-26T12:00:13.172739986Z	2026-08-26T12:04:44.407887672Z
