job_id	mechanism_id	corpus_id	condition	H_M_semantics	H_X_plugin_bits	H_M_given_X_semantics	H_M_given_X_proxy_bits	retained_count_proxy	lost_count_proxy	estimator_warning
e5ebee1c796e293857ff67014c5b40a9	f01_speculum_core	Doyle	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.584963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d226fccc6eb416d24c17bb632fb18705	f01_speculum_core	Doyle	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.584963	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
3dc24658102bca4d80c98082758ccec3	f01_speculum_core	Longfellow	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
95727491e9c5bd46b9869473863e9a1e	f01_speculum_core	Longfellow	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
9897f79854b045dd67ae396ace56f8fc	f01_speculum_core	Longfellow	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
29d55b2c9fa2ded59f8a4cd172e3e4d1	f01_speculum_core	Longfellow	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
e189728a64954c85fe22bfc9c284d83c	f01_speculum_core	Longfellow	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	2.792481	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
eefb4973b7b45c2bd541432e7045ca7e	f01_speculum_core	Longfellow	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
c6f24cfb69f897512e3c15e3100e8ea6	f01_speculum_core	Longfellow	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	2.918296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.523562	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
ad8a1e7d362212717cf24f8f4c800883	f01_speculum_core	Longfellow	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
50d0d86ef2c30d761b6cc9ada9e729ae	f01_speculum_core	Longfellow	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
e402046c65d6880e260ab444fbd27bd5	f01_speculum_core	Longfellow	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
8ba360ab9b3ec04174f5f31f93bc131e	f01_speculum_core	Longfellow	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
adae72596498d5ca1264b78b351b5556	f01_speculum_core	Longfellow	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
092900295fad2717683fbaf6b016facb	f01_speculum_core	Longfellow	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
78a8cef3335afc959776fefd0d6f8d11	f01_speculum_core	Longfellow	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d238f6950a363b5a931a241d506e092d	f01_speculum_core	Astafiev	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
9672acba6b1d594d43a70938385b4943	f01_speculum_core	Astafiev	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.022055	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d8681b34faebbdba2e7a60b8f7691135	f01_speculum_core	Astafiev	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
9b578ccafcda443856353439abe475f7	f01_speculum_core	Astafiev	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d617362ff9ccb3792e7121ec8f2bef54	f01_speculum_core	Astafiev	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
0c706f011919787a548ab324d5278d39	f01_speculum_core	Astafiev	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	2.918296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
fe3710c7cbe3d66ffbe5e27afe8d06c9	f01_speculum_core	Astafiev	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
b74a0ffac30b5a8fb21c07bfbd64ff4b	f01_speculum_core	Astafiev	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	2.918296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
7927a955221add9d4c4610dcacf6c779	f01_speculum_core	Astafiev	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
a1b8ab50ce96822e6027d5e3a02be3b0	f01_speculum_core	Astafiev	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
c7a4f140dda84ab95fff8dabc503df8e	f01_speculum_core	Astafiev	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.022055	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
5332fe96fd070e7232ed3fc1fc0e5ab5	f01_speculum_core	Astafiev	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
930c91b3254a7abb1b0da6ef7bcbe252	f01_speculum_core	Astafiev	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
2bdc2a5325791194f7f095d3f7506aab	f01_speculum_core	Astafiev	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
327a9874682de763cfb391831f96bea1	f01_speculum_profile_latin23_r12	Doyle	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.188722	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
67401d385fab5792ac6c6557710b0f60	f01_speculum_profile_latin23_r12	Doyle	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d14d9f63685094298c043f424e5b7436	f01_speculum_profile_latin23_r12	Doyle	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
444a6c9280fc5100c5f509d7e1f6d0be	f01_speculum_profile_latin23_r12	Doyle	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d0748fa5a4916adafa5f3cb77f9631ba	f01_speculum_profile_latin23_r12	Doyle	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
789e11cd66e8ae71a7fdef4835384b1d	f01_speculum_profile_latin23_r12	Doyle	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
b98ddf74617052814113e22a49a31ee1	f01_speculum_profile_latin23_r12	Doyle	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
41c60d476d214ead27dcd16cc27eb8a6	f01_speculum_profile_latin23_r12	Doyle	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
7867275a1ba523071b7b2aa2bc38c3a7	f01_speculum_profile_latin23_r12	Doyle	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
70e2325761b13b1e85381f4980956de0	f01_speculum_profile_latin23_r12	Doyle	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
a0fade82d371da1f4d75e010b0d0cb77	f01_speculum_profile_latin23_r12	Doyle	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
310d9002e50072f9626f84d3a4ef12c2	f01_speculum_profile_latin23_r12	Doyle	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
6fc14ccb470f708cea4e7436b16abb93	f01_speculum_profile_latin23_r12	Doyle	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
b66d3aa02c091f7d6355f23e07c7322b	f01_speculum_profile_latin23_r12	Doyle	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
60d5ef8d4e57cdd13c4ab88c5981d530	f01_speculum_profile_latin23_r12	Longfellow	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
c38a8acc48f57042291b187a4729bd28	f01_speculum_profile_latin23_r12	Longfellow	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
f0e44ef366c6f0c1223bbff181238aea	f01_speculum_profile_latin23_r12	Longfellow	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
240343ef0f37e085668b8ab7e72d537a	f01_speculum_profile_latin23_r12	Longfellow	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.022055	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
76eaeed56f18010a922ec8ca445321de	f01_speculum_profile_latin23_r12	Longfellow	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
c285591bdb7cb5e52ecc3d053604d3c6	f01_speculum_profile_latin23_r12	Longfellow	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
6ef819f6eea03d6fca0f48c51189d557	f01_speculum_profile_latin23_r12	Longfellow	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
7c44cc207a31d5b845faf7cc4f7ce533	f01_speculum_profile_latin23_r12	Longfellow	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.022055	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
9f56e7d0e072e2a5453c16740b70b85e	f01_speculum_profile_latin23_r12	Longfellow	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
d86d1dcc3f0b067989fe2008f29a6c3c	f01_speculum_profile_latin23_r12	Longfellow	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.418296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
b96620a1f2c4a6c79f36cf6b19c1d9d8	f01_speculum_profile_latin23_r12	Longfellow	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	2.584963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
63506fde906f9aab02ef007e6f773ed6	f01_speculum_profile_latin23_r12	Longfellow	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
479fd073e69b352a3b9a5049b631306d	f01_speculum_profile_latin23_r12	Longfellow	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
81187e8076bdde41918f5291636d5c00	f01_speculum_profile_latin23_r12	Longfellow	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
5bdc7f6eb33c572f6d0f8af61841c197	f01_speculum_profile_latin23_r12	Astafiev	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	2.918296	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
0a506516323abd21e35e9996b8642f8e	f01_speculum_profile_latin23_r12	Astafiev	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
1e35e6053d77f19adb09dbcd6b087dd7	f01_speculum_profile_latin23_r12	Astafiev	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
514b4f840d7f7a6b83e4ad02e2faacc5	f01_speculum_profile_latin23_r12	Astafiev	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
91bbf669a2a7d2e98b83ad99bb82be07	f01_speculum_profile_latin23_r12	Astafiev	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	2.625815	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
1733d07eea81cbf16353d4ee116412d0	f01_speculum_profile_latin23_r12	Astafiev	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
6ca48d9baf316126bcd0e3f9b267a461	f01_speculum_profile_latin23_r12	Astafiev	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	2.918296	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
18e264e289dfe8c62b55d095e1a839c3	f01_speculum_profile_latin23_r12	Astafiev	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
1383c49238328b8950dd83e63f0a0b21	f01_speculum_profile_latin23_r12	Astafiev	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
72df5fb34e73d4f715819350c47abc7d	f01_speculum_profile_latin23_r12	Astafiev	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
c0db304b80950f54c7643d5baba28a64	f01_speculum_profile_latin23_r12	Astafiev	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
1f57dbdd56b4f2a88c66eaaefdadb9c3	f01_speculum_profile_latin23_r12	Astafiev	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	2.855389	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
25543c718ada64f91f1d23d0e9df7fd9	f01_speculum_profile_latin23_r12	Astafiev	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.084963	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
6c1907d76708c4455e727ff51135cf2f	f01_speculum_profile_latin23_r12	Astafiev	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.251629	LOG2_AMBIGUITY_CARDINALITY_PROXY	4.584963	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
8319764aac4295d36ffc71542917f6b0	f08_serpens_core	Doyle	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
f4e347d06f914a9bb51a58b0dbdc3137	f08_serpens_core	Doyle	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
db9e1d9f790e6396cc0b922dabf895f5	f08_serpens_core	Doyle	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
948a9140bc5b301691088c93a5bb181b	f08_serpens_core	Doyle	R3_NO_PATH_GEOMETRY	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
9cd20819d767c1610e43fc5663f41d7c	f08_serpens_core	Doyle	R4_NO_HISTORY	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
282a7a0328e869b3a01e25f554ef28a1	f08_serpens_core	Doyle	R5_NO_INTERNAL_MEMORY	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
bd83dc869ee463bc1fd40c6eeb9d9ffc	f08_serpens_core	Doyle	R6_OBSERVABLE_ONLY	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	6.614710	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
8e36ed0555600a9885a4d0e1915ec174	f08_serpens_core	Doyle	R0_FULL_KNOWLEDGE	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
21be5b5654903d879a5a4c911433cb51	f08_serpens_core	Doyle	R1_NO_CONTEXT	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
72e5526e804166efc06408f331ee9a3b	f08_serpens_core	Doyle	R2_NO_CONVENTION	NOT_ESTIMATED_SINGLE_INPUT	3.121928	LOG2_AMBIGUITY_CARDINALITY_PROXY	0.000000	8.000000	0.000000	bounded empirical descriptors; not population Shannon quantities
