job_id	mechanism_id	parameter_set_id	corpus_id	replicate	recovery_condition	input_count	observable_symbol_count	observable_unit_count	expansion_ratio	distinct_symbols	distinct_units	symbol_entropy_plugin_bits	conditional_entropy_plugin_bits	adjacent_repetition_rate	output_checksum	token_boundary	line_boundary	unit_boundary
8ba360ab9b3ec04174f5f31f93bc131e	f01_speculum_core	f01-core-bounded	Longfellow	1	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	bdebcc81c337d21f146803ab47cc113c718d9a6aa25d441b31d61da173e7cbf5	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
adae72596498d5ca1264b78b351b5556	f01_speculum_core	f01-core-bounded	Longfellow	1	R4_NO_HISTORY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	94c65e610aeed998b56bbe70860dcf5130667eb9b8c933eaf5c805f08648e09e	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
092900295fad2717683fbaf6b016facb	f01_speculum_core	f01-core-bounded	Longfellow	1	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	cfec4f328ba0188b306a3db08ccbc8dcfd91535de59b7f486fcdc9783bd43024	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
78a8cef3335afc959776fefd0d6f8d11	f01_speculum_core	f01-core-bounded	Longfellow	1	R6_OBSERVABLE_ONLY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	31b46f2b3110e8c481c65a4ca9547e0b459e28f75b9d1ac357132eaea89aa4b5	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d238f6950a363b5a931a241d506e092d	f01_speculum_core	f01-core-bounded	Astafiev	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	9	9	3.084963	0.363636	0.000000	11447d548465f926874b313d7ad415a26abe64e04c3042974a48a8701a9fa5a1	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
9672acba6b1d594d43a70938385b4943	f01_speculum_core	f01-core-bounded	Astafiev	0	R1_NO_CONTEXT	8	12	12	1.500000	9	9	3.022055	0.614081	0.000000	2c9e52316687849b9ae2829d22e6676b054accc011bcdeabe3add81ac132676f	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d8681b34faebbdba2e7a60b8f7691135	f01_speculum_core	f01-core-bounded	Astafiev	0	R2_NO_CONVENTION	8	12	12	1.500000	8	8	2.855389	0.545455	0.000000	fe76c26ad5f7d15aaf33dcef3e2cbe1d86cf175f0bfbbb958496bd67297a1640	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
9b578ccafcda443856353439abe475f7	f01_speculum_core	f01-core-bounded	Astafiev	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	aa9fb6f4d5ccaa6e36be7d5b3440fe6714bbc95d1a070be095cb75b5d0225d56	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d617362ff9ccb3792e7121ec8f2bef54	f01_speculum_core	f01-core-bounded	Astafiev	0	R4_NO_HISTORY	8	12	12	1.500000	8	8	2.855389	0.795899	0.000000	93e1eb775687172cd1cb68546e154997cb6bd799cf27f0590e367a5894e127a9	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
0c706f011919787a548ab324d5278d39	f01_speculum_core	f01-core-bounded	Astafiev	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	8	8	2.918296	0.545455	0.000000	1ba8e662bc3cb53d3db2cc7cd5b60de1a9948d572e17bcd1f3ae7e97d4399c30	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
fe3710c7cbe3d66ffbe5e27afe8d06c9	f01_speculum_core	f01-core-bounded	Astafiev	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	9	9	3.084963	0.363636	0.000000	d5dc4d882def27f346c62009fbf425e364508a73c70dad65bb46fc7b58c38171	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
b74a0ffac30b5a8fb21c07bfbd64ff4b	f01_speculum_core	f01-core-bounded	Astafiev	1	R0_FULL_KNOWLEDGE	8	12	12	1.500000	8	8	2.918296	0.545455	0.090909	90bceed5e4c5e596a140790d23c169c9cb8f64a8a88e965c93546e8522cbf323	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
7927a955221add9d4c4610dcacf6c779	f01_speculum_core	f01-core-bounded	Astafiev	1	R1_NO_CONTEXT	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	123f16ff6225c60c29f709447a5de34f532e47f99e7148cda549f3ebcac77da8	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
a1b8ab50ce96822e6027d5e3a02be3b0	f01_speculum_core	f01-core-bounded	Astafiev	1	R2_NO_CONVENTION	8	12	12	1.500000	9	9	3.084963	0.545455	0.090909	72db685889fea85b9519369ba8f6976c5ca4fbb5d34b9e3f788a10484670ca41	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
c7a4f140dda84ab95fff8dabc503df8e	f01_speculum_core	f01-core-bounded	Astafiev	1	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	9	9	3.022055	0.614081	0.000000	1c9091c0d5af6d0eb8aa304dba0b29dc90d36b43cbf6622555578b5b8e1236c6	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
5332fe96fd070e7232ed3fc1fc0e5ab5	f01_speculum_core	f01-core-bounded	Astafiev	1	R4_NO_HISTORY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	921c33a2d9e9ce487b65b129cfd96d0954f38e31674993693c584a2cf4199fb3	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
930c91b3254a7abb1b0da6ef7bcbe252	f01_speculum_core	f01-core-bounded	Astafiev	1	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	607040e530cdc8071956f6382ac095384888c9c38bcd32176b15601a9f5b5ac1	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
2bdc2a5325791194f7f095d3f7506aab	f01_speculum_core	f01-core-bounded	Astafiev	1	R6_OBSERVABLE_ONLY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	93f067ef76b9b672fdd93db31719f8f3071fbc27c615f27b61db8f4593810469	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
327a9874682de763cfb391831f96bea1	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	10	10	3.188722	0.432263	0.090909	a11aeae9060d483bf37de18b4ad049f24b6c44f64a3a9f8053cb11fa8d3a7257	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
67401d385fab5792ac6c6557710b0f60	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R1_NO_CONTEXT	8	12	12	1.500000	10	10	3.251629	0.181818	0.000000	75b0ebbab5aa66d753cc5051569aaf344cbef1175ae2e37af6708143b4eda45c	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d14d9f63685094298c043f424e5b7436	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R2_NO_CONVENTION	8	12	12	1.500000	10	10	3.251629	0.181818	0.000000	2d382c51ef103794702189763b4513ab8635d9a58cea768b5cc9c759d8ed483d	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
444a6c9280fc5100c5f509d7e1f6d0be	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	11	11	3.418296	0.000000	0.000000	f8d705a2ab03e1951ee727c3a84252f38cc73b197a445d331124bf8c6c666e76	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d0748fa5a4916adafa5f3cb77f9631ba	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R4_NO_HISTORY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	bfaa2d380f1b6b24c59f416c94088e1d7de476f23bc745889c85c3ac07b12cc9	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
789e11cd66e8ae71a7fdef4835384b1d	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	e6e218f032bf118d2a167b61ae0071ac3ec73c1cab70673eb06b3c9fa3831558	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
b98ddf74617052814113e22a49a31ee1	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	beeb9792a90c70a9a7d04d32b649aace45965fe2d65a31bba253cd92b38b7bf0	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
41c60d476d214ead27dcd16cc27eb8a6	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R0_FULL_KNOWLEDGE	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	8bbc1c8e104743f4d9c4df631bb488173249f7ccf3c703bbb7cfcf6fb9e60d44	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
7867275a1ba523071b7b2aa2bc38c3a7	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R1_NO_CONTEXT	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	45d8526106bf71d8fcabf0b5175857248f819aeff0b021abac2af6db94c59787	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
70e2325761b13b1e85381f4980956de0	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R2_NO_CONVENTION	8	12	12	1.500000	10	10	3.251629	0.363636	0.090909	2dcbacd4791ea77cde291c1c5e1ab7ab0215b6a55cf5b91d01d05d2b1c28183b	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
a0fade82d371da1f4d75e010b0d0cb77	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	e5833acb29b615894dd6271db9541f8c9be2baff22ffe68207326f013c4f3602	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
310d9002e50072f9626f84d3a4ef12c2	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R4_NO_HISTORY	8	12	12	1.500000	11	11	3.418296	0.000000	0.090909	12664d28a81de6512fa733ce6f0356645005a259b04d1bf166f73d89a1541375	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
6fc14ccb470f708cea4e7436b16abb93	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	11	11	3.418296	0.000000	0.000000	8c34b553d1c83e4d45b27281361d66f8b861f1ffdc89ac142ff5cbcddb9d56a8	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
b66d3aa02c091f7d6355f23e07c7322b	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Doyle	1	R6_OBSERVABLE_ONLY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	d87583222e92a6d95f4bde73cabbbd090f40da3745d9d176db5ef239632e2a49	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
60d5ef8d4e57cdd13c4ab88c5981d530	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	8e05d6d44d7b277df96b80bcfaf6d86fd89d9cc33e4f0a8a5ffc63c266507585	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
c38a8acc48f57042291b187a4729bd28	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R1_NO_CONTEXT	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	9f22859de21979d4bf8571b081acf9f0abbcef5408b91f84941569b7f1dd7b59	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
f0e44ef366c6f0c1223bbff181238aea	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R2_NO_CONVENTION	8	12	12	1.500000	9	9	3.084963	0.363636	0.000000	0adcab8e695db3e7db7e427ec53a97d788f4fdff7766d7463cacce21d1d07ce7	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
240343ef0f37e085668b8ab7e72d537a	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	9	9	3.022055	0.614081	0.000000	26b0987e64813448279aba99db5ec6c49b72f1c9a904c95957907744846608c9	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
76eaeed56f18010a922ec8ca445321de	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R4_NO_HISTORY	8	12	12	1.500000	8	8	2.855389	0.614081	0.000000	2eed6bf013591592d3057a0981396b163658e1676a1fa903dc38bdbb29ebe59b	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
c285591bdb7cb5e52ecc3d053604d3c6	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	45b68b9530059b86b2ef36806e277ff70f3b0ec4f13d8634fe6d03299d5006c6	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
6ef819f6eea03d6fca0f48c51189d557	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	5b37e94ed6d2095fd8f6954ea9bd8933010de894197bd4c5734c43e42dab7b3d	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
7c44cc207a31d5b845faf7cc4f7ce533	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R0_FULL_KNOWLEDGE	8	12	12	1.500000	9	9	3.022055	0.432263	0.000000	b82942b7a8b8ea93052e0e15e138970fbbb667c31e4e5418ceb9823b1deb138b	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
9f56e7d0e072e2a5453c16740b70b85e	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R1_NO_CONTEXT	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	78f1f1f24de0356de1135acb1ae924f741c3114a81143464798752bcfdf21ede	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d86d1dcc3f0b067989fe2008f29a6c3c	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R2_NO_CONVENTION	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	47cd082b234295a3816b74481d9b76ac09e57124f03d4088ae73ef9c776db255	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
b96620a1f2c4a6c79f36cf6b19c1d9d8	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	7	7	2.584963	0.727273	0.090909	812f92044125c5e50c695d8879d668b167cca976f81662ef73242388a14ed39f	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
63506fde906f9aab02ef007e6f773ed6	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R4_NO_HISTORY	8	12	12	1.500000	9	9	3.084963	0.363636	0.090909	83d63f250f79f499cdf2fa12baadf15de42cc9f218db69148a44f30e50e3f4af	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
479fd073e69b352a3b9a5049b631306d	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	9	9	3.084963	0.363636	0.000000	c8bb5fe72cbdaca0be4bdb543a313454904b622cd02cd02838c0a95ecfe1a7ee	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
81187e8076bdde41918f5291636d5c00	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Longfellow	1	R6_OBSERVABLE_ONLY	8	12	12	1.500000	10	10	3.251629	0.181818	0.000000	6f0922e301ae1fc9a0adfab4767c74b82b4ad84e2ff06ef5b9fa8b8e29a287f1	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
5bdc7f6eb33c572f6d0f8af61841c197	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	8	8	2.918296	0.545455	0.000000	219f4bc76c5db9bf410786393adbd8c6e2f9c147f2bf0452fcbf029d9c4098b3	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
0a506516323abd21e35e9996b8642f8e	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R1_NO_CONTEXT	8	12	12	1.500000	8	8	2.855389	0.614081	0.000000	80c206dfa04aae72db3c54b196b0c9e54017588f50a47248dce72c6f22d41984	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
1e35e6053d77f19adb09dbcd6b087dd7	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R2_NO_CONVENTION	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	72f62b039490ff53a0270ed9790014ea08f402d5c181d7a3f0524f7814788213	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
514b4f840d7f7a6b83e4ad02e2faacc5	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	5c9b726a6b7ea5dbd85dafeb59a7ca0643a78d62ffeeac03977456b4a0fc6390	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
91bbf669a2a7d2e98b83ad99bb82be07	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R4_NO_HISTORY	8	12	12	1.500000	7	7	2.625815	0.614081	0.090909	ba711f328db7f9e93e1925ee3ecb0ea82bf0fb790a28993d1f47396a376a9015	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
1733d07eea81cbf16353d4ee116412d0	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	8c4276c0e52d1f4b421fa26ccc9a475fb7ecdd7a60a9106f1195e17aaa33fdc2	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
6ca48d9baf316126bcd0e3f9b267a461	f01_speculum_profile_latin23_r12	f01-profile-latin23-r12	Astafiev	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	8	8	2.918296	0.545455	0.000000	4f6f6b1edf892105e066fb96f79c365d5d8125c83db70d8bf2e3b624dda4ab07	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
