token_A	token_B	lines_A	lines_B	lines_AB	p_B_present_given_A_present	expected_lines_AB	effect_size	null_probability_zero	p_raw	q_value	corpus_rule	inferred_status
a	dchy	15	28	1	0.06666666667	0.1242360454	8.04919375	0.8831713478	0.1168286522	0.9726397553	OBSERVED	EXPECTED
a	dy	15	256	2	0.1333333333	1.117784172	1.789254179	0.3270035762	0.3074770022	0.9726397553	OBSERVED	EXPECTED
a	f	15	9	2	0.1333333333	0.04157205603	48.1092395	0.9592802109	0.0008405383955	0.6141975949	OBSERVED	EXPECTED
a	g	15	15	1	0.06666666667	0.06229787792	16.05191113	0.9396029581	0.06039704187	0.9726397553	OBSERVED	EXPECTED
a	k	15	17	2	0.1333333333	0.08298373238	24.10110925	0.9203661193	0.003258465003	0.9726397553	OBSERVED	EXPECTED
a	kaiin	15	77	1	0.06666666667	0.3241019524	3.085448861	0.723176509	0.276823491	0.9726397553	OBSERVED	EXPECTED
a	kain	15	40	1	0.06666666667	0.1776274586	5.629760217	0.8372542773	0.1627457227	0.9726397553	OBSERVED	EXPECTED
a	kar	15	58	2	0.1333333333	0.2470468256	8.095631244	0.781104117	0.02592659042	0.9726397553	OBSERVED	EXPECTED
a	keol	15	21	1	0.06666666667	0.08711611834	11.47893202	0.9165706588	0.08342934121	0.9726397553	OBSERVED	EXPECTED
a	ky	15	35	1	0.06666666667	0.1448027556	6.905945924	0.8651929307	0.1348070693	0.9726397553	OBSERVED	EXPECTED
a	l	15	175	2	0.1333333333	0.7866243782	2.542509558	0.4553793923	0.1864080763	0.9726397553	OBSERVED	EXPECTED
a	lkeey	15	38	1	0.06666666667	0.1612277037	6.202408003	0.8510982508	0.1489017492	0.9726397553	OBSERVED	EXPECTED
a	lo	15	20	1	0.06666666667	0.08298373238	12.05055462	0.9203661193	0.07963388073	0.9726397553	OBSERVED	EXPECTED
a	lor	15	39	1	0.06666666667	0.1612277037	6.202408003	0.8510982508	0.1489017492	0.9726397553	OBSERVED	EXPECTED
a	m	15	10	1	0.06666666667	0.05401235237	18.51428342	0.9474204035	0.05257959646	0.9726397553	OBSERVED	EXPECTED
a	o	15	201	4	0.2666666667	0.890529992	4.491707226	0.4104381662	0.01299607534	0.9726397553	OBSERVED	EXPECTED
a	odaiin	15	67	2	0.1333333333	0.2795590777	7.1541229	0.7561170568	0.03250355613	0.9726397553	OBSERVED	EXPECTED
a	okaiin	15	199	1	0.06666666667	0.863690621	1.157821997	0.4216032298	0.5783967702	0.9726397553	OBSERVED	EXPECTED
a	okain	15	136	1	0.06666666667	0.5717230977	1.749098478	0.5645518222	0.4354481778	0.9726397553	OBSERVED	EXPECTED
a	okal	15	149	1	0.06666666667	0.6307696569	1.585364783	0.5321820457	0.4678179543	0.9726397553	OBSERVED	EXPECTED
a	okar	15	130	1	0.06666666667	0.567774871	1.761261463	0.5667852068	0.4332147932	0.9726397553	OBSERVED	EXPECTED
a	okedal	15	10	1	0.06666666667	0.04157205603	24.05461975	0.9592802109	0.04071978907	0.9726397553	OBSERVED	EXPECTED
a	okedy	15	109	2	0.1333333333	0.4884985833	4.094177687	0.6135468925	0.08673631967	0.9726397553	OBSERVED	EXPECTED
a	okees	15	19	1	0.06666666667	0.07884975279	12.68234794	0.9241787693	0.0758212307	0.9726397553	OBSERVED	EXPECTED
a	okeey	15	169	1	0.06666666667	0.7401106269	1.35114936	0.4770611368	0.5229388632	0.9726397553	OBSERVED	EXPECTED
a	okey	15	60	1	0.06666666667	0.2673786059	3.740015012	0.765383238	0.234616762	0.9726397553	OBSERVED	EXPECTED
a	okody	15	17	1	0.06666666667	0.07057700868	14.16892014	0.9318559758	0.06814402424	0.9726397553	OBSERVED	EXPECTED
a	okol	15	77	1	0.06666666667	0.3200602972	3.124411271	0.7261052537	0.2738947463	0.9726397553	OBSERVED	EXPECTED
a	ol	15	495	2	0.1333333333	2.119688015	0.9435350794	0.1200690824	0.6443179105	0.9726397553	OBSERVED	EXPECTED
a	olaiin	15	51	1	0.06666666667	0.2144351227	4.66341515	0.8069971658	0.1930028342	0.9726397553	OBSERVED	EXPECTED
a	olchedy	15	38	1	0.06666666667	0.1612277037	6.202408003	0.8510982508	0.1489017492	0.9726397553	OBSERVED	EXPECTED
a	olkaiin	15	31	1	0.06666666667	0.1283525505	7.791041127	0.879543241	0.120456759	0.9726397553	OBSERVED	EXPECTED
a	olkeeey	15	11	1	0.06666666667	0.04572042391	21.87206317	0.9553090064	0.04469099358	0.9726397553	OBSERVED	EXPECTED
a	opaiin	15	14	1	0.06666666667	0.06643824214	15.05157222	0.9357207022	0.06427929782	0.9726397553	OBSERVED	EXPECTED
a	or	15	341	3	0.2	1.521843842	1.971292926	0.2183089884	0.1966560662	0.9726397553	OBSERVED	EXPECTED
a	otar	15	147	1	0.06666666667	0.6189868012	1.615543333	0.5384897585	0.4615102415	0.9726397553	OBSERVED	EXPECTED
a	otedar	15	13	1	0.06666666667	0.05401235237	18.51428342	0.9474204035	0.05257959646	0.9726397553	OBSERVED	EXPECTED
a	oteeody	15	12	1	0.06666666667	0.05401235237	18.51428342	0.9474204035	0.05257959646	0.9726397553	OBSERVED	EXPECTED
a	oteey	15	131	1	0.06666666667	0.5875012347	1.702124082	0.5557141505	0.4442858495	0.9726397553	OBSERVED	EXPECTED
a	oteody	15	38	1	0.06666666667	0.1694307264	5.902117175	0.8441452295	0.1558547705	0.9726397553	OBSERVED	EXPECTED
a	otey	15	60	1	0.06666666667	0.2470468256	4.047815622	0.781104117	0.218895883	0.9726397553	OBSERVED	EXPECTED
a	otody	15	23	1	0.06666666667	0.1077541791	9.280382516	0.8978482792	0.1021517208	0.9726397553	OBSERVED	EXPECTED
a	oty	15	115	1	0.06666666667	0.4805381405	2.08100027	0.618450489	0.381549511	0.9726397553	OBSERVED	EXPECTED
a	qo	15	53	1	0.06666666667	0.2225973993	4.49241547	0.800437041	0.199562959	0.9726397553	OBSERVED	EXPECTED
a	qokar	15	150	2	0.1333333333	0.642539333	3.112649915	0.5259551516	0.1360979761	0.9726397553	OBSERVED	EXPECTED
a	qokchy	15	65	1	0.06666666667	0.2755004679	3.6297579	0.7591920769	0.2408079231	0.9726397553	OBSERVED	EXPECTED
a	qokeedy	15	265	1	0.06666666667	1.207307767	0.8282892128	0.2990011776	0.6599876217	0.9726397553	OBSERVED	EXPECTED
a	qokeeey	15	28	1	0.06666666667	0.1159982834	8.62081723	0.8904767519	0.1095232481	0.9726397553	OBSERVED	EXPECTED
a	qokeey	15	273	2	0.1333333333	1.207307767	1.656578426	0.2990011776	0.3400123783	0.9726397553	OBSERVED	EXPECTED
a	qokeody	15	30	1	0.06666666667	0.1365808142	7.321672564	0.8723358203	0.1276641797	0.9726397553	OBSERVED	EXPECTED
a	qotchy	15	62	1	0.06666666667	0.2551841927	3.918738028	0.7747737772	0.2252262228	0.9726397553	OBSERVED	EXPECTED
a	r	15	159	7	0.4666666667	0.6933895489	10.09533532	0.4998788305	8.36047893e-06	0.03358008364	OBSERVED	PREFERRED
a	ral	15	18	1	0.06666666667	0.07471417856	13.38434042	0.9280086932	0.07199130679	0.9726397553	OBSERVED	EXPECTED
a	s	15	332	3	0.2	1.387702533	2.161846598	0.2496482048	0.1635382883	0.9726397553	OBSERVED	EXPECTED
a	saiin	15	124	1	0.06666666667	0.5163130242	1.936809558	0.5967165767	0.4032834233	0.9726397553	OBSERVED	EXPECTED
a	sain	15	64	1	0.06666666667	0.2633153519	3.797727679	0.7684995113	0.2315004887	0.9726397553	OBSERVED	EXPECTED
a	sal	15	49	1	0.06666666667	0.2021799924	4.946087831	0.8169478703	0.1830521297	0.9726397553	OBSERVED	EXPECTED
a	sar	15	81	2	0.1333333333	0.3321806571	6.020820168	0.7173577154	0.04434992735	0.9726397553	OBSERVED	EXPECTED
a	sh	15	25	2	0.1333333333	0.1036297461	19.29947794	0.9015590413	0.005012624068	0.9726397553	OBSERVED	EXPECTED
a	sheky	15	31	2	0.1333333333	0.1406925747	14.21539128	0.8687563483	0.009016084235	0.9726397553	OBSERVED	EXPECTED
a	shey	15	249	1	0.06666666667	1.099035372	0.9098888221	0.3331923354	0.6993824977	0.9726397553	OBSERVED	EXPECTED
a	shol	15	172	1	0.06666666667	0.747877276	1.337117776	0.4733703216	0.5266296784	0.9726397553	OBSERVED	EXPECTED
a	t	15	10	1	0.06666666667	0.058155915	17.19515547	0.9435028297	0.05649717028	0.9726397553	OBSERVED	EXPECTED
a	tar	15	41	1	0.06666666667	0.1735298783	5.762696371	0.8406920323	0.1593079677	0.9726397553	OBSERVED	EXPECTED
a	tey	15	15	1	0.06666666667	0.06229787792	16.05191113	0.9396029581	0.06039704187	0.9726397553	OBSERVED	EXPECTED
a	tol	15	47	1	0.06666666667	0.1940020837	5.15458381	0.823656188	0.176343812	0.9726397553	OBSERVED	EXPECTED
a	v	15	4	2	0.1333333333	0.04986718901	40.10653176	0.9513557666	0.001202795559	0.6685359727	OBSERVED	EXPECTED
a	x	15	7	1	0.06666666667	0.04572042391	21.87206317	0.9553090064	0.04469099358	0.9726397553	OBSERVED	EXPECTED
a	y	15	308	3	0.2	1.307100731	2.295155935	0.2706034724	0.1445258476	0.9726397553	OBSERVED	EXPECTED
a	ycheo	15	11	1	0.06666666667	0.04572042391	21.87206317	0.9553090064	0.04469099358	0.9726397553	OBSERVED	EXPECTED
a	ykeeol	15	10	1	0.06666666667	0.04157205603	24.05461975	0.9592802109	0.04071978907	0.9726397553	OBSERVED	EXPECTED
a	yshey	15	13	1	0.06666666667	0.05401235237	18.51428342	0.9474204035	0.05257959646	0.9726397553	OBSERVED	EXPECTED
a	yty	15	22	1	0.06666666667	0.09537611344	10.48480551	0.9090309714	0.0909690286	0.9726397553	OBSERVED	EXPECTED
aiiin	aiin	47	454	8	0.170212766	6.037863998	1.324971878	0.002386651364	0.2612494812	0.9726397553	OBSERVED	EXPECTED
aiiin	aiir	47	29	1	0.02127659574	0.3740642169	2.673337772	0.6879327335	0.3120672665	0.9726397553	OBSERVED	EXPECTED
aiiin	ain	47	109	3	0.06382978723	1.471759026	2.038377171	0.2295213958	0.184098182	0.9726397553	OBSERVED	EXPECTED
aiiin	al	47	233	6	0.1276595745	3.23559091	1.854375342	0.03933695345	0.1095051924	0.9726397553	OBSERVED	EXPECTED
aiiin	am	47	87	1	0.02127659574	1.122415125	0.8909359626	0.3254927389	0.6908307121	0.9726397553	OBSERVED	EXPECTED
aiiin	ar	47	362	16	0.3404255319	4.941909271	3.237615084	0.007140951337	6.038724485e-05	0.1450155774	OBSERVED	EXPECTED
aiiin	araiin	47	10	1	0.02127659574	0.1294591701	7.724443154	0.8785704597	0.1214295403	0.9726397553	OBSERVED	EXPECTED
aiiin	ary	47	26	2	0.04255319149	0.3355608342	5.960171141	0.7149370128	0.04515812682	0.9726397553	OBSERVED	EXPECTED
aiiin	chal	47	48	2	0.04255319149	0.6296273829	3.176481923	0.5327902908	0.1317503528	0.9726397553	OBSERVED	EXPECTED
aiiin	char	47	84	3	0.06382978723	1.084766339	2.765572542	0.3379807497	0.09653509236	0.9726397553	OBSERVED	EXPECTED
aiiin	chckhdy	47	13	2	0.04255319149	0.168199811	11.89061978	0.8451849406	0.01265511218	0.9726397553	OBSERVED	EXPECTED
aiiin	chckhedy	47	11	1	0.02127659574	0.1423776855	7.023572525	0.8672936304	0.1327063696	0.9726397553	OBSERVED	EXPECTED
aiiin	chckhy	47	135	1	0.02127659574	1.768289621	0.5655182208	0.1706245722	0.4723382321	0.9726397553	OBSERVED	EXPECTED
aiiin	chdar	47	24	1	0.02127659574	0.3098673045	3.22718785	0.7335442878	0.2664557122	0.9726397553	OBSERVED	EXPECTED
aiiin	chdy	47	134	1	0.02127659574	1.854278294	0.5392933754	0.1565658965	0.4468826398	0.9726397553	OBSERVED	EXPECTED
aiiin	chear	47	48	1	0.02127659574	0.6550765523	1.526539145	0.5194022996	0.4805977004	0.9726397553	OBSERVED	EXPECTED
aiiin	chedal	47	26	1	0.02127659574	0.3355608342	2.980085571	0.7149370128	0.2850629872	0.9726397553	OBSERVED	EXPECTED
aiiin	chedy	47	452	7	0.1489361702	5.994750837	1.167688231	0.002491797761	0.3928540811	0.9726397553	OBSERVED	EXPECTED
aiiin	cheedy	47	57	1	0.02127659574	0.7566796337	1.321563255	0.4692218317	0.5307781683	0.9726397553	OBSERVED	EXPECTED
aiiin	chees	47	37	2	0.04255319149	0.476523944	4.197060872	0.6209380602	0.08317008633	0.9726397553	OBSERVED	EXPECTED
aiiin	cheey	47	175	2	0.04255319149	2.305094283	0.8676434691	0.09974939557	0.5946883513	0.9726397553	OBSERVED	EXPECTED
aiiin	chekaiin	47	8	1	0.02127659574	0.1294591701	7.724443154	0.8785704597	0.1214295403	0.9726397553	OBSERVED	EXPECTED
aiiin	cheky	47	66	1	0.02127659574	0.8453291322	1.182971179	0.4294160003	0.5705839997	0.9726397553	OBSERVED	EXPECTED
aiiin	cheo	47	77	1	0.02127659574	1.009340584	0.9907458551	0.3644592306	0.7323227232	0.9726397553	OBSERVED	EXPECTED
aiiin	cheody	47	88	1	0.02127659574	1.16002129	0.8620531436	0.3134795067	0.6771224086	0.9726397553	OBSERVED	EXPECTED
aiiin	cheol	47	163	1	0.02127659574	2.1474033	0.4656787106	0.1167870252	0.3675758686	0.9726397553	OBSERVED	EXPECTED
aiiin	cheor	47	91	2	0.04255319149	1.185068428	1.687666259	0.3057252587	0.3319693896	0.9726397553	OBSERVED	EXPECTED
aiiin	cheos	47	36	1	0.02127659574	0.476523944	2.098530436	0.6209380602	0.3790619398	0.9726397553	OBSERVED	EXPECTED
aiiin	chey	47	331	1	0.02127659574	4.277066931	0.2338050856	0.01388332317	0.07326322559	0.9726397553	OBSERVED	EXPECTED
