entity_type	entity	family_id	dimension	value	entity_total	observed_count	expected_count	effect_size	p_raw	q_value	observed_status	corpus_rule	inferred_status
FAMILY	1	1	folio	f33r	37938	72	71.29029964	1.009955076	0.4822185265	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f33v	37938	113	109.8255967	1.028904038	0.3629372262	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f34r	37938	147	144.5073641	1.017249196	0.4017004486	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f34v	37938	116	113.6791265	1.020416004	0.3956697434	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f35r	37938	93	94.41147791	0.9850497213	0.4694088687	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f35v	37938	89	87.66780091	1.015195991	0.4575782987	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f36r	37938	63	64.54662265	0.9760386743	0.4562891652	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f36v	37938	71	73.2170645	0.9697192927	0.427840836	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f37r	37938	78	76.10721178	1.024870024	0.4292658151	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f37v	37938	86	86.70441849	0.9918756333	0.498391704	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f38r	37938	43	42.38882682	1.014418261	0.4829595826	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f38v	37938	67	65.51000508	1.02274454	0.4433087862	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f39r	37938	156	153.177806	1.018424301	0.3941851224	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f39v	37938	145	140.6538344	1.03089973	0.3414082949	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f3r	37938	109	109.8255967	0.9924826564	0.4876072276	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f3v	37938	82	81.88750635	1.001373758	0.5097320001	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f40r	37938	103	101.1551549	1.018237776	0.407825648	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f40v	37938	103	101.1551549	1.018237776	0.407825648	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f41r	37938	93	93.44809548	0.9952048731	0.5090273308	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f41v	37938	64	63.58324022	1.006554554	0.4958097305	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f42r	37938	141	142.5805993	0.9889143453	0.463946116	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f42v	37938	114	114.6425089	0.9943955441	0.4946903444	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f43r	37938	149	147.3975114	1.010871884	0.4312564085	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f43v	37938	146	146.434129	0.9970353291	0.502171606	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f44r	37938	70	72.25368207	0.9688087581	0.4256606587	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f44v	37938	99	96.33824276	1.02762929	0.406573744	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f45r	37938	88	87.66780091	1.003789294	0.5000387365	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f45v	37938	82	81.88750635	1.001373758	0.5097320001	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f46r	37938	157	157.9947181	0.9937041052	0.4843023553	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f46v	37938	108	107.8988319	1.00093762	0.4769242812	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f47r	37938	76	77.07059421	0.9861089145	0.4816398757	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f47v	37938	83	81.88750635	1.013585634	0.4657243435	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f48r	37938	87	87.66780091	0.9923825976	0.4999612635	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f48v	37938	127	123.3129507	1.029899935	0.3530666817	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f49r	37938	116	115.6058913	1.003409071	0.4668632362	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f49v	37938	154	163.7750127	0.9403143829	0.2343014439	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f4r	37938	62	62.6198578	0.9901012583	0.5023764799	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f4v	37938	84	80.92412392	1.038009384	0.3808307715	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f50r	37938	87	89.59456577	0.9710410364	0.4189989219	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f50v	37938	101	97.30162519	1.038009384	0.3671865072	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f51r	37938	86	85.74103606	1.003020303	0.503195654	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f51v	37938	82	78.99735907	1.038009384	0.3825510923	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f52r	37938	68	67.43676993	1.008351973	0.4888205364	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f52v	37938	78	75.14382936	1.038009384	0.3860760415	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f53r	37938	61	58.76632809	1.038009384	0.4025576219	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f53v	37938	71	70.32691722	1.00957077	0.4838352752	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f54r	37938	109	106.9354495	1.019306512	0.4020674838	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f54v	37938	91	89.59456577	1.015686601	0.4549765266	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f55r	37938	122	122.3495683	0.9971428726	0.5054254379	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f55v	37938	104	103.0819198	1.008906317	0.444459549	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f56r	37938	103	103.0819198	0.9992052946	0.5164231228	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f56v	37938	89	87.66780091	1.015195991	0.4575782987	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f57r	37938	85	83.8142712	1.014147099	0.462949449	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f57v	37938	178	195.5666328	0.9101757158	0.1111575615	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f58r	37938	352	366.0853225	0.9615244818	0.2388417043	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f58v	37938	370	368.9754698	1.002776689	0.4683705524	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f5r	37938	55	53.94941595	1.019473502	0.4611508101	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f5v	37938	48	48.16912138	0.9964890084	0.5285656875	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f65r	37938	3	2.890147283	1.038009384	0.5517536722	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f65v	37938	44	43.35220924	1.014942509	0.4809375475	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f66r	37938	335	336.2204672	0.9963700388	0.4843288634	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f66v	37938	106	109.8255967	0.96516662	0.3754947593	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f67r1	37938	161	160.8848654	1.000715633	0.4806601811	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f67r2	37938	180	184.0060437	0.9782287386	0.3980241351	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f67v1	37938	63	70.32691722	0.8958163175	0.2096719818	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f67v2	37938	55	61.65647537	0.8920393141	0.2188657697	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68r1	37938	62	66.47338751	0.9327040839	0.3185935927	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68r2	37938	78	85.74103606	0.9097160891	0.2191336476	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68r3	37938	103	105.972067	0.9719542411	0.4051108554	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68v1	37938	91	94.41147791	0.9638658563	0.3882295161	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68v2	37938	95	100.1917725	0.9481816486	0.3196320291	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f68v3	37938	160	164.7383951	0.9712368503	0.3706166804	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f69r	37938	150	154.1411884	0.9731337972	0.3846537204	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f69v	37938	135	140.6538344	0.9598031973	0.3319391279	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f6r	37938	84	82.85088878	1.013869631	0.4643291468	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f6v	37938	114	112.715744	1.011393759	0.4332679613	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f70r1	37938	104	107.8988319	0.9638658563	0.371756026	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f70r2	37938	234	237.9554596	0.9833773109	0.4113766514	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f70v1	37938	78	83.8142712	0.9306291027	0.2848993376	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f70v2	37938	130	130.0566277	0.9995645917	0.5155061134	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f71r	37938	85	86.70441849	0.9803421957	0.4555374528	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f71v	37938	95	96.33824276	0.9861089145	0.472693607	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72r1	37938	99	102.1185373	0.9694615942	0.3977700515	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72r2	37938	106	110.7889792	0.9567738667	0.3418279607	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72r3	37938	153	162.8116303	0.939736306	0.232766931	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72v1	37938	99	104.0453022	0.9515086018	0.3279407549	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72v2	37938	105	105.972067	0.990827139	0.4817120153	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f72v3	37938	108	115.6058913	0.9342084454	0.2543417241	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f73r	37938	89	92.48471305	0.9623211995	0.3841477167	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f73v	37938	92	95.37486034	0.9646147808	0.3902386425	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f75r	37938	409	402.6938547	1.015659899	0.3672419279	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f75v	37938	355	345.8542915	1.02644382	0.3019969343	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f76r	37938	558	549.1279837	1.016156555	0.3445998791	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f76v	37938	392	386.3163535	1.014712415	0.3765287314	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f77r	37938	327	319.842966	1.022376712	0.3342723121	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f77v	37938	326	320.8063484	1.016189367	0.3752862587	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f78r	37938	295	291.9048756	1.010603195	0.4166687633	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f78v	37938	295	288.0513459	1.024122971	0.3303753193	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f79r	37938	377	369.9388522	1.019087338	0.3471162236	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f79v	37938	352	342.9641442	1.026346357	0.3033063042	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f7r	37938	64	63.58324022	1.006554554	0.4958097305	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f7v	37938	77	75.14382936	1.024701571	0.4304695427	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f80r	37938	441	435.4488573	1.012748093	0.3859155718	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f80v	37938	367	362.2317928	1.013163414	0.390965989	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f81r	37938	207	202.3103098	1.023180678	0.3576060218	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f81v	37938	248	247.5892839	1.001658861	0.4769227138	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f82r	37938	287	281.3076689	1.02023525	0.3559887914	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f82v	37938	313	311.1725241	1.00587287	0.4475149032	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f83r	37938	341	336.2204672	1.014215472	0.3867010498	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f83v	37938	257	252.406196	1.018200044	0.3742487389	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f84r	37938	364	356.4514982	1.021176799	0.3349448115	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f84v	37938	342	331.4035551	1.031974445	0.271081857	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f85r1	37938	340	336.2204672	1.011241233	0.4077288638	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f85r2	37938	151	151.2510411	0.9983402353	0.5080753027	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f86v3	37938	277	277.4541392	0.998363192	0.5010983884	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f86v4	37938	190	184.9694261	1.027196786	0.342132724	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f86v5	37938	380	375.7191468	1.011393759	0.402591173	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f86v6	37938	475	479.764449	0.9900691913	0.4228169002	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f87r	37938	96	99.22839005	0.9674650567	0.3980730576	0.9971361433	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	folio	f87v	37938	84	89.59456577	0.9375568627	0.2995658521	0.9971361433	OBSERVED	OBSERVED	EXPECTED
