entity_type	entity	family_id	dimension	value	entity_total	observed_count	expected_count	effect_size	p_raw	q_value	observed_status	corpus_rule	inferred_status
TOKEN	133	2	locus	P	11	9	9.877932961	0.911121794	0.4732916505	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	locus	R	11	0	0.1002793296	0	0.9045847055	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	a	1	locus	C	15	4	0.9255967496	4.321536351	0.01476114991	0.2491596514	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	locus	L	15	0	0.467750127	0	0.6264100271	0.8322341495	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	a	1	locus	P	15	11	13.46990858	0.8166350894	0.3072662875	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	locus	R	15	0	0.1367445404	0	0.8721930078	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aiiin	1	locus	C	47	2	2.900203149	0.6896068645	0.445916197	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	locus	L	47	0	1.465617064	0	0.2309354454	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aiiin	1	locus	P	47	45	42.20571356	1.066206355	0.3536377469	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	locus	R	47	0	0.4284662265	0	0.6515075939	0.8443355857	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aiin	1	locus	C	511	44	31.53199594	1.395408019	0.020559797	0.3162479249	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiin	1	locus	L	511	1	15.93468766	0.06275617203	2.034371532e-06	0.0002010415136	OBSERVED	OBSERVED	DEPLETED
TOKEN	aiin	1	locus	P	511	465	458.8748857	1.013348114	0.3785557905	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiin	1	locus	R	511	1	4.658430675	0.2146645662	0.05364944861	0.5488561102	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiir	1	locus	C	29	6	1.789487049	3.352916135	0.01010694816	0.186978541	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiir	1	locus	L	29	0	0.9043169121	0	0.4048183172	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aiir	1	locus	P	29	22	26.04182326	0.8447949201	0.2491640114	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiir	1	locus	R	29	1	0.2643727781	3.782537701	0.2323126907	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ain	1	locus	C	116	3	7.157948197	0.4191145168	0.07389427255	0.672316742	OBSERVED	OBSERVED	EXPECTED
TOKEN	ain	1	locus	L	116	2	3.617267649	0.5529035157	0.2997011994	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ain	1	locus	P	116	111	104.167293	1.065593592	0.2362388673	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ain	1	locus	R	116	0	1.057491112	0	0.3473261204	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	air	1	locus	C	84	15	5.183341798	2.893885949	0.0003283815554	0.01301798309	OBSERVED	OBSERVED	PREFERRED
TOKEN	air	1	locus	L	84	5	2.619400711	1.908833566	0.1253344742	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	air	1	locus	P	84	64	75.43148807	0.8484520409	0.1018073663	0.7595951685	OBSERVED	OBSERVED	EXPECTED
TOKEN	air	1	locus	R	84	0	0.7657694261	0	0.4649760286	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	al	1	locus	C	262	38	16.16708989	2.350453931	2.604582234e-06	0.0002409238566	OBSERVED	OBSERVED	STRONGLY_PREFERRED
TOKEN	al	1	locus	L	262	3	8.170035551	0.3671954646	0.03776336874	0.4475789367	OBSERVED	OBSERVED	EXPECTED
TOKEN	al	1	locus	P	262	217	235.2744033	0.9223272783	0.1232692928	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	al	1	locus	R	262	4	2.388471305	1.674711348	0.2188709255	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	alam	1	locus	C	11	0	0.6787709497	0	0.5072400329	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	alam	1	locus	L	11	1	0.3430167598	2.915309446	0.2903736817	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	alam	1	locus	P	11	10	9.877932961	1.012357549	0.5267083495	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	alam	1	locus	R	11	0	0.1002793296	0	0.9045847055	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aldy	1	locus	C	14	2	0.8638902996	2.31510876	0.2143347259	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aldy	1	locus	L	14	1	0.4365667852	2.290600279	0.3537486636	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aldy	1	locus	P	14	11	12.57191468	0.8749661672	0.3979786725	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aldy	1	locus	R	14	0	0.1276282377	0	0.8801805363	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aly	1	locus	C	27	6	1.666074149	3.601280293	0.007289972259	0.1457994452	OBSERVED	OBSERVED	EXPECTED
TOKEN	aly	1	locus	L	27	1	0.8419502285	1.187718663	0.5691305903	0.7965009374	OBSERVED	OBSERVED	EXPECTED
TOKEN	aly	1	locus	P	27	19	24.24583545	0.7836397323	0.1678073327	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aly	1	locus	R	27	1	0.2461401727	4.062725678	0.2181873715	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	am	1	locus	C	88	7	5.430167598	1.28909465	0.3030286664	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	am	1	locus	L	88	6	2.744134078	2.186482085	0.06034500858	0.5980621386	OBSERVED	OBSERVED	EXPECTED
TOKEN	am	1	locus	P	88	75	79.02346369	0.949085202	0.3518083606	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	am	1	locus	R	88	0	0.8022346369	0	0.4483259981	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	ar	1	locus	C	411	61	25.36135094	2.405234648	1.445607967e-09	8.023124215e-07	OBSERVED	OBSERVED	STRONGLY_PREFERRED
TOKEN	ar	1	locus	L	411	8	12.81635348	0.6242025092	0.1084573365	0.7688775974	OBSERVED	OBSERVED	EXPECTED
TOKEN	ar	1	locus	P	411	337	369.0754952	0.9130923196	0.05013082258	0.5299544101	OBSERVED	OBSERVED	EXPECTED
TOKEN	ar	1	locus	R	411	5	3.746800406	1.334471938	0.3218324122	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	araiin	1	locus	C	10	1	0.6170644997	1.620576132	0.4604741063	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	araiin	1	locus	L	10	0	0.311833418	0	0.7321034733	0.8556629897	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	araiin	1	locus	P	10	9	8.979939055	1.002233973	0.5417013227	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	araiin	1	locus	R	10	0	0.09116302692	0	0.9128688766	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	aral	1	locus	C	20	2	1.234128999	1.620576132	0.3496714334	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aral	1	locus	L	20	1	0.623666836	1.603420195	0.4640245043	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aral	1	locus	P	20	16	17.95987811	0.890874643	0.3786048965	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aral	1	locus	R	20	1	0.1823260538	5.484679666	0.1666704142	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aram	1	locus	C	11	2	0.6787709497	2.946502058	0.1484601682	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aram	1	locus	L	11	1	0.3430167598	2.915309446	0.2903736817	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aram	1	locus	P	11	8	9.877932961	0.8098860391	0.3467306618	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	aram	1	locus	R	11	0	0.1002793296	0	0.9045847055	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	arar	1	locus	C	10	2	0.6170644997	3.241152263	0.1275518306	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	arar	1	locus	L	10	3	0.311833418	9.620521173	0.004007297878	0.09291415209	OBSERVED	OBSERVED	EXPECTED
TOKEN	arar	1	locus	P	10	4	8.979939055	0.4454373215	0.05564422394	0.5615008052	OBSERVED	OBSERVED	EXPECTED
TOKEN	arar	1	locus	R	10	1	0.09116302692	10.96935933	0.08713112343	0.7137678746	OBSERVED	OBSERVED	EXPECTED
TOKEN	arody	1	locus	C	12	0	0.7404773997	0	0.4768861958	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	arody	1	locus	L	12	1	0.3742001016	2.672366992	0.3121607397	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	arody	1	locus	P	12	11	10.77592687	1.020793862	0.5131065415	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	arody	1	locus	R	12	0	0.1093956323	0	0.8963757122	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	ary	1	locus	C	26	1	1.604367699	0.6232985122	0.5235211861	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ary	1	locus	L	26	6	0.8107668867	7.400400902	0.0001979315848	0.00845015612	OBSERVED	OBSERVED	STRONGLY_PREFERRED
TOKEN	ary	1	locus	P	26	18	23.34784154	0.7709492103	0.1573602111	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ary	1	locus	R	26	1	0.23702387	4.218984358	0.211027545	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	as	1	locus	C	12	0	0.7404773997	0	0.4768861958	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	as	1	locus	L	12	0	0.3742001016	0	0.6878392603	0.8529347193	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	as	1	locus	P	12	12	10.77592687	1.113593304	0.3940043659	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	as	1	locus	R	12	0	0.1093956323	0	0.8963757122	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	c	1	locus	C	50	6	3.085322499	1.944691358	0.09276344875	0.7251474718	OBSERVED	OBSERVED	EXPECTED
TOKEN	c	1	locus	L	50	3	1.55916709	1.924104235	0.2061451416	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	c	1	locus	P	50	40	44.89969528	0.890874643	0.2603020772	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	c	1	locus	R	50	1	0.4558151346	2.193871866	0.3660689818	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ch	1	locus	C	25	4	1.542661249	2.592921811	0.07111054965	0.6523364472	OBSERVED	OBSERVED	EXPECTED
TOKEN	ch	1	locus	L	25	0	0.7795835449	0	0.4585969566	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	ch	1	locus	P	25	21	22.44984764	0.9354183751	0.433966298	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ch	1	locus	R	25	0	0.2279075673	0	0.7961978512	0.9092382868	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chaiin	1	locus	C	48	0	2.961909599	0	0.05172005825	0.5370542809	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chaiin	1	locus	L	48	0	1.496800406	0	0.2238452294	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chaiin	1	locus	P	48	48	43.10370747	1.113593304	0.2470726213	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chaiin	1	locus	R	48	0	0.4375825292	0	0.6455952438	0.8429365258	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chain	1	locus	C	19	0	1.17242255	0	0.309615972	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chain	1	locus	L	19	0	0.5924834942	0	0.5529523242	0.7858861458	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chain	1	locus	P	19	19	17.06188421	1.113593304	0.3506791078	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chain	1	locus	R	19	0	0.1732097511	0	0.8409612038	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chal	1	locus	C	49	2	3.023616049	0.6614596456	0.4179199779	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chal	1	locus	L	49	0	1.527983748	0	0.2169726982	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chal	1	locus	P	49	47	44.00170137	1.068140516	0.3452784007	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chal	1	locus	R	49	0	0.4466988319	0	0.6397365475	0.8429365258	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	cham	1	locus	C	17	0	1.04900965	0	0.3502844818	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	cham	1	locus	L	17	0	0.5301168106	0	0.5885362184	0.8080089084	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	cham	1	locus	P	17	17	15.26589639	1.113593304	0.3616179825	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	cham	1	locus	R	17	0	0.1549771458	0	0.8564347504	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chan	1	locus	C	12	0	0.7404773997	0	0.4768861958	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chan	1	locus	L	12	0	0.3742001016	0	0.6878392603	0.8529347193	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chan	1	locus	P	12	12	10.77592687	1.113593304	0.3940043659	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chan	1	locus	R	12	0	0.1093956323	0	0.8963757122	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	char	1	locus	C	85	3	5.245048248	0.5719680465	0.2322970741	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	char	1	locus	L	85	4	2.650584053	1.50910136	0.2750448933	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	char	1	locus	P	85	77	76.32948197	1.008784522	0.4846009467	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	char	1	locus	R	85	1	0.7748857288	1.290512863	0.5392435708	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chckhdy	1	locus	C	13	0	0.8021838497	0	0.4483487679	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhdy	1	locus	L	13	0	0.4053834434	0	0.666721112	0.8478831848	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhdy	1	locus	P	13	13	11.67392077	1.113593304	0.3867975084	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chckhdy	1	locus	R	13	0	0.118511935	0	0.8882412144	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhedy	1	locus	C	11	0	0.6787709497	0	0.5072400329	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhedy	1	locus	L	11	0	0.3430167598	0	0.7096263183	0.8529347193	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhedy	1	locus	P	11	11	9.877932961	1.113593304	0.4016922532	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chckhedy	1	locus	R	11	0	0.1002793296	0	0.9045847055	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhey	1	locus	C	30	0	1.851193499	0	0.1570496158	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhey	1	locus	L	30	0	0.9355002539	0	0.392389522	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhey	1	locus	P	30	30	26.93981717	1.113593304	0.3024083115	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chckhey	1	locus	R	30	0	0.2734890808	0	0.7607206428	0.8786679641	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhy	1	locus	C	140	4	8.638902996	0.4630217519	0.0684384496	0.6383754543	OBSERVED	OBSERVED	EXPECTED
TOKEN	chckhy	1	locus	L	140	0	4.365667852	0	0.01270616651	0.2221077925	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chckhy	1	locus	P	140	135	125.7191468	1.073822114	0.1915168056	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chckhy	1	locus	R	140	1	1.276282377	0.7835256665	0.6352486378	0.8394357	OBSERVED	OBSERVED	EXPECTED
TOKEN	chcphy	1	locus	C	10	0	0.6170644997	0	0.5395258937	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chcphy	1	locus	L	10	0	0.311833418	0	0.7321034733	0.8556629897	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chcphy	1	locus	P	10	10	8.979939055	1.113593304	0.4099486328	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chcphy	1	locus	R	10	0	0.09116302692	0	0.9128688766	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chcthy	1	locus	C	81	2	4.998222448	0.4001422547	0.1248018125	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chcthy	1	locus	L	81	0	2.525850686	0	0.07999023729	0.6977369198	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chcthy	1	locus	P	81	79	72.73750635	1.086097173	0.246247158	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chcthy	1	locus	R	81	0	0.738420518	0	0.4778681038	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdaiin	1	locus	C	17	0	1.04900965	0	0.3502844818	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdaiin	1	locus	L	17	0	0.5301168106	0	0.5885362184	0.8080089084	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdaiin	1	locus	P	17	17	15.26589639	1.113593304	0.3616179825	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chdaiin	1	locus	R	17	0	0.1549771458	0	0.8564347504	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdal	1	locus	C	19	0	1.17242255	0	0.309615972	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdal	1	locus	L	19	0	0.5924834942	0	0.5529523242	0.7858861458	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdal	1	locus	P	19	19	17.06188421	1.113593304	0.3506791078	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chdal	1	locus	R	19	0	0.1732097511	0	0.8409612038	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdam	1	locus	C	10	0	0.6170644997	0	0.5395258937	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdam	1	locus	L	10	0	0.311833418	0	0.7321034733	0.8556629897	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdam	1	locus	P	10	10	8.979939055	1.113593304	0.4099486328	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	chdam	1	locus	R	10	0	0.09116302692	0	0.9128688766	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdar	1	locus	C	24	7	1.480954799	4.726680384	0.0008606575492	0.02939476553	OBSERVED	OBSERVED	PREFERRED
TOKEN	chdar	1	locus	L	24	0	0.7484002031	0	0.4731228481	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdar	1	locus	P	24	17	21.55185373	0.7887952568	0.1934772678	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chdar	1	locus	R	24	0	0.2187912646	0	0.8034894173	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chdy	1	locus	C	147	4	9.070848146	0.4409730971	0.05261995048	0.5433315817	OBSERVED	OBSERVED	EXPECTED
TOKEN	chdy	1	locus	L	147	3	4.583951244	0.6544572226	0.3283306167	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chdy	1	locus	P	147	140	132.0051041	1.060565051	0.2298407256	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chdy	1	locus	R	147	0	1.340096496	0	0.2618204028	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	cheal	1	locus	C	30	2	1.851193499	1.080384088	0.5522211563	0.7858861458	OBSERVED	OBSERVED	EXPECTED
TOKEN	cheal	1	locus	L	30	0	0.9355002539	0	0.392389522	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	cheal	1	locus	P	30	28	26.93981717	1.03935375	0.4444508137	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	cheal	1	locus	R	30	0	0.2734890808	0	0.7607206428	0.8786679641	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chear	1	locus	C	51	4	3.147028949	1.271040103	0.3856701642	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chear	1	locus	L	51	0	1.590350432	0	0.2038541623	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chear	1	locus	P	51	47	45.79768918	1.026252652	0.4490180404	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chear	1	locus	R	51	0	0.4649314373	0	0.6281781733	0.8322341495	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhey	1	locus	C	11	0	0.6787709497	0	0.5072400329	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhey	1	locus	L	11	0	0.3430167598	0	0.7096263183	0.8529347193	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhey	1	locus	P	11	11	9.877932961	1.113593304	0.4016922532	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	checkhey	1	locus	R	11	0	0.1002793296	0	0.9045847055	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhy	1	locus	C	48	0	2.961909599	0	0.05172005825	0.5370542809	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhy	1	locus	L	48	0	1.496800406	0	0.2238452294	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checkhy	1	locus	P	48	48	43.10370747	1.113593304	0.2470726213	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	checkhy	1	locus	R	48	0	0.4375825292	0	0.6455952438	0.8429365258	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checthy	1	locus	C	30	0	1.851193499	0	0.1570496158	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checthy	1	locus	L	30	0	0.9355002539	0	0.392389522	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	checthy	1	locus	P	30	30	26.93981717	1.113593304	0.3024083115	0.7849718906	OBSERVED	ONLY_IN_locus	EXPECTED
TOKEN	checthy	1	locus	R	30	0	0.2734890808	0	0.7607206428	0.8786679641	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	ched	1	locus	C	18	1	1.1107161	0.9003200732	0.6951074605	0.8529347193	OBSERVED	OBSERVED	EXPECTED
TOKEN	ched	1	locus	L	18	0	0.5613001524	0	0.5704668876	0.7965009374	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	ched	1	locus	P	18	17	16.1638903	1.051727009	0.4502938426	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	ched	1	locus	R	18	0	0.1640934485	0	0.848662712	0.9128688766	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chedaiin	1	locus	C	39	6	2.406551549	2.493194049	0.03606828897	0.4399538544	OBSERVED	OBSERVED	EXPECTED
TOKEN	chedaiin	1	locus	L	39	0	1.21615033	0	0.2963688961	0.7849718906	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chedaiin	1	locus	P	39	33	35.02176232	0.942271257	0.4088243128	0.7849718906	OBSERVED	OBSERVED	EXPECTED
TOKEN	chedaiin	1	locus	R	39	0	0.355535805	0	0.7007978516	0.8529347193	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chedain	1	locus	C	19	1	1.17242255	0.8529348062	0.6726167192	0.8527750523	OBSERVED	OBSERVED	EXPECTED
TOKEN	chedain	1	locus	L	19	0	0.5924834942	0	0.5529523242	0.7858861458	UNOBSERVED	NEVER_IN_locus	EXPECTED
TOKEN	chedain	1	locus	P	19	18	17.06188421	1.05498313	0.4419353627	0.7849718906	OBSERVED	OBSERVED	EXPECTED
