descriptor_id	text_metric	section	effect_size	direction	n	classification
OBJ_PLANT_LIKE	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	mean_token_length	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	type_token_ratio	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	token_entropy	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	exact_adjacent_repetition	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	near_edit_adjacent_repetition	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	mean_line_transition_entropy	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	mean_line_tokens	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	line_length_cv	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	boundary_length_asymmetry	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_HUMAN_LIKE	mean_line_token_entropy	pooled			0	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CONTAINER_LIKE	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_STAR_LIKE	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
OBJ_CIRCULAR_UNITS	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_RADIAL	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_CONCENTRIC	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
GEO_BRANCHING	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	mean_token_length	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	type_token_ratio	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	token_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	exact_adjacent_repetition	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	near_edit_adjacent_repetition	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	mean_line_transition_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	mean_line_tokens	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	line_length_cv	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	boundary_length_asymmetry	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_RELATION	mean_line_token_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	mean_token_length	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	type_token_ratio	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	token_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	exact_adjacent_repetition	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	near_edit_adjacent_repetition	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	mean_line_transition_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	mean_line_tokens	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	line_length_cv	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	boundary_length_asymmetry	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
FIG_ENCLOSED	mean_line_token_entropy	pooled			24	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
TXT_RADIAL	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_DENSITY	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	mean_token_length	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	type_token_ratio	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	exact_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	near_edit_adjacent_repetition	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	mean_line_transition_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	mean_line_tokens	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	line_length_cv	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	boundary_length_asymmetry	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
VIS_COMPLEXITY	mean_line_token_entropy	pooled			195	NOT_TESTABLE_PENDING_SECTION_STRATA
