rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
30	qol	shedy	0.367531	0.874214	line	0.151079	0.784173	0.104890	5.551999	0.00990099	19.266055	0.091743	0.000000	18	18
31	shedy	chedy	0.365533	0.955850	line	0.117783	0.729792	0.048338	4.544534	0.00990099	20.424051	0.025316	0.000000	59	49
32	o	r	0.365162	0.893617	line	0.131313	0.328283	0.047980	9.861360	0.00990099	18.984615	0.107692	0.000000	20	25
33	chor	chy	0.364813	0.890710	line	0.071090	0.360190	0.022010	5.449369	0.00990099	21.750000	0.065789	0.000000	27	14
34	chy	daiin	0.364723	0.890710	line	0.196319	0.779141	0.170345	4.424360	0.00990099	16.661417	0.070866	0.000000	22	15
35	qokaiin	qokal	0.364635	0.907834	line	0.075758	0.329545	0.024996	5.616373	0.00990099	19.597701	0.000000	0.000000	21	16
36	qokeedy	qokeey	0.364386	0.938650	line	0.088235	0.555556	0.003268	4.852508	0.00990099	19.764706	0.052941	0.000000	34	24
37	qotchy	daiin	0.363588	0.756098	line	0.274194	0.903226	0.264748	4.949747	0.00990099	15.553571	0.035714	0.000000	5	4
38	qokeedy	qoky	0.363206	0.878788	line	0.055556	0.238562	0.041762	4.993356	0.00990099	20.164384	0.054795	0.000000	19	12
39	ar	al	0.363120	0.927798	line	0.106965	0.427861	-0.033113	7.767361	0.00990099	21.151163	0.098837	0.000000	33	36
40	qokedy	qokeedy	0.360620	0.932432	line	0.094203	0.605072	0.009236	4.866670	0.00990099	19.706587	0.089820	0.000000	31	23
41	shedy	qokedy	0.360271	0.932432	line	0.096998	0.498845	-0.026191	7.404151	0.00990099	18.712963	0.097222	0.000000	30	40
42	qokar	qokain	0.359640	0.886364	line	0.102564	0.403846	0.084249	5.143367	0.00990099	15.174603	0.047619	0.000000	14	14
43	shey	qoky	0.359438	0.878788	line	0.063197	0.260223	0.014921	5.286865	0.00990099	23.071429	0.042857	0.000000	24	14
44	otar	al	0.358729	0.883721	line	0.111842	0.460526	0.061258	5.348140	0.00990099	20.557143	0.071429	0.000000	18	22
45	l	r	0.358478	0.893617	line	0.080645	0.274194	-0.008641	5.542117	0.00990099	22.098039	0.098039	0.000000	20	12
46	aiin	al	0.358103	0.927798	line	0.069444	0.347222	-0.051178	5.417719	0.00990099	23.468571	0.051429	0.000000	31	38
47	okeey	l	0.355927	0.901478	line	0.071038	0.306011	0.011898	5.000886	0.00990099	25.464286	0.089286	0.000000	17	14
48	qokain	chckhy	0.354951	0.873418	line	0.062271	0.278388	0.040532	5.472465	0.00990099	21.960526	0.131579	0.000000	15	10
49	otaiin	otal	0.354825	0.872611	line	0.070968	0.232258	0.041771	5.625882	0.00990099	20.416667	0.138889	0.000000	20	11
50	qokar	okar	0.352749	0.875000	line	0.089744	0.326923	0.075458	6.225748	0.00990099	22.313725	0.117647	0.000000	17	20
51	otaiin	al	0.352741	0.885714	line	0.096774	0.445161	0.057864	4.678397	0.00990099	24.217391	0.057971	0.000000	23	12
52	qokey	qoky	0.352467	0.840000	line	0.076190	0.257143	0.069294	4.883507	0.00990099	18.888889	0.037037	0.000000	18	10
53	sar	al	0.351539	0.801980	line	0.160494	0.358025	0.156603	8.086350	0.00990099	16.172414	0.241379	0.000000	13	12
54	shey	qokaiin	0.351203	0.929577	line	0.081784	0.315985	0.040118	4.670259	0.00990099	18.623529	0.094118	0.000000	21	18
55	shedy	qokaiin	0.351193	0.929577	line	0.073903	0.374134	-0.013218	4.926020	0.00990099	20.660494	0.104938	0.000000	29	29
56	sho	shol	0.350733	0.862069	line	0.096000	0.384000	0.069118	5.544804	0.00990099	17.062500	0.104167	0.000000	14	18
57	shor	cthy	0.349077	0.827586	line	0.093750	0.322917	0.074333	7.535384	0.00990099	18.967742	0.129032	0.000000	8	11
58	qokeey	okeey	0.348246	0.901478	line	0.078431	0.415033	-0.019929	5.849582	0.00990099	22.322835	0.055118	0.000000	24	23
59	r	l	0.348043	0.893617	line	0.089286	0.244048	0.008641	5.775024	0.00990099	20.658537	0.024390	0.000000	17	15
60	shey	sheey	0.347199	0.880952	line	0.063197	0.230483	0.009143	5.615505	0.00990099	17.274194	0.016129	0.000000	22	15
61	or	am	0.347190	0.811321	line	0.043814	0.136598	0.043814	6.264774	0.00990099	23.528302	0.075472	0.000000	11	8
62	sol	oly	0.347096	0.750000	line	0.089552	0.179104	0.089552	8.783318	0.00990099	25.666667	0.000000	0.000000	10	7
63	shey	shedy	0.346785	0.930796	line	0.111524	0.483271	0.056097	4.314399	0.00990099	20.630769	0.007692	0.000000	33	23
64	sheedy	qokedy	0.344875	0.805825	line	0.132530	0.385542	0.121661	5.363780	0.00990099	17.812500	0.156250	0.000000	13	9
65	sol	shey	0.344757	0.770115	line	0.164179	0.462687	0.160462	6.197379	0.00990099	22.419355	0.096774	0.000000	11	11
66	qokeey	qokeedy	0.344610	0.938650	line	0.084967	0.578431	-0.003268	4.646928	0.00990099	20.248588	0.050847	0.000000	30	28
67	s	ar	0.344516	0.945946	line	0.100000	0.362857	0.065174	4.254622	0.00990099	20.913386	0.157480	0.000000	25	18
68	l	chedy	0.344263	0.902913	line	0.139785	0.478495	0.112007	4.095194	0.00990099	19.910112	0.123596	0.000000	22	12
69	chor	cthy	0.344168	0.837398	line	0.066351	0.327014	0.037224	6.504291	0.00990099	19.666667	0.057971	0.000000	12	9
70	chedy	qokain	0.344017	0.931741	line	0.073413	0.390873	-0.040140	4.819627	0.00990099	21.913706	0.091371	0.000000	27	29
71	qokedy	qoky	0.343670	0.878788	line	0.050725	0.260870	0.036932	4.619058	0.00990099	22.513889	0.055556	0.000000	19	11
72	l	am	0.343426	0.811321	line	0.053763	0.166667	0.053763	5.865885	0.00990099	24.967742	0.000000	0.000000	7	16
73	okedy	otedy	0.342255	0.857143	line	0.108333	0.475000	0.047727	6.625745	0.00990099	18.771930	0.070175	0.000000	16	19
74	aiin	am	0.340753	0.811321	line	0.039683	0.154762	0.016427	5.924782	0.00990099	26.179487	0.064103	0.000000	14	9
75	sheedy	chedy	0.340516	0.805825	line	0.180723	0.662651	0.174771	4.592357	0.00990099	18.763636	0.036364	0.000000	11	10
76	r	ain	0.339767	0.844961	line	0.083333	0.226190	0.064985	8.068493	0.00990099	17.763158	0.315789	0.000000	12	10
77	dair	al	0.338756	0.847328	line	0.108108	0.324324	0.096435	4.515422	0.00990099	21.388889	0.166667	0.000000	14	10
78	qol	ol	0.336328	0.874214	line	0.158273	0.726619	0.133139	4.043682	0.00990099	19.198020	0.039604	0.000000	22	13
79	sheedy	qokeedy	0.336284	0.805825	line	0.144578	0.433735	0.128238	4.671289	0.00990099	12.805556	0.250000	0.000000	13	6
80	cheo	al	0.335999	0.791667	line	0.131579	0.368421	0.119906	5.277634	0.00990099	22.428571	0.107143	0.000000	7	8
81	otol	oty	0.335956	0.803922	line	0.097561	0.231707	0.097561	6.311569	0.00990099	21.210526	0.157895	0.000000	13	15
82	sheedy	qoteedy	0.335636	0.793814	line	0.084337	0.301205	0.084337	7.245062	0.00990099	20.400000	0.080000	0.000000	13	5
83	dair	ar	0.335460	0.847328	line	0.135135	0.351351	0.110260	4.501396	0.00990099	22.538462	0.076923	0.000000	13	14
84	cheey	aiin	0.335059	0.900990	line	0.131868	0.560440	0.106074	4.161465	0.00990099	24.843137	0.000000	0.000000	21	20
85	dor	daiin	0.333674	0.772727	line	0.264706	0.779412	0.251719	4.369911	0.00990099	13.962264	0.037736	0.000000	7	7
86	dshedy	shedy	0.333652	0.629630	line	0.294118	0.735294	0.294118	6.201243	0.00990099	16.040000	0.040000	0.000000	3	1
87	qokeedy	lchedy	0.333378	0.852941	line	0.058824	0.382353	-0.018763	7.119849	0.00990099	22.059829	0.042735	0.000000	14	17
88	shedy	qoky	0.331810	0.878788	line	0.048499	0.274827	-0.020467	4.630632	0.00990099	22.966387	0.067227	0.000000	20	13
89	qokedy	okedy	0.331214	0.857143	line	0.054348	0.398551	-0.045652	5.119246	0.00990099	22.863636	0.036364	0.000000	11	24
90	l	s	0.331083	0.902913	line	0.107527	0.327957	0.093241	4.244491	0.00990099	19.639344	0.147541	0.000000	14	14
91	chol	dain	0.330790	0.914163	line	0.060759	0.341772	0.032590	4.359259	0.00990099	25.407407	0.037037	0.000000	23	16
92	qokeey	lchedy	0.330434	0.852941	line	0.052288	0.267974	-0.008057	4.897114	0.00990099	22.512195	0.048780	0.000000	15	13
93	dair	cheo	0.330065	0.791667	line	0.063063	0.180180	0.036747	5.987540	0.00990099	20.200000	0.050000	0.000000	9	3
94	ol	chedy	0.330015	0.961832	line	0.102334	0.524237	0.032889	4.053513	0.00990099	22.523973	0.071918	0.000000	48	47
95	okar	chdy	0.329909	0.875000	line	0.064286	0.242857	0.002642	4.681858	0.00990099	22.323529	0.147059	0.000000	17	13
96	qokaiin	otal	0.329712	0.872611	line	0.056818	0.223485	0.027621	4.531409	0.00990099	24.033898	0.067797	0.000000	21	14
97	chey	lchedy	0.329422	0.852941	line	0.052023	0.182081	-0.008322	5.840875	0.00990099	21.634921	0.063492	0.000000	12	13
98	or	ain	0.329214	0.844961	line	0.048969	0.164948	0.021446	5.779234	0.00990099	21.093750	0.187500	0.000000	9	15
99	dar	am	0.329021	0.811321	line	0.037152	0.133127	0.025524	4.909903	0.00990099	27.627907	0.046512	0.000000	9	10
100	l	o	0.328976	0.902913	line	0.075269	0.274194	-0.101499	4.654182	0.00990099	21.509804	0.058824	0.000000	17	15
