target_a	target_b	control_rank	control_a	control_b	match_cost	count_a	count_b	structural_similarity	reliability	normalized_graphemic_distance	position_similarity	left_similarity	right_similarity	predecessor_js_similarity	successor_js_similarity
lchedy	qokain	3	am	qokedy	0.6699535987740358	86	276	0.2925648668145046	0.8817406891941358	1	0.6619389212751003	0.04563034514353219	0.1701253340248813	0.0776409451180563	0.17115448159398694
lchedy	qol	1	cthy	saiin	0.5733443120383412	103	127	0.2946035469195223	0.8793756236287248	1	0.6800831803570124	0.030046427553927786	0.17368103284762654	0.05840198262660845	0.15501659844661542
lchedy	qol	2	chdy	sar	0.6895695839667019	146	81	0.28460820608225285	0.8697111121566294	1	0.6877449004959468	0.12383025605668589	0.04224946169412588	0.12450551845735125	0.06552994003723966
lchedy	qol	3	am	cthy	0.7671134248445178	86	103	0.2691050027966924	0.8480594192440037	1	0.6455385494408217	0.09617623853214469	0.0656002204171109	0.0912012064421841	0.06189844207754869
okaiin	ol	1	sar	shedy	1.7640696022592108	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.1150961469276488	0.11562910466527232
okaiin	ol	2	aiin	qotchy	1.8947936473645735	504	62	0.2678369848179705	0.8511119620704917	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344088307	0.12487397304196857
okaiin	ol	3	shedy	sor	1.9954970158912588	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.05431562331123374	0.1570799393881528
okain	ol	1	sar	shedy	1.2492308201356843	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764825	0.11562910466527432
okain	ol	2	shedy	sor	1.4806582337677323	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.054315623311234074	0.157079939388152
okain	ol	3	aiin	qotchy	1.5132881985743802	504	62	0.2678369848179705	0.8511119620704917	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.02587165534408753	0.12487397304196801
qokaiin	qol	1	sar	shey	1.127525149742259	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.12080857670343381	0.09328628556790308
qokaiin	qol	2	al	sol	1.2827766980819604	257	67	0.2925298305376303	0.8586045803415628	0.6666666666666666	0.5661102985814973	0.04955838940054189	0.26192080363085185	0.06118942165392205	0.2113159131953981
qokaiin	qol	3	r	shor	1.3628105956227794	168	96	0.3026539743326081	0.8912323869769142	0.75	0.8018798608901927	0.011038273960836526	0.095043788146795	0.017435383290903328	0.11826055978181971
daiin	dol	1	sar	shedy	1.3779388439175047	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764936	0.11562910466527254
daiin	dol	2	shedy	sor	1.6093662575495526	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.054315623311233185	0.157079939388151
daiin	dol	3	aiin	qotchy	1.6419962223562004	504	62	0.2678369848179705	0.8511119620704917	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344088196	0.12487397304196823
qokain	qol	1	sar	shey	1.2187772593578967	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.12080857670343381	0.0932862855679032
qokain	qol	2	al	sol	1.2209368832457135	257	67	0.2925298305376303	0.8586045803415628	0.6666666666666666	0.5661102985814973	0.04955838940054189	0.26192080363085185	0.06118942165392227	0.21131591319539889
qokain	qol	3	al	tol	1.4145872133369497	257	45	0.26492367284521534	0.8191817811773757	0.6666666666666666	0.48452465271606393	0.1557469920435853	0.1544993737759967	0.08533170629163966	0.14818326983711272
aiin	ar	1	sar	shedy	2.321260556749111	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764769	0.11562910466527176
aiin	ar	2	shedy	sor	2.552687970381159	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.05431562331123285	0.157079939388153
aiin	ar	3	sar	shey	2.7436607308569476	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.1208085767034337	0.09328628556790275
chol	cthy	1	sar	shedy	0.8340670729967519	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764836	0.11562910466527232
chol	cthy	2	shedy	sor	1.0654944866287999	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.054315623311234296	0.157079939388152
chol	cthy	3	sar	shey	1.0732066014127395	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.1208085767034337	0.09328628556790242
lchedy	qokeey	1	sar	shey	1.1231150061674104	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.12080857670343381	0.0932862855679033
lchedy	qokeey	2	al	sol	1.1252746300552272	257	67	0.2925298305376303	0.8586045803415628	0.6666666666666666	0.5661102985814973	0.04955838940054189	0.26192080363085185	0.06118942165392227	0.21131591319539822
lchedy	qokeey	3	am	qokeedy	1.1376689072027064	86	306	0.24901353376444554	0.8817406891941358	1	0.6526619782546839	0.03799919822537608	0.056379424813276575	0.05353342116853699	0.05576909765050009
qokedy	qol	1	sar	shey	1.2296666591571648	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.12080857670343348	0.09328628556790253
qokedy	qol	2	al	sol	1.2318262830449815	257	67	0.2925298305376303	0.8586045803415628	0.6666666666666666	0.5661102985814973	0.04955838940054189	0.26192080363085185	0.06118942165392227	0.21131591319539889
qokedy	qol	3	otam	qokain	1.3286408667355318	48	273	0.26888747867407864	0.8257449719780429	0.6666666666666666	0.7283794980966842	0.05133270023393453	0.026950237691617186	0.07748211829825657	0.03656963296820559
chedy	qokeey	1	sar	shedy	2.2158384090562917	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764836	0.1156291046652721
chedy	qokeey	2	shedy	sor	2.4472658226883404	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.05431562331123285	0.15707993938815268
chedy	qokeey	3	aiin	qotchy	2.479895787494988	504	62	0.2678369848179705	0.8511119620704917	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344087863	0.12487397304196823
dal	ol	1	sar	shedy	2.0818526379155937	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764913	0.11562910466527176
dal	ol	2	shedy	sor	2.3132800515476424	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.05431562331123285	0.15707993938815268
dal	ol	3	aiin	qotchy	2.34591001635429	504	62	0.2678369848179705	0.8511119620704917	1	0.6792556306184054	0.011869122675221742	0.11238620116028429	0.025871655344087863	0.12487397304196834
ain	ar	1	sar	shedy	1.048877381046396	81	433	0.2977184397362719	0.8765126130324635	0.8	0.6948149443365139	0.10523642483191054	0.09310395004039118	0.11509614692764869	0.11562910466527188
ain	ar	2	shedy	sor	1.280304794678444	433	51	0.25639169321640454	0.8318470294698571	0.8	0.572884773468658	0.06225870853937483	0.13403159764118075	0.05431562331123463	0.15707993938815268
ain	ar	3	sar	shey	1.3230616108467874	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.12080857670343381	0.09328628556790286
ain	al	1	sar	shey	0.9680093819752377	81	269	0.30249619963685254	0.8765126130324635	0.75	0.7085839048119016	0.12598815766974242	0.07291653642891356	0.1208085767034337	0.09328628556790275
ain	al	2	otam	qokain	1.0963958843329955	48	273	0.26888747867407864	0.8257449719780429	0.6666666666666666	0.7283794980966842	0.05133270023393453	0.026950237691617186	0.0774821182982568	0.03656963296820581
ain	al	3	r	shor	1.1497543457265487	168	96	0.3026539743326081	0.8912323869769142	0.75	0.8018798608901927	0.011038273960836526	0.095043788146795	0.017435383290903772	0.11826055978181993
qokar	qol	1	r	shor	1.2111904583077875	168	96	0.3026539743326081	0.8912323869769142	0.75	0.8018798608901927	0.011038273960836526	0.095043788146795	0.017435383290903772	0.11826055978181993
qokar	qol	2	sar	shol	1.4411144484579153	81	186	0.29578225524166646	0.8765126130324635	0.75	0.6819082387753062	0.11481246061702359	0.09062606633266966	0.11120879770034253	0.1282554568372154
qokar	qol	3	sar	sheey	1.5050907865507748	81	148	0.30327895533591614	0.8707262884055669	0.8	0.7236683276810989	0.06450494288062958	0.1216635954460199	0.07858662168706809	0.11220458669365108
qol	qotain	1	sheey	sor	0.5728611386616095	148	51	0.2675244169885877	0.8264519958485314	0.8	0.622118453093452	0.07632327769721764	0.1041315201750935	0.07062325626338495	0.1061914277891467
qol	qotain	2	shy	sor	0.6172510455927512	97	51	0.26316736806758473	0.7963239947459003	0.6666666666666666	0.6028145916708583	0.04283529368781193	0.14385221884408397	0.04091392011941941	0.12735230553457566
qol	qotain	3	chckhy	pchedy	0.6385055235305733	138	36	0.2642221435233379	0.7863803087942971	0.6666666666666666	0.6041009311835088	0.0820558778046659	0.1065096215818389	0.10717270481660324	0.1022570125685659
okar	otain	1	r	shor	0.9262898921793972	168	96	0.3026539743326081	0.8912323869769142	0.75	0.8018798608901927	0.011038273960836526	0.095043788146795	0.017435383290904105	0.11826055978181971
okar	otain	2	am	sar	1.0136108552812393	86	81	0.2751063875813021	0.8288806295612366	0.6666666666666666	0.575385535174334	0.08226127456606226	0.1676723530035101	0.10099933745700673	0.18179631227539506
okar	otain	3	dam	saiin	1.0392958321652634	88	127	0.30528446831639167	0.866242244261546	0.8	0.6752947265545461	0.06378198309799199	0.17677669529663687	0.09458195185631446	0.13279874347921428
