candidate	corpus	error_type	error_position	L_sync	catastrophic_desync	recovery_after_error	measurement
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	32	1	false	0.98989899	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	65	1	false	0.98484848	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	129	-2	false	0.50000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	0	1	false	0.99236641	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	32	1	false	0.98989899	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	65	1	false	0.98484848	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	129	-2	false	0.50000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	0	1	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	32	1	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	65	1	false	0.98484848	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	129	-2	false	1.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00763359	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.01010101	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	65	-1	true	0.01515152	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	129	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	0	-1	true	0.01526718	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	32	-1	true	0.02020202	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	65	-1	true	0.01515152	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	129	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	0	-1	true	0.01526718	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	32	-1	true	0.02020202	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	65	-1	true	0.01515152	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	129	-2	false	0.00000000	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	0	-1	true	0.00763359	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	32	-1	true	0.01010101	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	65	-1	true	0.01515152	three consecutive positionally correct decoded units
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	129	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_DELETION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	GLYPH_INSERTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_MERGE	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M10_STATEFUL_FORM_K2	Doyle	TOKEN_SPLIT	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	1	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	37	1	false	0.99115044	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_DELETION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	0	1	false	0.99333333	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	37	1	false	1.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	75	1	false	0.98666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	GLYPH_INSERTION	148	-2	false	0.50000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_INSERTION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_BOUNDARY_DELETION	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	37	-1	true	0.00884956	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_MERGE	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	0	-1	true	0.00666667	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	37	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	75	-1	true	0.00000000	three consecutive positionally correct decoded units
M11_MIXED_FORM_K2	Doyle	TOKEN_SPLIT	148	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_SUBSTITUTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_DELETION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_DELETION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_DELETION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_DELETION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_INSERTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_INSERTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_INSERTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	GLYPH_INSERTION	126	-2	false	0.50000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_INSERTION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_BOUNDARY_DELETION	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_MERGE	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_MERGE	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_MERGE	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_MERGE	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_SPLIT	0	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_SPLIT	32	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_SPLIT	64	-1	true	0.00000000	three consecutive positionally correct decoded units
M0_IDENTITY	Longfellow	TOKEN_SPLIT	126	-2	false	0.00000000	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	0	1	false	0.99218750	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	32	1	false	0.98958333	three consecutive positionally correct decoded units
M1_MONOALPHABETIC	Longfellow	GLYPH_SUBSTITUTION	64	1	false	0.98437500	three consecutive positionally correct decoded units
