candidate	corpus	splitting_fraction	replicate	seed	split_classes	changed_glyphs	glyph_recovery_frozen	token_recovery_frozen	glyph_recovery_collapsed_oracle	word_error_rate_frozen	decoder
M1_MONOALPHABETIC	Doyle	0.050	26	67226579	1	68	0.86998088	0.56250000	1.00000000	0.43750000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.050	27	67227588	1	1	0.99808795	0.99218750	1.00000000	0.00781250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.050	28	67228597	1	31	0.94072658	0.77343750	1.00000000	0.22656250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.050	29	67229606	1	1	0.99808795	0.99218750	1.00000000	0.00781250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	0	67200395	2	30	0.94263862	0.79687500	1.00000000	0.20312500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	1	67201404	2	14	0.97323136	0.89843750	1.00000000	0.10156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	2	67202413	2	88	0.83173996	0.47656250	1.00000000	0.52343750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	3	67203422	2	14	0.97323136	0.89843750	1.00000000	0.10156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	4	67204431	2	42	0.91969407	0.71875000	1.00000000	0.28125000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	5	67205440	2	5	0.99043977	0.96093750	1.00000000	0.03906250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	6	67206449	2	20	0.96175908	0.85156250	1.00000000	0.14843750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	7	67207458	2	40	0.92351816	0.71875000	1.00000000	0.28125000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	8	67208467	2	71	0.86424474	0.57812500	1.00000000	0.42187500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	9	67209476	2	14	0.97323136	0.89843750	1.00000000	0.10156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	10	67210485	2	72	0.86233270	0.48437500	1.00000000	0.51562500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	11	67211494	2	59	0.88718929	0.61718750	1.00000000	0.38281250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	12	67212503	2	28	0.94646272	0.81250000	1.00000000	0.18750000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	13	67213512	2	15	0.97131931	0.89062500	1.00000000	0.10937500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	14	67214521	2	76	0.85468451	0.55468750	1.00000000	0.44531250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	15	67215530	2	90	0.82791587	0.46093750	1.00000000	0.53906250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	16	67216539	2	12	0.97705545	0.90625000	1.00000000	0.09375000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	17	67217548	2	60	0.88527725	0.62500000	1.00000000	0.37500000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	18	67218557	2	45	0.91395793	0.69531250	1.00000000	0.30468750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	19	67219566	2	24	0.95411090	0.82031250	1.00000000	0.17968750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	20	67220575	2	99	0.81070746	0.43750000	1.00000000	0.56250000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	21	67221584	2	65	0.87571702	0.59375000	1.00000000	0.40625000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	22	67222593	2	13	0.97514340	0.89843750	1.00000000	0.10156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	23	67223602	2	62	0.88145315	0.61718750	1.00000000	0.38281250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	24	67224611	2	24	0.95411090	0.82031250	1.00000000	0.17968750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	25	67225620	2	50	0.90439771	0.69531250	1.00000000	0.30468750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	26	67226629	2	15	0.97131931	0.88281250	1.00000000	0.11718750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	27	67227638	2	51	0.90248566	0.67187500	1.00000000	0.32812500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	28	67228647	2	39	0.92543021	0.75000000	1.00000000	0.25000000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.100	29	67229656	2	12	0.97705545	0.90625000	1.00000000	0.09375000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	0	67200545	6	181	0.65391969	0.21093750	1.00000000	0.78906250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	1	67201554	6	64	0.87762906	0.58593750	1.00000000	0.41406250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	2	67202563	6	172	0.67112811	0.27343750	1.00000000	0.72656250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	3	67203572	6	157	0.69980880	0.28125000	1.00000000	0.71875000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	4	67204581	6	75	0.85659656	0.57812500	1.00000000	0.42187500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	5	67205590	6	131	0.74952199	0.28125000	1.00000000	0.71875000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	6	67206599	6	149	0.71510516	0.37500000	1.00000000	0.62500000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	7	67207608	6	73	0.86042065	0.52343750	1.00000000	0.47656250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	8	67208617	6	140	0.73231358	0.30468750	1.00000000	0.69531250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	9	67209626	6	57	0.89101338	0.64062500	1.00000000	0.35937500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	10	67210635	6	93	0.82217973	0.53125000	1.00000000	0.46875000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	11	67211644	6	118	0.77437859	0.39062500	1.00000000	0.60937500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	12	67212653	6	215	0.58891013	0.14843750	1.00000000	0.85156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	13	67213662	6	169	0.67686424	0.26562500	1.00000000	0.73437500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	14	67214671	6	173	0.66921606	0.19531250	1.00000000	0.80468750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	15	67215680	6	113	0.78393881	0.41406250	1.00000000	0.58593750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	16	67216689	6	106	0.79732314	0.36718750	1.00000000	0.63281250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	17	67217698	6	86	0.83556405	0.56250000	1.00000000	0.43750000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	18	67218707	6	182	0.65200765	0.21875000	1.00000000	0.78125000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	19	67219716	6	213	0.59273423	0.15625000	1.00000000	0.84375000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	20	67220725	6	189	0.63862333	0.13281250	1.00000000	0.86718750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	21	67221734	6	76	0.85468451	0.53906250	1.00000000	0.46093750	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	22	67222743	6	107	0.79541109	0.39843750	1.00000000	0.60156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	23	67223752	6	144	0.72466539	0.29687500	1.00000000	0.70312500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	24	67224761	6	86	0.83556405	0.53125000	1.00000000	0.46875000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	25	67225770	6	129	0.75334608	0.42187500	1.00000000	0.57812500	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	26	67226779	6	104	0.80114723	0.39843750	1.00000000	0.60156250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	27	67227788	6	119	0.77246654	0.30468750	1.00000000	0.69531250	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	28	67228797	6	140	0.73231358	0.31250000	1.00000000	0.68750000	frozen decoder plus explicitly marked collapse oracle
M1_MONOALPHABETIC	Doyle	0.250	29	67229806	6	141	0.73040153	0.21875000	1.00000000	0.78125000	frozen decoder plus explicitly marked collapse oracle
M2_HOMOPHONY_H2	Doyle	0.050	0	67200311	2	23	1.00000000	1.00000000	1.00000000	0.00000000	frozen decoder plus explicitly marked collapse oracle
