candidate	corpus	error_channel	error_rate	replicates	mean_glyph_recovery	mean_token_recovery	exact_message_probability	E90	E50	E10	threshold_basis
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.00100	100	0.55210448	0.29348837	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.00250	100	0.55316418	0.30503876	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.00500	100	0.55307463	0.29852713	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.01000	100	0.55255224	0.25689922	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.02000	100	0.53975374	0.18282443	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Astafiev	TOKEN_SPLIT	0.05000	100	0.52380403	0.08731343	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.00100	100	0.61900574	0.56640625	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.00250	100	0.61881453	0.56632812	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.00500	100	0.60891013	0.55671875	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.01000	100	0.59472275	0.54492188	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.02000	100	0.56977055	0.52070313	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0.05000	100	0.50637700	0.46265625	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.00100	100	0.61933078	0.56726562	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.00250	100	0.61896750	0.56679687	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.00500	100	0.61212237	0.56179687	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.01000	100	0.60210325	0.55398437	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.02000	100	0.57908222	0.53695313	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0.05000	100	0.52613500	0.49242188	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.00100	100	0.61826004	0.56664063	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.00250	100	0.61766730	0.56679687	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.00500	100	0.60768642	0.56070312	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.01000	100	0.59240918	0.55062500	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.02000	100	0.56476099	0.53289062	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0.05000	100	0.49814138	0.48343750	0.00000000	0.00000	0.05000	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.00100	100	0.61676864	0.25117187	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.00250	100	0.61680688	0.25312500	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.00500	100	0.61730402	0.25039062	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.01000	100	0.61722753	0.30109375	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.02000	100	0.60493308	0.15109375	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0.05000	100	0.58663480	0.09851562	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.00100	100	0.61621415	0.28294574	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.00250	100	0.61608031	0.28015504	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.00500	100	0.61621415	0.24945736	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.01000	100	0.61669216	0.26255814	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.02000	100	0.60294455	0.15030534	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0.05000	100	0.58217973	0.09970149	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.00100	100	0.61709369	0.25484375	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.00250	100	0.61782027	0.27460937	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.00500	100	0.61762906	0.29375000	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.01000	100	0.61684512	0.30265625	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.02000	100	0.60435946	0.14171875	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0.05000	100	0.58862333	0.09984375	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.00000	100	0.62332696	0.57031250	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.00100	100	0.61663480	0.25279070	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.00250	100	0.61625239	0.27201550	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.00500	100	0.61619503	0.29124031	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.01000	100	0.61583174	0.29992248	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.02000	100	0.60302103	0.13335878	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0.05000	100	0.58206501	0.10537313	0.00000000	0.00000	NOT_REACHED	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.00100	100	0.49976667	0.48156250	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.00250	100	0.49963333	0.48101563	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.00500	100	0.49243333	0.47437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.01000	100	0.48345000	0.46609375	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.02000	100	0.46576667	0.45000000	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_DELETION	0.05000	100	0.41835515	0.40078125	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.00100	100	0.50193333	0.48281250	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.00250	100	0.50201667	0.48312500	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.00500	100	0.49840000	0.47906250	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.01000	100	0.49190000	0.47164062	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.02000	100	0.48111667	0.46085938	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_INSERTION	0.05000	100	0.45061465	0.42875000	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.00100	100	0.50065000	0.48187500	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.00250	100	0.50098333	0.48195312	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.00500	100	0.49761667	0.47750000	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.01000	100	0.49255000	0.47156250	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.02000	100	0.48183333	0.46039062	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	GLYPH_SUBSTITUTION	0.05000	100	0.45406667	0.43046875	0.00000000	0.00000	0.00500	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.00100	100	0.49993333	0.24000000	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.00250	100	0.50088333	0.20914062	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.00500	100	0.49963333	0.22781250	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.01000	100	0.50010000	0.22648437	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.02000	100	0.49346667	0.10960937	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_DELETION	0.05000	100	0.48480000	0.06656250	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.00100	100	0.49525000	0.24480620	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.00250	100	0.49601667	0.22906977	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.00500	100	0.49670000	0.22232558	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.01000	100	0.49566667	0.22348837	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.02000	100	0.48001667	0.12099237	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_BOUNDARY_INSERTION	0.05000	100	0.45805517	0.06358209	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.00100	100	0.49998333	0.20851563	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.00250	100	0.50060000	0.20601563	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.00500	100	0.50066667	0.20085938	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.01000	100	0.50003333	0.24750000	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.02000	100	0.49441667	0.12265625	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_MERGE	0.05000	100	0.48503333	0.07726563	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
G_FORM_MEDIUM	Longfellow	TOKEN_SPLIT	0.00000	100	0.50333333	0.48437500	0.00000000	0.00000	0.00100	NOT_REACHED	empirical 100-replicate mean; no extrapolation
