candidate	corpus	error_type	error_position	position_fraction	location_class	seed	damaged_units	correct_units_after_error	recovery_after_error	L_sync	catastrophic_desync	clean_output_tokens	damaged_output_tokens	propagation_baseline
M0_IDENTITY	Doyle	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102224	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103233	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104242	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101215	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102224	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103233	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M0_IDENTITY	Doyle	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104242	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_FINAL	67101972	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_FINAL	67102981	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103990	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104999	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_FINAL	67101584	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	32	0.250000	TOKEN_FINAL	67102593	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103602	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104611	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101681	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102690	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103699	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104708	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102554	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103563	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104572	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105581	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102457	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103466	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104475	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105484	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101293	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102302	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103311	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104320	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101293	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102302	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103311	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M1_MONOALPHABETIC	Doyle	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104320	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_FINAL	67101946	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_FINAL	67102955	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103964	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104973	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_FINAL	67101558	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	32	0.250000	TOKEN_FINAL	67102567	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103576	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104585	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101655	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102664	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103673	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104682	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102528	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103537	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104546	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105555	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102431	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103440	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104449	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105458	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101267	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102276	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103285	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104294	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101267	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102276	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103285	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
M2_HOMOPHONY_H2	Doyle	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104294	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101920	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	32	0.250000	TOKEN_MEDIAL	67102929	0	96	1.00000000	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	64	0.500000	TOKEN_MEDIAL	67103938	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_SUBSTITUTION	126	0.984375	TOKEN_MEDIAL	67104947	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101532	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	32	0.250000	TOKEN_MEDIAL	67102541	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	64	0.500000	TOKEN_MEDIAL	67103550	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_DELETION	126	0.984375	TOKEN_MEDIAL	67104559	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101629	1	127	0.99218750	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	32	0.250000	TOKEN_MEDIAL	67102638	1	95	0.98958333	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	64	0.500000	TOKEN_MEDIAL	67103647	1	63	0.98437500	1	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	GLYPH_INSERTION	126	0.984375	TOKEN_MEDIAL	67104656	1	1	0.50000000	-2	false	128	128	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102502	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	32	0.250000	TOKEN_MEDIAL	67103511	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	64	0.500000	TOKEN_MEDIAL	67104520	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_INSERTION	126	0.984375	TOKEN_MEDIAL	67105529	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102405	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	32	0.250000	BOUNDARY_ADJACENT	67103414	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	64	0.500000	BOUNDARY_ADJACENT	67104423	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_BOUNDARY_DELETION	126	0.984375	BOUNDARY_ADJACENT	67105432	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101241	128	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	32	0.250000	BOUNDARY_ADJACENT	67102250	96	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	64	0.500000	BOUNDARY_ADJACENT	67103259	64	0	0.00000000	-1	true	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_MERGE	126	0.984375	BOUNDARY_ADJACENT	67104268	2	0	0.00000000	-2	false	128	127	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101241	128	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	32	0.250000	TOKEN_MEDIAL	67102250	96	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	64	0.500000	TOKEN_MEDIAL	67103259	64	0	0.00000000	-1	true	128	129	CLEAN_DECODED_SEQUENCE
G_FORM_MEDIUM	Doyle	TOKEN_SPLIT	126	0.984375	TOKEN_MEDIAL	67104268	2	0	0.00000000	-2	false	128	129	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67101998	1	130	0.99236641	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	32	0.244275	TOKEN_MEDIAL	67103007	1	98	0.98989899	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	65	0.496183	TOKEN_MEDIAL	67104016	1	65	0.98484848	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_SUBSTITUTION	129	0.984733	TOKEN_MEDIAL	67105025	1	1	0.50000000	-2	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	0	0.000000	TOKEN_MEDIAL	67101610	1	130	0.99236641	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	32	0.244275	TOKEN_MEDIAL	67102619	1	98	0.98989899	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	65	0.496183	TOKEN_MEDIAL	67103628	1	65	0.98484848	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_DELETION	129	0.984733	TOKEN_MEDIAL	67104637	1	1	0.50000000	-2	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	0	0.000000	TOKEN_MEDIAL	67101707	0	131	1.00000000	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	32	0.244275	TOKEN_MEDIAL	67102716	0	99	1.00000000	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	65	0.496183	TOKEN_MEDIAL	67103725	1	65	0.98484848	1	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	GLYPH_INSERTION	129	0.984733	TOKEN_MEDIAL	67104734	0	2	1.00000000	-2	false	131	131	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	0	0.000000	TOKEN_MEDIAL	67102580	130	1	0.00763359	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	32	0.244275	TOKEN_MEDIAL	67103589	98	1	0.01010101	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	65	0.496183	TOKEN_MEDIAL	67104598	65	1	0.01515152	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_INSERTION	129	0.984733	TOKEN_MEDIAL	67105607	2	0	0.00000000	-2	false	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	0	0.000000	BOUNDARY_ADJACENT	67102483	129	2	0.01526718	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	32	0.244275	BOUNDARY_ADJACENT	67103492	97	2	0.02020202	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	65	0.496183	BOUNDARY_ADJACENT	67104501	65	1	0.01515152	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_BOUNDARY_DELETION	129	0.984733	BOUNDARY_ADJACENT	67105510	2	0	0.00000000	-2	false	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	0	0.000000	BOUNDARY_ADJACENT	67101319	129	2	0.01526718	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	32	0.244275	BOUNDARY_ADJACENT	67102328	97	2	0.02020202	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	65	0.496183	BOUNDARY_ADJACENT	67103337	65	1	0.01515152	-1	true	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_MERGE	129	0.984733	BOUNDARY_ADJACENT	67104346	2	0	0.00000000	-2	false	131	130	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	0	0.000000	TOKEN_MEDIAL	67101319	130	1	0.00763359	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	32	0.244275	TOKEN_MEDIAL	67102328	98	1	0.01010101	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	65	0.496183	TOKEN_MEDIAL	67103337	65	1	0.01515152	-1	true	131	132	CLEAN_DECODED_SEQUENCE
M9_GROUP_FORM_FIXED	Doyle	TOKEN_SPLIT	129	0.984733	TOKEN_MEDIAL	67104346	2	0	0.00000000	-2	false	131	132	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	0	0.000000	TOKEN_MEDIAL	67102011	1	149	0.99333333	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	37	0.246667	TOKEN_MEDIAL	67103020	1	112	0.99115044	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	75	0.500000	TOKEN_MEDIAL	67104029	1	74	0.98666667	1	false	150	150	CLEAN_DECODED_SEQUENCE
M10_STATEFUL_FORM_K2	Doyle	GLYPH_SUBSTITUTION	148	0.986667	TOKEN_MEDIAL	67105038	1	1	0.50000000	-2	false	150	150	CLEAN_DECODED_SEQUENCE
