segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
8	5	200	166	0.8233810575971785	0.82045057966928903	0.45717423133235724
8	5	500	389	0.8233810575971785	0.92939012219416539	0.45717423133235724
8	5	1000	672	0.8233810575971785	0.78869107779256886	0.45717423133235724
8	5	2000	1154	0.8233810575971785	0.78011008586672259	0.45717423133235724
8	5	4000	2007	0.8233810575971785	0.79839739271713384	0.45717423133235724
8	5	5464	2498	0.8233810575971785	0.70169487503483585	0.45717423133235724
8	6	100	88	0.82782216785229257	0	0.44308199121522696
8	6	200	165	0.82782216785229257	0.90689059560851859	0.44308199121522696
8	6	500	369	0.82782216785229257	0.87837969122936232	0.44308199121522696
8	6	1000	659	0.82782216785229257	0.83665764894765571	0.44308199121522696
8	6	2000	1139	0.82782216785229257	0.78941737670005974	0.44308199121522696
8	6	4000	1937	0.82782216785229257	0.76605620689514164	0.44308199121522696
8	6	5464	2421	0.82782216785229257	0.71513228939139095	0.44308199121522696
8	7	100	91	0.81136441152228411	0	0.43677950594693504
8	7	200	173	0.81136441152228411	0.92683358743803035	0.43677950594693504
8	7	500	384	0.81136441152228411	0.87019428479765204	0.43677950594693504
8	7	1000	673	0.81136441152228411	0.80950019388916084	0.43677950594693504
8	7	2000	1148	0.81136441152228411	0.77044423206536994	0.43677950594693504
8	7	4000	1887	0.81136441152228411	0.71697178092475788	0.43677950594693504
8	7	5465	2387	0.81136441152228411	0.75319403131914142	0.43677950594693504
