source	target	relation	eligible_blocks	joint_classes	currier_classes	hands	median_log2_enrichment	sign_consistency	transfer_fraction	empirical_p	fdr_q	status
x009465	x009770	preferred	64	4	G0,G1,G2,G3	generic	1.611083598	0.96875	0.96875	0.002499750025	0.0493969008	BACKBONE_PREFERRED
x009465	x009771	preferred	64	4	G0,G1,G2,G3	generic	1.618579879	0.96875	0.96875	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009465	x010454	preferred	64	4	G0,G1,G2,G3	generic	1.652938232	0.984375	0.984375	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x009526	x009611	preferred	4	2	G0,G3	generic	1.717633352	1	1	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x009634	x003950	preferred	56	4	G0,G1,G2,G3	generic	1.689363968	0.9642857143	0.9642857143	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009634	x005615	preferred	56	4	G0,G1,G2,G3	generic	1.686220836	0.9642857143	0.9642857143	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009634	x008110	preferred	56	4	G0,G1,G2,G3	generic	1.546558851	0.9107142857	0.9107142857	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009634	x009322	preferred	56	4	G0,G1,G2,G3	generic	1.689363968	0.9642857143	0.9642857143	0.000899910009	0.02520530556	BACKBONE_PREFERRED
x009634	x009471	preferred	56	4	G0,G1,G2,G3	generic	1.692834494	0.8928571429	0.8928571429	0.001299870013	0.03220677932	BACKBONE_PREFERRED
x009635	x005615	preferred	54	4	G0,G1,G2,G3	generic	1.652529279	0.9444444444	0.9444444444	0.001199880012	0.02995979472	BACKBONE_PREFERRED
x009635	x008936	preferred	54	4	G0,G1,G2,G3	generic	1.720231829	0.962962963	0.962962963	0.001199880012	0.02995979472	BACKBONE_PREFERRED
x010278	x008958	preferred	27	4	G0,G1,G2,G3	generic	1.713143986	0.8888888889	0.8888888889	0.002499750025	0.0493969008	BACKBONE_PREFERRED
x010279	x003130	preferred	25	4	G0,G1,G2,G3	generic	1.733956844	0.92	0.92	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x010314	x002079	preferred	15	4	G0,G1,G2,G3	generic	0.3947888154	0.8	0.8	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x010314	x005731	preferred	15	4	G0,G1,G2,G3	generic	1.748521284	0.8	0.8	0.000899910009	0.02520530556	BACKBONE_PREFERRED
x010314	x008353	preferred	15	4	G0,G1,G2,G3	generic	1.720163239	0.9333333333	0.9333333333	0.001799820018	0.03917040728	BACKBONE_PREFERRED
x010314	x010366	preferred	15	4	G0,G1,G2,G3	generic	1.01155569	0.8666666667	0.8666666667	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x010315	x005731	preferred	11	4	G0,G1,G2,G3	generic	1.75525596	0.9090909091	0.9090909091	0.00099990001	0.02661717299	BACKBONE_PREFERRED
x010315	x008248	preferred	11	4	G0,G1,G2,G3	generic	1.75525596	0.9090909091	0.9090909091	0.000599940006	0.01932406759	BACKBONE_PREFERRED
x010414	x010315	preferred	5	2	G0,G3	generic	0.6998852832	0.8	0.8	0.000699930007	0.02167763993	BACKBONE_PREFERRED
x010526	x009164	preferred	15	4	G0,G1,G2,G3	generic	1.690671942	0.9333333333	0.9333333333	0.001599840016	0.0368077478	BACKBONE_PREFERRED
x010700	x000473	preferred	25	4	G0,G1,G2,G3	generic	0.94865312	0.76	0.76	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x010700	x007985	preferred	25	4	G0,G1,G2,G3	generic	1.544032237	0.92	0.92	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x010700	x008110	preferred	25	4	G0,G1,G2,G3	generic	1.022804129	0.96	0.96	0.000899910009	0.02520530556	BACKBONE_PREFERRED
x010700	x010485	preferred	25	4	G0,G1,G2,G3	generic	1.685618714	0.88	0.88	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x010701	x006050	preferred	25	4	G0,G1,G2,G3	generic	1.08156224	0.8	0.8	0.00099990001	0.02661717299	BACKBONE_PREFERRED
