descriptor_id	text_metric	N	sections	effect	raw_p	bh_q	status
COMP_CENTRAL_ILLUSTRATION	line_length_cv	195	8	0.08628465923518223	NA	NA	SECONDARY_COMPLETED
COMP_CENTRAL_ILLUSTRATION	boundary_length_asymmetry	195	8	0.1975112509638838	NA	NA	SECONDARY_COMPLETED
COMP_CENTRAL_ILLUSTRATION	mean_line_token_entropy	195	8	-0.2246944430158265	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	mean_token_length	195	8	-0.18004489457342182	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	type_token_ratio	195	8	0.41763990052220884	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	token_entropy	195	8	-0.28936585439481677	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	exact_adjacent_repetition	195	8	0.027279500807304343	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	near_edit_adjacent_repetition	195	8	-0.0009847101943617255	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	mean_line_transition_entropy	195	8	-0.12793041917557663	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	mean_line_tokens	195	8	-0.13625587495134728	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	line_length_cv	195	8	-0.01726976722571283	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	boundary_length_asymmetry	195	8	0.05301849852285637	NA	NA	SECONDARY_COMPLETED
OBJ_PLANT_LIKE	mean_line_token_entropy	195	8	-0.16301069407564225	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	mean_token_length	195	8	0.32603630129847866	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	type_token_ratio	195	8	-0.4352230161006483	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	token_entropy	195	8	0.18271166416378742	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	exact_adjacent_repetition	195	8	-0.012625419346151624	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	near_edit_adjacent_repetition	195	8	-0.11983529165264302	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	mean_line_transition_entropy	195	8	0.2225808044942058	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	mean_line_tokens	195	8	-0.11321148355653674	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	line_length_cv	195	8	0.31028131609689846	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	boundary_length_asymmetry	195	8	-0.09848517119262018	NA	NA	SECONDARY_COMPLETED
OBJ_HUMAN_LIKE	mean_line_token_entropy	195	8	0.10138656833392776	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	mean_token_length	195	8	0.28027350073713775	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	type_token_ratio	195	8	-0.40069272118768956	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	token_entropy	195	8	0.24047095442352082	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	exact_adjacent_repetition	195	8	0.043363439279286105	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	near_edit_adjacent_repetition	195	8	-0.12357217472863428	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	mean_line_transition_entropy	195	8	0.12942754696334324	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	mean_line_tokens	195	8	-0.08067321312582598	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	line_length_cv	195	8	0.1943654357273701	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	boundary_length_asymmetry	195	8	-0.173874374861454	NA	NA	SECONDARY_COMPLETED
OBJ_CONTAINER_LIKE	mean_line_token_entropy	195	8	0.03242245398892585	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	mean_token_length	195	8	0.23575282087474259	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	type_token_ratio	195	8	-0.1412691028260641	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	token_entropy	195	8	0.3469502741189808	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	exact_adjacent_repetition	195	8	-0.08713050734727337	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	near_edit_adjacent_repetition	195	8	-0.025501620819289486	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	mean_line_transition_entropy	195	8	0.3800011162826352	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	mean_line_tokens	195	8	0.26285318659437246	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	line_length_cv	195	8	0.1865891445494834	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	boundary_length_asymmetry	195	8	-0.06210217564952584	NA	NA	SECONDARY_COMPLETED
OBJ_STAR_LIKE	mean_line_token_entropy	195	8	0.3692679711024077	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	mean_token_length	195	8	0.1695972712341524	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	type_token_ratio	195	8	0.08231992402600871	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	token_entropy	195	8	0.04222382423236033	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	exact_adjacent_repetition	195	8	-0.13094780037589854	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	near_edit_adjacent_repetition	195	8	0.17606863890438448	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	mean_line_transition_entropy	195	8	0.4611990108655428	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	mean_line_tokens	195	8	-0.08025852265477142	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	line_length_cv	195	8	0.7167251116821303	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	boundary_length_asymmetry	195	8	-0.10743353572984142	NA	NA	SECONDARY_COMPLETED
OBJ_CIRCULAR_UNITS	mean_line_token_entropy	195	8	0.23545992316084643	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	mean_token_length	195	8	0.15044224730995703	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	type_token_ratio	195	8	0.059859941256319826	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	token_entropy	195	8	0.04760318310210198	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	exact_adjacent_repetition	195	8	-0.12692277139990313	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	near_edit_adjacent_repetition	195	8	0.17855878626823976	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	mean_line_transition_entropy	195	8	0.5141726994011161	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	mean_line_tokens	195	8	-0.05126275392513983	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	line_length_cv	195	8	0.7569344203886446	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	boundary_length_asymmetry	195	8	-0.10421125001852054	NA	NA	SECONDARY_COMPLETED
GEO_RADIAL	mean_line_token_entropy	195	8	0.2963952341242058	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	mean_token_length	195	8	0.15044224730995703	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	type_token_ratio	195	8	0.059859941256319826	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	token_entropy	195	8	0.04760318310210198	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	exact_adjacent_repetition	195	8	-0.12692277139990313	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	near_edit_adjacent_repetition	195	8	0.17855878626823976	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	mean_line_transition_entropy	195	8	0.5141726994011161	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	mean_line_tokens	195	8	-0.05126275392513983	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	line_length_cv	195	8	0.7569344203886446	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	boundary_length_asymmetry	195	8	-0.10421125001852054	NA	NA	SECONDARY_COMPLETED
GEO_CONCENTRIC	mean_line_token_entropy	195	8	0.2963952341242058	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	mean_token_length	195	8	-0.4306203079583765	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	type_token_ratio	195	8	0.6171047462709246	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	token_entropy	195	8	-0.5771176020058616	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	exact_adjacent_repetition	195	8	0.07597279362953288	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	near_edit_adjacent_repetition	195	8	0.07282316132157891	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	mean_line_transition_entropy	195	8	-0.38738449841113515	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	mean_line_tokens	195	8	-0.1892777751428664	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	line_length_cv	195	8	-0.27301658194327316	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	boundary_length_asymmetry	195	8	0.2171195642064638	NA	NA	SECONDARY_COMPLETED
GEO_BRANCHING	mean_line_token_entropy	195	8	-0.3399143421759327	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	mean_token_length	24	2	-0.4628523038874409	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	type_token_ratio	24	2	-0.7158927168248976	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	token_entropy	24	2	0.6730124589481112	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	exact_adjacent_repetition	24	2	0.5947607729022184	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	near_edit_adjacent_repetition	24	2	0.03770430359569775	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	mean_line_transition_entropy	24	2	-0.7716100412751152	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	mean_line_tokens	24	2	0.5849985875308487	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	line_length_cv	24	2	-0.7548614951596141	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	boundary_length_asymmetry	24	2	0.017972123368331157	NA	NA	SECONDARY_COMPLETED
FIG_RELATION	mean_line_token_entropy	24	2	-0.49749711111375344	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	mean_token_length	24	2	-0.5866856578638334	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	type_token_ratio	24	2	-0.8152568818033608	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	token_entropy	24	2	0.7006219581796798	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	exact_adjacent_repetition	24	2	0.6116968850890274	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	near_edit_adjacent_repetition	24	2	0.0332945399703415	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	mean_line_transition_entropy	24	2	-0.8682719813809201	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	mean_line_tokens	24	2	0.7010731750834571	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	line_length_cv	24	2	-0.8633953169097127	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	boundary_length_asymmetry	24	2	0.19250572624268952	NA	NA	SECONDARY_COMPLETED
FIG_ENCLOSED	mean_line_token_entropy	24	2	-0.5497441761744526	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	mean_token_length	195	8	0.11661343358844017	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	type_token_ratio	195	8	0.02927756771866722	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	token_entropy	195	8	0.05010025040454858	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	exact_adjacent_repetition	195	8	-0.1123857635589889	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	near_edit_adjacent_repetition	195	8	0.1675151559048033	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	mean_line_transition_entropy	195	8	0.5352245449287266	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	mean_line_tokens	195	8	-0.013808734437937127	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	line_length_cv	195	8	0.7443362233436409	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	boundary_length_asymmetry	195	8	-0.09237069428155834	NA	NA	SECONDARY_COMPLETED
TXT_RADIAL	mean_line_token_entropy	195	8	0.34360786859604897	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	mean_token_length	195	8	0.022146009399585873	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	type_token_ratio	195	8	-0.03416901152511853	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	token_entropy	195	8	-0.16882283433873013	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	exact_adjacent_repetition	195	8	0.026560282118310848	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	near_edit_adjacent_repetition	195	8	0.08995581646813254	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	mean_line_transition_entropy	195	8	0.1651513766125083	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	mean_line_tokens	195	8	-0.19176197818626034	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	line_length_cv	195	8	0.4012962026911981	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	boundary_length_asymmetry	195	8	-0.02302991268909021	NA	NA	SECONDARY_COMPLETED
VIS_DENSITY	mean_line_token_entropy	195	8	-0.009998937900416336	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	mean_token_length	195	8	0.03139187216042087	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	type_token_ratio	195	8	-0.03254888655958341	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	token_entropy	195	8	-0.1602876898532663	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	exact_adjacent_repetition	195	8	0.029258462781867244	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	near_edit_adjacent_repetition	195	8	0.09038831405240685	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	mean_line_transition_entropy	195	8	0.20307060464563656	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	mean_line_tokens	195	8	-0.21334505925373545	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	line_length_cv	195	8	0.48396896102919273	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	boundary_length_asymmetry	195	8	-0.03927483447850701	NA	NA	SECONDARY_COMPLETED
VIS_COMPLEXITY	mean_line_token_entropy	195	8	0.01336468620823062	NA	NA	SECONDARY_COMPLETED
