segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
8	1	5464	2551	0.82301072353255122	0.77060901442180463	0.46687408491947291
8	2	100	91	0.81164559882907472	0	0.43740849194729137
8	2	200	175	0.81164559882907472	0.94341647163363462	0.43740849194729137
8	2	500	373	0.81164559882907472	0.82593048188142171	0.43740849194729137
8	2	1000	648	0.81164559882907472	0.79681818262938586	0.43740849194729137
8	2	2000	1141	0.81164559882907472	0.81623307340405737	0.43740849194729137
8	2	4000	1901	0.81164559882907472	0.7364597403598695	0.43740849194729137
8	2	5464	2390	0.81164559882907472	0.73396287035108232	0.43740849194729137
8	3	100	88	0.84379485337149773	0	0.46540995607613472
8	3	200	166	0.84379485337149773	0.91560781270962865	0.46540995607613472
8	3	500	362	0.84379485337149773	0.85088323645328134	0.46540995607613472
8	3	1000	681	0.84379485337149773	0.91166510092886588	0.46540995607613472
8	3	2000	1193	0.84379485337149773	0.80886733968315683	0.46540995607613472
8	3	4000	2048	0.84379485337149773	0.77962167230477231	0.46540995607613472
8	3	5464	2543	0.84379485337149773	0.69410057184049234	0.46540995607613472
8	4	100	93	0.81823527774818017	0	0.44655929721815518
8	4	200	179	0.81823527774818017	0.94465696615622552	0.44655929721815518
8	4	500	374	0.81823527774818017	0.80418797870693759	0.44655929721815518
8	4	1000	670	0.81823527774818017	0.84112282545749739	0.44655929721815518
8	4	2000	1230	0.81823527774818017	0.87642531488146724	0.44655929721815518
8	4	4000	1991	0.81823527774818017	0.69483490549390003	0.44655929721815518
8	4	5464	2440	0.81823527774818017	0.65203477529512821	0.44655929721815518
8	5	100	90	0.82541846264787677	0	0.4425329428989751
8	5	200	162	0.82541846264787677	0.84799690655495041	0.4425329428989751
8	5	500	380	0.82541846264787677	0.93046332111666707	0.4425329428989751
8	5	1000	660	0.82541846264787677	0.79646660591486751	0.4425329428989751
8	5	2000	1133	0.82541846264787677	0.77960993157470027	0.4425329428989751
8	5	4000	1953	0.82541846264787677	0.78554408806627551	0.4425329428989751
8	5	5464	2418	0.82541846264787677	0.68478091058280666	0.4425329428989751
8	6	100	90	0.81451078145730071	0	0.42825768667642755
8	6	200	166	0.81451078145730071	0.88318633501725174	0.42825768667642755
8	6	500	369	0.81451078145730071	0.87178537105807286	0.42825768667642755
8	6	1000	648	0.81451078145730071	0.81237299682422837	0.42825768667642755
8	6	2000	1109	0.81451078145730071	0.77519364727708595	0.42825768667642755
8	6	4000	1890	0.81451078145730071	0.76912686894672511	0.42825768667642755
8	6	5464	2340	0.81451078145730071	0.68478091058280377	0.42825768667642755
8	7	100	91	0.80525471990253283	0	0.42195791399817018
8	7	200	169	0.80525471990253283	0.89308479608348956	0.42195791399817018
8	7	500	370	0.80525471990253283	0.85519176769630123	0.42195791399817018
8	7	1000	652	0.80525471990253283	0.81734669371476598	0.42195791399817018
8	7	2000	1110	0.80525471990253283	0.76761580700639043	0.42195791399817018
8	7	4000	1831	0.80525471990253283	0.72207211455986842	0.42195791399817018
8	7	5465	2306	0.80525471990253283	0.73910447387973965	0.42195791399817018
