mechanism_id	scaling_policy_id	corpus_id	replicate	metric_id	medium	large	delta	convergence
f01_speculum_core	LITERAL_RESET_V1	Doyle	0	cs7/edit-distance-x-structural-distance	0.008413	0.012653	0.004240	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF1_GIANT_COMPONENT_SHARE	0.007812	0.007812	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF1_ISOLATE_SHARE	1.000000	0.992188	0.007812	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP4_PREFIX_ATTACHMENT_NMI	0.721152	0.663406	0.057746	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	LP4_SUFFIX_ATTACHMENT_NMI	0.738036	0.674931	0.063105	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Doyle	1	cs7/edit-distance-x-structural-distance	0.000575	0.018660	0.018085	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF1_GIANT_COMPONENT_SHARE	0.007874	0.007843	0.000031	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF1_ISOLATE_SHARE	1.000000	0.992157	0.007843	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP4_PREFIX_ATTACHMENT_NMI	0.737518	0.673204	0.064314	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	LP4_SUFFIX_ATTACHMENT_NMI	0.734343	0.682247	0.052096	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	0	cs7/edit-distance-x-structural-distance	0.007634	0.013097	0.005463	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF1_GIANT_COMPONENT_SHARE	0.007874	0.007843	0.000031	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF1_ISOLATE_SHARE	1.000000	0.992157	0.007843	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP4_PREFIX_ATTACHMENT_NMI	0.737518	0.673204	0.064314	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	LP4_SUFFIX_ATTACHMENT_NMI	0.734343	0.682247	0.052096	PARTIALLY_CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_core	LITERAL_RESET_V1	Longfellow	1	cs7/edit-distance-x-structural-distance	0.033196	0.000184	0.033012	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF1_GIANT_COMPONENT_SHARE	0.015625	0.007843	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF1_ISOLATE_SHARE	0.984375	0.992157	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP4_PREFIX_ATTACHMENT_NMI	0.724077	0.672561	0.051516	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	LP4_SUFFIX_ATTACHMENT_NMI	0.736051	0.667551	0.068500	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	0	cs7/edit-distance-x-structural-distance	0.003614	0.024464	0.020850	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF1_GIANT_COMPONENT_SHARE	0.015625	0.007843	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF1_ISOLATE_SHARE	0.984375	0.992157	0.007782	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP4_PREFIX_ATTACHMENT_NMI	0.724077	0.672561	0.051516	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	LP4_SUFFIX_ATTACHMENT_NMI	0.736051	0.667551	0.068500	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Astafiev	1	cs7/edit-distance-x-structural-distance	0.004566	0.061302	0.056737	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF1_GIANT_COMPONENT_SHARE	0.007812	0.007812	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF1_ISOLATE_SHARE	1.000000	0.992188	0.007812	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP4_PREFIX_ATTACHMENT_NMI	0.721152	0.663406	0.057746	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	LP4_SUFFIX_ATTACHMENT_NMI	0.738036	0.674931	0.063105	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	0	cs7/edit-distance-x-structural-distance	0.011258	0.002016	0.009242	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF1_GIANT_COMPONENT_SHARE	0.007812	0.007812	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF1_ISOLATE_SHARE	1.000000	0.992188	0.007812	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP4_PREFIX_ATTACHMENT_NMI	0.721152	0.663406	0.057746	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	LP4_SUFFIX_ATTACHMENT_NMI	0.738036	0.674931	0.063105	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	1	cs7/edit-distance-x-structural-distance	0.003124	0.019594	0.016470	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF1_GIANT_COMPONENT_SHARE	0.007874	0.007843	0.000031	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF1_ISOLATE_SHARE	1.000000	0.992157	0.007843	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP4_PREFIX_ATTACHMENT_NMI	0.737518	0.673204	0.064314	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	LP4_SUFFIX_ATTACHMENT_NMI	0.734343	0.682247	0.052096	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	0	cs7/edit-distance-x-structural-distance	0.028661	0.021456	0.007205	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF1_GIANT_COMPONENT_SHARE	0.007874	0.007843	0.000031	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF1_ISOLATE_SHARE	1.000000	0.992157	0.007843	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	-0.005579	0.005579	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP4_PREFIX_ATTACHMENT_NMI	0.737518	0.673204	0.064314	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	LP4_SUFFIX_ATTACHMENT_NMI	0.734343	0.682247	0.052096	PARTIALLY_CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Longfellow	1	cs7/edit-distance-x-structural-distance	0.029460	0.000301	0.029159	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF1_GIANT_COMPONENT_SHARE	0.007812	0.007812	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF1_ISOLATE_SHARE	1.000000	0.984375	0.015625	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP4_PREFIX_ATTACHMENT_NMI	0.736014	0.669317	0.066698	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	LP4_SUFFIX_ATTACHMENT_NMI	0.740822	0.681541	0.059281	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	0	cs7/edit-distance-x-structural-distance	0.038319	0.027630	0.010689	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF1_GIANT_COMPONENT_SHARE	0.007812	0.007812	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF1_ISOLATE_SHARE	1.000000	0.984375	0.015625	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	LP4_PREFIX_ATTACHMENT_NMI	0.736014	0.669317	0.066698	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	LP4_SUFFIX_ATTACHMENT_NMI	0.740822	0.681541	0.059281	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Astafiev	1	cs7/edit-distance-x-structural-distance	0.016248	0.009545	0.006703	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	EF1_GIANT_COMPONENT_SHARE	0.007812	0.003906	0.003906	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	EF1_ISOLATE_SHARE	1.000000	1.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	LP4_PREFIX_ATTACHMENT_NMI	0.732115	0.662961	0.069154	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	LP4_SUFFIX_ATTACHMENT_NMI	0.725409	0.674114	0.051295	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	0	cs7/edit-distance-x-structural-distance	0.008840	0.009507	0.000666	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	EF1_GIANT_COMPONENT_SHARE	0.007812	0.003906	0.003906	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	EF1_ISOLATE_SHARE	1.000000	1.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	LP4_PREFIX_ATTACHMENT_NMI	0.732115	0.662961	0.069154	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	LP4_SUFFIX_ATTACHMENT_NMI	0.725409	0.674114	0.051295	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Doyle	1	cs7/edit-distance-x-structural-distance	0.014993	0.001401	0.013592	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	EF1_GIANT_COMPONENT_SHARE	0.015625	0.007812	0.007812	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	EF1_ISOLATE_SHARE	0.984375	0.984375	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	LP4_PREFIX_ATTACHMENT_NMI	0.711507	0.667381	0.044126	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	LP4_SUFFIX_ATTACHMENT_NMI	0.731115	0.678013	0.053102	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	0	cs7/edit-distance-x-structural-distance	0.003278	0.042233	0.038955	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	EF1_GIANT_COMPONENT_SHARE	0.015625	0.007812	0.007812	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	EF1_ISOLATE_SHARE	0.984375	0.984375	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	EF2_GLOBAL_CLUSTERING	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	LP1_RULE_SUPPORT_GINI	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	LP4_PREFIX_ATTACHMENT_NMI	0.711507	0.667381	0.044126	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	LP4_SUFFIX_ATTACHMENT_NMI	0.731115	0.678013	0.053102	PARTIALLY_CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f08_serpens_core	LITERAL_RESET_V1	Longfellow	1	cs7/edit-distance-x-structural-distance	0.009144	0.027869	0.018726	PARTIALLY_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	EF1_GIANT_COMPONENT_SHARE	0.250000	0.250000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	EF1_ISOLATE_SHARE	0.000000	0.000000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	EF2_GLOBAL_CLUSTERING	0.319234	0.398893	0.079659	PARTIALLY_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	LP1_RULE_SUPPORT_GINI	0.342905	0.154299	0.188606	NOT_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	LP4_PREFIX_ATTACHMENT_NMI	0.008545	0.006665	0.001880	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	LP4_SUFFIX_ATTACHMENT_NMI	0.002004	0.001029	0.000975	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	0	cs7/edit-distance-x-structural-distance	0.305800	0.170813	0.134987	NOT_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	EF1_GIANT_COMPONENT_SHARE	0.250000	0.250000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	EF1_ISOLATE_SHARE	0.000000	0.000000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	EF2_GLOBAL_CLUSTERING	0.319234	0.398893	0.079659	PARTIALLY_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	EF3_DEGREE_FREQUENCY_SPEARMAN	0.000000	0.000000	0.000000	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	LP1_RULE_SUPPORT_GINI	0.342905	0.154299	0.188606	NOT_CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	LP4_PREFIX_ATTACHMENT_NMI	0.008545	0.006665	0.001880	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	LP4_SUFFIX_ATTACHMENT_NMI	0.002004	0.001029	0.000975	CONVERGED
f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	1	cs6/family-diversity-x-line-length	0.000000	0.000000	0.000000	CONVERGED
