job_id	mechanism_id	scaling_policy_id	corpus_id	corpus_scale	replicate	core_attempted	core_available	supporting_attempted	supporting_available	attempted_families	available_families	not_attempted_families
0782de63f86f70c5bf9b620ba8a6ee3f	negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
07923876e709e185c07dbe41c624d6f8	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Longfellow	SMALL	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
07b5ffd311824172c4526a43d7752c0c	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	LARGE	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
085bc5bbeb0eb5ef793dc7fc7449adc5	negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	Doyle	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
087f6b40aa6eecb43529e188bb7035d4	f01_speculum_core	LITERAL_RESET_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
08a79b92d75443a56fc7041b33e09726	negative_randomized_convention	LITERAL_RESET_V1	Doyle	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
090a36d3ca747b5112697887b63a893d	f01_speculum_core	LITERAL_RESET_V1	Astafiev	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
09607bf21cdf22b87a56b3e4fcb6e946	negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
0addbf67fc4a5edd7661f016cd8f6650	synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
0c220f929009245b21e9582756e7cbdf	synthetic_cue_based	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
0cb13382525edb2c58a7c0ac4224bbf6	synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
0ddcc3f95023ec48a56e727bfd4ad26e	m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Longfellow	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
0e3e3219341e287a9f29f7d55c91b4e9	f01_speculum_core	LITERAL_RESET_V1	Doyle	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
106405d4c3d1fa706c57f626086d9de6	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Doyle	LARGE	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
10d2a6aff31ffb4f99ecdff4d1663539	f11_arismetricum_core	CUE_RESET_LOCAL_V1	Longfellow	LARGE	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1184d7e10369f514838d50fa2af09b2b	negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Astafiev	SMALL	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
119d60a34d715f9b697785b657be8b3c	f12_horalogius_core	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
139a6f9196808a5540e81c2c0a304cdd	m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
13c88ea1654daf91f990ff068b573fac	synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	Astafiev	LARGE	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1488c5cec17acfa4ae7d315ab8d133c7	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Doyle	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
168ea081c2fb4b4faef2d34556ef41b3	synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
170f642938ef1e5cd2ef6bb659133f83	f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
176391e648d875ce426eaa63e71662e6	m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
185367b7431b958487499bbed128ea25	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Astafiev	MEDIUM	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
1bf8509b9fa17120286b8238db0a8286	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	SMALL	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1c1c87abc4360ca39461f269cafc02c6	synthetic_ambiguous	CUE_RESET_GLOBAL_V1	Doyle	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1cc5475c1c4b94b64285b157a588c83f	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1d4d520ff67186087a4d77c64e444466	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Doyle	LARGE	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1db80c17f298da7c498676c3e88dbcf2	f11_arismetricum_core	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1dd3fc65589e2df8682abbfca900806e	f12_horalogius_core	CUE_RESET_GLOBAL_V1	Doyle	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1ef0e0c31f9952bfa285fbdf68dbc1dc	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
1f2e79a5dbc9cf5d9aa1854468e156b3	negative_randomized_convention	LITERAL_RESET_V1	Astafiev	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2103d667b4de92e7c86940d65222e971	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Doyle	LARGE	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
23043b0392329df2596470f8650d668c	synthetic_cue_based	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
236b93737ed18d7efd2d4e3618b14a6b	synthetic_cue_based	CUE_RESET_LOCAL_V1	Astafiev	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
23782d5b5f8611c1f2061579bf19465a	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Longfellow	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
23a5a633db4fdd9dc2746b8bcccca66b	f12_horalogius_core	CUE_RESET_LOCAL_V1	Astafiev	MEDIUM	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
23a6916c77db26e4d7290dee21f58bad	m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
23f5811eec3ffcba735e4ce02971c18f	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Astafiev	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
2427c2f2f21b581d707528838c575dd2	m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
25f2135bb7e0042252235522add5386c	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Doyle	LARGE	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2609fa30e30d05777b5c4d7e0d84c0b1	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
26b0f8dee68917423bbf4ffbe31c89b4	m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
26cfc04738a017b9214080af38513e94	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Longfellow	SMALL	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
27875b3c13269c27ddafb470b41dfda1	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
28277ca6902cfc840d571caa6aa39455	synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2883c3dd422f020028cda46f8ff02494	synthetic_ambiguous	CUE_RESET_GLOBAL_V1	Longfellow	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
28eef30fe76a2fcbbeace2be9ba778c2	negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	Doyle	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
293b8d69edb547d7fd571b195bc5b5d4	f12_horalogius_core	CUE_RESET_GLOBAL_V1	Longfellow	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
297a66b5661861fd00458dc1a7e5abb0	f08_serpens_core	LITERAL_RESET_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
29d0929a5f1e2096103a4c654ff315c4	negative_randomized_path	LITERAL_RESET_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2a9c38ec3eb7f2b1efa5a146285575d8	negative_randomized_path	LITERAL_RESET_V1	Longfellow	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2ac1479a1f8588f640b59331b349e4c0	negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2b6ad7995ae6d49df76eaafcf9069ccb	synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Doyle	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2c5f29bdd279b163b7118b970ac40a3a	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2c9267fc187b123b195a2a2df5fef789	synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	Astafiev	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2d630b0c0e1c2634216c6d3a66c6a012	f01_speculum_core	LITERAL_RESET_V1	Longfellow	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2d7ac3acd21b09a9c8b96c3432d09b80	f01_speculum_core	LITERAL_RESET_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2d8de2c08038ba4bc3a98c214412ef7d	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
2d96cf6303daf8c46c130f34f063042b	synthetic_indexed_lookup	CUE_RESET_LOCAL_V1	Astafiev	MEDIUM	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2e33015521e423c9738b763387486729	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
2e6d8244198715e1f46dbd6760617d4f	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2ee68a5c01c10f13fb0fd8a80a0ae879	negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Astafiev	LARGE	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2ee72f19d4d5a29507da49452cb1cb6a	f12_horalogius_core	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
2f9b6f9b7b3f679efc697e4c9cd23e00	f12_horalogius_core	CUE_RESET_GLOBAL_V1	Longfellow	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
2fe52c46a6d56db0e9830e6f674aa0ec	synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Astafiev	LARGE	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
3093710120a7ba113a55021521589453	synthetic_cue_based	CUE_RESET_GLOBAL_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
31a0452737cc6b820c5cb5f8dacc62f0	synthetic_ambiguous	CUE_RESET_GLOBAL_V1	Astafiev	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3201097099ad08087b1ef7a13cb5756a	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
320f2d5e68f2d3c7730b76e00ba62863	f11_arismetricum_core	CUE_RESET_LOCAL_V1	Astafiev	MEDIUM	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3253e1a6b401047e7a470da88cf779a5	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
340ebfcc3c193edecdaf1de2f55d7b42	f01_speculum_core	LITERAL_RESET_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3498c32bd5053b91ff05f7f6c3676f43	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
34efa2fcc7ecab52cf79130813ce17a0	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Astafiev	SMALL	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
357b39c13f806838bb0a5868564f8f5c	synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Astafiev	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3610670856f3dfe3b2d258e5d799f54c	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3664583228ef2b057ce17ea3b4f58e4f	negative_randomized_path	LITERAL_RESET_V1	Longfellow	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
369650ec7e40a8586dffd14557215ce8	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
36e707b66424bb99152c06eac43eba0e	synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	LARGE	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
370bae25fdfbf2ee809a35dad2c4f4e9	f01_speculum_profile_latin23_r12	LITERAL_RESET_V1	Doyle	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3714e80efe8bca6ba8d54a5b6a6b8e33	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Doyle	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
397a3330e5177fcc93c0968ed1ebddf7	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3b65865bf58c14fbf0212276501f0097	f11_arismetricum_core	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3b71caeb6cd57ccac800887bf230ef1d	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
3bdafa6bcd7686f9b427680cce8aa704	m_restricted_storage_associate	CUE_RESET_LOCAL_V1	Doyle	LARGE	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3c218851242db13e3c853d342d86944d	synthetic_literal_storage	LITERAL_RESET_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3cd363f0cb877dcf830e580c663457ec	synthetic_ambiguous	CUE_RESET_LOCAL_V1	Astafiev	MEDIUM	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3d6ae28c016ffbac04ecd581a9ca4f52	negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3e1652785035edae080925717f921a43	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Doyle	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3e5070917cbb4a7899e28716e38d5106	synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
3ea317294fdcd5c8894f5767c93af56a	negative_randomized_convention	LITERAL_RESET_V1	Longfellow	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
3f51c1b12a1209bfcda3cea8cb03c223	negative_randomized_cue_association	CUE_RESET_LOCAL_V1	Longfellow	SMALL	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
3f5889d65e411a521ce74e6ee1e6585f	synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
3fd653e140808eb9d86d1d3c2197bb94	negative_randomized_convention	LITERAL_RESET_V1	Longfellow	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
40187846bd28f3ab19e7b8de94f3295d	f08_serpens_core	LITERAL_RESET_V1	Doyle	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4097709a50fb4b765f832925e5216385	synthetic_indexed_lookup	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
40a7a280b374cec14777365360c60d18	negative_randomized_cue_association	CUE_RESET_GLOBAL_V1	Longfellow	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4201727bcf3d6aacf0e3cb1a9bd6fabc	synthetic_literal_storage	LITERAL_RESET_V1	Doyle	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
427dedca0897251a21ac8929dcb33651	f12_horalogius_core	CUE_RESET_LOCAL_V1	Doyle	LARGE	0	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
441e3c3d1c7f8888a731547fc87f9109	synthetic_ambiguous	CUE_RESET_LOCAL_V1	Astafiev	LARGE	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
44cf0f8ab32b5f1fb48b3daeea3382ec	negative_randomized_path	LITERAL_RESET_V1	Longfellow	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
453b169c75516513f381ec94e4ede3d4	synthetic_literal_storage	LITERAL_RESET_V1	Doyle	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
45ed46b646adc6cf434a5b478b0dabda	m_restricted_rotation_index	CUE_RESET_GLOBAL_V1	Doyle	LARGE	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
45fb84875c661e9bcf5922f4367e51b2	m_restricted_storage_associate	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
45fbb27b6a2a1b8ac35335c22b26462d	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Astafiev	LARGE	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
460c0a4b7751204c23f4b713e5d76a2d	negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
463b74893faaa4330bf301e41bc6bf75	synthetic_literal_storage	LITERAL_RESET_V1	Astafiev	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
46bc5408de361b282a0fbdebeb357bf4	synthetic_cyclic_state	CUE_RESET_LOCAL_V1	Doyle	MEDIUM	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
46d97ddae190ac365005072b94b34dab	f01_speculum_core	LITERAL_RESET_V1	Longfellow	LARGE	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
47b2e9cc3df31d5abbf648ebec1264e4	negative_randomized_index_mapping	CUE_RESET_LOCAL_V1	Doyle	SMALL	0	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4a33e912e2354fa854a03904d75ed6e2	synthetic_cyclic_state	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4af4616286eb9ea97adf21a046d26f50	synthetic_cue_based	CUE_RESET_LOCAL_V1	Doyle	SMALL	1	3	0	12	0	CS,EF,LP		2DL,BP,HR,LC,LS,PF
4b27dcb1296e3e635dde302b7fb12d65	m_restricted_rotation_index	CUE_RESET_LOCAL_V1	Longfellow	MEDIUM	1	3	3	12	5	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4b4cab7e037550b8167824e3bd5ad0e6	negative_randomized_path	LITERAL_RESET_V1	Astafiev	MEDIUM	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4c2ccd8a5ea29ea97711476f2d58bd0f	f11_arismetricum_core	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4cf7e7fa4d7aa6c9d793b8fc8ca0b984	synthetic_cue_based	CUE_RESET_GLOBAL_V1	Longfellow	MEDIUM	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4d07e6f011bc3ad482631afa8263b5ab	synthetic_cue_based	CUE_RESET_GLOBAL_V1	Longfellow	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4d26796dd408e0672f0fd0c86e3abe81	negative_randomized_index_mapping	CUE_RESET_GLOBAL_V1	Doyle	SMALL	0	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
4df00c5790a8b65b9dfc210a283b30cd	synthetic_ambiguous	CUE_RESET_GLOBAL_V1	Astafiev	SMALL	1	3	3	12	6	CS,EF,LP	CS,EF,LP	2DL,BP,HR,LC,LS,PF
