rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
21	x000026	x000042	0.325512	0.887006	page	0.032967	0.148352	0.078288	2.560452	0.00990099	24.666667	0.037037	0.756337	1	0
22	x000059	x000011	0.322103	0.863946	page	0.070866	0.283465	0.219465	3.462993	0.00990099	21.944444	0.000000	1.013770	1	1
23	x000103	x000002	0.320418	0.775281	page	0.130435	0.405797	0.365867	2.391002	0.029703	18.142857	0.214286	1.330538	3	0
24	x000058	x000009	0.319887	0.851852	page	0.008696	0.269565	0.227012	2.860008	0.00990099	23.709677	0.000000	0.992126	2	0
25	x000056	x000016	0.318490	0.866667	page	0.046154	0.292308	0.224859	2.636851	0.00990099	26.710526	0.000000	0.916575	1	0
26	x000084	x000001	0.318350	0.805825	page	0.048193	0.277108	0.268803	3.732157	0.00990099	24.739130	0.000000	1.378329	0	0
27	x000086	x000000	0.317774	0.777778	page	0.157143	0.485714	0.455994	2.657877	0.00990099	22.852941	0.000000	1.172117	0	0
28	x000033	x000009	0.317035	0.911894	page	0.057971	0.396135	0.241880	2.312692	0.029703	23.475610	0.000000	0.897064	10	5
29	x000006	x000013	0.316464	0.947230	page	0.062972	0.297229	0.091101	3.164837	0.00990099	22.652542	0.000000	1.074298	10	9
30	x000126	x000000	0.315435	0.701493	page	0.042553	0.425532	0.406301	2.084513	0.0594059	23.550000	0.000000	1.226294	1	0
31	x000048	x000001	0.314377	0.866667	page	0.092308	0.461538	0.360210	2.040208	0.029703	21.500000	0.016667	1.231220	5	2
32	x000034	x000014	0.313498	0.897436	page	0.057143	0.291429	0.217070	2.613127	0.019802	21.843137	0.019608	1.016806	2	0
33	x000224	x000003	0.313330	0.600000	page	0.100000	0.700000	0.680870	2.588700	0.019802	20.095238	0.000000	1.277100	1	0
34	x000047	x000103	0.312240	0.775281	page	0.018349	0.110092	0.081106	3.137773	0.00990099	28.833333	0.000000	0.487794	1	0
35	x000092	x000002	0.311727	0.793814	page	0.064935	0.428571	0.371280	1.816104	0.0693069	24.242424	0.000000	1.338492	2	0
36	x000083	x000051	0.311547	0.743590	page	0.068966	0.172414	0.157599	3.112023	0.00990099	20.700000	0.200000	0.588077	1	0
37	x000053	x000003	0.311196	0.849624	page	0.150442	0.477876	0.375267	2.411023	0.00990099	18.000000	0.166667	1.217528	4	3
38	x000062	x000001	0.310916	0.843750	page	0.092593	0.472222	0.377538	1.872944	0.039604	20.098039	0.058824	1.271796	3	0
39	x000152	x000015	0.310734	0.687500	page	0.159091	0.477273	0.439482	2.544379	0.00990099	19.523810	0.000000	0.822996	1	0
40	x000017	x000008	0.310696	0.949109	page	0.072386	0.353887	0.130043	2.749808	0.00990099	22.045455	0.000000	0.978509	10	13
41	x000017	x000012	0.310601	0.949109	page	0.061662	0.313673	0.083514	3.052122	0.00990099	20.820513	0.000000	1.002563	6	8
42	x000119	x000000	0.310290	0.710145	page	0.122449	0.571429	0.532967	2.098452	0.039604	22.750000	0.035714	1.176058	1	0
43	x000033	x000016	0.309936	0.911894	page	0.062802	0.323671	0.203437	2.825341	0.00990099	19.746269	0.029851	0.925960	4	4
44	x000116	x000007	0.309896	0.701493	page	0.148936	0.446809	0.411809	2.544849	0.00990099	18.142857	0.000000	1.019727	2	0
45	x000034	x000000	0.309658	0.897436	page	0.074286	0.342857	0.257193	2.721493	0.00990099	22.350000	0.000000	1.322072	1	1
46	x000124	x000009	0.309394	0.705882	page	0.125000	0.416667	0.379433	2.093634	0.049505	20.100000	0.000000	0.937105	1	0
47	x000122	x000012	0.307791	0.714286	page	0.020000	0.400000	0.360317	2.135873	0.039604	17.750000	0.000000	0.952170	2	0
48	x000012	x000001	0.307166	0.949749	page	0.124339	0.460317	0.161314	2.407682	0.019802	18.310345	0.114943	1.111558	15	18
49	x000124	x000014	0.306996	0.705882	page	0.062500	0.395833	0.367628	2.090117	0.049505	18.894737	0.000000	0.900401	1	0
50	x000053	x000009	0.305807	0.849624	page	0.008850	0.353982	0.282174	1.845206	0.029703	23.650000	0.000000	0.905295	3	0
51	x000027	x000009	0.305034	0.920949	page	0.077253	0.364807	0.218530	2.494908	0.00990099	20.294118	0.035294	0.946530	7	6
52	x000077	x000002	0.304460	0.801980	page	0.123457	0.432099	0.376543	1.541623	0.0891089	20.342857	0.000000	1.325450	2	0
53	x000195	x000002	0.304268	0.574468	page	0.296296	0.703704	0.679398	3.739118	0.00990099	15.315789	0.105263	1.331813	0	1
54	x000026	x000015	0.303585	0.900990	page	0.076923	0.296703	0.186238	2.256839	0.029703	20.259259	0.000000	0.931030	5	2
55	x000107	x000003	0.303564	0.672131	page	0.121951	0.585366	0.538409	2.358630	0.019802	21.958333	0.000000	1.252736	1	0
56	x000076	x000007	0.303214	0.787234	page	0.054054	0.351351	0.296351	2.500569	0.019802	20.884615	0.000000	0.991891	1	0
57	x000055	x000098	0.303191	0.759036	page	0.038835	0.097087	0.065341	4.907280	0.00990099	13.200000	0.100000	0.538228	0	1
58	x000032	x000007	0.302938	0.903382	page	0.085561	0.427807	0.257807	2.230124	0.029703	22.412500	0.000000	0.879777	4	11
59	x000027	x000088	0.302871	0.791667	page	0.017167	0.111588	-0.046307	3.130490	0.029703	22.576923	0.000000	0.705836	1	0
60	x000109	x000016	0.302466	0.733333	page	0.072727	0.345455	0.316129	2.437183	0.019802	24.842105	0.052632	0.852804	2	0
61	x000143	x000000	0.302375	0.692308	page	0.244444	0.600000	0.545804	2.079846	0.029703	16.074074	0.074074	1.174168	1	0
62	x000110	x000000	0.301982	0.753086	page	0.049180	0.442623	0.409406	1.210514	0.168317	24.444444	0.000000	1.205420	1	0
63	x000073	x000013	0.300448	0.784946	page	0.109589	0.438356	0.371504	2.611213	0.019802	19.843750	0.000000	0.869331	1	3
64	x000092	x000019	0.300229	0.793814	page	0.064935	0.259740	0.215881	2.832491	0.00990099	18.150000	0.000000	0.654869	1	0
65	x000105	x000008	0.299054	0.761905	page	0.093750	0.437500	0.381539	2.857438	0.00990099	20.857143	0.000000	0.993661	1	2
66	x000054	x000000	0.298233	0.847328	page	0.135135	0.495495	0.411579	1.931463	0.049505	19.709091	0.109091	1.144236	3	3
67	x000055	x000000	0.297910	0.837398	page	0.067961	0.407767	0.343082	2.080317	0.029703	23.738095	0.000000	1.173470	2	1
68	x000105	x000068	0.297852	0.761905	page	0.000000	0.140625	0.130625	3.512463	0.00990099	28.111111	0.000000	0.458248	1	0
69	x000061	x000003	0.296335	0.843750	page	0.120370	0.481481	0.391047	1.811349	0.019802	23.250000	0.038462	1.211665	5	3
70	x000023	x000000	0.295660	0.914530	page	0.140187	0.443925	0.272597	2.030372	0.049505	19.221053	0.157895	1.101686	6	6
71	x000051	x000009	0.295555	0.870968	page	0.088889	0.348148	0.268361	2.561152	0.019802	23.021277	0.000000	0.950157	2	4
72	x000119	x000031	0.295479	0.710145	page	0.102041	0.346939	0.324717	3.599190	0.00990099	17.000000	0.000000	0.591881	0	0
73	x000112	x000011	0.293652	0.705882	page	0.041667	0.479167	0.428500	2.517008	0.00990099	26.130435	0.000000	0.954780	1	0
74	x000102	x000001	0.292475	0.722222	page	0.115385	0.442308	0.414068	2.486654	0.00990099	18.782609	0.086957	1.305114	1	0
75	x000057	x000001	0.291190	0.849624	page	0.088496	0.495575	0.405874	1.695647	0.0594059	22.678571	0.000000	1.247849	5	4
76	x000060	x000018	0.291061	0.834711	page	0.148515	0.356436	0.295428	2.764408	0.00990099	15.972222	0.111111	1.018239	1	1
77	x000113	x000003	0.290886	0.726027	page	0.132075	0.584906	0.543167	2.047110	0.039604	23.516129	0.000000	1.240487	1	1
78	x000065	x000088	0.290627	0.791667	page	0.051020	0.142857	0.103383	2.462726	0.00990099	18.357143	0.214286	0.473590	1	0
79	x000010	x000001	0.290319	0.947368	page	0.113889	0.472222	0.179863	2.104362	0.039604	19.352941	0.123529	1.138664	6	19
80	x000065	x000066	0.290235	0.827586	page	0.020408	0.153061	0.090561	2.083697	0.039604	26.866667	0.000000	0.463402	1	0
81	x000071	x000023	0.289399	0.827586	page	0.041667	0.239583	0.192854	2.288710	0.019802	22.956522	0.043478	0.691837	2	0
82	x000061	x000063	0.289023	0.843750	page	0.064815	0.166667	0.085586	2.044117	0.049505	20.944444	0.000000	0.537095	1	0
83	x000006	x000051	0.288354	0.870968	page	0.035264	0.156171	-0.066051	3.807642	0.00990099	18.500000	0.000000	0.959192	2	3
84	x000124	x000015	0.287939	0.705882	page	0.020833	0.354167	0.322190	1.781197	0.0594059	18.352941	0.000000	0.837861	1	0
85	x000154	x000018	0.287016	0.714286	page	0.080000	0.300000	0.281432	2.058977	0.0693069	23.866667	0.066667	1.044093	1	0
86	x000020	x000105	0.286371	0.761905	page	0.007968	0.051793	0.004918	3.216226	0.00990099	25.384615	0.000000	0.711904	1	0
87	x000039	x000006	0.285792	0.876543	page	0.084507	0.323944	0.218150	2.402034	0.019802	19.586957	0.000000	0.965699	3	1
88	x000188	x000011	0.285553	0.591837	page	0.103448	0.413793	0.395126	2.719981	0.019802	22.666667	0.000000	0.989680	1	0
89	x000082	x000005	0.285528	0.805825	page	0.132530	0.253012	0.246131	3.386975	0.00990099	8.761905	0.238095	1.023525	0	0
90	x000026	x000007	0.285337	0.900990	page	0.054945	0.357143	0.229643	2.157084	0.039604	20.292308	0.015385	1.057542	4	2
91	x000039	x000009	0.285262	0.876543	page	0.112676	0.394366	0.266707	2.151913	0.029703	19.678571	0.000000	0.909320	2	5
92	x000053	x000010	0.284774	0.849624	page	0.053097	0.327434	0.255211	2.039420	0.049505	22.297297	0.000000	0.908544	2	0
93	x000062	x000069	0.284712	0.821429	page	0.009259	0.083333	0.028986	2.601336	0.019802	21.000000	0.000000	0.528207	1	0
94	x000052	x000000	0.284567	0.859155	page	0.163934	0.467213	0.344835	1.737404	0.0693069	16.824561	0.192982	1.089782	2	1
95	x000020	x000070	0.284435	0.811321	page	0.035857	0.107570	0.002919	2.570025	0.029703	21.814815	0.000000	0.686009	2	0
96	x000125	x000006	0.284396	0.722222	page	0.038462	0.326923	0.286621	1.958940	0.0594059	25.647059	0.000000	0.959073	1	0
97	x000039	x000029	0.284029	0.876543	page	0.035211	0.211268	0.118003	3.172313	0.019802	20.933333	0.000000	0.713604	1	3
98	x000127	x000023	0.283767	0.701493	page	0.042553	0.319149	0.272420	3.824930	0.00990099	25.600000	0.000000	0.644332	0	1
99	x000033	x000023	0.283587	0.911894	page	0.057971	0.256039	0.097160	3.003724	0.00990099	20.773585	0.037736	0.748380	3	5
100	x000060	x000022	0.283174	0.834711	page	0.009901	0.178218	0.138570	1.811506	0.0594059	23.166667	0.000000	0.720663	2	0
