row_type	window_index	cluster	absolute_position_bin	normalized_block_position	absolute_midpoint_or_position_bin_nmi
window	87	0	3	0.05749604714675866	15200
window	88	0	3	0.0646830530401035	15250
window	89	0	3	0.07187005893344832	15300
window	90	0	3	0.07905706482679316	15350
window	91	0	3	0.086244070720138	15400
window	92	0	3	0.09343107661348282	15450
window	93	0	3	0.10061808250682766	15500
window	94	0	3	0.10780508840017249	15550
window	95	0	3	0.11499209429351732	15600
window	96	0	4	0.12217910018686215	15650
window	97	0	4	0.129366106080207	15700
window	98	0	4	0.13655311197355183	15750
window	99	0	4	0.14374011786689664	15800
window	100	0	4	0.15092712376024148	15850
window	101	0	4	0.15811412965358632	15900
window	102	0	4	0.16530113554693115	15950
window	103	0	4	0.172488141440276	16000
window	104	0	4	0.1796751473336208	16050
window	105	0	4	0.18686215322696564	16100
window	106	0	4	0.19404915912031048	16150
window	107	0	4	0.20123616501365532	16200
window	108	0	4	0.20842317090700013	16250
window	109	0	4	0.21561017680034497	16300
window	110	0	4	0.2227971826936898	16350
window	111	0	4	0.22998418858703465	16400
window	112	0	4	0.23717119448037946	16450
window	113	0	4	0.2443582003737243	16500
window	114	0	4	0.25154520626706917	16550
window	115	0	4	0.258732212160414	16600
window	116	0	4	0.2659192180537588	16650
window	117	0	4	0.27310622394710365	16700
window	118	0	4	0.28029322984044847	16750
window	119	0	4	0.2874802357337933	16800
window	120	0	4	0.29466724162713814	16850
window	121	0	4	0.30185424752048295	16900
window	122	0	4	0.3090412534138278	16950
window	123	0	4	0.31622825930717263	17000
window	124	0	4	0.32341526520051744	17050
window	125	0	4	0.3306022710938623	17100
window	126	0	4	0.3377892769872071	17150
window	127	0	4	0.344976282880552	17200
window	128	0	4	0.3521632887738968	17250
window	129	0	4	0.3593502946672416	17300
window	130	0	4	0.3665373005605865	17350
window	131	0	4	0.3737243064539313	17400
window	132	0	4	0.3809113123472761	17450
window	133	0	4	0.38809831824062097	17500
window	134	0	4	0.3952853241339658	17550
window	135	0	4	0.40247233002731064	17600
window	136	0	4	0.40965933592065545	17650
window	137	0	4	0.41684634181400027	17700
window	138	0	4	0.42403334770734513	17750
window	139	0	4	0.43122035360068994	17800
window	140	0	4	0.4384073594940348	17850
window	141	0	4	0.4455943653873796	17900
window	142	0	4	0.45278137128072443	17950
window	143	0	4	0.4599683771740693	18000
window	144	0	4	0.4671553830674141	18050
window	145	0	4	0.4743423889607589	18100
window	146	0	4	0.4815293948541038	18150
window	147	0	4	0.4887164007474486	18200
window	148	0	4	0.49590340664079346	18250
window	149	0	4	0.5030904125341383	18300
window	150	0	4	0.5102774184274831	18350
window	151	0	4	0.517464424320828	18400
window	152	0	4	0.5246514302141728	18450
window	153	0	4	0.5318384361075176	18500
window	154	0	4	0.5390254420008624	18550
window	155	0	4	0.5462124478942073	18600
window	156	0	4	0.5533994537875521	18650
window	157	0	4	0.5605864596808969	18700
window	158	0	4	0.5677734655742418	18750
window	159	0	4	0.5749604714675866	18800
window	160	0	4	0.5821474773609314	18850
window	161	0	4	0.5893344832542763	18900
window	162	0	4	0.5965214891476212	18950
window	163	0	4	0.6037084950409659	19000
window	164	0	4	0.6108955009343108	19050
window	165	0	4	0.6180825068276556	19100
window	166	0	4	0.6252695127210004	19150
window	167	0	4	0.6324565186143453	19200
window	168	0	4	0.6396435245076901	19250
window	169	0	4	0.6468305304010349	19300
window	170	0	4	0.6540175362943798	19350
window	171	0	4	0.6612045421877246	19400
window	172	0	4	0.6683915480810694	19450
window	173	0	4	0.6755785539744142	19500
window	174	0	5	0.6827655598677591	19550
window	175	0	5	0.689952565761104	19600
window	176	0	5	0.6971395716544487	19650
window	177	0	5	0.7043265775477936	19700
window	178	0	5	0.7115135834411385	19750
window	179	0	5	0.7187005893344832	19800
window	180	0	5	0.7258875952278281	19850
window	181	0	5	0.733074601121173	19900
window	182	0	5	0.7402616070145177	19950
window	183	0	5	0.7474486129078626	20000
window	184	0	5	0.7546356188012074	20050
window	185	0	5	0.7618226246945522	20100
window	186	0	5	0.7690096305878971	20150
window	187	0	5	0.7761966364812419	20200
window	188	0	5	0.7833836423745868	20250
window	189	0	5	0.7905706482679316	20300
window	190	0	5	0.7977576541612764	20350
window	191	0	5	0.8049446600546213	20400
window	192	0	5	0.812131665947966	20450
window	193	0	5	0.8193186718413109	20500
window	194	0	5	0.8265056777346558	20550
window	195	0	5	0.8336926836280005	20600
window	196	0	5	0.8408796895213454	20650
window	197	0	5	0.8480666954146903	20700
window	198	0	5	0.855253701308035	20750
window	199	0	5	0.8624407072013799	20800
window	200	0	5	0.8696277130947248	20850
window	201	0	5	0.8768147189880696	20900
window	202	0	5	0.8840017248814144	20950
window	203	0	5	0.8911887307747592	21000
window	204	0	5	0.8983757366681041	21050
window	205	0	5	0.9055627425614489	21100
window	206	0	5	0.9127497484547937	21150
window	207	0	5	0.9199367543481386	21200
window	208	0	5	0.9271237602414834	21250
window	209	0	5	0.9343107661348282	21300
window	210	0	5	0.9414977720281731	21350
window	211	0	5	0.9486847779215178	21400
window	212	0	5	0.9558717838148627	21450
window	213	0	5	0.9630587897082076	21500
window	214	1	5	0.4970178926441352	22007
window	215	1	5	0.1849112426035503	23050
window	216	1	5	0.22189349112426035	23100
window	217	1	5	0.2588757396449704	23150
window	218	1	5	0.2958579881656805	23200
window	219	1	5	0.3328402366863905	23250
window	220	1	5	0.3698224852071006	23300
window	221	1	5	0.4068047337278107	23350
window	222	1	5	0.4437869822485207	23400
window	223	1	6	0.4807692307692308	23450
window	224	1	6	0.5177514792899408	23500
window	225	1	6	0.5547337278106509	23550
window	226	1	6	0.591715976331361	23600
window	227	1	6	0.628698224852071	23650
window	228	1	6	0.665680473372781	23700
window	229	1	6	0.7026627218934911	23750
window	230	1	6	0.7396449704142012	23800
window	231	1	6	0.7766272189349113	23850
window	232	1	6	0.8136094674556213	23900
window	233	1	7	0.13082155939298795	28381
window	234	1	7	0.15698587127158556	28431
window	235	1	7	0.18315018315018314	28481
window	236	1	7	0.20931449502878074	28531
window	237	1	7	0.23547880690737832	28581
window	238	1	7	0.2616431187859759	28631
window	239	1	7	0.28780743066457354	28681
window	240	1	7	0.3139717425431711	28731
window	241	1	7	0.3401360544217687	28781
window	242	1	7	0.3663003663003663	28831
window	243	1	7	0.3924646781789639	28881
window	244	1	7	0.4186289900575615	28931
window	245	1	7	0.44479330193615907	28981
window	246	1	7	0.47095761381475665	29031
window	247	1	7	0.4971219256933543	29081
window	248	1	7	0.5232862375719518	29131
window	249	1	7	0.5494505494505495	29181
window	250	1	7	0.5756148613291471	29231
window	251	1	7	0.6017791732077447	29281
window	252	1	7	0.6279434850863422	29331
window	253	1	7	0.6541077969649398	29381
window	254	1	7	0.6802721088435374	29431
window	255	1	7	0.706436420722135	29481
window	256	1	7	0.7326007326007326	29531
window	257	1	7	0.7587650444793302	29581
window	258	1	7	0.7849293563579278	29631
window	259	1	7	0.8110936682365254	29681
window	260	1	7	0.837257980115123	29731
window	261	1	7	0.8634222919937206	29781
window	262	1	7	0.2853881278538813	31070
window	263	1	7	0.3424657534246575	31120
window	264	1	7	0.3995433789954338	31170
window	265	1	7	0.45662100456621	31220
window	266	1	8	0.5136986301369864	31270
window	267	1	8	0.5707762557077626	31320
window	268	1	8	0.6278538812785388	31370
window	269	1	8	0.684931506849315	31420
summary					0.4943424432965401
