metric_id	metric_version	family	support_regime	checkpoint	estimator	n	median	mad	iqr	scale	status
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	5000	MAD_1.4826	320	0.270824949698	0.0309677604739	0.122962189926	0.0459128016786	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	5000	MAD_1.4826	320	0.0162027937207	0.000959850093037	0.00223746625783	0.00142307374794	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	5000	MAD_1.4826	320	0.174545454545	0.0119191919192	0.0355050505051	0.0176713939394	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	5000	MAD_1.4826	320	0.0513413654618	0.00340562248996	0.00929317269076	0.00504917590361	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_10	5000	MAD_1.4826	320	0.273563218391	0.107413600892	0.213544880785	0.159251404682	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	5000	MAD_1.4826	320	0.729175050302	0.0309677604739	0.122962189926	0.0459128016786	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	5000	MAD_1.4826	320	0.983797206279	0.000959850093037	0.00223746625783	0.00142307374794	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	5000	MAD_1.4826	320	0.825454545455	0.0119191919192	0.0355050505051	0.0176713939394	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	5000	MAD_1.4826	320	0.948658634538	0.00340562248996	0.00929317269076	0.00504917590361	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0.179209183673	0.0332036740316	0.0775745436066	0.0492277671192	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0.0511803213648	0.00804665271674	0.0286213544525	0.0119299673178	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0.00237403084932	0.00017331079203	0.000374416711084	0.000256950580264	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0.0308	0.0034	0.006525	0.00504084	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0.008056	0.000728	0.001536	0.0010793328	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0.820790816327	0.0332036740316	0.0775745436066	0.0492277671192	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0.948819678635	0.00804665271674	0.0286213544525	0.0119299673178	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0.997625969151	0.00017331079203	0.000374416711084	0.000256950580264	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0.9692	0.0034	0.006525	0.00504084	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0.991944	0.000728	0.001536	0.0010793328	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0.727062408928	0.0217773921775	0.0514028600964	0.0322871616424	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0.642540837188	0.0126345063927	0.034769469186	0.0187319191778	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0.518042921326	0.00538101690915	0.0103040681937	0.00797789566951	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0.61248735079	0.0104680511484	0.0209420220961	0.0155199326327	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0.557779315755	0.00785011953318	0.0164444616342	0.0116385872199	OK
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	FREQ_GE_10	5000	MAD_1.4826	320	0.50707599715	0.0496871851391	0.102304814171	0.0736662206872	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	FREQ_GE_5	5000	MAD_1.4826	320	0.401313004881	0.0327138971548	0.0780915541072	0.0485016239218	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	MATCHED_VOCAB	5000	MAD_1.4826	320	0.229790466211	0.00897305260095	0.0176005238861	0.0133034477862	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	TOP_100	5000	MAD_1.4826	320	0.360582641742	0.020117928379	0.0417851678551	0.0298268406147	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	TOP_250	5000	MAD_1.4826	320	0.282027673043	0.0113275118554	0.0250650044832	0.0167941690769	OK
T01_MEAN_TOKEN_LENGTH	generic-metrics-1.0	T		5000	MAD_1.4826	320	4.6625	0.0385	0.0786	0.0570801	OK
T02_TOKEN_LENGTH_SD	generic-metrics-1.0	T		5000	MAD_1.4826	320	3.45937485369	0.0222149211134	0.0456585523797	0.0329358420428	OK
T03_UNIQUE_TOKEN_RATIO	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.6866	0.0142	0.03335	0.02105292	OK
T04_HAPAX_RATIO	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.921016267281	0.00483297261748	0.00991870445475	0.00716536520267	OK
T05_PREFIX_DIVERSITY	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.00692241130661	0.000169787274955	0.000390816505798	0.000251726613849	OK
T06_SUFFIX_DIVERSITY	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.00699097236983	0.000141657301333	0.000333110962878	0.000210021114956	OK
T07_EDIT_GRAPH_DENSITY	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.00126001478861	6.99961328303e-05	0.000232412743983	0.000103776266534	OK
T08_EDIT_GRAPH_GIANT_SHARE	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.344644212165	0.0106342101092	0.0214077563547	0.0157662799079	OK
T09_EDIT_GRAPH_CLUSTERING	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.38761878186	0.00671548245181	0.0139682826312	0.00995637428306	OK
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	generic-metrics-1.0	T		5000	MAD_1.4826	320	0.50444679041	0.00836136189501	0.0165260288966	0.0123965551455	OK
T11_POSITIONAL_RESTRICTION_DENSITY	generic-metrics-1.0	T		5000	MAD_1.4826	320	0	0	0	0	DEGENERATE
D_LINE_COHERENCE	generic-metrics-1.0	D		10000	MAD_1.4826	320	0.00769765809317	0.000378578037921	0.000762216054561	0.000561279799022	OK
D_LINE_EXCLUSIVITY	generic-metrics-1.0	D		10000	MAD_1.4826	320	0.921255844301	0.00456408098848	0.00874022200413	0.00676670647352	OK
D_LINE_PROGRESSION	generic-metrics-1.0	D		10000	MAD_1.4826	320	5.33931182398e-06	1.50351988972e-05	2.96168863592e-05	2.22911858849e-05	OK
D_LINE_VARIANCE_SHARE	generic-metrics-1.0	D		10000	MAD_1.4826	320	0.125359892821	0.00288563456113	0.0060324557439	0.00427824180033	OK
G02_INITIAL_RESTRICTION_DENSITY	generic-metrics-1.0	G		10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
G03_FINAL_RESTRICTION_DENSITY	generic-metrics-1.0	G		10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
G04_BIGRAM_OCCUPANCY	generic-metrics-1.0	G		10000	MAD_1.4826	320	0.923611111111	0.0538194444444	0.0920138888889	0.0797927083333	OK
G05_TRIGRAM_OCCUPANCY	generic-metrics-1.0	G		10000	MAD_1.4826	320	0.420609085648	0.0375072337963	0.142722800926	0.0556082248264	OK
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	generic-metrics-1.0	G		10000	MAD_1.4826	320	0.831555176283	0.0628420481541	0.1961377314	0.0931696205933	OK
G07_HIGHER_ORDER_ENTROPY_REDUCTION	generic-metrics-1.0	G		10000	MAD_1.4826	320	0.0474000944289	0.0090705391397	0.0382551396694	0.0134479813285	OK
G08_MEAN_SYMBOLS_PER_TOKEN	generic-metrics-1.0	G		10000	MAD_1.4826	320	4.6679	0.0251	0.0462	0.03721326	OK
L01_LINE_TOKEN_COUNT_MEAN	generic-metrics-1.0	L		10000	MAD_1.4826	320	8	0	0	0	DEGENERATE
L02_LINE_SYMBOL_COUNT_MEAN	generic-metrics-1.0	L		10000	MAD_1.4826	320	37.3432	0.2008	0.3696	0.29770608	OK
L03_BOUNDARY_SPECIALIZATION	generic-metrics-1.0	L		10000	MAD_1.4826	320	0.853378979497	0.00175321776276	0.00348472203952	0.00259932065506	OK
L04_POSITION_PROGRESSION	generic-metrics-1.0	L		10000	MAD_1.4826	320	-0.000122397360187	0.00679270534162	0.0128864498688	0.0100708649395	OK
L05_LINE_ASYMMETRY	generic-metrics-1.0	L		10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_10	10000	MAD_1.4826	320	0.440559440559	0.0517944928645	0.254129351415	0.076790515121	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	10000	MAD_1.4826	320	0.1606824548	0.00809638939752	0.016501142775	0.0120037069208	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	10000	MAD_1.4826	320	0.0256866367901	0.0020376339859	0.00402285294966	0.0030209961475	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	10000	MAD_1.4826	320	0.26202020202	0.0167676767677	0.0561111111111	0.0248597575758	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	10000	MAD_1.4826	320	0.0805301204819	0.00547791164659	0.0158473895582	0.00812155180723	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_10	10000	MAD_1.4826	320	0.559440559441	0.0517944928645	0.254129351415	0.076790515121	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	10000	MAD_1.4826	320	0.8393175452	0.00809638939752	0.016501142775	0.0120037069208	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	10000	MAD_1.4826	320	0.97431336321	0.0020376339859	0.00402285294966	0.0030209961475	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	10000	MAD_1.4826	320	0.73797979798	0.0167676767677	0.0561111111111	0.0248597575758	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	10000	MAD_1.4826	320	0.919469879518	0.00547791164659	0.0158473895582	0.00812155180723	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0.101407987705	0.0193178034896	0.102683410039	0.0286405754537	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0.0299488677867	0.00229217250549	0.00640140185043	0.00339837495664	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0.00409896373226	0.000299206367373	0.00065482049253	0.000443603360267	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0.052	0.00595	0.0109	0.00882147	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0.01384	0.001296	0.002752	0.0019214496	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0.898592012295	0.0193178034896	0.102683410039	0.0286405754537	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0.970051132213	0.00229217250549	0.00640140185043	0.00339837495664	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0.995901036268	0.000299206367373	0.00065482049253	0.000443603360267	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0.948	0.00595	0.0109	0.00882147	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0.98616	0.001296	0.002752	0.0019214496	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0.704871645829	0.0195898267513	0.0672370490964	0.0290438771415	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0.636280818359	0.00663176040924	0.0151707287372	0.00983224798274	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0.555636122781	0.00468078451004	0.00970592364755	0.00693973111458	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0.662481057182	0.0082262877556	0.0166951750266	0.0121962942264	OK
S03_TRANSITION_ENTROPY_NORM	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0.601292940774	0.00672647223335	0.0133893891344	0.00997266773317	OK
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S06_PREFERRED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S07_DEPLETED_TRANSITION_FRACTION	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	FREQ_GE_10	10000	MAD_1.4826	320	0.48086386717	0.0319696249665	0.127549862644	0.0473981659753	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	FREQ_GE_5	10000	MAD_1.4826	320	0.405186461187	0.0261825324178	0.0547993753736	0.0388182225626	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	MATCHED_VOCAB	10000	MAD_1.4826	320	0.294078441413	0.00831575166384	0.0203250578489	0.0123289334168	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	TOP_100	10000	MAD_1.4826	320	0.443655247735	0.0249480816899	0.049199887462	0.0369880259135	OK
S08_HIGHER_ORDER_PREDICTIVE_GAIN	generic-metrics-1.0	S	TOP_250	10000	MAD_1.4826	320	0.35490885069	0.0135762060911	0.0305468756634	0.0201280831507	OK
T01_MEAN_TOKEN_LENGTH	generic-metrics-1.0	T		10000	MAD_1.4826	320	4.6679	0.0251	0.0462	0.03721326	OK
T02_TOKEN_LENGTH_SD	generic-metrics-1.0	T		10000	MAD_1.4826	320	3.46302155783	0.0120745704084	0.0242622934521	0.0179017580875	OK
T03_UNIQUE_TOKEN_RATIO	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.6499	0.0156	0.03185	0.02312856	OK
T04_HAPAX_RATIO	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.921255844301	0.00456408098848	0.00885785061141	0.00676670647352	OK
T05_PREFIX_DIVERSITY	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.00364630811304	9.52242732255e-05	0.00020331449842	0.000141179507484	OK
T06_SUFFIX_DIVERSITY	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.00369287591448	9.02262292753e-05	0.000179000784565	0.000133769407524	OK
T07_EDIT_GRAPH_DENSITY	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.000715520209156	3.13656929542e-05	0.000108357992222	4.6502776374e-05	OK
T08_EDIT_GRAPH_GIANT_SHARE	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.352842496277	0.00762142860826	0.0190927857063	0.0112995300546	OK
T09_EDIT_GRAPH_CLUSTERING	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.361542263563	0.00692957206398	0.013695508353	0.0102737835421	OK
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	generic-metrics-1.0	T		10000	MAD_1.4826	320	0.503791108602	0.0122675521644	0.0234797123514	0.0181878728389	OK
T11_POSITIONAL_RESTRICTION_DENSITY	generic-metrics-1.0	T		10000	MAD_1.4826	320	0	0	0	0	DEGENERATE
D_LINE_COHERENCE	generic-metrics-1.0	D		20000	MAD_1.4826	320	0.00781156579048	0.00031815397887	0.000736841476508	0.000471695089072	OK
D_LINE_EXCLUSIVITY	generic-metrics-1.0	D		20000	MAD_1.4826	320	0.92010974609	0.00282973901678	0.00780207562429	0.00419537106628	OK
D_LINE_PROGRESSION	generic-metrics-1.0	D		20000	MAD_1.4826	320	6.43594066596e-07	4.69353517987e-06	9.48878027887e-06	6.95863525768e-06	OK
D_LINE_VARIANCE_SHARE	generic-metrics-1.0	D		20000	MAD_1.4826	320	0.12459258208	0.00208550835367	0.00416935346945	0.00309197468516	OK
G02_INITIAL_RESTRICTION_DENSITY	generic-metrics-1.0	G		20000	MAD_1.4826	320	0	0	0	0	DEGENERATE
G03_FINAL_RESTRICTION_DENSITY	generic-metrics-1.0	G		20000	MAD_1.4826	320	0	0	0	0	DEGENERATE
G04_BIGRAM_OCCUPANCY	generic-metrics-1.0	G		20000	MAD_1.4826	320	0.944444444444	0.0451388888889	0.0716145833333	0.0669229166667	OK
G05_TRIGRAM_OCCUPANCY	generic-metrics-1.0	G		20000	MAD_1.4826	320	0.497902199074	0.0481770833333	0.167335792824	0.07142734375	OK
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	generic-metrics-1.0	G		20000	MAD_1.4826	320	0.827910383146	0.0525806606419	0.194555525934	0.0779560874676	OK
G07_HIGHER_ORDER_ENTROPY_REDUCTION	generic-metrics-1.0	G		20000	MAD_1.4826	320	0.0264853923493	0.00608204216698	0.0149880016676	0.00901723571676	OK
G08_MEAN_SYMBOLS_PER_TOKEN	generic-metrics-1.0	G		20000	MAD_1.4826	320	4.6592	0.016875	0.0357	0.025018875	OK
L01_LINE_TOKEN_COUNT_MEAN	generic-metrics-1.0	L		20000	MAD_1.4826	320	8	0	0	0	DEGENERATE
L02_LINE_SYMBOL_COUNT_MEAN	generic-metrics-1.0	L		20000	MAD_1.4826	320	37.2736	0.135	0.2856	0.200151	OK
L03_BOUNDARY_SPECIALIZATION	generic-metrics-1.0	L		20000	MAD_1.4826	320	0.853030970259	0.00172748692452	0.003434875847	0.0025611721143	OK
L04_POSITION_PROGRESSION	generic-metrics-1.0	L		20000	MAD_1.4826	320	4.43130888666e-05	0.00500874703864	0.010056138567	0.00742596835949	OK
L05_LINE_ASYMMETRY	generic-metrics-1.0	L		20000	MAD_1.4826	320	0	0	0	0	DEGENERATE
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_10	20000	MAD_1.4826	320	0.280273469255	0.0114519642983	0.0203105373877	0.0169786822686	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	20000	MAD_1.4826	320	0.109600745457	0.00715552015945	0.0260365839341	0.0106087741884	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	20000	MAD_1.4826	320	0.0415520088057	0.00320714416752	0.00659774091255	0.00475491194276	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	20000	MAD_1.4826	320	0.374141414141	0.0252525252525	0.0787878787879	0.0374393939394	OK
L06_SAME_LINE_COOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	20000	MAD_1.4826	320	0.127935742972	0.00941365461847	0.0250441767068	0.0139566843373	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_10	20000	MAD_1.4826	320	0.719726530745	0.0114519642983	0.0203105373877	0.0169786822686	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	FREQ_GE_5	20000	MAD_1.4826	320	0.890399254543	0.00715552015944	0.0260365839341	0.0106087741884	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	MATCHED_VOCAB	20000	MAD_1.4826	320	0.958447991194	0.00320714416752	0.00659774091255	0.00475491194276	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_100	20000	MAD_1.4826	320	0.625858585859	0.0252525252525	0.0787878787879	0.0374393939394	OK
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	generic-metrics-1.0	L	TOP_250	20000	MAD_1.4826	320	0.872064257028	0.00941365461847	0.0250441767068	0.0139566843373	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	20000	MAD_1.4826	320	0.0606858710562	0.00867050708752	0.0201200191051	0.012854893808	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	FREQ_GE_5	20000	MAD_1.4826	320	0.0192458621116	0.00210114479235	0.00547505160645	0.00311515726913	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	MATCHED_VOCAB	20000	MAD_1.4826	320	0.00703053212953	0.000492137249067	0.000942581807599	0.000729642685467	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_100	20000	MAD_1.4826	320	0.0854	0.01365	0.022125	0.02023749	OK
S01_TRANSITION_DENSITY	generic-metrics-1.0	S	TOP_250	20000	MAD_1.4826	320	0.023664	0.002568	0.00504	0.0038073168	OK
S02_TRANSITION_ZERO_DENSITY	generic-metrics-1.0	S	FREQ_GE_10	20000	MAD_1.4826	320	0.939314128944	0.00867050708752	0.0201200191051	0.012854893808	OK
