candidate_id	representation_id	checkpoint	family	metric_id	regime	raw_candidate_value	raw_vm_value	calibrated_distance	comparison_status	comparison_reason	rarefaction_mean	rarefaction_ci_low	rarefaction_ci_high	rarefaction_n_valid	vm_rarefaction_mean	vm_rarefaction_ci_low	vm_rarefaction_ci_high	vm_rarefaction_n_valid	bootstrap_estimate	bootstrap_ci_low	bootstrap_ci_high	bootstrap_n_valid
C01	LATIN-EXPANDED	5000	L	L02_LINE_SYMBOL_COUNT_MEAN		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	36.2371090488	34.3812841493	38.2668852698	100	0	30.8950265252	31.2432802829	74
C01	LATIN-EXPANDED	5000	L	L03_BOUNDARY_SPECIALIZATION		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	0.740975005168	0.723179345709	0.757947139219	100	0	0.713628494794	0.723261738264	74
C01	LATIN-EXPANDED	5000	L	L04_POSITION_PROGRESSION		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	-0.0751356737233	-0.0991473444063	-0.0526198792541	100	0	0.0175093438353	0.0451429535579	74
C01	LATIN-EXPANDED	5000	L	L05_LINE_ASYMMETRY		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	0.706972100237	0.627075514248	0.780183591737	100	0	0.251848318707	0.268515732737	74
C01	LATIN-EXPANDED	5000	L	L06_SAME_LINE_COOCCURRENCE_DENSITY		0	0	0	NOT_COMPARABLE	metric absent from frozen VM reference	0	0	0	0	0	0	0	0	0	0	0	0
C01	LATIN-EXPANDED	5000	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY		0	0	0	NOT_COMPARABLE	metric absent from frozen VM reference	0	0	0	0	0	0	0	0	0	0	0	0
C01	LATIN-EXPANDED	5000	S	S01_TRANSITION_DENSITY	FREQ_GE_10	0.032971683595	0.0395410207025	0.133447797695	COMPARABLE		0.0780592281508	0.0663043616409	0.090031921207	100	0.100145827479	0.0899359319937	0.111700733431	100	0.032971683595	0.0187251690993	0.0227074847488	200
C01	LATIN-EXPANDED	5000	S	S01_TRANSITION_DENSITY	FREQ_GE_5	0.00958124426241	0.0152768495829	0.47742002713	COMPARABLE		0.0270368370767	0.0238265744984	0.0303145562406	100	0.0374530564498	0.03320016315	0.0406718109247	100	0.00958124426241	0.00474135956813	0.00557160964329	200
C01	LATIN-EXPANDED	5000	S	S01_TRANSITION_DENSITY	MATCHED_VOCAB	0.0105588782541	0.0395410207025	112.792671722	COMPARABLE		0.00413905411548	0.00396636462629	0.00430832643905	100	0.00737875602092	0.00714980592461	0.00763720165201	100	0.0105588782541	0.00705988051365	0.00753084441596	200
C01	LATIN-EXPANDED	5000	S	S01_TRANSITION_DENSITY	TOP_100	0.0919	0.3424	49.6940986026	COMPARABLE		0.035426	0.0321375	0.03851	100	0.081815	0.0765475	0.086305	100	0.0919	0.0624975	0.0695	200
C01	LATIN-EXPANDED	5000	S	S01_TRANSITION_DENSITY	TOP_250	0.02928	0.122704	86.557176804	COMPARABLE		0.01137056	0.0106148	0.0119772	100	0.02420592	0.0232136	0.0252496	100	0.02928	0.019984	0.0214408	200
C01	LATIN-EXPANDED	5000	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	0.967028316405	0.960458979298	0.133447797695	COMPARABLE		0.921940771849	0.909968078793	0.933695638359	100	0.899854172521	0.888299266569	0.910064068006	100	0.967028316405	0.977292515251	0.981274830901	200
C01	LATIN-EXPANDED	5000	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	0.990418755738	0.984723150417	0.47742002713	COMPARABLE		0.972963162923	0.969685443759	0.976173425502	100	0.96254694355	0.959328189075	0.96679983685	100	0.990418755738	0.994428390357	0.995258640432	200
C01	LATIN-EXPANDED	5000	S	S02_TRANSITION_ZERO_DENSITY	MATCHED_VOCAB	0.989441121746	0.960458979298	112.792671722	COMPARABLE		0.995860945885	0.995691673561	0.996033635374	100	0.992621243979	0.992362798348	0.992850194075	100	0.989441121746	0.992469155584	0.992940119486	200
C01	LATIN-EXPANDED	5000	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	0.9081	0.6576	49.6940986026	COMPARABLE		0.964574	0.96149	0.9678625	100	0.918185	0.913695	0.9234525	100	0.9081	0.9305	0.9375025	200
C01	LATIN-EXPANDED	5000	S	S02_TRANSITION_ZERO_DENSITY	TOP_250	0.97072	0.877296	86.557176804	COMPARABLE		0.98862944	0.9880228	0.9893852	100	0.97579408	0.9747504	0.9767864	100	0.97072	0.9785592	0.980016	200
C01	LATIN-EXPANDED	5000	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	0.638398204063	0.724278863225	2.65990117411	COMPARABLE		0.615290367779	0.593792809789	0.640792947528	100	0.728924320449	0.721441634027	0.737703582916	100	0.638398204063	0.601801191808	0.612913600551	200
C01	LATIN-EXPANDED	5000	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	0.607363354783	0.681540227662	3.95991847793	COMPARABLE		0.595075360364	0.58440408519	0.606683341905	100	0.677787808121	0.671219732518	0.683658329812	100	0.607363354783	0.57092305287	0.577714776379	200
C01	LATIN-EXPANDED	5000	S	S03_TRANSITION_ENTROPY_NORM	MATCHED_VOCAB	0.609682877064	0.724278863225	14.3641871125	COMPARABLE		0.553442203352	0.548299859053	0.558195188558	100	0.607565378747	0.604856247599	0.610123265108	100	0.609682877064	0.578908214475	0.585611030879	200
C01	LATIN-EXPANDED	5000	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	0.670355150085	0.842325079264	11.0805847712	COMPARABLE		0.601672318119	0.589726299899	0.616451311363	100	0.717901263832	0.710900843033	0.723779671009	100	0.670355150085	0.632360982561	0.6497378812	200
C01	LATIN-EXPANDED	5000	S	S03_TRANSITION_ENTROPY_NORM	TOP_250	0.634963206388	0.782231816615	12.6534782483	COMPARABLE		0.574394782962	0.566306055906	0.581768389796	100	0.657161822421	0.653348764701	0.66120485769	100	0.634963206388	0.602742076977	0.612965071682	200
C01	LATIN-EXPANDED	5000	S	S04_REPEATED_BIGRAM_TYPES		1055	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	158.79	138.95	181.625	100	153.25	134.475	183.1	100	1055	3862.85	4224	200
C01	LATIN-EXPANDED	5000	S	S05_REPEATED_TRIGRAM_TYPES		271	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	30.21	18.475	42	100	5.18	1	24	100	271	3092.95	3460.05	200
C01	LATIN-EXPANDED	5000	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	0.0869565217391	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.32	0	1	100	0	0	0	100	0.0869565217391	0.037003968254	0.217391304348	200
C01	LATIN-EXPANDED	5000	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	0.148148148148	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.27	0	1	100	0	0	0	100	0.148148148148	0.037037037037	0.206932471264	200
C01	LATIN-EXPANDED	5000	S	S06_PREFERRED_TRANSITION_FRACTION	MATCHED_VOCAB	0.153846153846	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.2	0	0.7625	100	0	0	0	100	0.153846153846	0.037037037037	0.227272727273	200
C01	LATIN-EXPANDED	5000	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	0.125	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.295	0	1	100	0	0	0	100	0.125	0.0357142857143	0.214363354037	200
C01	LATIN-EXPANDED	5000	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_250	0.08	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.28	0	1	100	0	0	0	100	0.08	0.0384259259259	0.217391304348	200
C01	LATIN-EXPANDED	5000	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	0.565217391304	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.02	0	0.2625	100	0	0	0	100	0.565217391304	0.478260869565	0.695760869565	200
C01	LATIN-EXPANDED	5000	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	0.592592592593	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.1	0	0.5	100	0	0	0	100	0.592592592593	0.477554347826	0.692391304348	200
C01	LATIN-EXPANDED	5000	S	S07_DEPLETED_TRANSITION_FRACTION	MATCHED_VOCAB	0.576923076923	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.54	0	1	100	0	0	0	100	0.576923076923	0.444444444444	0.692391304348	200
C01	LATIN-EXPANDED	5000	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	0.541666666667	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.04	0	0.5	100	0	0	0	100	0.541666666667	0.478209109731	0.714532019704	200
C01	LATIN-EXPANDED	5000	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_250	0.56	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.265	0	1	100	0	0	0	100	0.56	0.477971014493	0.689805097451	200
C01	LATIN-EXPANDED	5000	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	0.346654778465	0.49255600864	1.98057167606	COMPARABLE		0.313790284404	0.256281377381	0.367396052257	100	0.477045192117	0.456441586223	0.496568301523	100	0.346654778465	0.297752532432	0.32442274855	200
C01	LATIN-EXPANDED	5000	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	0.311972701553	0.4465275951	2.77423481251	COMPARABLE		0.29292712669	0.266430846566	0.317521704215	100	0.410431602619	0.396153229267	0.421670260003	100	0.311972701553	0.254864102844	0.272938468515	200
C01	LATIN-EXPANDED	5000	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	MATCHED_VOCAB	0.314989811605	0.49255600864	13.3473818133	COMPARABLE		0.231378723168	0.218220553437	0.245515208697	100	0.317073435755	0.310112459128	0.322973321764	100	0.314989811605	0.266070989033	0.28548225035	200
C01	LATIN-EXPANDED	5000	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_100	0.380517220046	0.582878688499	6.78454252218	COMPARABLE		0.301328225876	0.269895335761	0.33039396144	100	0.463614074597	0.446910633317	0.476773125564	100	0.380517220046	0.3265736748	0.365927472489	200
C01	LATIN-EXPANDED	5000	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_250	0.343553312929	0.547614214256	12.1506994715	COMPARABLE		0.262323575742	0.243298680928	0.283417951333	100	0.383247694016	0.372542363905	0.392630779184	100	0.343553312929	0.297195454591	0.324197892752	200
C01	LATIN-EXPANDED	5000	T	T01_MEAN_TOKEN_LENGTH		5.56821032825	4.94629253428	10.8955274074	COMPARABLE		5.57046268249	5.50267316068	5.63688619952	100	4.94655159517	4.86501819497	5.00636041743	100	5.56821032825	5.52532006383	5.60835339286	200
C01	LATIN-EXPANDED	5000	T	T02_TOKEN_LENGTH_SD		2.95511393791	1.83794584085	33.9195243773	COMPARABLE		2.95128975934	2.90704041013	2.99947793208	100	1.8336608895	1.80118440367	1.87746031921	100	2.95511393791	2.92913580263	2.98764110543	200
C01	LATIN-EXPANDED	5000	T	T03_UNIQUE_TOKEN_RATIO		0.349414593351	0.209344845099	6.65322189285	COMPARABLE		0.506999212332	0.496795051872	0.517532652774	100	0.386077141214	0.375117534001	0.397833493343	100	0.349414593351	0.248506164208	0.259422790569	200
C01	LATIN-EXPANDED	5000	T	T04_HAPAX_RATIO		0.679581151832	0.690077632217	1.46489119368	COMPARABLE		0.764883989429	0.753954571928	0.777930708316	100	0.717380344842	0.70053180416	0.734035502549	100	0.679581151832	0.393638812201	0.426434300154	200
C01	LATIN-EXPANDED	5000	T	T05_PREFIX_DIVERSITY		0.00448765893792	0.00327510917031	4.81693115032	COMPARABLE		0.01074412514	0.00994768936971	0.0116480571813	100	0.011505521841	0.0102616343388	0.0130522272267	100	0.00448765893792	0.00566493908639	0.006247461995	200
C01	LATIN-EXPANDED	5000	T	T06_SUFFIX_DIVERSITY		0.00403889304413	0.00436681222707	1.56136292779	COMPARABLE		0.00953582762606	0.00870416745979	0.0103510891089	100	0.0159110555441	0.0138118099601	0.0181269876764	100	0.00403889304413	0.00509240224939	0.00564868343228	200
C01	LATIN-EXPANDED	5000	T	T07_EDIT_GRAPH_DENSITY		0.000305757013813	0.000880667248108	5.53990091854	COMPARABLE		0.000597122421319	0.000557712933232	0.000642046000416	100	0.00264491958211	0.00251915184556	0.00278770793741	100	0.000305757013813	0.000368560912312	0.00039766300688	200
C01	LATIN-EXPANDED	5000	T	T08_EDIT_GRAPH_GIANT_SHARE		0.260732984293	0.83770014556	36.5950093895	COMPARABLE		0.191853442526	0.174292368258	0.207536630037	100	0.781185987856	0.745947446825	0.806191568927	100	0.260732984293	0.215795910639	0.243312424202	200
C01	LATIN-EXPANDED	5000	T	T09_EDIT_GRAPH_CLUSTERING		0.360076276044	0.3099957714	5.02999417456	COMPARABLE		0.393569250409	0.366746199834	0.421683415482	100	0.327327804759	0.31330408893	0.339180662527	100	0.360076276044	0.35769644867	0.395234089333	200
C01	LATIN-EXPANDED	5000	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		0.311833073088	0.641587925628	26.6005231832	COMPARABLE		0.31202157399	0.279201232329	0.338040092863	100	0.598361926654	0.575916597902	0.617115065313	100	0.311833073088	0.222704708827	0.265770910541	200
C01	LATIN-EXPANDED	5000	T	T11_POSITIONAL_RESTRICTION_DENSITY		0.0860215053763	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.128752970673	0.1	0.161388888889	100	0.191806216304	0.145747800587	0.235294117647	100	0.0860215053763	0.0777777777778	0.129032258065	200
C01	LATIN-EXPANDED	10000	D	D_LINE_COHERENCE		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0111463347313	0.0106046696269	0.0116463433303	57	0.00819441748049	0.00756776596509	0.00896804756164	100	0	0.0106701307406	0.0120972528982	74
C01	LATIN-EXPANDED	10000	D	D_LINE_EXCLUSIVITY		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.722518716463	0.714655940769	0.728460446613	57	0.706517449159	0.693246954844	0.716725884338	100	0	0.393789495245	0.428956547871	74
C01	LATIN-EXPANDED	10000	D	D_LINE_PROGRESSION		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-4.80902725782e-06	-1.54860025264e-05	5.85042611469e-06	57	9.96941052837e-05	7.95832726327e-05	0.000119523352813	100	0	-8.5158047597e-06	6.92052158603e-06	74
C01	LATIN-EXPANDED	10000	D	D_LINE_VARIANCE_SHARE		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.162810237907	0.154996307102	0.169713010394	57	0.212819692223	0.194032740173	0.235299632253	100	0	0.156053303553	0.17031680613	74
C01	LATIN-EXPANDED	10000	D	D_LOCUS_COHERENCE		0.21780104712	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.187410199569	0.180961512315	0.194879007278	100	0	0	0	0	0.21780104712	0.0711618849968	0.327009489682	200
C01	LATIN-EXPANDED	10000	D	D_LOCUS_EXCLUSIVITY		0.78219895288	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.812589800431	0.805120992722	0.819038487685	100	0	0	0	0	0.78219895288	0.785712072933	0.810254740641	200
C01	LATIN-EXPANDED	10000	D	D_LOCUS_PROGRESSION		-0.00233140032476	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.00206249155941	-0.00494361264802	0.000609515150009	100	0	0	0	0	-0.00233140032476	-0.00458707055885	0.0123934141041	200
C01	LATIN-EXPANDED	10000	D	D_LOCUS_VARIANCE_SHARE		0.00220039224763	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.00257203666748	0.00141587050116	0.003756656065	100	0	0	0	0	0.00220039224763	0.00159514899942	0.00492038315427	200
C01	LATIN-EXPANDED	10000	D	D_PAGE_COHERENCE		0.0681943924131	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0602154246705	0.057672538132	0.0626400015482	100	0	0	0	0	0.0681943924131	0.0603961233052	0.0649069630363	200
C01	LATIN-EXPANDED	10000	D	D_PAGE_EXCLUSIVITY		0.712191473448	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.745727375597	0.735659986071	0.753030913474	100	0	0	0	0	0.712191473448	0.728563571593	0.742844468414	200
C01	LATIN-EXPANDED	10000	D	D_PAGE_PROGRESSION		-0.000142497387115	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.000123868971074	-0.000662660909331	0.000418465208313	100	0	0	0	0	-0.000142497387115	-0.000506791680383	0.00125322069518	200
C01	LATIN-EXPANDED	10000	D	D_PAGE_VARIANCE_SHARE		0.00985044317999	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0121395232216	0.00949561984973	0.0148942587275	100	0	0	0	0	0.00985044317999	0.00917870583723	0.0157777699897	200
C01	LATIN-EXPANDED	10000	D	D_SECTION_COHERENCE		0.110901859608	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0973000833432	0.0935088200079	0.101691878255	100	0	0	0	0	0.110901859608	0.0975576850268	0.10468547995	200
C01	LATIN-EXPANDED	10000	D	D_SECTION_EXCLUSIVITY		0.793268511593	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.815302974741	0.807595135785	0.821990156028	100	0	0	0	0	0.793268511593	0.802178753393	0.815955027835	200
C01	LATIN-EXPANDED	10000	D	D_SECTION_PROGRESSION		-0.00536882597197	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.00488135591552	-0.0108988591916	0.000101425742026	100	0	0	0	0	-0.00536882597197	-0.015433616407	0.015202673895	200
C01	LATIN-EXPANDED	10000	D	D_SECTION_VARIANCE_SHARE		0.00190372364731	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.00204635879639	0.00112871036126	0.0032580768094	100	0	0	0	0	0.00190372364731	0.00107890783483	0.00356621163525	200
C01	LATIN-EXPANDED	10000	G	G01_ALPHABET_SIZE		31	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	30.75	30	31	100	34.85	33	36	100	31	30	31	200
C01	LATIN-EXPANDED	10000	G	G02_INITIAL_RESTRICTION_DENSITY		0.0322580645161	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.0647204301075	0.0322580645161	0.115241935484	100	0.314592399839	0.264705882353	0.382352941176	100	0.0322580645161	0.0322580645161	0.0968548387097	200
C01	LATIN-EXPANDED	10000	G	G03_FINAL_RESTRICTION_DENSITY		0.129032258065	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.16088172043	0.129032258065	0.225806451613	100	0.0364570972328	0	0.0870378151261	100	0.129032258065	0.129032258065	0.193548387097	200
C01	LATIN-EXPANDED	10000	G	G04_BIGRAM_OCCUPANCY		0.43912591051	0.292438271605	1.83835894243	COMPARABLE		0.409547485258	0.394380853278	0.436138888889	100	0.22621222079	0.206790123457	0.253443526171	100	0.43912591051	0.405827263267	0.444472222222	200
C01	LATIN-EXPANDED	10000	G	G05_TRIGRAM_OCCUPANCY		0.0804941089591	0.0336291152263	0.84277090087	COMPARABLE		0.0722271542611	0.0696854754792	0.0785398148148	100	0.0230046504098	0.0203810871056	0.0268859392826	100	0.0804941089591	0.0724379846262	0.0814833333333	200
C01	LATIN-EXPANDED	10000	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		0.650274844248	0.408488256482	2.59512259711	COMPARABLE		0.650944117705	0.647881511964	0.656997354386	100	0.411186049698	0.404577803466	0.417593805356	100	0.650274844248	0.6478097844	0.6567893414	200
C01	LATIN-EXPANDED	10000	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		0.131728547001	0.0425021352386	6.63492977738	COMPARABLE		0.136298551131	0.133667084586	0.138869784783	100	0.0468134720225	0.044051449801	0.0492819256713	100	0.131728547001	0.133565285453	0.137904024043	200
C01	LATIN-EXPANDED	10000	G	G08_MEAN_SYMBOLS_PER_TOKEN		5.56821032825	4.94629253428	16.7122631547	COMPARABLE		5.56580000854	5.53097771314	5.60567317718	100	4.94468804852	4.89816321161	4.98811015988	100	5.56821032825	5.52532006383	5.60835339286	200
C01	LATIN-EXPANDED	10000	L	L01_LINE_TOKEN_COUNT_MEAN		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	7.30730634688	7.06552464515	7.5297628012	100	0	5.54365605659	5.63842469791	74
