source	target	sign	permutations	empirical_p	fdr_q	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000079	x012775	preferred	1000	1	1	0	0.2372524951	EXPECTED_FROM_NULL
x000079	x015729	preferred	1000	1	1	0	0.1607909633	EXPECTED_FROM_NULL
x000079	x016338	preferred	1000	1	1	0	0.1644363087	EXPECTED_FROM_NULL
x000079	x016342	preferred	1000	0.02897102897	0.2022736106	1	0.2255303581	EXPECTED_FROM_NULL
x000079	x016343	preferred	1000	1	1	0	0.1607909633	EXPECTED_FROM_NULL
x000079	x016890	preferred	1000	1	1	0	0.1654094317	EXPECTED_FROM_NULL
x000079	x016893	preferred	1000	1	1	0	0.2219047155	EXPECTED_FROM_NULL
x000079	x017900	preferred	1000	1	1	0	0.2533660063	EXPECTED_FROM_NULL
x000079	x019162	preferred	1000	1	1	0	0.2150017862	EXPECTED_FROM_NULL
x000079	x025683	preferred	1000	1	1	0	0.1815695211	EXPECTED_FROM_NULL
x000079	x029314	preferred	1000	1	1	0	0.2219047155	EXPECTED_FROM_NULL
x000079	x030474	preferred	10000	0.01139886011	0.1802767368	1	0.1864681257	EXPECTED_FROM_NULL
x000079	x030479	preferred	1000	1	1	0	0.1997821118	EXPECTED_FROM_NULL
x000080	x004167	preferred	1000	0.03496503497	0.21649442	1	0.1186559469	EXPECTED_FROM_NULL
x000080	x012198	preferred	1000	0.01198801199	0.1802767368	1	0.1151606064	EXPECTED_FROM_NULL
x000080	x012337	preferred	1000	1	1	0	0.1249323897	EXPECTED_FROM_NULL
x000080	x012340	preferred	1000	1	1	0	0.1016000354	EXPECTED_FROM_NULL
x000080	x012341	preferred	1000	0.02397602398	0.1877823669	1	0.1029525127	EXPECTED_FROM_NULL
x000080	x016338	preferred	1000	1	1	0	0.1075516297	EXPECTED_FROM_NULL
x000080	x016339	preferred	1000	0.02997002997	0.2022736106	0.5	0.1127661511	EXPECTED_FROM_NULL
x000080	x016342	preferred	1000	1	1	1	0.1153221319	EXPECTED_FROM_NULL
x000080	x016343	preferred	1000	1	1	0	0.09462833376	EXPECTED_FROM_NULL
x000080	x016466	preferred	1000	1	1	0	0.1249323897	EXPECTED_FROM_NULL
x000080	x016891	preferred	1000	1	1	0	0.1370958195	EXPECTED_FROM_NULL
x000080	x016892	preferred	1000	0.01498501499	0.1802767368	1	0.1414722466	EXPECTED_FROM_NULL
x000080	x016893	preferred	1000	1	1	0	0.1269382542	EXPECTED_FROM_NULL
x000080	x016894	preferred	1000	1	1	0	0.1135488955	EXPECTED_FROM_NULL
x000080	x016895	preferred	1000	0.01598401598	0.1802767368	1	0.141133808	EXPECTED_FROM_NULL
x000080	x025680	preferred	1000	0.01798201798	0.1802767368	1	0.1128824534	EXPECTED_FROM_NULL
x000080	x025682	preferred	1000	1	1	1	0.1073430995	EXPECTED_FROM_NULL
x000080	x025684	preferred	1000	1	1	0	0.1396838717	EXPECTED_FROM_NULL
x000080	x028831	preferred	1000	1	1	0	0.1063882809	EXPECTED_FROM_NULL
x000080	x030474	preferred	1000	0.04795204795	0.2442993899	1	0.1347227463	EXPECTED_FROM_NULL
x000080	x030475	preferred	1000	0.03396603397	0.2147430882	1	0.1161333617	EXPECTED_FROM_NULL
x000080	x030477	preferred	10000	0.008699130087	0.1802767368	1	0.09462833376	EXPECTED_FROM_NULL
x000080	x030478	preferred	1000	0.03496503497	0.21649442	1	0.1315041004	EXPECTED_FROM_NULL
x000080	x030479	preferred	1000	1	1	0	0.1340522006	EXPECTED_FROM_NULL
x000080	x031713	preferred	1000	1	1	0	0.1047791332	EXPECTED_FROM_NULL
x000081	x001073	depleted	1000	0.95004995	1	0	0.1376420253	EXPECTED_FROM_NULL
x000081	x012337	preferred	1000	0.04595404595	0.2421485149	1	0.1256257873	EXPECTED_FROM_NULL
x000081	x012339	preferred	1000	0.05994005994	0.2753045641	1	0.1159512009	EXPECTED_FROM_NULL
x000081	x012340	preferred	1000	1	1	1	0.1172466251	EXPECTED_FROM_NULL
x000081	x012341	preferred	1000	0.04195804196	0.232989233	1	0.1220807631	EXPECTED_FROM_NULL
x000081	x016338	preferred	1000	0.04695304695	0.2421485149	1	0.1256914128	EXPECTED_FROM_NULL
x000081	x016341	preferred	1000	0.04695304695	0.2421485149	1	0.1129785458	EXPECTED_FROM_NULL
x000081	x016342	preferred	1000	1	1	0	0.1030882897	EXPECTED_FROM_NULL
x000081	x016343	preferred	1000	1	1	0	0.1148232184	EXPECTED_FROM_NULL
x000081	x016476	preferred	1000	1	1	0	0.09536843096	EXPECTED_FROM_NULL
x000081	x016892	preferred	1000	1	1	0	0.1022548437	EXPECTED_FROM_NULL
x000081	x016894	preferred	1000	1	1	0	0.1204173756	EXPECTED_FROM_NULL
x000081	x025683	preferred	1000	0.01198801199	0.1802767368	0.5	0.09960662612	EXPECTED_FROM_NULL
x000081	x025684	preferred	10000	0.000599940006	0.1130117757	0.5	0.1363421842	EXPECTED_FROM_NULL
x000081	x025685	preferred	1000	0.01898101898	0.1802767368	1	0.1039986085	EXPECTED_FROM_NULL
x000081	x028631	preferred	1000	1	1	0	0.1174172041	EXPECTED_FROM_NULL
x000081	x030475	preferred	1000	1	1	0	0.1365435676	EXPECTED_FROM_NULL
x000081	x030476	preferred	1000	1	1	0	0.1103271295	EXPECTED_FROM_NULL
x000081	x030477	preferred	1000	1	1	0	0.1132266038	EXPECTED_FROM_NULL
x000081	x030478	preferred	1000	0.09490509491	0.3716526011	1	0.1406698478	EXPECTED_FROM_NULL
x000081	x031713	preferred	1000	1	1	0	0.1102296599	EXPECTED_FROM_NULL
x000082	x012341	preferred	1000	1	1	0	0.1411838038	EXPECTED_FROM_NULL
x000082	x012774	preferred	1000	1	1	0	0.1288822221	EXPECTED_FROM_NULL
x000082	x016142	preferred	1000	0.01898101898	0.1802767368	1	0.1335238434	EXPECTED_FROM_NULL
x000082	x016338	preferred	1000	1	1	0	0.1241994433	EXPECTED_FROM_NULL
x000082	x016339	preferred	10000	0.003799620038	0.1802767368	0.5	0.1736287165	EXPECTED_FROM_NULL
x000082	x016343	preferred	1000	1	1	1	0.149846917	EXPECTED_FROM_NULL
x000082	x016890	preferred	1000	1	1	1	0.149846917	EXPECTED_FROM_NULL
x000082	x016891	preferred	1000	1	1	0	0.2565404688	EXPECTED_FROM_NULL
x000082	x016894	preferred	1000	1	1	0	0.1244097562	EXPECTED_FROM_NULL
x000082	x028830	preferred	1000	1	1	0	0.1411838038	EXPECTED_FROM_NULL
x000082	x028831	preferred	1000	1	1	0	0.1479546657	EXPECTED_FROM_NULL
x000082	x030479	preferred	1000	1	1	0	0.1315031844	EXPECTED_FROM_NULL
x000082	x030934	preferred	1000	1	1	1	0.1185562204	EXPECTED_FROM_NULL
x000082	x031455	preferred	1000	1	1	0	0.1688897093	EXPECTED_FROM_NULL
x000083	x010070	preferred	1000	1	1	0	0.09240201567	EXPECTED_FROM_NULL
x000083	x012198	preferred	1000	1	1	0	0.09287044903	EXPECTED_FROM_NULL
x000083	x016338	preferred	1000	1	1	1	0.07712338524	EXPECTED_FROM_NULL
x000083	x016339	preferred	1000	1	1	0	0.09791704367	EXPECTED_FROM_NULL
x000083	x016341	preferred	1000	1	1	1	0.0834381463	EXPECTED_FROM_NULL
x000083	x016481	preferred	1000	0.02197802198	0.1833793583	1	0.08538218785	EXPECTED_FROM_NULL
x000083	x016890	preferred	1000	0.01698301698	0.1802767368	0.5	0.09184411889	EXPECTED_FROM_NULL
x000083	x016891	preferred	1000	1	1	0	0.09211868625	EXPECTED_FROM_NULL
x000083	x016892	preferred	1000	1	1	1	0.08217470763	EXPECTED_FROM_NULL
x000083	x016893	preferred	1000	0.09290709291	0.3672542147	1	0.1018446997	EXPECTED_FROM_NULL
x000083	x016894	preferred	1000	1	1	1	0.09893557992	EXPECTED_FROM_NULL
x000083	x017898	preferred	1000	1	1	0	0.08679322238	EXPECTED_FROM_NULL
x000083	x019160	preferred	1000	1	1	0	0.1047849294	EXPECTED_FROM_NULL
x000083	x025683	preferred	1000	1	1	1	0.08185494344	EXPECTED_FROM_NULL
x000083	x028832	preferred	1000	1	1	1	0.0808010271	EXPECTED_FROM_NULL
x000083	x030474	preferred	1000	1	1	1	0.09369144791	EXPECTED_FROM_NULL
x000083	x030476	preferred	1000	1	1	0	0.08538218785	EXPECTED_FROM_NULL
x000083	x030478	preferred	1000	1	1	1	0.1210366671	EXPECTED_FROM_NULL
x000083	x030479	preferred	1000	1	1	0	0.1228079569	EXPECTED_FROM_NULL
x000083	x030930	preferred	1000	1	1	0	0.08654905593	EXPECTED_FROM_NULL
x000120	x000078	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x013257	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x013379	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x014156	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x014157	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x015013	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x015014	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x018181	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028392	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028395	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028397	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028426	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028578	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x028580	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000120	x031188	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x013375	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x013418	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x014157	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x014159	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x015012	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x015013	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x015014	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x028392	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x028394	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x028396	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x028578	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000122	x028906	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x001579	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x011118	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x015012	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x015014	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x015015	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x015017	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x019323	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x028469	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x028905	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000123	x031188	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x001578	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x013056	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x014154	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x017526	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x028397	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000124	x028905	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x013378	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x014155	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x015012	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x015015	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x015016	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x028393	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x028578	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x028580	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000125	x028903	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x001072	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x003829	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x013872	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x015016	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x018181	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x023781	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000609	x028902	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x006978	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x013418	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x013874	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x014158	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x015012	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x015014	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x019146	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x019417	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x023528	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x023779	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x024825	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x028387	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x028389	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x028392	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x028393	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x028394	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x030479	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x030839	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000816	x030946	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x000120	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x005325	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x006978	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x013056	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x013872	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x013873	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x016786	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x018184	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x018556	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x019342	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x028391	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x028392	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x028397	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x028579	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x031455	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000817	x032103	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x000122	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x000123	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x001417	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x003806	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x012141	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x013874	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x015475	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x018555	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x019339	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x028393	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x028395	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x028397	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x028579	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x030477	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000818	x030942	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000819	x000125	depleted	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x001046	depleted	1000	0.982017982	1	0	1	INSUFFICIENT_SUPPORT
x000819	x012141	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x013034	depleted	1000	0.99000999	1	0	1	INSUFFICIENT_SUPPORT
x000819	x013419	preferred	1000	0.00999000999	1	1	1	INSUFFICIENT_SUPPORT
x000819	x013420	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x013875	depleted	1000	0.978021978	1	0	1	INSUFFICIENT_SUPPORT
x000819	x014956	depleted	1000	0.963036963	1	0	1	INSUFFICIENT_SUPPORT
x000819	x018181	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x023528	depleted	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x025875	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028389	depleted	1000	0.967032967	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028391	depleted	1000	0.992007992	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028393	depleted	1000	0.9320679321	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028394	depleted	1000	0.9280719281	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028395	depleted	1000	0.963036963	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028397	depleted	1000	0.9320679321	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028580	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x028583	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x030167	depleted	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x030476	preferred	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000819	x030835	depleted	1000	1	1	0	1	INSUFFICIENT_SUPPORT
x000820	x006978	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x013421	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x017369	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x018555	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x019418	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x019421	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x028395	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x028580	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000820	x028582	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x000123	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x000125	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x012141	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x013874	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x018557	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x019304	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x019306	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x019323	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x019339	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x019419	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x023528	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x028393	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x028394	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x028395	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x028396	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x028578	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000821	x030158	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000954	x000080	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000954	x014158	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000954	x018698	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000955	x000079	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000955	x000122	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000955	x000820	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000955	x018699	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000955	x025877	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000956	x013877	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000956	x014157	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000958	x013271	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000958	x018698	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000958	x019048	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000958	x028393	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000959	x000080	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000959	x001583	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000959	x025874	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000959	x025877	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x000959	x031580	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001046	x019117	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001048	x013876	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001049	x000081	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001049	x013874	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001049	x013876	preferred	1000	0.000999000999	1	0	0	INSUFFICIENT_SUPPORT
x001068	x000078	depleted	1000	0.975024975	1	0.5	0.1204568383	EXPECTED_FROM_NULL
x001068	x000079	depleted	1000	0.7522477522	1	0	0.1506112521	EXPECTED_FROM_NULL
x001068	x000080	depleted	1000	0.953046953	1	1	0.1640208145	EXPECTED_FROM_NULL
x001068	x000081	depleted	1000	0.972027972	1	1	0.1637660949	EXPECTED_FROM_NULL
x001068	x000082	depleted	1000	0.7062937063	1	0	0.1103106395	EXPECTED_FROM_NULL
x001068	x000083	depleted	1000	0.7142857143	1	1	0.1338259474	EXPECTED_FROM_NULL
x001068	x003833	preferred	1000	1	1	0	0.1029420029	EXPECTED_FROM_NULL
x001068	x008387	preferred	1000	1	1	1	0.0988570381	EXPECTED_FROM_NULL
