token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x013061	outgoing	119	4	2	0.9971978635	0.9971989018	0.9960814049	0.0007884396192	0.5198934042	0.5155914844	0.3995955678	0.8392053973	0.2177822178	0.1038961039	0.3754601013	1	0.2747252747	INSUFFICIENT_SUPPORT	false
x013376	outgoing	28	1	1	0	0	1	0	0	0	0	0.1829085457	0.000999000999	0.000999000999	0.4352814502	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013379	outgoing	34	1	1	0	0	1	0	0	0	0	0.1829085457	0.000999000999	0.000999000999	0.4334096211	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013417	outgoing	93	2	2	0.9994364347	0.9994364347	0.9994364347	0	0.3910966463	0.3910966463	0.3056225838	0.8260869565	0.000999000999	0.000999000999	0.4319049047	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013418	outgoing	108	6	4	0.998498066	0.9983114148	0.9977499627	0.0003459577756	0.6007005546	0.5999335045	0.4438027375	0.8655672164	0.008991008991	0.3516483516	0.3998355818	1	0.000999000999	REPRODUCIBLY_BROAD	false
x013419	outgoing	74	2	1	0.9994364347	0.9994364347	0.9994364347	0	0.4158460663	0.4158460663	0.3391471022	0.8290854573	0.000999000999	0.000999000999	0.3770048559	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013420	outgoing	71	2	2	0.9988808098	0.9988808098	0.9988808098	0	0.5103918751	0.5103918751	0.4376985015	0.844077961	0.000999000999	0.000999000999	0.4174574135	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013872	outgoing	199	13	4	0.9963258867	0.9964184037	0.9945401015	0.0008146192315	0.5846563855	0.5819470328	0.4247543528	0.8087879137	0.1468531469	0.1478521479	0.3595309658	1	0.4995004995	INSUFFICIENT_SUPPORT	false
x013873	outgoing	204	12	4	0.9963919107	0.996196571	0.9939889472	0.001155367179	0.5694041538	0.5766015551	0.4008969648	0.811844078	0.03496503497	0.03096903097	0.3654191921	1	0.7962037962	INSUFFICIENT_SUPPORT	true
x013874	outgoing	210	19	4	0.9962346592	0.9960814049	0.9934422768	0.001107782241	0.5888093199	0.5846232119	0.4157418325	0.8187485205	0.03796203796	0.003996003996	0.367704357	1	0.7262737263	INSUFFICIENT_SUPPORT	true
x013875	outgoing	226	22	4	0.9965128874	0.9966507031	0.9934422768	0.001253512769	0.5950337817	0.5869384795	0.4139560123	0.8032574622	0.004995004995	0.006993006993	0.3682008709	1	0.7262737263	INSUFFICIENT_SUPPORT	true
x013876	outgoing	201	12	4	0.9962029394	0.9960929751	0.9933294182	0.001231068538	0.5954209954	0.5908445086	0.4418794537	0.8232133933	0.1458541459	0.1128871129	0.3693255814	1	0.7582417582	INSUFFICIENT_SUPPORT	false
x013877	outgoing	196	15	4	0.9970908684	0.9971930914	0.9944304838	0.001101740467	0.5877320713	0.5883574837	0.421126586	0.8169915042	0.1488511489	0.004995004995	0.3646799554	1	0.3986013986	INSUFFICIENT_SUPPORT	false
x014154	outgoing	108	1	1	0	0	1	0	0	0	0	0.1454272864	0.000999000999	0.000999000999	0.4732150663	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014155	outgoing	119	2	2	0.996634974	0.996634974	0.996634974	0	0.315400873	0.315400873	0.2338043946	0.6911544228	0.000999000999	0.000999000999	0.3981019815	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014156	outgoing	111	5	3	0.9956927315	0.9955983035	0.9945401015	0.0008414899669	0.5308650149	0.5335661849	0.3801223568	0.8290854573	0.1658341658	0.1308691309	0.3694621117	1	0.997002997	INSUFFICIENT_SUPPORT	false
x014157	outgoing	103	3	2	0.9970228017	0.9972129683	0.9960929941	0.0008508155651	0.4697494159	0.4711539259	0.3508946423	0.8175912044	0.9260739261	0.5244755245	0.4229726475	1	0.986013986	INSUFFICIENT_SUPPORT	false
x014158	outgoing	112	2	2	0.9951114656	0.9951114656	0.9951114656	0	0.4391280051	0.4391280051	0.368264441	0.8455772114	0.000999000999	0.000999000999	0.4167322915	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014159	outgoing	126	5	3	0.9950512254	0.9950475534	0.9935531345	0.001043059451	0.4966352962	0.4753330774	0.3463965622	0.7820089955	0.968031968	0.952047952	0.3803184898	1	0.977022977	INSUFFICIENT_SUPPORT	false
x014952	outgoing	88	1	1	0	0	1	0	0	0	0	0.1364317841	0.000999000999	0.000999000999	0.3302744724	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014953	outgoing	81	2	1	0.9962186806	0.9962186806	0.9962186806	0	0.3589810477	0.3589810477	0.2779272236	0.6461769115	0.000999000999	0.000999000999	0.3596802743	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014956	outgoing	87	2	1	0.9960814049	0.9960814049	0.9960814049	0	0.3328873967	0.3328873967	0.2565550976	0.64017991	0.000999000999	0.000999000999	0.3590670126	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x014957	outgoing	70	1	1	0	0	1	0	0	0	0	0.2968515742	0.000999000999	0.000999000999	0.4149735911	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x015012	outgoing	127	4	3	0.9954377073	0.9949762965	0.9939889472	0.00138788172	0.4472553731	0.4477369742	0.3050451376	0.7968515742	0.7322677323	0.05594405594	0.3702120223	1	0.993006993	INSUFFICIENT_SUPPORT	false
x015013	outgoing	101	1	1	0	0	1	0	0	0	0	0.1739130435	0.000999000999	0.000999000999	0.3982211717	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x015014	outgoing	121	3	3	0.9966384211	0.9966407669	0.9960814049	0.0005558469284	0.5405080955	0.5147663861	0.4247734448	0.7456271864	0.8201798202	0.8821178821	0.3716184315	1	0.958041958	INSUFFICIENT_SUPPORT	false
x015015	outgoing	130	5	3	0.994191409	0.9939941467	0.9924603601	0.0008731096754	0.53216296	0.5104610217	0.3510860292	0.8380809595	0.4945054945	0.1698301698	0.3644544108	1	0.992007992	INSUFFICIENT_SUPPORT	false
x015016	outgoing	114	4	3	0.995808946	0.9958097744	0.9949762965	0.000765617085	0.4778558004	0.4694607185	0.3436766971	0.7983508246	0.5874125874	0.7952047952	0.3693222663	1	0.989010989	INSUFFICIENT_SUPPORT	false
x015017	outgoing	104	3	3	0.995980833	0.9960929561	0.9950957728	0.0008346660645	0.4355092513	0.4451758645	0.3190907516	0.8115942029	0.1318681319	0.6573426573	0.3672766886	1	0.9490509491	INSUFFICIENT_SUPPORT	false
x018180	outgoing	46	1	1	0	0	1	0	0	0	0	0.1604197901	0.000999000999	0.000999000999	0.4183125225	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018181	outgoing	65	2	1	0.9988716181	0.9988716181	0.9988716181	0	0.4303645167	0.4303645167	0.3327737241	0.832083958	0.000999000999	0.000999000999	0.458052171	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018184	outgoing	62	1	1	0	0	1	0	0	0	0	0.167916042	0.000999000999	0.000999000999	0.4000377867	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018185	outgoing	73	2	1	0.9983231061	0.9983231061	0.9983231061	0	0.4277579394	0.4277579394	0.329488937	0.8305847076	0.000999000999	0.000999000999	0.4571164638	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x019044	outgoing	192	13	4	0.9963584947	0.9962018334	0.99442476	0.0009203897173	0.5492447108	0.5544956507	0.4037864652	0.8060200669	1	0.6533466533	0.3768584231	1	0.9340659341	INSUFFICIENT_SUPPORT	false
x019045	outgoing	168	6	3	0.996128751	0.9960929561	0.9949762965	0.00071167593	0.510894136	0.5084999817	0.3828480761	0.8258370815	0.981018981	0.9420579421	0.3763321795	1	0.4575424575	INSUFFICIENT_SUPPORT	false
x019046	outgoing	189	14	4	0.9963922696	0.9962018334	0.99442476	0.001071640381	0.5719516709	0.5713916707	0.3864219636	0.8419361748	0.9330669331	0.5084915085	0.3786503973	1	0.06693306693	INSUFFICIENT_SUPPORT	false
x019047	outgoing	186	13	4	0.9965497985	0.9966407669	0.9938891216	0.0009592893648	0.5829898653	0.5706947431	0.4255455456	0.8011763349	0.993006993	0.4555444555	0.3673380863	1	0.8971028971	INSUFFICIENT_SUPPORT	false
x019048	outgoing	200	16	4	0.9963825558	0.9966407669	0.993453167	0.001254882166	0.5835888064	0.5836701497	0.4228515609	0.8231821589	0.998001998	0.8671328671	0.371690334	1	0.8571428571	INSUFFICIENT_SUPPORT	false
x019049	outgoing	178	12	4	0.99698736	0.9966507031	0.9949762965	0.0009121760045	0.5625160999	0.5530103849	0.3840054214	0.8167166417	0.9000999001	0.7982017982	0.3842176362	1	0.2617382617	INSUFFICIENT_SUPPORT	false
x024822	outgoing	22	1	1	0	0	1	0	0	0	0	0.1364317841	0.000999000999	0.000999000999	0.3658325278	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028386	outgoing	102	1	1	0	0	1	0	0	0	0	0.3253373313	0.000999000999	0.000999000999	0.3164347073	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028387	outgoing	115	3	2	0.9948809867	0.9945562024	0.9944304838	0.0006743545087	0.4888215737	0.4835921431	0.3758908737	0.8185907046	0.7552447552	0.6983016983	0.390360079	1	0.997002997	INSUFFICIENT_SUPPORT	false
x028389	outgoing	93	1	1	0	0	1	0	0	0	0	0.143928036	0.000999000999	0.000999000999	0.4732150663	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028390	outgoing	110	3	1	0.9936949448	0.993877708	0.9933294182	0.0003165552452	0.4264613191	0.4234580646	0.3150189217	0.7541229385	0.3106893107	0.3756243756	0.3553589325	1	1	INSUFFICIENT_SUPPORT	false
x028392	outgoing	363	41	4	0.9991594195	0.9994364347	0.9971930914	0.000536760419	0.6009906653	0.5955180124	0.4320590814	0.8021355176	0.005994005994	0.3516483516	0.3546333148	1	0.002997002997	REPRODUCIBLY_BROAD	false
x028393	outgoing	409	41	4	0.998812576	0.9988716181	0.996196571	0.0007632530336	0.5934843573	0.5929794573	0.4300364449	0.8103996782	0.04095904096	0.5384615385	0.3678738458	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028394	outgoing	402	45	4	0.9988115537	0.9988716181	0.9955265926	0.0008704869042	0.5979292105	0.5951975562	0.4232280754	0.8179910045	0.005994005994	0.2917082917	0.3647190951	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028395	outgoing	382	46	4	0.9990217487	0.9994364347	0.995643388	0.0008199299565	0.6012689058	0.5997470422	0.4352087805	0.8055537449	0.003996003996	0.5494505495	0.3665402767	1	0.001998001998	REPRODUCIBLY_BROAD	false
x028396	outgoing	375	41	4	0.998770813	0.9988716181	0.9960814049	0.0007771999186	0.6022471675	0.5992068713	0.4328470078	0.8161041431	0.000999000999	0.4415584416	0.3702243839	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028397	outgoing	394	49	4	0.9990434683	0.9988774814	0.9971930914	0.0006685802254	0.6027762119	0.596845538	0.4342687834	0.796101949	0.000999000999	0.1768231768	0.367139206	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028902	outgoing	183	14	4	0.9967167085	0.9966449444	0.993877708	0.0009666357454	0.5955385116	0.5946118995	0.4276947629	0.8567144999	0.1018981019	0.008991008991	0.3711732448	1	0.4095904096	INSUFFICIENT_SUPPORT	false
x028903	outgoing	176	5	4	0.9964043181	0.9964268273	0.9946581413	0.001151260818	0.4960243724	0.478011821	0.3488421839	0.8245877061	0.8271728272	0.3546453546	0.3647995976	1	0.8001998002	INSUFFICIENT_SUPPORT	false
x028904	outgoing	187	11	4	0.9964177679	0.9960814049	0.9950894885	0.0007694895285	0.5519702333	0.5464907448	0.4006037943	0.8483031212	0.1298701299	0.1678321678	0.367704357	1	0.7652347652	INSUFFICIENT_SUPPORT	false
x028905	outgoing	203	20	4	0.9968110594	0.9966449444	0.993877708	0.001019772044	0.5731418764	0.5833394436	0.4134606057	0.8155172414	0.5434565435	0.3126873127	0.3657140177	1	0.4995004995	INSUFFICIENT_SUPPORT	false
x028906	outgoing	176	11	4	0.9965792948	0.9966407669	0.9949762965	0.0007526402129	0.5684738247	0.5716612768	0.4002422774	0.8417609377	0.6633366633	0.06193806194	0.3721542775	1	0.5214785215	INSUFFICIENT_SUPPORT	false
x028907	outgoing	168	8	4	0.9975551803	0.9971930914	0.996634974	0.0006874456264	0.5605663915	0.5629976111	0.3967123811	0.8403298351	0.3066933067	0.1868131868	0.372706506	1	0.01198801199	REPRODUCIBLY_BROAD	false
x030835	outgoing	90	4	4	0.9977524609	0.9977528767	0.9971930914	0.0005001329246	0.5066037137	0.509516653	0.3792989152	0.8328335832	0.5284715285	0.8931068931	0.3849658958	1	0.1298701299	INSUFFICIENT_SUPPORT	false
x030836	outgoing	91	4	3	0.995808946	0.9958097744	0.9949762965	0.000765617085	0.5685454419	0.5594315021	0.4317222814	0.8643178411	0.3626373626	0.5014985015	0.420382012	1	0.9490509491	INSUFFICIENT_SUPPORT	false
x030837	outgoing	96	2	1	0.9966581462	0.9966581462	0.9966581462	0	0.4536692674	0.4536692674	0.387783837	0.8635682159	0.000999000999	0.000999000999	0.3823113917	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x030838	outgoing	99	3	3	0.9962797183	0.9966581462	0.9949762965	0.001161406436	0.4806524555	0.4651797471	0.3809374066	0.8070964518	0.7192807193	0.5884115884	0.3943953468	1	0.989010989	INSUFFICIENT_SUPPORT	false
x030839	outgoing	108	8	3	0.9972764966	0.9972047123	0.9955265926	0.0007381897449	0.5920786564	0.5906096861	0.420192499	0.8735007496	0.2127872128	0.5874125874	0.3981425749	1	0.5544455544	INSUFFICIENT_SUPPORT	false
x030942	outgoing	47	2	2	0.9950894885	0.9950894885	0.9950894885	0	0.4186003331	0.4186003331	0.3560297476	0.8575712144	0.000999000999	0.000999000999	0.3337689822	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x030943	outgoing	56	1	1	0	0	1	0	0	0	0	0.1694152924	0.000999000999	0.000999000999	0.4288859878	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x030945	outgoing	66	2	2	0.9971930914	0.9971930914	0.9971930914	0	0.4846174462	0.4846174462	0.4178336306	0.8395802099	0.000999000999	0.000999000999	0.4362356036	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x030946	outgoing	59	1	1	0	0	1	0	0	0	0	0.1694152924	0.000999000999	0.000999000999	0.4307778331	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x031578	outgoing	72	1	1	0	0	1	0	0	0	0	0.1724137931	0.000999000999	0.000999000999	0.3904555315	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032100	outgoing	83	2	1	0.9960814049	0.9960814049	0.9960814049	0	0.3986154491	0.3986154491	0.335265976	0.748125937	0.000999000999	0.000999000999	0.3575895208	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032101	outgoing	92	1	1	0	0	1	0	0	0	0	0.311844078	0.000999000999	0.000999000999	0.3125873034	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032102	outgoing	90	2	2	0.9939941467	0.9939941467	0.9939941467	0	0.441111126	0.441111126	0.3801079097	0.7541229385	0.000999000999	0.000999000999	0.3926642246	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032103	outgoing	92	1	1	0	0	1	0	0	0	0	0.1544227886	0.000999000999	0.000999000999	0.3943953468	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x032104	outgoing	89	3	2	0.9955300174	0.9955323508	0.9949762965	0.0005525578844	0.4463897566	0.4521946346	0.3208377888	0.80009995	0.2467532468	0.7612387612	0.3963293265	1	0.6093906094	INSUFFICIENT_SUPPORT	false
x032105	outgoing	97	3	2	0.996639265	0.996634974	0.9960814049	0.0005600179501	0.4454564489	0.4421226174	0.3017082173	0.7741129435	0.04495504496	0.3976023976	0.3394235857	1	0.7302697303	INSUFFICIENT_SUPPORT	false
x000078	incoming	176	3	1	0.9937799745	0.9929000577	0.9929000577	0.001524060518	0.4827912234	0.4908706273	0.365117753	0.7851074463	0.1848151848	0.5994005994	0.3576789494	1	0.8451548452	INSUFFICIENT_SUPPORT	false
x000079	incoming	165	2	2	0.9952788787	0.9952788787	0.9952788787	0	0.3962088863	0.3962088863	0.2948775694	0.7526236882	0.000999000999	0.000999000999	0.3620461363	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000080	incoming	179	6	4	0.994573433	0.99442476	0.99442476	0.0003923472322	0.549004733	0.5384976784	0.367131725	0.8490754623	0.000999000999	0.01198801199	0.3739332326	1	0.7312687313	INSUFFICIENT_SUPPORT	true
x000081	incoming	194	4	3	0.9938455037	0.9936599924	0.9928948892	0.0007586625005	0.4511517427	0.4583238694	0.2988333224	0.808095952	0.7732267732	0.5274725275	0.3502672482	1	0.9350649351	INSUFFICIENT_SUPPORT	false
x000082	incoming	185	2	2	0.9939889472	0.9939889472	0.9939889472	0	0.3901826053	0.3901826053	0.3120864855	0.7421289355	0.000999000999	0.000999000999	0.3470255563	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000083	incoming	192	6	3	0.9936497311	0.9933716347	0.9922631345	0.0009633608858	0.5496375954	0.548835289	0.3894011148	0.8415792104	0.4665334665	0.02897102897	0.3703526315	1	0.7252747253	INSUFFICIENT_SUPPORT	false
x001069	incoming	196	1	1	0	0	1	0	0	0	0	0.1484257871	0.000999000999	0.000999000999	0.4229726475	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x012676	incoming	64	1	1	0	0	1	0	0	0	0	0.1454272864	0.000999000999	0.000999000999	0.3665557237	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013057	incoming	126	2	2	0.9929000577	0.9929000577	0.9929000577	0	0.4449271746	0.4449271746	0.3644201214	0.7526236882	0.000999000999	0.000999000999	0.3842368981	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013418	incoming	108	3	3	0.9936983253	0.993335108	0.993335108	0.0006291108486	0.5040086527	0.5045835371	0.3792286026	0.8325837081	0.7652347652	0.0999000999	0.392605481	1	0.8351648352	INSUFFICIENT_SUPPORT	false
x013419	incoming	74	1	1	0	0	1	0	0	0	0	0.1709145427	0.000999000999	0.000999000999	0.392605481	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013872	incoming	199	2	1	0.99442476	0.99442476	0.99442476	0	0.4227369168	0.4227369168	0.3420278363	0.7391304348	0.000999000999	0.000999000999	0.3847883992	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x013873	incoming	204	3	2	0.9940600587	0.993877708	0.993877708	0.0003158405868	0.4256755347	0.4293277264	0.3082729938	0.8025987006	0.1348651349	0.5004995005	0.3943953468	1	0.7712287712	INSUFFICIENT_SUPPORT	false
x013874	incoming	210	3	2	0.9936949448	0.993877708	0.9933294182	0.0003165552452	0.4606337021	0.4593753102	0.3361233997	0.8130934533	0.04495504496	0.1278721279	0.3706464586	1	0.6463536464	INSUFFICIENT_SUPPORT	false
x013875	incoming	226	5	3	0.9940462634	0.9939889472	0.993335108	0.000413662595	0.4823869766	0.501026197	0.34078273	0.76011994	0.3866133866	0.7682317682	0.3747084735	1	0.979020979	INSUFFICIENT_SUPPORT	false
x013876	incoming	201	6	4	0.9933915608	0.993877708	0.9906541255	0.001469818239	0.5786865139	0.5792514369	0.4373225474	0.8395802099	0.2987012987	0.3026973027	0.3804870978	1	0.01998001998	REPRODUCIBLY_BROAD	false
x013877	incoming	196	4	3	0.9937081081	0.9933373178	0.9922461662	0.00132874079	0.5214921198	0.521027423	0.3882620784	0.8710644678	0.03996003996	0.0989010989	0.3815782436	1	0.6313686314	INSUFFICIENT_SUPPORT	false
x014953	incoming	81	1	1	0	0	1	0	0	0	0	0.3313343328	0.000999000999	0.000999000999	0.3750260187	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x015012	incoming	127	2	2	0.99442476	0.99442476	0.99442476	0	0.3291709306	0.3291709306	0.249995026	0.8305847076	0.000999000999	0.000999000999	0.379160526	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x019046	incoming	189	1	1	0	0	1	0	0	0	0	0.3163418291	0.000999000999	0.000999000999	0.3215631773	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028392	incoming	363	24	4	0.9930200963	0.9928595562	0.9895585574	0.001356740475	0.5611620885	0.5585108128	0.4012094826	0.8109695152	0.9000999001	0.4865134865	0.3416055814	1	0.8921078921	INSUFFICIENT_SUPPORT	false
x028393	incoming	409	25	4	0.9925393512	0.9927855818	0.9886035639	0.001398569251	0.5934816854	0.5732096726	0.4065355269	0.8250074963	0.003996003996	0.5894105894	0.3621481071	1	0.8981018981	INSUFFICIENT_SUPPORT	false
x028394	incoming	402	28	4	0.9931099144	0.9933294182	0.9896561242	0.001204719044	0.5915895707	0.5910219031	0.4151726763	0.8252837867	0.08891108891	0.02297702298	0.3643566549	1	0.6893106893	INSUFFICIENT_SUPPORT	false
x028395	incoming	382	30	4	0.992912201	0.9933294182	0.9881751091	0.001375900937	0.5899282093	0.5833138073	0.4185730785	0.8229885057	0.3616383616	0.8181818182	0.3624785017	1	0.8731268731	INSUFFICIENT_SUPPORT	false
x028396	incoming	375	23	4	0.9929521544	0.993335108	0.9886215294	0.001432863692	0.5851237828	0.5741108965	0.4222952135	0.8166351607	0.1118881119	0.2007992008	0.3589133922	1	0.2857142857	INSUFFICIENT_SUPPORT	false
x028397	incoming	394	29	4	0.9929578185	0.9932112236	0.9891292258	0.001232012883	0.5960368328	0.5908159715	0.4361261823	0.8181771183	0.06293706294	0.7532467532	0.3595930847	1	0.7682317682	INSUFFICIENT_SUPPORT	false
x028902	incoming	183	1	1	0	0	1	0	0	0	0	0.1589205397	0.000999000999	0.000999000999	0.3921056186	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028903	incoming	176	1	1	0	0	1	0	0	0	0	0.1409295352	0.000999000999	0.000999000999	0.3357277625	1	0.000999000999	INSUFFICIENT_SUPPORT	false
