metric_id	family	regime	value	status	reason
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_10	0.638398204063	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_5	0.607363354783	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	MATCHED_VOCAB	0.609682877064	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_100	0.670355150085	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_250	0.634963206388	COMPARABLE	
S04_REPEATED_BIGRAM_TYPES	S		1055	COMPARABLE	
S05_REPEATED_TRIGRAM_TYPES	S		271	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_10	0.0869565217391	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_5	0.148148148148	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.153846153846	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_100	0.125	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_250	0.08	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_10	0.565217391304	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_5	0.592592592593	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.576923076923	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_100	0.541666666667	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_250	0.56	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_10	0.346654778465	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_5	0.311972701553	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	MATCHED_VOCAB	0.314989811605	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_100	0.380517220046	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_250	0.343553312929	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T		5.56821032825	COMPARABLE	
T02_TOKEN_LENGTH_SD	T		2.95511393791	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T		0.349414593351	COMPARABLE	
T04_HAPAX_RATIO	T		0.679581151832	COMPARABLE	
T05_PREFIX_DIVERSITY	T		0.00448765893792	COMPARABLE	
T06_SUFFIX_DIVERSITY	T		0.00403889304413	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T		0.000305757013813	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T		0.260732984293	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T		0.360076276044	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T		0.311833073088	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T		0.0860215053763	COMPARABLE	
