metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
S07_DEPLETED_TRANSITION_FRACTION[FREQ_GE_5]	S	0	0.421221864952		0	NOT_COMPARABLE	metric absent from pre-frozen scale
S07_DEPLETED_TRANSITION_FRACTION[MATCHED_VOCAB]	S	0	0.419141914191		0	NOT_COMPARABLE	metric absent from pre-frozen scale
S07_DEPLETED_TRANSITION_FRACTION[TOP_100]	S	0	0.427652733119		0	NOT_COMPARABLE	metric absent from pre-frozen scale
S07_DEPLETED_TRANSITION_FRACTION[TOP_250]	S	0	0.419141914191		0	NOT_COMPARABLE	metric absent from pre-frozen scale
S08_HIGHER_ORDER_PREDICTIVE_GAIN[FREQ_GE_10]	S	0.49255600864	0.415422635539		1.04706570232	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[FREQ_GE_5]	S	0.4465275951	0.403957163576		0.877711467807	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[MATCHED_VOCAB]	S	0.49255600864	0.358626954551		10.0672439387	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[TOP_100]	S	0.582878688499	0.414089248569		5.65897817038	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN[TOP_250]	S	0.547614214256	0.358626954551		11.2531473775	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T	4.94629253428	2		51.6168075088	COMPARABLE	
T02_TOKEN_LENGTH_SD	T	1.83794584085	0		55.8038212129	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T	0.209344845099	0.0173947895792		9.11750272741	COMPARABLE	
T04_HAPAX_RATIO	T	0.690077632217	0.225806451613		64.7937917291	COMPARABLE	
T05_PREFIX_DIVERSITY	T	0.00327510917031	0.138248847926		536.191770477	COMPARABLE	
T06_SUFFIX_DIVERSITY	T	0.00436681222707	0.0645161290323		286.396521692	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T	0.000880667248108	0.128008192524		1225.01540595	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T	0.83770014556	1		10.2941122058	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T	0.3099957714	0.608934137396		30.0248220383	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T	0.641587925628	0.87874440725		19.1308374656	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T	0	0.666666666667		0	NOT_COMPARABLE	metric absent from pre-frozen scale
d_G	G				15.3299012923	COMPARABLE	
d_T	T				228.838539301	COMPARABLE	
d_S	S				22.3460658064	COMPARABLE	
d_L	L				21.538103467	COMPARABLE	
d_D	D				145.312352727	COMPARABLE	
