rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
22	x019146	x019046	0.307491	0.746835	page	0.084746	0.254237	0.209394	2.615948	0.019802	19.733333	0.000000	0.689231	1	0
23	x001578	x000080	0.306357	0.818182	page	0.077778	0.288889	0.236756	3.541070	0.00990099	19.692308	0.115385	0.647474	1	3
24	x018602	x028393	0.306035	0.729730	page	0.037037	0.462963	0.422110	1.367762	0.138614	22.920000	0.000000	1.235439	2	0
25	x028392	x001068	0.305281	0.944444	page	0.071104	0.291982	-0.119783	3.397690	0.00990099	20.404145	0.000000	1.209974	12	19
26	x019047	x028903	0.304683	0.888268	page	0.025157	0.276730	0.163948	2.934117	0.019802	26.000000	0.000000	0.742525	0	3
27	x012673	x001072	0.304567	0.784946	page	0.027397	0.178082	0.146832	2.516621	0.019802	27.692308	0.000000	0.488305	1	0
28	x014955	x013872	0.304117	0.780220	page	0.084507	0.267606	0.250113	2.070284	0.029703	17.631579	0.000000	0.920016	1	0
29	x001416	x028393	0.303941	0.705882	page	0.083333	0.416667	0.391800	1.845017	0.0693069	18.650000	0.050000	1.254172	1	0
30	x011460	x028393	0.303390	0.718310	page	0.098039	0.450980	0.411904	1.571810	0.0990099	18.086957	0.043478	1.225471	1	0
31	x013033	x028392	0.303337	0.797980	page	0.063291	0.392405	0.360635	1.873446	0.039604	22.677419	0.000000	1.373283	3	0
32	x028394	x028392	0.302725	0.957082	page	0.073991	0.439462	0.161096	2.161129	0.029703	21.862245	0.000000	1.244497	24	13
33	x031243	x013874	0.302145	0.795918	page	0.102564	0.269231	0.218167	3.814967	0.00990099	15.761905	0.190476	0.652503	1	1
34	x030837	x030942	0.301399	0.819820	page	0.021739	0.130435	0.097468	4.283123	0.00990099	21.083333	0.000000	0.587712	0	0
35	x001072	x028393	0.300709	0.827586	page	0.114583	0.447917	0.382197	1.925261	0.049505	22.279070	0.046512	1.170391	2	0
36	x001044	x028395	0.299843	0.666667	page	0.000000	0.350000	0.322222	2.664553	0.00990099	31.857143	0.000000	0.868940	1	0
37	x032103	x028392	0.299826	0.791667	page	0.118421	0.407895	0.388228	2.724878	0.019802	17.677419	0.000000	1.408841	1	1
38	x030944	x012672	0.299550	0.777778	page	0.042857	0.242857	0.195687	3.961374	0.00990099	18.411765	0.176471	0.498800	0	1
39	x018602	x015012	0.298841	0.729730	page	0.055556	0.240741	0.215488	2.551847	0.019802	20.923077	0.000000	0.596643	1	0
40	x019146	x028392	0.298587	0.746835	page	0.254237	0.542373	0.507577	2.825020	0.00990099	11.000000	0.312500	1.334764	0	0
41	x001752	x028392	0.298149	0.837398	page	0.184466	0.524272	0.424423	1.951596	0.039604	16.537037	0.185185	1.263069	2	1
42	x013873	x019044	0.297712	0.939394	page	0.058065	0.219355	0.108595	3.075994	0.00990099	22.764706	0.000000	1.049828	2	4
43	x031099	x028392	0.296958	0.692308	page	0.066667	0.533333	0.493999	1.324178	0.138614	18.583333	0.000000	1.300369	1	0
44	x030944	x028393	0.296812	0.777778	page	0.114286	0.557143	0.494976	1.658468	0.0594059	22.358974	0.000000	1.160239	3	2
45	x028396	x019045	0.295408	0.918033	page	0.066964	0.263393	0.123315	2.739745	0.019802	19.000000	0.000000	0.844732	6	4
46	x032100	x028392	0.294707	0.883721	page	0.098684	0.361842	0.292251	2.360991	0.019802	19.981818	0.000000	1.443116	2	2
47	x030942	x028394	0.294328	0.819820	page	0.109890	0.406593	0.337087	1.675099	0.0594059	15.351351	0.000000	1.059648	3	0
48	x031579	x000081	0.293649	0.816514	page	0.067416	0.168539	0.119460	2.271071	0.019802	21.800000	0.066667	0.630115	1	0
49	x013872	x028392	0.293025	0.944904	page	0.037901	0.373178	0.212815	2.234383	0.039604	23.679688	0.000000	1.434729	8	10
50	x030839	x000078	0.292014	0.622642	page	0.000000	0.515152	0.494949	3.402692	0.00990099	27.529412	0.000000	0.747429	0	1
51	x002394	x028393	0.291936	0.661017	page	0.102564	0.564103	0.535683	2.848649	0.00990099	21.090909	0.000000	1.253606	0	2
52	x012672	x028393	0.291770	0.841270	page	0.084906	0.452830	0.351587	1.762751	0.0594059	18.291667	0.000000	1.179175	4	2
53	x014156	x019046	0.291312	0.861111	page	0.032258	0.233871	0.148669	3.264369	0.00990099	27.689655	0.000000	0.725011	1	4
54	x001755	x028393	0.290199	0.692308	page	0.155556	0.555556	0.525360	2.668812	0.00990099	19.120000	0.160000	1.222302	0	1
55	x002394	x028903	0.289781	0.661017	page	0.051282	0.307692	0.292655	3.160948	0.00990099	34.166667	0.000000	0.697750	1	0
56	x030837	x014155	0.289678	0.821429	page	0.032609	0.250000	0.200617	3.021809	0.00990099	25.739130	0.000000	0.561440	3	2
57	x028906	x001069	0.289528	0.826087	page	0.021053	0.294737	0.230680	1.370462	0.118812	25.000000	0.000000	0.822740	1	0
58	x026004	x019047	0.288263	0.661017	page	0.000000	0.282051	0.256894	2.690728	0.019802	25.727273	0.000000	0.542348	1	0
59	x018602	x028394	0.288039	0.729730	page	0.074074	0.388889	0.346288	1.453171	0.108911	20.428571	0.000000	1.084532	1	0
60	x000079	x001068	0.287643	0.927007	page	0.070866	0.307087	0.142381	2.549638	0.00990099	19.051282	0.000000	0.953262	7	5
61	x000079	x019044	0.285764	0.927007	page	0.051181	0.311024	0.143302	2.601740	0.00990099	22.025316	0.000000	0.880306	4	5
62	x001580	x028386	0.285564	0.746835	page	0.033898	0.203390	0.170423	2.416855	0.029703	25.083333	0.000000	0.588185	1	0
63	x018184	x028392	0.284282	0.687500	page	0.022727	0.500000	0.468230	2.777474	0.019802	25.636364	0.000000	1.367956	0	0
64	x023714	x028392	0.283484	0.607843	page	0.064516	0.580645	0.564004	1.535460	0.0792079	25.611111	0.000000	1.359432	1	0
65	x001580	x028393	0.283291	0.746835	page	0.152542	0.508475	0.437427	1.814145	0.049505	23.833333	0.066667	1.224686	1	0
66	x030944	x000078	0.282618	0.777778	page	0.042857	0.285714	0.248677	2.210284	0.019802	25.400000	0.000000	0.783348	1	0
67	x030836	x000081	0.282201	0.851852	page	0.052174	0.217391	0.156042	2.415134	0.029703	23.760000	0.120000	0.611468	1	0
68	x011461	x001068	0.281620	0.642857	page	0.138889	0.388889	0.362418	2.281759	0.00990099	14.928571	0.000000	0.917309	1	0
69	x013872	x028393	0.280882	0.944904	page	0.069971	0.344023	0.185942	2.199610	0.019802	22.449153	0.000000	1.336805	4	9
70	x030838	x014156	0.280781	0.733333	page	0.036364	0.200000	0.143548	2.451306	0.029703	24.727273	0.000000	0.486348	1	0
71	x013876	x028902	0.279759	0.847328	page	0.054054	0.288288	0.230410	2.696495	0.019802	22.562500	0.000000	0.855886	2	3
72	x013057	x028903	0.279708	0.874214	page	0.050360	0.258993	0.168767	2.561578	0.029703	20.000000	0.000000	0.752860	1	2
73	x030835	x028902	0.279319	0.861111	page	0.080645	0.362903	0.276087	2.214611	0.019802	20.177778	0.066667	0.813662	2	5
74	x012675	x028902	0.279262	0.714286	page	0.080000	0.300000	0.277492	2.446216	0.019802	25.333333	0.066667	0.842649	2	0
75	x025874	x028392	0.278752	0.607843	page	0.193548	0.580645	0.557952	2.095217	0.029703	23.722222	0.000000	1.337365	1	0
76	x013056	x000081	0.278662	0.890710	page	0.051813	0.207254	0.127499	2.573832	0.00990099	22.625000	0.000000	0.720101	1	0
77	x028396	x028392	0.278303	0.918033	page	0.093750	0.473214	0.303774	1.194225	0.148515	20.990566	0.000000	1.217568	14	7
78	x030942	x028392	0.277664	0.819820	page	0.087912	0.439560	0.377533	1.721503	0.0792079	23.000000	0.000000	1.317456	2	1
79	x001754	x028392	0.277518	0.791667	page	0.105263	0.500000	0.453101	2.041065	0.039604	15.263158	0.157895	1.319707	2	2
80	x001070	x028392	0.277420	0.923664	page	0.119835	0.483471	0.292851	1.305986	0.138614	21.760684	0.059829	1.199333	10	5
81	x028388	x015015	0.277245	0.844961	page	0.035088	0.131579	0.094882	2.475371	0.00990099	20.733333	0.133333	0.553675	2	0
82	x001070	x028903	0.277183	0.923664	page	0.053719	0.239669	0.108090	2.561434	0.00990099	24.086207	0.000000	0.853616	5	4
83	x013057	x014154	0.277090	0.874214	page	0.035971	0.194245	0.125462	3.019155	0.00990099	24.370370	0.037037	0.688818	0	2
84	x001044	x028903	0.276665	0.666667	page	0.075000	0.325000	0.298684	1.898496	0.0594059	17.230769	0.000000	0.682364	1	0
85	x000079	x028392	0.276383	0.927007	page	0.070866	0.425197	0.257269	1.642174	0.0594059	21.601852	0.000000	1.283141	7	5
86	x013057	x028387	0.274923	0.874214	page	0.035971	0.165468	0.056624	1.875825	0.039604	23.782609	0.000000	0.606047	3	0
87	x013057	x028392	0.274806	0.874214	page	0.057554	0.388489	0.314359	1.794562	0.049505	24.500000	0.000000	1.370309	4	3
88	x001752	x001070	0.274341	0.837398	page	0.029126	0.291262	0.225146	2.715102	0.00990099	22.000000	0.000000	0.722942	0	4
89	x011461	x028392	0.273858	0.642857	page	0.166667	0.500000	0.483359	1.712826	0.0792079	13.500000	0.277778	1.362814	1	0
90	x014157	x028395	0.273416	0.824561	page	0.085106	0.351064	0.289335	2.035441	0.049505	18.030303	0.090909	0.841644	3	1
91	x000082	x019044	0.273053	0.852941	page	0.060345	0.362069	0.260803	1.396789	0.118812	24.785714	0.000000	0.769951	6	0
92	x001578	x011118	0.272819	0.814815	page	0.000000	0.133333	0.087879	1.973255	0.0594059	23.583333	0.000000	0.513712	1	0
93	x028386	x028903	0.272728	0.900990	page	0.021978	0.263736	0.143436	2.357390	0.019802	27.145833	0.041667	0.732601	2	4
94	x001753	x028394	0.272077	0.791667	page	0.144737	0.421053	0.364999	2.296024	0.019802	17.562500	0.125000	1.040510	1	2
95	x030835	x003804	0.271409	0.777778	page	0.016129	0.104839	0.061982	2.438565	0.019802	29.230769	0.000000	0.557470	1	0
96	x014158	x031243	0.270961	0.782609	page	0.041667	0.152778	0.114316	3.624220	0.00990099	26.545455	0.090909	0.431540	0	0
97	x023778	x028903	0.270483	0.764706	page	0.046154	0.261538	0.254020	2.918962	0.019802	22.235294	0.058824	0.720010	0	0
98	x018181	x013418	0.270453	0.816514	page	0.010870	0.119565	0.097093	3.679023	0.00990099	34.000000	0.000000	0.556031	1	1
99	x013417	x011118	0.270437	0.814815	page	0.021898	0.116788	0.059970	2.041702	0.019802	20.937500	0.000000	0.643300	1	0
100	x015016	x028393	0.269805	0.746835	page	0.050847	0.457627	0.413222	2.147495	0.029703	23.962963	0.000000	1.222572	1	2
