quantity	metric	model_class	candidate_id	threshold	mfc0	mfc1	mfc2
predictive_gain_vs_b1	PM1	M5	M5-017	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM1	M5	M5-018	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M0	M0-001	0.04401149846	0.04401149846	0.04065354329	0.033983811
predictive_gain_vs_b1	PM2	M0	M0-002	0.01266691732	0.01266691732	0.01243095019	0.010359761
predictive_gain_vs_b1	PM2	M0	M0-003	0	0	0	0
predictive_gain_vs_b1	PM2	M1	M1-001	0.1211019538	0.1132913068	0.1096115851	0.1211019538
predictive_gain_vs_b1	PM2	M1	M1-002	0.1211020086	0.1132913611	0.1096116026	0.1211020086
predictive_gain_vs_b1	PM2	M1	M1-003	0.1211022518	0.1132916021	0.1096116808	0.1211022518
predictive_gain_vs_b1	PM2	M1	M1-004	0.1160094528	0.1093701948	0.07993105626	0.1160094528
predictive_gain_vs_b1	PM2	M1	M1-005	0.1160095095	0.1093702315	0.07993158441	0.1160095095
predictive_gain_vs_b1	PM2	M1	M1-006	0.1160097616	0.1093703945	0.07993393147	0.1160097616
predictive_gain_vs_b1	PM2	M1	M1-007	0.116834115	0.110281122	0.08167566768	0.116834115
predictive_gain_vs_b1	PM2	M1	M1-008	0.1168342161	0.1102808912	0.07911552861	0.1168342161
predictive_gain_vs_b1	PM2	M1	M1-009	0.1168346643	0.1102798691	0.07733321324	0.1168346643
predictive_gain_vs_b1	PM2	M1	M1-010	0.1176182855	0.102939289	0.09938687885	0.1176182855
predictive_gain_vs_b1	PM2	M1	M1-011	0.1176182108	0.09423934178	0.0918174523	0.1176182108
predictive_gain_vs_b1	PM2	M1	M1-012	0.1176178868	0.08925752703	0.0863526512	0.1176178868
predictive_gain_vs_b1	PM2	M1	M1-013	0.1170903518	0.06407873261	0.1145900485	0.1170903518
predictive_gain_vs_b1	PM2	M1	M1-014	0.1173078697	0.08067268322	0.1049041295	0.1173078697
predictive_gain_vs_b1	PM2	M1	M1-015	0.1174651399	0.08615639687	0.09841611773	0.1174651399
predictive_gain_vs_b1	PM2	M1	M1-016	0.1360970738	0.0659182102	0.1360970738	0.1224375866
predictive_gain_vs_b1	PM2	M1	M1-017	0.1214784856	0.06122823946	0.1083001359	0.1214784856
predictive_gain_vs_b1	PM2	M1	M1-018	0.1208164113	0.08187843563	0.09979638928	0.1208164113
predictive_gain_vs_b1	PM2	M2	M2-001	0.1168232356	0.1099984673	0.07972141452	0.1168232356
predictive_gain_vs_b1	PM2	M2	M2-002	0.1168232356	0.1099984673	0.07972141452	0.1168232356
predictive_gain_vs_b1	PM2	M2	M2-003	0.1168232356	0.1099984673	0.07972141452	0.1168232356
predictive_gain_vs_b1	PM2	M2	M2-004	0.117728063	0.1095107716	0.0824829461	0.117728063
predictive_gain_vs_b1	PM2	M2	M2-005	0.117728063	0.1083343985	0.08429162194	0.117728063
predictive_gain_vs_b1	PM2	M2	M2-006	0.117728063	0.107685087	0.08340167702	0.117728063
predictive_gain_vs_b1	PM2	M2	M2-007	0.1193241188	0.110218162	0.08338104583	0.1193241188
predictive_gain_vs_b1	PM2	M2	M2-008	0.1194461139	0.1083905218	0.08826205046	0.1194461139
predictive_gain_vs_b1	PM2	M2	M2-009	0.1198694337	0.107750787	0.08690634456	0.1198694337
predictive_gain_vs_b1	PM2	M5	M5-001	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-002	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-003	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-004	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-005	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-006	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-007	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-008	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-009	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-010	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-011	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-012	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-013	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-014	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-015	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-016	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-017	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM2	M5	M5-018	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b1	PM4	M0	M0-001	1.585064468e-07	1.585064468e-07	1.526114416e-07	1.363032664e-07
predictive_gain_vs_b1	PM4	M0	M0-002	1.036486629e-07	1.036486629e-07	1.009284063e-07	9.07486312e-08
predictive_gain_vs_b1	PM4	M0	M0-003	0	0	0	0
predictive_gain_vs_b1	PM4	M1	M1-001	1.160646634e-06	1.160646634e-06	5.831698003e-07	1.383332747e-07
predictive_gain_vs_b1	PM4	M1	M1-002	1.160640818e-06	1.160640818e-06	5.831666795e-07	1.383332807e-07
predictive_gain_vs_b1	PM4	M1	M1-003	1.160614969e-06	1.160614969e-06	5.831528098e-07	1.383333075e-07
predictive_gain_vs_b1	PM4	M1	M1-004	1.62454377e-06	1.62454377e-06	8.485813329e-07	2.60745148e-07
predictive_gain_vs_b1	PM4	M1	M1-005	1.624540364e-06	1.624540364e-06	8.485930185e-07	2.607331048e-07
predictive_gain_vs_b1	PM4	M1	M1-006	1.624525221e-06	1.624525221e-06	8.486449463e-07	2.606795886e-07
predictive_gain_vs_b1	PM4	M1	M1-007	1.399918184e-06	1.399918184e-06	9.664534617e-07	5.308341484e-07
predictive_gain_vs_b1	PM4	M1	M1-008	1.399944173e-06	1.399944173e-06	9.663923782e-07	5.308342495e-07
predictive_gain_vs_b1	PM4	M1	M1-009	1.400059535e-06	1.400059535e-06	9.661216466e-07	5.30834611e-07
predictive_gain_vs_b1	PM4	M1	M1-010	9.379939296e-07	7.590796441e-07	9.379939296e-07	6.633488579e-07
predictive_gain_vs_b1	PM4	M1	M1-011	9.362993736e-07	7.610956982e-07	9.362993736e-07	6.633033608e-07
predictive_gain_vs_b1	PM4	M1	M1-012	9.303134811e-07	7.698678971e-07	9.303134811e-07	6.631016689e-07
predictive_gain_vs_b1	PM4	M1	M1-013	7.893482469e-07	1.468415269e-07	7.316999611e-07	7.893482469e-07
predictive_gain_vs_b1	PM4	M1	M1-014	7.893077212e-07	1.394613071e-07	7.337364927e-07	7.893077212e-07
predictive_gain_vs_b1	PM4	M1	M1-015	7.89127544e-07	1.468992259e-07	7.383890866e-07	7.89127544e-07
predictive_gain_vs_b1	PM4	M1	M1-016	8.355705462e-07	1.553118786e-07	8.067017972e-07	8.355705462e-07
predictive_gain_vs_b1	PM4	M1	M1-017	8.353178293e-07	1.498166056e-07	8.130820138e-07	8.353178293e-07
predictive_gain_vs_b1	PM4	M1	M1-018	8.344086911e-07	1.485817176e-07	8.27183613e-07	8.344086911e-07
predictive_gain_vs_b1	PM4	M2	M2-001	1.299001302e-06	1.299001302e-06	8.951545483e-07	5.263472562e-07
predictive_gain_vs_b1	PM4	M2	M2-002	1.299001302e-06	1.299001302e-06	8.951545483e-07	5.263472562e-07
predictive_gain_vs_b1	PM4	M2	M2-003	1.299001302e-06	1.299001302e-06	8.951545483e-07	5.263472562e-07
predictive_gain_vs_b1	PM4	M2	M2-004	7.485647189e-07	4.851064482e-07	7.485647189e-07	7.144511559e-07
predictive_gain_vs_b1	PM4	M2	M2-005	7.470712694e-07	4.885696896e-07	7.470712694e-07	7.144511559e-07
predictive_gain_vs_b1	PM4	M2	M2-006	7.423720036e-07	4.723011544e-07	7.423720036e-07	7.144511559e-07
predictive_gain_vs_b1	PM4	M2	M2-007	7.299420321e-07	4.785688728e-07	7.299420321e-07	4.855362587e-07
predictive_gain_vs_b1	PM4	M2	M2-008	7.366433451e-07	4.883800209e-07	7.366433451e-07	4.858812075e-07
predictive_gain_vs_b1	PM4	M2	M2-009	7.300786923e-07	4.72308595e-07	7.300786923e-07	4.887109437e-07
predictive_gain_vs_b1	PM4	M5	M5-001	8.923435236e-07	6.671548606e-07	8.923435236e-07	1.389219539e-07
predictive_gain_vs_b1	PM4	M5	M5-002	9.510424809e-07	9.510424809e-07	7.751794493e-07	1.345272738e-07
predictive_gain_vs_b1	PM4	M5	M5-003	8.923435236e-07	6.671548606e-07	8.923435236e-07	1.389219539e-07
predictive_gain_vs_b1	PM4	M5	M5-004	9.510424809e-07	9.510424809e-07	7.751794493e-07	1.345272738e-07
predictive_gain_vs_b1	PM4	M5	M5-005	8.923435236e-07	6.671548606e-07	8.923435236e-07	1.389219539e-07
predictive_gain_vs_b1	PM4	M5	M5-006	9.510424809e-07	9.510424809e-07	7.751794493e-07	1.345272738e-07
predictive_gain_vs_b1	PM4	M5	M5-007	9.144383429e-07	9.144383429e-07	9.077794168e-07	2.251424719e-07
predictive_gain_vs_b1	PM4	M5	M5-008	9.863795927e-07	9.863795927e-07	7.829354011e-07	2.316036651e-07
predictive_gain_vs_b1	PM4	M5	M5-009	9.144383429e-07	9.144383429e-07	9.077794168e-07	2.251424719e-07
predictive_gain_vs_b1	PM4	M5	M5-010	9.863795927e-07	9.863795927e-07	7.829354011e-07	2.316036651e-07
predictive_gain_vs_b1	PM4	M5	M5-011	9.144383429e-07	9.144383429e-07	9.077794168e-07	2.251678603e-07
predictive_gain_vs_b1	PM4	M5	M5-012	9.863795927e-07	9.863795927e-07	7.829354011e-07	2.316036651e-07
predictive_gain_vs_b1	PM4	M5	M5-013	9.422687673e-07	9.422687673e-07	9.063335708e-07	2.367270817e-07
predictive_gain_vs_b1	PM4	M5	M5-014	9.877263062e-07	9.877263062e-07	7.815529935e-07	2.368592401e-07
predictive_gain_vs_b1	PM4	M5	M5-015	9.422687673e-07	9.422687673e-07	9.06963596e-07	2.367540756e-07
predictive_gain_vs_b1	PM4	M5	M5-016	9.877263062e-07	9.877263062e-07	7.821002707e-07	2.361321203e-07
predictive_gain_vs_b1	PM4	M5	M5-017	9.422687673e-07	9.422687673e-07	9.066160973e-07	2.372586096e-07
predictive_gain_vs_b1	PM4	M5	M5-018	9.877508835e-07	9.877508835e-07	7.821633782e-07	2.344160557e-07
predictive_gain_vs_b1	PM5	M0	M0-001	0.00579186869	0.003828884032	0.003676900496	0.00579186869
predictive_gain_vs_b1	PM5	M0	M0-002	0.001380167046	0.001380167046	0.0003417389869	0.0003554537879
predictive_gain_vs_b1	PM5	M0	M0-003	0	0	0	0
predictive_gain_vs_b1	PM5	M1	M1-001	0.009113426109	0.004766659789	0.004359472472	0.009113426109
predictive_gain_vs_b1	PM5	M1	M1-002	0.009112864674	0.004766661653	0.004358305275	0.009112864674
predictive_gain_vs_b1	PM5	M1	M1-003	0.00911036952	0.004766669934	0.004353118045	0.00911036952
predictive_gain_vs_b1	PM5	M1	M1-004	0.009855921978	0.004782836175	0.005610522397	0.009855921978
predictive_gain_vs_b1	PM5	M1	M1-005	0.009852553323	0.004782818978	0.005613997673	0.009852553323
predictive_gain_vs_b1	PM5	M1	M1-006	0.009837582316	0.004782742551	0.005629442364	0.009837582316
predictive_gain_vs_b1	PM5	M1	M1-007	0.009627369431	0.004301509967	0.002179809013	0.009627369431
predictive_gain_vs_b1	PM5	M1	M1-008	0.009625585318	0.004302057478	0.002178467949	0.009625585318
predictive_gain_vs_b1	PM5	M1	M1-009	0.009617658107	0.004304487996	0.00217253894	0.009617658107
predictive_gain_vs_b1	PM5	M1	M1-010	0.01147286812	0.00921041808	0.006870292634	0.01147286812
predictive_gain_vs_b1	PM5	M1	M1-011	0.01147335066	0.009206640973	0.006833544319	0.01147335066
predictive_gain_vs_b1	PM5	M1	M1-012	0.01147548581	0.009190233231	0.006720362578	0.01147548581
predictive_gain_vs_b1	PM5	M1	M1-013	0.01315828783	0.01315828783	0.008266036896	0.01125655939
predictive_gain_vs_b1	PM5	M1	M1-014	0.0127658616	0.0127658616	0.008201793858	0.01125662795
predictive_gain_vs_b1	PM5	M1	M1-015	0.01170544723	0.01170544723	0.008029244712	0.01125690938
predictive_gain_vs_b1	PM5	M1	M1-016	0.0142729514	0.0142729514	0.01068567537	0.01236145886
predictive_gain_vs_b1	PM5	M1	M1-017	0.01379073201	0.01379073201	0.01062535485	0.01235196214
predictive_gain_vs_b1	PM5	M1	M1-018	0.0123137628	0.01226530509	0.01037682208	0.0123137628
predictive_gain_vs_b1	PM5	M2	M2-001	0.009297521284	0.006106965862	0.005661231317	0.009297521284
predictive_gain_vs_b1	PM5	M2	M2-002	0.009297521284	0.006106965862	0.005661231317	0.009297521284
predictive_gain_vs_b1	PM5	M2	M2-003	0.009297521284	0.006106965862	0.005661231317	0.009297521284
predictive_gain_vs_b1	PM5	M2	M2-004	0.01209876951	0.01209876951	0.01195392168	0.008847054513
predictive_gain_vs_b1	PM5	M2	M2-005	0.01284106642	0.01001711558	0.01284106642	0.008847054513
predictive_gain_vs_b1	PM5	M2	M2-006	0.0116681231	0.009214164882	0.0116681231	0.008847054513
predictive_gain_vs_b1	PM5	M2	M2-007	0.0126432392	0.0126432392	0.01196178999	0.009956191378
predictive_gain_vs_b1	PM5	M2	M2-008	0.01290560825	0.01013145816	0.01290560825	0.00976988064
predictive_gain_vs_b1	PM5	M2	M2-009	0.01098578019	0.009216125826	0.01098578019	0.009803614502
predictive_gain_vs_b1	PM5	M5	M5-001	0.006660986809	0.006654219924	0.004346920491	0.006660986809
predictive_gain_vs_b1	PM5	M5	M5-002	0.009890232248	0.009890232248	0.004864702972	0.006097246836
predictive_gain_vs_b1	PM5	M5	M5-003	0.006660986809	0.006654219924	0.004346920491	0.006660986809
predictive_gain_vs_b1	PM5	M5	M5-004	0.009890232248	0.009890232248	0.004864702972	0.006097246836
predictive_gain_vs_b1	PM5	M5	M5-005	0.006660986809	0.006654219924	0.004346920491	0.006660986809
predictive_gain_vs_b1	PM5	M5	M5-006	0.009890232248	0.009890232248	0.004864702972	0.006097246836
predictive_gain_vs_b1	PM5	M5	M5-007	0.01037005274	0.01037005274	0.01001888909	0.008868404669
predictive_gain_vs_b1	PM5	M5	M5-008	0.01105726167	0.009954999274	0.01105726167	0.007739708056
predictive_gain_vs_b1	PM5	M5	M5-009	0.01037005274	0.01037005274	0.01001888909	0.008868404669
predictive_gain_vs_b1	PM5	M5	M5-010	0.01105726167	0.009954999274	0.01105726167	0.007739708056
predictive_gain_vs_b1	PM5	M5	M5-011	0.01037005274	0.01037005274	0.01001888909	0.008868404669
predictive_gain_vs_b1	PM5	M5	M5-012	0.01105726167	0.009954999274	0.01105726167	0.007687230117
predictive_gain_vs_b1	PM5	M5	M5-013	0.01021202419	0.007508540089	0.01021202419	0.008584776348
predictive_gain_vs_b1	PM5	M5	M5-014	0.009746726878	0.005263598973	0.009746726878	0.006923840349
predictive_gain_vs_b1	PM5	M5	M5-015	0.01015300467	0.007508540089	0.01015300467	0.008613643995
predictive_gain_vs_b1	PM5	M5	M5-016	0.009825507838	0.005263598973	0.009825507838	0.00697685255
predictive_gain_vs_b1	PM5	M5	M5-017	0.009919660965	0.007508540089	0.009919660965	0.009073366413
predictive_gain_vs_b1	PM5	M5	M5-018	0.009835548743	0.005437772414	0.009835548743	0.006871633973
predictive_gain_vs_b2	PM1	M1	M1-001	913.5119742	55.60637502	727.4900289	913.5119742
predictive_gain_vs_b2	PM1	M1	M1-002	913.5085405	55.60699478	727.4899923	913.5085405
predictive_gain_vs_b2	PM1	M1	M1-003	913.493281	55.60974909	727.4898298	913.493281
predictive_gain_vs_b2	PM1	M1	M1-004	0.01569745952	0	0.01569745952	0
predictive_gain_vs_b2	PM1	M1	M1-005	0.01094406042	0.0007918980773	0.01094406042	0.004770713349
predictive_gain_vs_b2	PM1	M1	M1-006	0.06763056298	0.004311435136	0.06763056298	0.02597264182
predictive_gain_vs_b2	PM1	M1	M1-007	307.6765239	39.65232677	232.9338787	307.6765239
predictive_gain_vs_b2	PM1	M1	M1-008	307.675985	39.63478158	174.7744017	307.675985
predictive_gain_vs_b2	PM1	M1	M1-009	307.6735574	39.55696205	130.2660073	307.6735574
predictive_gain_vs_b2	PM1	M1	M1-010	1487.498626	1487.498626	788.0909214	285.4039429
predictive_gain_vs_b2	PM1	M1	M1-011	1082.614803	1082.614803	565.4317533	285.407575
predictive_gain_vs_b2	PM1	M1	M1-012	806.7260209	806.7260209	421.271987	285.42356
predictive_gain_vs_b2	PM1	M1	M1-013	3327.194549	3327.194549	1978.096078	359.5765912
predictive_gain_vs_b2	PM1	M1	M1-014	2057.407311	2057.407311	1212.39803	346.7460498
predictive_gain_vs_b2	PM1	M1	M1-015	1233.496918	1233.496918	740.9249643	347.478906
predictive_gain_vs_b2	PM1	M1	M1-016	3781.940942	3781.940942	3371.438084	439.7316143
predictive_gain_vs_b2	PM1	M1	M1-017	2179.029899	2179.029899	2071.116403	390.5019512
predictive_gain_vs_b2	PM1	M1	M1-018	1240.549274	1240.549274	1240.0476	367.5907406
predictive_gain_vs_b2	PM1	M2	M2-001	307.6769221	64.78768459	97.54580649	307.6769221
predictive_gain_vs_b2	PM1	M2	M2-002	307.6769221	64.78768459	97.54580649	307.6769221
predictive_gain_vs_b2	PM1	M2	M2-003	307.6769221	64.78768459	97.54580649	307.6769221
predictive_gain_vs_b2	PM1	M2	M2-004	351.1015799	270.9652985	171.6120918	351.1015799
predictive_gain_vs_b2	PM1	M2	M2-005	351.1015799	243.1490398	182.5758578	351.1015799
predictive_gain_vs_b2	PM1	M2	M2-006	350.8588665	225.3502617	207.8836579	350.8588665
predictive_gain_vs_b2	PM1	M2	M2-007	377.089048	288.7505727	199.2905629	377.089048
predictive_gain_vs_b2	PM1	M2	M2-008	369.5221504	224.9488098	211.0783406	369.5221504
predictive_gain_vs_b2	PM1	M2	M2-009	340.2669535	225.5315468	160.3262595	340.2669535
predictive_gain_vs_b2	PM1	M5	M5-001	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-002	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-003	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-004	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-005	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-006	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-007	+Inf	+Inf	+Inf	+Inf
predictive_gain_vs_b2	PM1	M5	M5-008	+Inf	+Inf	+Inf	+Inf
