generator	population	model_class	candidate_id	failed	failure_why	dev_pm2	val_pm1	val_pm2	val_pm4	val_pm5	held_pm1	held_pm2	held_pm4	held_pm5	pm6	pm6_valid	f2_valid
MFC0	1	M1	M1-017	FALSE		2.300829862	138917.1405	5.677038845	3.514517921e-08	0.1779617479	140023.7337	5.704079098	3.913058963e-08	0.1818834652	0	FALSE	TRUE
MFC0	1	M1	M1-018	FALSE		2.363267446	116285.6531	4.752172175	1.936078473e-07	0.1490621942	117113.9658	4.770814969	1.979650615e-07	0.1521220707	0	FALSE	TRUE
MFC0	1	M2	M2-001	FALSE		3.519042797	86900.07497	3.551290354	5.198506295e-06	0.005502964551	87211.85208	3.552707026	5.919693078e-06	0.005880991013	0	FALSE	TRUE
MFC0	1	M2	M2-002	FALSE		3.519042797	86900.07497	3.551290354	5.198506295e-06	0.005502964551	87211.85208	3.552707026	5.919693078e-06	0.005880991013	0	FALSE	TRUE
MFC0	1	M2	M2-003	FALSE		3.519042797	86900.07497	3.551290354	5.198506295e-06	0.005502964551	87211.85208	3.552707026	5.919693078e-06	0.005880991013	0	FALSE	TRUE
MFC0	1	M2	M2-004	FALSE		2.969302886	92035.69522	3.761164496	2.301300918e-06	0.06757635767	92587.51262	3.771692709	2.530377722e-06	0.07461746139	0	FALSE	TRUE
MFC0	1	M2	M2-005	FALSE		3.150081719	90757.07224	3.70891182	2.339366561e-06	0.03372663408	91236.80216	3.71666947	2.554198772e-06	0.03738534056	0	FALSE	TRUE
MFC0	1	M2	M2-006	FALSE		3.443998154	89896.02485	3.673723941	2.490037262e-06	0.02838952138	90268.3953	3.677219949	2.684890538e-06	0.02837319055	0	FALSE	TRUE
MFC0	1	M2	M2-007	FALSE		2.706524385	92537.69285	3.781679315	2.251725362e-06	0.07609673068	93037.78237	3.79003513	2.486642271e-06	0.08282603632	0	FALSE	TRUE
MFC0	1	M2	M2-008	FALSE		3.129755311	90829.91433	3.711888612	2.330311048e-06	0.03413209725	91280.40511	3.718445703	2.548542002e-06	0.03743588213	0	FALSE	TRUE
MFC0	1	M2	M2-009	FALSE		3.443912937	89896.02485	3.673723941	2.490037262e-06	0.02838952138	90268.3953	3.677219949	2.684890538e-06	0.02837319055	0	FALSE	TRUE
MFC0	1	M3	M3-001	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-002	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-003	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-004	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-005	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-006	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-007	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-008	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M3	M3-009	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-001	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-002	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-003	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-004	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-005	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-006	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-007	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-008	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-009	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-010	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-011	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-012	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-013	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-014	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-015	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-016	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-017	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-018	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-019	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-020	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-021	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-022	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-023	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-024	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-025	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-026	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M4	M4-027	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	1	M5	M5-001	FALSE		2.303310247	+Inf	+Inf	2.033099083e-06	0.009098409532	+Inf	+Inf	2.432640271e-06	0.01002310134	0	FALSE	TRUE
MFC0	1	M5	M5-002	FALSE		2.350044262	+Inf	+Inf	4.258246987e-06	0.009134213146	+Inf	+Inf	4.686080954e-06	0.01293080197	0	FALSE	TRUE
MFC0	1	M5	M5-003	FALSE		2.303310247	+Inf	+Inf	2.033099083e-06	0.009098409532	+Inf	+Inf	2.432640271e-06	0.01002310134	0	FALSE	TRUE
MFC0	1	M5	M5-004	FALSE		2.350044262	+Inf	+Inf	4.258246987e-06	0.009134213146	+Inf	+Inf	4.686080954e-06	0.01293080197	0	FALSE	TRUE
MFC0	1	M5	M5-005	FALSE		2.303310247	+Inf	+Inf	2.033099083e-06	0.009098409532	+Inf	+Inf	2.432640271e-06	0.01002310134	0	FALSE	TRUE
MFC0	1	M5	M5-006	FALSE		2.350044262	+Inf	+Inf	4.258246987e-06	0.009134213146	+Inf	+Inf	4.686080954e-06	0.01293080197	0	FALSE	TRUE
MFC0	1	M5	M5-007	FALSE		2.418555786	+Inf	+Inf	3.511879249e-06	0.01309704679	+Inf	+Inf	3.988643164e-06	0.01361856378	0	FALSE	TRUE
MFC0	1	M5	M5-008	FALSE		2.570583479	+Inf	+Inf	4.438166682e-06	0.01034808241	+Inf	+Inf	4.875290954e-06	0.01373576796	0	FALSE	TRUE
MFC0	1	M5	M5-009	FALSE		2.418555786	+Inf	+Inf	3.511879249e-06	0.01309704679	+Inf	+Inf	3.988643164e-06	0.01361856378	0	FALSE	TRUE
MFC0	1	M5	M5-010	FALSE		2.570583479	+Inf	+Inf	4.438166682e-06	0.01034808241	+Inf	+Inf	4.875290954e-06	0.01373576796	0	FALSE	TRUE
MFC0	1	M5	M5-011	FALSE		2.418555786	+Inf	+Inf	3.511879249e-06	0.01309704679	+Inf	+Inf	3.988643164e-06	0.01361856378	0	FALSE	TRUE
MFC0	1	M5	M5-012	FALSE		2.570583479	+Inf	+Inf	4.438166682e-06	0.01034808241	+Inf	+Inf	4.875290954e-06	0.01373576796	0	FALSE	TRUE
MFC0	1	M5	M5-013	FALSE		2.591556027	+Inf	+Inf	3.610670161e-06	0.01533643534	+Inf	+Inf	4.10579534e-06	0.01684185843	0	FALSE	TRUE
MFC0	1	M5	M5-014	FALSE		2.815295778	+Inf	+Inf	4.439173207e-06	0.01912812408	+Inf	+Inf	4.874448591e-06	0.02147351703	0	FALSE	TRUE
MFC0	1	M5	M5-015	FALSE		2.591556027	+Inf	+Inf	3.610670161e-06	0.01533643534	+Inf	+Inf	4.10579534e-06	0.01684185843	0	FALSE	TRUE
MFC0	1	M5	M5-016	FALSE		2.815295778	+Inf	+Inf	4.439173207e-06	0.01912812408	+Inf	+Inf	4.874448591e-06	0.02147351703	0	FALSE	TRUE
MFC0	1	M5	M5-017	FALSE		2.591556027	+Inf	+Inf	3.610670161e-06	0.01533643534	+Inf	+Inf	4.10579534e-06	0.01684185843	0	FALSE	TRUE
MFC0	1	M5	M5-018	FALSE		2.814782974	+Inf	+Inf	4.43929806e-06	0.01895536572	+Inf	+Inf	4.874585686e-06	0.02137663921	0	FALSE	TRUE
MFC0	2	M0	M0-001	FALSE		11.0436313	63411.57467	12.68231493	4.765036071e-06	0.003286125168	63784.00758	12.75680152	4.765036071e-06	0.002513874832	0	FALSE	TRUE
MFC0	2	M0	M0-002	FALSE		11.06736517	59339.39938	11.86787988	2.005535277e-05	0.00661090209	59634.59133	11.92691827	2.005535277e-05	0.0008109020898	0	FALSE	TRUE
MFC0	2	M0	M0-003	FALSE		11.1143054	58222.22374	11.64444475	3.348737526e-05	0.009531605385	58491.44171	11.69828834	3.348737526e-05	0.003731605385	0	FALSE	TRUE
MFC0	2	M1	M1-001	FALSE		3.581484112	87128.41675	3.581110429	4.290792699e-06	0.0003185601321	89064.72171	3.587847313	4.494600886e-06	0.003771061052	0	FALSE	TRUE
MFC0	2	M1	M1-002	FALSE		3.581485444	87128.44921	3.581111764	4.290770496e-06	0.0003202892185	89064.75343	3.587848591	4.494577632e-06	0.003769331965	0	FALSE	TRUE
MFC0	2	M1	M1-003	FALSE		3.581491364	87128.5935	3.581117694	4.290671818e-06	0.0003279735058	89064.89441	3.58785427	4.494474286e-06	0.003761647678	0	FALSE	TRUE
MFC0	2	M1	M1-004	FALSE		3.503143547	85258.24823	3.504243659	5.767972689e-06	0.001243091726	87258.03579	3.515067507	6.037076554e-06	0.005735351403	0	FALSE	TRUE
MFC0	2	M1	M1-005	FALSE		3.50314382	85258.25436	3.504243911	5.767964292e-06	0.001243658311	87258.04101	3.515067717	6.037067773e-06	0.005734743707	0	FALSE	TRUE
MFC0	2	M1	M1-006	FALSE		3.503145036	85258.28161	3.504245031	5.767926969e-06	0.001246176736	87258.06422	3.515068652	6.03702874e-06	0.005732042568	0	FALSE	TRUE
MFC0	2	M1	M1-007	FALSE		3.490146849	85525.61427	3.51523281	5.297733214e-06	0.002676564783	87619.10996	3.529612873	5.592868514e-06	0.006629876576	0	FALSE	TRUE
MFC0	2	M1	M1-008	FALSE		3.49014685	85525.475	3.515227086	5.297839332e-06	0.002676261824	87618.94675	3.529606298	5.59296345e-06	0.006629476273	0	FALSE	TRUE
MFC0	2	M1	M1-009	FALSE		3.49014687	85524.85727	3.515201696	5.298310361e-06	0.002674918809	87618.22281	3.529577136	5.593384835e-06	0.006627697136	0	FALSE	TRUE
MFC0	2	M1	M1-010	FALSE		3.309838385	103981.4142	4.273794254	3.781759916e-06	0.02104020781	107887.2454	4.346086262	3.789615238e-06	0.02637395063	0	FALSE	TRUE
MFC0	2	M1	M1-011	FALSE		3.31019714	98364.46961	4.042929289	3.785386874e-06	0.02097449413	101700.3649	4.096856467	3.793475087e-06	0.0263069982	0	FALSE	TRUE
MFC0	2	M1	M1-012	FALSE		3.311777886	94465.21259	3.882663896	3.801197815e-06	0.02068872172	97407.99139	3.923944223	3.810321214e-06	0.02601587013	0	FALSE	TRUE
MFC0	2	M1	M1-013	FALSE		2.553535667	151274.9885	6.21763208	3.709680731e-07	0.1708788675	156528.8734	6.30554598	2.87692956e-07	0.1775340948	0	FALSE	TRUE
MFC0	2	M1	M1-014	FALSE		2.569677789	124809.7452	5.129870332	4.601909535e-07	0.1616524796	128792.9411	5.188242873	3.834609892e-07	0.1679083587	0	FALSE	TRUE
MFC0	2	M1	M1-015	FALSE		2.630617138	107951.0742	4.436953317	7.855216495e-07	0.1327320344	111131.3238	4.476769408	7.31902218e-07	0.1377917487	0	FALSE	TRUE
MFC0	2	M1	M1-016	FALSE		2.285747722	171981.3294	7.068694178	3.479756128e-09	0.1885872247	177896.5237	7.166311784	2.783812419e-09	0.1964628577	0	FALSE	TRUE
MFC0	2	M1	M1-017	FALSE		2.300542398	137186.4508	5.638571755	3.642045304e-08	0.1794315455	141526.7238	5.701205438	3.034209378e-08	0.186892714	0	FALSE	TRUE
MFC0	2	M1	M1-018	FALSE		2.363137753	114986.07	4.726102343	1.948098233e-07	0.149712796	118336.0906	4.767003326	1.765697463e-07	0.1558463603	0	FALSE	TRUE
MFC0	2	M2	M2-001	FALSE		3.519889781	86249.92296	3.545002999	4.889290476e-06	0.006324748389	88366.71534	3.559729107	5.165270811e-06	0.003303032817	0	FALSE	TRUE
MFC0	2	M2	M2-002	FALSE		3.519889781	86249.92296	3.545002999	4.889290476e-06	0.006324748389	88366.71534	3.559729107	5.165270811e-06	0.003303032817	0	FALSE	TRUE
MFC0	2	M2	M2-003	FALSE		3.519889781	86249.92296	3.545002999	4.889290476e-06	0.006324748389	88366.71534	3.559729107	5.165270811e-06	0.003303032817	0	FALSE	TRUE
MFC0	2	M2	M2-004	FALSE		2.971417308	91750.87308	3.771100414	2.180120868e-06	0.06813597344	93838.11778	3.780136875	2.138367718e-06	0.07266370665	0	FALSE	TRUE
MFC0	2	M2	M2-005	FALSE		3.152286654	90439.04381	3.717182236	2.217123047e-06	0.03179521259	92402.40824	3.722301331	2.200423487e-06	0.0346153612	0	FALSE	TRUE
MFC0	2	M2	M2-006	FALSE		3.445200219	89454.17135	3.67670248	2.3749408e-06	0.02311706581	91393.12536	3.681643787	2.340384185e-06	0.0275850221	0	FALSE	TRUE
MFC0	2	M2	M2-007	FALSE		2.70573586	92210.16053	3.789977827	2.136018298e-06	0.07655836862	94324.41189	3.79972655	2.107482089e-06	0.08206264911	0	FALSE	TRUE
MFC0	2	M2	M2-008	FALSE		3.130636581	90469.58751	3.718437629	2.212387186e-06	0.03212442587	92464.6152	3.724807251	2.198221629e-06	0.03524815068	0	FALSE	TRUE
MFC0	2	M2	M2-009	FALSE		3.444967514	89454.17135	3.67670248	2.3749408e-06	0.02311706581	91393.12536	3.681643787	2.340384185e-06	0.0275850221	0	FALSE	TRUE
MFC0	2	M3	M3-001	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-002	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-003	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-004	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-005	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-006	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-007	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-008	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M3	M3-009	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-001	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-002	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-003	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-004	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-005	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-006	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-007	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-008	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-009	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-010	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-011	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-012	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-013	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-014	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-015	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-016	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-017	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-018	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-019	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-020	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-021	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-022	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-023	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-024	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-025	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-026	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M4	M4-027	TRUE	TRAINING_FAILED: induction operation cap exceeded	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE
MFC0	2	M5	M5-001	FALSE		2.30115481	+Inf	+Inf	2.095824073e-06	0.004972486505	+Inf	+Inf	2.299104949e-06	0.01037371263	0	FALSE	TRUE
MFC0	2	M5	M5-002	FALSE		2.349451317	+Inf	+Inf	4.166927101e-06	0.002659492981	+Inf	+Inf	4.466766044e-06	0.01136368668	0	FALSE	TRUE
MFC0	2	M5	M5-003	FALSE		2.30115481	+Inf	+Inf	2.095824073e-06	0.004972486505	+Inf	+Inf	2.299104949e-06	0.01037371263	0	FALSE	TRUE
MFC0	2	M5	M5-004	FALSE		2.349451317	+Inf	+Inf	4.166927101e-06	0.002659492981	+Inf	+Inf	4.466766044e-06	0.01136368668	0	FALSE	TRUE
MFC0	2	M5	M5-005	FALSE		2.30115481	+Inf	+Inf	2.095824073e-06	0.004972486505	+Inf	+Inf	2.299104949e-06	0.01037371263	0	FALSE	TRUE
MFC0	2	M5	M5-006	FALSE		2.349451317	+Inf	+Inf	4.166927101e-06	0.002659492981	+Inf	+Inf	4.466766044e-06	0.01136368668	0	FALSE	TRUE
MFC0	2	M5	M5-007	FALSE		2.414451003	+Inf	+Inf	3.605718232e-06	0.009091645677	+Inf	+Inf	3.941701099e-06	0.01233670722	0	FALSE	TRUE
MFC0	2	M5	M5-008	FALSE		2.568549448	+Inf	+Inf	4.303427672e-06	0.006477586203	+Inf	+Inf	4.587839629e-06	0.01326562481	0	FALSE	TRUE
MFC0	2	M5	M5-009	FALSE		2.414451003	+Inf	+Inf	3.605718232e-06	0.009091645677	+Inf	+Inf	3.941701099e-06	0.01233670722	0	FALSE	TRUE
MFC0	2	M5	M5-010	FALSE		2.568549448	+Inf	+Inf	4.303427672e-06	0.006477586203	+Inf	+Inf	4.587839629e-06	0.01326562481	0	FALSE	TRUE
MFC0	2	M5	M5-011	FALSE		2.414451003	+Inf	+Inf	3.605718232e-06	0.009091645677	+Inf	+Inf	3.941701099e-06	0.01233670722	0	FALSE	TRUE
MFC0	2	M5	M5-012	FALSE		2.568549448	+Inf	+Inf	4.303427672e-06	0.006477586203	+Inf	+Inf	4.587839629e-06	0.01326562481	0	FALSE	TRUE
MFC0	2	M5	M5-013	FALSE		2.589048634	+Inf	+Inf	3.71728764e-06	0.01489600468	+Inf	+Inf	4.034629936e-06	0.01869935158	0	FALSE	TRUE
MFC0	2	M5	M5-014	FALSE		2.820046102	+Inf	+Inf	4.302671307e-06	0.02145297291	+Inf	+Inf	4.586412307e-06	0.02490914125	0	FALSE	TRUE
MFC0	2	M5	M5-015	FALSE		2.589048634	+Inf	+Inf	3.71728764e-06	0.01489600468	+Inf	+Inf	4.034629936e-06	0.01869935158	0	FALSE	TRUE
