metric_id	family	regime	value	status	reason
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_10	0.636164455897	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_5	0.60770586555	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	MATCHED_VOCAB	0.608762584709	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_100	0.667201848591	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_250	0.632467051379	COMPARABLE	
S04_REPEATED_BIGRAM_TYPES	S		923	COMPARABLE	
S05_REPEATED_TRIGRAM_TYPES	S		208	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_10	0.166666666667	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_5	0.1	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.1	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_100	0.166666666667	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_250	0.111111111111	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_10	0.5	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_5	0.5	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.5	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_100	0.555555555556	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_250	0.555555555556	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_10	0.344077487143	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_5	0.313284254924	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	MATCHED_VOCAB	0.315431223395	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_100	0.378939922498	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_250	0.342195027694	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T		5.11913602845	COMPARABLE	
T02_TOKEN_LENGTH_SD	T		2.8196732797	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T		0.377909105172	COMPARABLE	
T04_HAPAX_RATIO	T		0.698865208968	COMPARABLE	
T05_PREFIX_DIVERSITY	T		0.00636590091337	COMPARABLE	
T06_SUFFIX_DIVERSITY	T		0.00691945751453	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T		0.000309646920913	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T		0.273733739275	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T		0.377661115216	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T		0.349228282842	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T		0.194444444444	COMPARABLE	
