target_a	target_b	control_rank	control_a	control_b	frequency_match_score	regime_js	distance_js_1_5	regime_concentration_a	regime_concentration_b
x004718	x010055	1	x006441	x010279	0	0.8647990327347039	0.21989047170537565	0.004695607404368088	0.004753938883987454
x004718	x010055	2	x006441	x010278	0	0.8749046982333682	0.19397053200645115	0.004695607404368088	0.004674982511471812
x004718	x010055	3	x004472	x010366	0	0.85963555086135	0.21460981819253871	0.004680964009403852	0.004888216268689204
x009496	x010315	1	x007905	x010314	0	0.8352158425965525	0.15306999670700036	0.004632248875018126	0.0047212498655384025
x009496	x010315	2	x004225	x010704	0	0.8057284045171494	0.16843325580546037	0.004559775200861702	0.004713423563869961
x009496	x010315	3	x004225	x010360	0	0.8170348491574901	0.2069130303805382	0.004559775200861702	0.004700187499999969
x006050	x010484	1	x009915	x010360	0	0.7694113621054844	0.1551443982367435	0.0051006190511599355	0.004700187499999969
x006050	x010484	2	x006435	x010360	0	0.7753039803852514	0.11376639297650819	0.004859443480642803	0.004700187499999969
x006050	x010484	3	x004113	x010360	0	0.7706814557136886	0.10244746710333777	0.004535606376512549	0.004700187499999969
x006383	x010055	1	x007904	x010065	0	0.8245321032430191	0.16578953652236567	0.00448495174756628	0.004829150962110607
x006383	x010055	2	x006441	x010366	0	0.837765198042476	0.15992659095094092	0.004695607404368088	0.004888216268689204
x006383	x010055	3	x006387	x007904	0	0.8272659879657661	0.17288617685209245	0.004749294618231944	0.00448495174756628
x005730	x010617	1	x009470	x010052	0	0.765036519841818	0.06159334544322357	0.004733928571428604	0.004509847221437032
x005730	x010617	2	x005391	x010704	0	0.7362217611679606	0.07398164412647039	0.0047189221763084925	0.004713423563869961
x005730	x010617	3	x006019	x010383	0	0.766165321739725	0.08826319894935117	0.004705409277681607	0.004647560119629014
x006383	x010054	1	x006201	x010055	0	0.8203643615312789	0.13624622960039046	0.004680534297052133	0.004720048152397131
x006383	x010054	2	x007904	x010065	0	0.8245321032430191	0.16578953652236567	0.00448495174756628	0.004829150962110607
x006383	x010054	3	x006441	x010366	0	0.837765198042476	0.15992659095094092	0.004695607404368088	0.004888216268689204
x009497	x010315	1	x004225	x010360	0	0.8170348491574901	0.2069130303805382	0.004559775200861702	0.004700187499999969
x009497	x010315	2	x004224	x010360	0	0.8090937637661689	0.1849366157714836	0.004663067452001074	0.004700187499999969
x009497	x010315	3	x004225	x010361	0	0.8129607325675614	0.17126258335195266	0.004559775200861702	0.004787326388888847
x008352	x010617	1	x009470	x010052	0	0.765036519841818	0.06159334544322357	0.004733928571428604	0.004509847221437032
x008352	x010617	2	x005391	x010704	0	0.7362217611679606	0.07398164412647039	0.0047189221763084925	0.004713423563869961
x008352	x010617	3	x006019	x010383	0	0.766165321739725	0.08826319894935117	0.004705409277681607	0.004647560119629014
x003821	x010055	1	x007904	x010065	0	0.8245321032430191	0.16578953652236567	0.00448495174756628	0.004829150962110607
x003821	x010055	2	x006441	x010366	0	0.837765198042476	0.15992659095094092	0.004695607404368088	0.004888216268689204
x003821	x010055	3	x006441	x010053	0	0.8145421474363517	0.17030591902148629	0.004695607404368088	0.004610010414600175
x005731	x010617	1	x008327	x010616	0	0.797280595572752	0.15348626644516658	0.0048741018871190705	0.004684628397193221
x005731	x010617	2	x005447	x010052	0	0.7884668678115657	0.12337879660180592	0.004869611322714696	0.004509847221437032
x005731	x010617	3	x004113	x010052	0	0.7784486620897789	0.1350332823084079	0.004535606376512549	0.004509847221437032
x005843	x010617	1	x009540	x010616	0	0.7617738692257787	0.06158303683886355	0.004895750000000019	0.004684628397193221
x005843	x010617	2	x005488	x010616	0	0.7343388667188975	0.09033650614926374	0.004762453221008837	0.004684628397193221
x005843	x010617	3	x005380	x010616	0	0.7346519870407445	0.08860683776985549	0.00473036024305554	0.004684628397193221
x004929	x010054	1	x008669	x010055	0	0.8068885838390821	0.11330036483472068	0.0047204475308642605	0.004720048152397131
x004929	x010054	2	x004423	x010055	0	0.7937522126432094	0.12222053258847099	0.004826137392485339	0.004720048152397131
x004929	x010054	3	x007905	x010361	0	0.783663440841283	0.17246259990631435	0.004632248875018126	0.004787326388888847
x008248	x010617	1	x009470	x010052	0	0.765036519841818	0.06159334544322357	0.004733928571428604	0.004509847221437032
x008248	x010617	2	x008327	x010616	0	0.797280595572752	0.15348626644516658	0.0048741018871190705	0.004684628397193221
x008248	x010617	3	x005731	x010064	0	0.7923378260502308	0.13311289194854728	0.004346000692520748	0.004517192906574376
x008353	x010617	1	x008327	x010616	0	0.797280595572752	0.15348626644516658	0.0048741018871190705	0.004684628397193221
x008353	x010617	2	x005731	x010064	0	0.7923378260502308	0.13311289194854728	0.004346000692520748	0.004517192906574376
x008353	x010617	3	x001313	x010052	0	0.7588972568596726	0.1199141025011877	0.00470123208491069	0.004509847221437032
x005843	x010616	1	x005380	x010617	0	0.7275563851214234	0.06631771155207156	0.00473036024305554	0.004760473518601092
x005843	x010616	2	x006372	x010053	0	0.7599967165718067	0.09996383480781061	0.005416531032986074	0.004610010414600175
x005843	x010616	3	x008401	x010064	0	0.7537407354866124	0.1172277340247414	0.004983902410207991	0.004517192906574376
x005842	x010617	1	x002571	x010065	0	0.7496755553271652	0.10991145801248356	0.0047136080994897465	0.004829150962110607
x005842	x010617	2	x002571	x010704	0	0.7524675111827752	0.10908377082649115	0.0047136080994897465	0.004713423563869961
x005842	x010617	3	x009515	x010064	0	0.740584918998993	0.11297617295803788	0.004667352537722947	0.004517192906574376
x005730	x010485	1	x009316	x010705	0	0.7457716022192886	0.07906598679728065	0.0046473852040816825	0.004970420648243788
x005730	x010485	2	x005159	x010361	0	0.7431842998012479	0.13683536585195288	0.004810987903225853	0.004787326388888847
x005730	x010485	3	x006019	x010450	0	0.7847443476150371	0.046456446990681674	0.004705409277681607	0.004866647179705182
