target_a	target_b	control_rank	control_a	control_b	match_cost	count_a	count_b	structural_similarity	reliability	normalized_graphemic_distance	position_similarity	left_similarity	right_similarity	predecessor_js_similarity	successor_js_similarity
x004718	x010055	3	x004472	x010366	0.8359482174948355	264	83	0.321430291235535	0.8785656782332465	0.7142857142857143	0.9500450723524527	0.0014386136510821613	0.012807187703070221	0.00677588059316403	0.015513212948012889
x009496	x010315	1	x007905	x010314	0.5439058355103766	83	167	0.30241833401255547	0.8785656782332465	0.7142857142857143	0.8904343166964193	0.0168206853412472	0	0.030975507871376595	1.1102230246251565e-16
x009496	x010315	2	x004225	x010704	0.6306763458136087	185	63	0.318851712829834	0.8556690330968872	0.7142857142857143	0.932993092296124	0.02356204619337794	0	0.05484486939957389	0
x009496	x010315	3	x004225	x010360	0.6583534319264629	185	50	0.29487844698484134	0.8354928861331697	0.7142857142857143	0.833977563531022	0.00878598795557071	0.04187178946793119	0.022755847682391916	0.062191876506386023
x006050	x010484	1	x009915	x010360	0.07684917200069208	41	50	0.2680020200455791	0.7422289512942033	0.7142857142857143	0.7437600016880406	0.014560190658208844	0.04568586779048795	0.028597473676923446	0.05645451853276151
x006050	x010484	2	x006435	x010360	0.09255233927392181	37	50	0.27261182437981285	0.7333146963915342	0.7142857142857143	0.7609838584194337	0.008082408062828087	0.048769206657176635	0.031766116855257764	0.05803117530339519
x006050	x010484	3	x004113	x010360	0.10364404045640085	37	50	0.2742601444550563	0.7333146963915342	0.7142857142857143	0.8227804333651689	0	0	0	0
x006383	x010055	1	x007904	x010065	0.25547406671999773	86	71	0.27282170954132384	0.8264278459900801	0.7142857142857143	0.7671662110197137	0	0.05129891760425771	6.661338147750939e-16	0.054310080104783554
x006383	x010055	2	x006441	x010366	0.269636381564042	89	83	0.29600468060370366	0.8406385299586195	0.7142857142857143	0.888014041811111	0	0	0	0
x006383	x010055	3	x006387	x007904	0.4025035021063079	83	86	0.2768712003272507	0.8383454870002054	0.5714285714285714	0.7999624033570019	0.01384091330895666	0.016810284315793626	0.017183512600938533	0.02667195288073665
x005730	x010617	1	x009470	x010052	0.10750813882372423	35	67	0.27324874282405504	0.7495496178755303	0.7142857142857143	0.8037661591696503	0.01598006930251483	0	0.020960431349630104	1.1102230246251565e-16
x005730	x010617	2	x005391	x010704	0.1765357506680214	33	63	0.2811955056446596	0.7396794028679977	0.7142857142857143	0.8435865169339788	0	0	4.440892098500626e-16	0
x005730	x010617	3	x006019	x010383	0.1792347465594426	34	64	0.2799193716019602	0.7435849986969769	0.7142857142857143	0.8001987261994188	0.03955938860646178	0	0.04788823436312262	1.1102230246251565e-16
x006383	x010054	1	x006201	x010055	0.3799870865762275	105	91	0.2986149910374766	0.8578946932987778	0.7142857142857143	0.8250471315792925	0.05729359729246709	0.01350424424067009	0.03576672603322151	0.04804351629415082
x006383	x010054	2	x007904	x010065	0.3835328564931635	86	71	0.27282170954132384	0.8264278459900801	0.7142857142857143	0.7671662110197137	0	0.05129891760425771	7.771561172376096e-16	0.054310080104783776
x006383	x010054	3	x006441	x010366	0.3976951713372078	89	83	0.29600468060370366	0.8406385299586195	0.7142857142857143	0.888014041811111	0	0	0	0
x009497	x010315	1	x004225	x010360	0.32021078924012036	185	50	0.29487844698484134	0.8354928861331697	0.7142857142857143	0.833977563531022	0.00878598795557071	0.04187178946793119	0.02275584768239214	0.06219187650638636
x009497	x010315	2	x004224	x010360	0.3465927586285402	172	50	0.29682910056673933	0.8354928861331697	0.7142857142857143	0.8255563027252367	0.024930345897763106	0.04000065307721826	0.032676777553307335	0.055591444059129747
x009497	x010315	3	x004225	x010361	0.40228277323331696	185	42	0.2828928916810228	0.8198418761328603	0.7142857142857143	0.802536652436493	0.005317193560189136	0.040824829046386304	0.012674887916870436	0.05780712099159324
x008352	x010617	1	x009470	x010052	0.10750813882372423	35	67	0.27324874282405504	0.7495496178755303	0.7142857142857143	0.8037661591696503	0.01598006930251483	0	0.020960431349630326	6.661338147750939e-16
x008352	x010617	2	x005391	x010704	0.1765357506680214	33	63	0.2811955056446596	0.7396794028679977	0.7142857142857143	0.8435865169339788	0	0	9.992007221626409e-16	0
x008352	x010617	3	x006019	x010383	0.1792347465594426	34	64	0.2799193716019602	0.7435849986969769	0.7142857142857143	0.8001987261994188	0.03955938860646178	0	0.047888234363122284	0
x003821	x010055	1	x007904	x010065	0.15684367350017925	86	71	0.27282170954132384	0.8264278459900801	0.7142857142857143	0.7671662110197137	0	0.05129891760425771	1.1102230246251565e-16	0.054310080104783776
x003821	x010055	2	x006441	x010366	0.33541745000118806	89	83	0.29600468060370366	0.8406385299586195	0.7142857142857143	0.888014041811111	0	0	0	0
x003821	x010055	3	x006441	x010053	0.34229505909977354	89	71	0.295326093861956	0.8286764007857353	0.7142857142857143	0.8598903387338444	0.026087942852023687	0	0.032953013781989116	7.771561172376096e-16
x005731	x010617	1	x008327	x010616	0.00018143610966525614	38	67	0.2728632557473441	0.7571769770217512	0.7142857142857143	0.7788374821597708	0.027713699773684666	0.01203858530857692	0.042785332839240686	0.02216812009060143
x005731	x010617	2	x005447	x010052	0.0593129260016928	38	67	0.2788126919584799	0.7571769770217512	0.7142857142857143	0.8264220373727522	0.01001603850268755	0	0.01993455192522431	1.1102230246251565e-16
x005731	x010617	3	x004113	x010052	0.09692339223705793	37	67	0.2662793998592137	0.7547130216003374	0.7142857142857143	0.7897151903859081	0.00912300919173289	0	0.02069032955178074	3.3306690738754696e-16
x005843	x010617	1	x009540	x010616	0.049139844447479986	25	67	0.27307047291617154	0.7173880133586014	0.7142857142857143	0.7414269719222549	0.07778444682625972	0	0.1389039452630395	0
x005843	x010617	2	x005488	x010616	0.061176192983979916	25	67	0.27427410776982153	0.7173880133586014	0.7142857142857143	0.7827331370226009	0.04008918628686366	0	0.06562891708231533	0
x005843	x010617	3	x005380	x010616	0.061324233854881394	24	67	0.2667489759728225	0.7133738155008067	0.7142857142857143	0.7851283489980985	0.01511857892036909	0	0.026750211546683444	0
x004929	x010054	1	x008669	x010055	0.28505530439484095	45	91	0.2887032736496666	0.792531762927234	0.7142857142857143	0.8343150318978716	0.023141886856941993	0.008652902194186083	0.03228171792053747	0.02102785759020842
x004929	x010054	2	x004423	x010055	0.29256438449013356	47	91	0.2859353954101837	0.7962176388915712	0.7142857142857143	0.812515131480695	0.029620691948927042	0.015670362800929198	0.032281717920537356	0.04669623447397431
x004929	x010054	3	x007905	x010361	0.3148639786877281	83	42	0.27222090182836806	0.7810270714743535	0.7142857142857143	0.6888738375189944	0.07294801825540141	0.054840849710708184	0.06905432714585624	0.07103511500564486
x008248	x010617	1	x009470	x010052	0.0036734346574440746	35	67	0.27324874282405504	0.7495496178755303	0.7142857142857143	0.8037661591696503	0.01598006930251483	0	0.020960431349630326	4.440892098500626e-16
x008248	x010617	2	x008327	x010616	0.09547886207564349	38	67	0.2728632557473441	0.7571769770217512	0.7142857142857143	0.7788374821597708	0.027713699773684666	0.01203858530857692	0.042785332839240686	0.022168120090601873
x008248	x010617	3	x005731	x010064	0.11670651102488494	38	68	0.2733491993962265	0.758243119651049	0.7142857142857143	0.7689165989321881	0	0.051130999256491366	0	0.07269871322006438
x008353	x010617	1	x008327	x010616	0.08783068175282405	38	67	0.2728632557473441	0.7571769770217512	0.7142857142857143	0.7788374821597708	0.027713699773684666	0.01203858530857692	0.042785332839240686	0.022168120090602095
x008353	x010617	2	x005731	x010064	0.10479376018487463	38	68	0.2733491993962265	0.758243119651049	0.7142857142857143	0.7689165989321881	0	0.051130999256491366	0	0.07269871322006471
x008353	x010617	3	x001313	x010052	0.13999390236580345	43	67	0.28143961635408593	0.7678934721530485	0.7142857142857143	0.7941119989417914	0.014990633779917228	0.0352162163405491	0.02800297218714254	0.03419045069183324
x005843	x010616	1	x005380	x010617	0.027472089582452064	24	67	0.27562860831655583	0.7133738155008067	0.7142857142857143	0.7856776557650608	0.04120816918460671	0	0.04963310892386352	0
x005843	x010616	2	x006372	x010053	0.07900257445950343	24	71	0.2742909900626057	0.7172479422891088	0.7142857142857143	0.8228729701878171	0	0	6.661338147750939e-16	0
x005843	x010616	3	x008401	x010064	0.09235428415556679	23	68	0.2759292576575775	0.7101463618900613	0.7142857142857143	0.789439523530364	0	0.03834824944236852	0	0.0383543607888811
x005842	x010617	1	x002571	x010065	0.09266207398839144	28	71	0.2728414595399698	0.7323732494566623	0.7142857142857143	0.8091993305375063	0	0.009325048082403139	4.440892098500626e-16	0.02399403884071416
x005842	x010617	2	x002571	x010704	0.12574305776686678	28	63	0.2712838895046194	0.7241510014430667	0.7142857142857143	0.7981343031773099	0.015717365336548286	0	0.025115542805636215	9.992007221626409e-16
x005842	x010617	3	x009515	x010064	0.13166682292259457	27	68	0.276514318598093	0.7258989145036523	0.7142857142857143	0.683384385889867	0.07668522247522455	0.06947334742918748	0.10414083474214064	0.08692379570941045
x005730	x010485	1	x009316	x010705	0.14485665556555316	35	44	0.2733756746400341	0.7187921152147996	0.7142857142857143	0.8201270239201023	0	0	0	0
x005730	x010485	2	x005159	x010361	0.1619413044622332	31	42	0.27057833811555365	0.7044876346296177	0.7142857142857143	0.7121326302354615	0	0.09960238411119945	4.440892098500626e-16	0.15203390299903585
x005730	x010485	3	x006019	x010450	0.16283738933634906	34	42	0.27411343761250156	0.7127188979278194	0.7142857142857143	0.8022760039898764	0.0200643088476282	0	0.02902804602593889	0
