record_type	token_a	token_b	control	parameter	observed_gain	control_mean	control_p95	percentile	mean_gain_full	mean_gain_ablated
pair	x009497	x010315	generic_smoothing		0.1092737093913935	0.580717296911494	0.5858402062515394	0		
pair	x009497	x010315	random_space_ablated		0.2509390711061157	0.26403436432743366	0.2690058541211061	0		
pair	x009497	x010315	generic_smoothing_ablated		0.2509390711061157	0.6088939863648711	0.6114417739040737	0		
pair	x006348	x010055	random_space		0.08253215676131058	0.08429197601836283	0.08833583935340521	25.5		
pair	x006348	x010055	generic_smoothing		0.08253215676131058	0.5795503991049978	0.5823270165915263	0		
pair	x006348	x010055	random_space_ablated		0.19355997118321577	0.20513946721860188	0.20849509697939023	0		
pair	x006348	x010055	generic_smoothing_ablated		0.19355997118321577	0.5825906201327374	0.5843036164228678	0		
pair	x004718	x010055	random_space		0.06949217163690566	0.07984252265438495	0.08432471802823024	0		
pair	x004718	x010055	generic_smoothing		0.06949217163690566	0.5739124269255893	0.5771913006897716	0		
pair	x004718	x010055	random_space_ablated		0.18402225703461278	0.20166107051652002	0.2057411803987846	0		
pair	x004718	x010055	generic_smoothing_ablated		0.18402225703461278	0.5755098895490829	0.5774983583566231	0		
pair	x003821	x010055	random_space		0.08282507900674449	0.08786606931736564	0.09526187397382593	14		
pair	x003821	x010055	generic_smoothing		0.08282507900674449	0.6026124950992638	0.6089828623524852	0		
pair	x003821	x010055	random_space_ablated		0.24332502667014294	0.25121015770541993	0.2572936051347724	1		
pair	x003821	x010055	generic_smoothing_ablated		0.24332502667014294	0.6091080708564068	0.6123962589955857	0		
pair	x006383	x010055	random_space		0.07701357633376178	0.08288841778092411	0.08949533072181612	9		
pair	x006383	x010055	generic_smoothing		0.07701357633376178	0.5752626400747165	0.5808267697169238	0		
pair	x006383	x010055	random_space_ablated		0.20215267097123008	0.21340803115041504	0.2183213427714025	0		
pair	x006383	x010055	generic_smoothing_ablated		0.20215267097123008	0.5781795569789933	0.5806476819930477	0		
pair	x005730	x010617	random_space		0.09515390514060511	0.0992663910726186	0.1072694945395595	22		
pair	x005730	x010617	generic_smoothing		0.09515390514060511	0.5994914489195996	0.606527023446534	0		
pair	x005730	x010617	random_space_ablated		0.23267890970451127	0.2399288911060152	0.24577368665489932	2.5		
pair	x005730	x010617	generic_smoothing_ablated		0.23267890970451127	0.59779797778728	0.6027282065108828	0		
pair	x008248	x010617	random_space		0.08736605615334503	0.09883163162355384	0.11100299464412251	1		
pair	x008248	x010617	generic_smoothing		0.08736605615334503	0.5908133616008904	0.5979053598186597	0		
pair	x008248	x010617	random_space_ablated		0.24175819016558525	0.261701024269034	0.2688422772164665	0		
pair	x008248	x010617	generic_smoothing_ablated		0.24175819016558525	0.6081509469135462	0.6118004354691305	0		
pair	x008353	x010617	random_space		0.10285344202905089	0.10696915013729523	0.11626278151888603	27		
pair	x008353	x010617	generic_smoothing		0.10285344202905089	0.6063437622580069	0.6150504140997726	0		
pair	x008353	x010617	random_space_ablated		0.27882837795057036	0.2809806451863441	0.28780885080491697	30.5		
pair	x008353	x010617	generic_smoothing_ablated		0.27882837795057036	0.6398273681938909	0.6434867277705627	0		
pair	x005731	x010617	random_space		0.09195978244627623	0.1077209958352409	0.12222664673253465	1		
pair	x005731	x010617	generic_smoothing		0.09195978244627623	0.6151416347175566	0.625543282310184	0		
pair	x005731	x010617	random_space_ablated		0.24355508608886112	0.261453252781217	0.2689598858399549	0		
pair	x005731	x010617	generic_smoothing_ablated		0.24355508608886112	0.6325528372473382	0.636744168562104	0		
pair	x004929	x010054	random_space		0.09481409968845902	0.0941246139798322	0.1013319202982321	57.5		
pair	x004929	x010054	generic_smoothing		0.09481409968845902	0.6291204423991043	0.6359959565827412	0		
pair	x004929	x010054	random_space_ablated		0.24784052120481148	0.2533181906185183	0.25757502586282044	1		
pair	x004929	x010054	generic_smoothing_ablated		0.24784052120481148	0.6444976962229968	0.6477278358841818	0		
pair	x005842	x010617	random_space		0.12833882051533219	0.12129715442787217	0.13330952854033096	82.5		
pair	x005842	x010617	generic_smoothing		0.12833882051533219	0.6338247677913585	0.64338704526479	0		
pair	x005842	x010617	random_space_ablated		0.24838968048299737	0.26551845670077306	0.2737844186828052	0		
pair	x005842	x010617	generic_smoothing_ablated		0.24838968048299737	0.6474769967907419	0.6514711081225226	0		
pair	x008352	x010617	random_space		0.11187833091049433	0.11545237506846036	0.12541320645421225	31		
pair	x008352	x010617	generic_smoothing		0.11187833091049433	0.6294262874923028	0.6382004289049347	0		
pair	x008352	x010617	random_space_ablated		0.2342207238545895	0.2421182952578066	0.25011712955426946	7.5		
pair	x008352	x010617	generic_smoothing_ablated		0.2342207238545895	0.6327209274774327	0.6363599692575422	0		
pair	x005843	x010617	random_space		0.11247637091440965	0.09944423677571086	0.10949228333822111	98		
pair	x005843	x010617	generic_smoothing		0.11247637091440965	0.6300299870046077	0.6388686326544899	0		
pair	x005843	x010617	random_space_ablated		0.23343059074449587	0.24656142457421942	0.25396127265687396	0		
pair	x005843	x010617	generic_smoothing_ablated		0.23343059074449587	0.6477866916318621	0.652682977008018	0		
pair	x006050	x010484	random_space		0.10976909564598554	0.10831587408867545	0.11814712240266963	58		
pair	x006050	x010484	generic_smoothing		0.10976909564598554	0.6423498482627972	0.6512332429205571	0		
pair	x006050	x010484	random_space_ablated		0.25382906879058625	0.27320997428913885	0.28176305326458884	0		
pair	x006050	x010484	generic_smoothing_ablated		0.25382906879058625	0.6311725796768651	0.6355129065712157	0		
pair	x005730	x010485	random_space		0.09342561178650319	0.10708903754328607	0.12090331325000328	4.5		
pair	x005730	x010485	generic_smoothing		0.09342561178650319	0.6241766624017431	0.6353890324146628	0		
pair	x005730	x010485	random_space_ablated		0.26177624200585126	0.2730369770073674	0.2821877842509396	1		
pair	x005730	x010485	generic_smoothing_ablated		0.26177624200585126	0.6170699330882152	0.6218185790743778	0		
pair	x005843	x010616	random_space		0.12205386348341189	0.11242619130691692	0.12388492454679871	91		
pair	x005843	x010616	generic_smoothing		0.12205386348341189	0.6429462781637479	0.6528470440414168	0		
pair	x005843	x010616	random_space_ablated		0.26121068234306277	0.2733457166065907	0.28132276133111306	1		
pair	x005843	x010616	generic_smoothing_ablated		0.26121068234306277	0.6722190437765059	0.6767578400434274	0		
sweep			threshold	0.5					0.23178433228121778	0.387955613585964
sweep			threshold	0.6					0.13707410750804686	0.3007717277864828
sweep			threshold	0.65					0.08780791141086329	0.21769911058999097
sweep			threshold	0.7					0.04706502782168706	0.16714599016083675
sweep			threshold	0.75					0.0360374005057133	0.11934560793840425
sweep			knn	3					0.19360287320139202	0.22491439908492208
sweep			knn	5					0.24119728926524128	0.2703773010028602
sweep			knn	10					0.29306782534730286	0.320244284411903
sweep			knn	20					0.33120205502501265	0.35660038782256037
sweep			family_control	0					0.02840762144517688	0.02840762144517688
shuffle			global		0.11515373443293073				0.35242459682838195	
shuffle			line-preserving		0.11198534512615146				0.3194953049396118	
