record_type	window_size	window_index	start	end	adjacent_js_distance	concentration	separation	comparisons	mean_js_distance	mean_similarity
window	50	196	1960	2010	0.17245112497836534	0.024800000000000003				
window	50	197	1970	2020	0.16490224995673064	0.0232				
window	50	198	1980	2030	0.18754887502163475	0.020800000000000003				
window	50	199	1990	2040	0.18490224995673066	0.020800000000000003				
window	50	200	2000	2050	0.17245112497836534	0.021600000000000008				
window	50	201	2010	2060	0.17245112497836534	0.02240000000000001				
window	50	202	2020	2070	0.14490224995673062	0.022400000000000007				
window	50	203	2030	2080	0.16390359525563192	0.02320000000000001				
window	50	204	2040	2090	0.20000000000000007	0.02320000000000001				
window	50	205	2050	2100	0.16390359525563192	0.020800000000000006				
window	50	206	2060	2110	0.16980449991346125	0.022400000000000003				
window	50	207	2070	2120	0.18490224995673066	0.022400000000000003				
window	50	208	2080	2130	0.16390359525563192	0.023200000000000005				
window	50	209	2090	2140	0.16000000000000003	0.026400000000000003				
window	50	210	2100	2150	0.18348515545596777	0.028000000000000004				
window	50	211	2110	2160	0.15451918593357006	0.027200000000000005				
window	50	212	2120	2170	0.1829049405545331	0.03439999999999998				
window	50	213	2130	2180	0.140461176650996	0.033599999999999984				
window	50	214	2140	2190	0.12854752972273342	0.0288				
window	50	215	2150	2200	0.15735337493509594	0.027999999999999997				
window	50	216	2160	2210	0.16390359525563192	0.025599999999999998				
window	50	217	2170	2220	0.18490224995673066	0.024800000000000006				
window	50	218	2180	2230	0.16880584521236253	0.024000000000000004				
window	50	219	2190	2240	0.16980449991346125	0.02320000000000001				
window	50	220	2200	2250	0.17735337493509595	0.024000000000000004				
window	50	221	2210	2260	0.17245112497836534	0.02480000000000001				
window	50	222	2220	2270	0.15470674987019195	0.023200000000000012				
window	50	223	2230	2280	0.16225562489182666	0.022400000000000017				
window	50	224	2240	2290	0.17635472023399723	0.024000000000000014				
window	50	225	2250	2300	0.16980449991346125	0.02560000000000001				
window	50	226	2260	2310	0.1678071905112637	0.02560000000000001				
window	50	227	2270	2320	0.16980449991346136	0.023999999999999997				
window	50	228	2280	2330	0.16083853039106377	0.027999999999999994				
window	50	229	2290	2340	0.16838740541269837	0.026399999999999996				
window	50	230	2300	2350	0.15370809516909312	0.024				
window	50	231	2310	2360	0.18490224995673066	0.023200000000000005				
window	50	232	2320	2370	0.17735337493509595	0.020800000000000006				
window	50	233	2330	2380	0.16490224995673064	0.022400000000000014				
window	50	234	2340	2390	0.18000000000000005	0.024000000000000018				
window	50	235	2350	2400	0.14490224995673062	0.02720000000000001				
window	50	236	2360	2410	0.17635472023399723	0.029600000000000008				
window	50	237	2370	2420	0.17493762573323424	0.029600000000000005				
window	50	238	2380	2430	0.19245112497836536	0.028800000000000003				
window	50	239	2390	2440	0.14738875071159963	0.024800000000000006				
window	50	240	2400	2450	0.16490224995673064	0.021600000000000008				
window	50	241	2410	2460	0.16980449991346136	0.022400000000000014				
window	50	242	2420	2470	0.18490224995673066	0.024000000000000007				
window	50	243	2430	2480	0.17635472023399723	0.028000000000000008				
window	50	244	2440	2490	0.1363547202339972	0.02800000000000001				
window	50	245	2450	2500	0.1829049405545331	0.024800000000000006				
window	50	246	2460	2510	0.19245112497836536	0.023200000000000002				
window	50	247	2470	2520	0.14980449991346123	0.024000000000000007				
window	50	248	2480	2530	0.17145247027726662	0.024800000000000006				
window	50	249	2490	2540	0.16980449991346125	0.024800000000000003				
window	50	250	2500	2550	0.20000000000000007	0.024800000000000003				
window	50	251	2510	2560	0.18390359525563182	0.024000000000000004				
window	50	252	2520	2570	0.17999999999999994	0.02400000000000001				
window	50	253	2530	2580	0.16880584521236253	0.023200000000000005				
window	50	254	2540	2590	0.13735337493509592	0.02480000000000001				
window	50	255	2550	2600	0.15245112497836533	0.025600000000000015				
window	50	256	2560	2610	0.1639035952556318	0.02800000000000001				
window	50	257	2570	2620	0.1553560655328985	0.024000000000000014				
window	50	258	2580	2630	0.15245112497836533	0.024800000000000013				
window	50	259	2590	2640	0.16125697019072782	0.024000000000000007				
window	50	260	2600	2650	0.16880584521236253	0.024800000000000003				
window	50	261	2610	2660	0.16980449991346125	0.02640000000000001				
window	50	262	2620	2670	0.18490224995673066	0.026400000000000003				
window	50	263	2630	2680	0.13735337493509592	0.027200000000000005				
window	50	264	2640	2690	0.16880584521236253	0.02480000000000001				
window	50	265	2650	2700	0.13206012480528784	0.02400000000000001				
window	50	266	2660	2710	0.17735337493509595	0.02480000000000001				
window	50	267	2670	2720	0.17735337493509595	0.028000000000000004				
window	50	268	2680	2730	0.15735337493509594	0.02880000000000001				
window	50	269	2690	2740	0.16225562489182666	0.028800000000000006				
window	50	270	2700	2750	0.17735337493509595	0.029600000000000008				
window	50	271	2710	2760	0.18348515545596777	0.026400000000000003				
window	50	272	2720	2770	0.15735337493509594	0.02400000000000001				
window	50	273	2730	2780	0.16125697019072782	0.024000000000000004				
window	50	274	2740	2790	0.16490224995673064	0.02320000000000002				
window	50	275	2750	2800	0.19245112497836536	0.02480000000000002				
window	50	276	2760	2810	0.18390359525563194	0.025600000000000022				
window	50	277	2770	2820	0.15735337493509594	0.02640000000000002				
window	50	278	2780	2830	0.16390359525563192	0.027200000000000023				
window	50	279	2790	2840	0.16000000000000003	0.02560000000000001				
window	50	280	2800	2850	0.16490224995673064	0.020800000000000003				
window	50	281	2810	2860	0.18754887502163475	0.023200000000000002				
window	50	282	2820	2870	0.18490224995673066	0.023200000000000005				
window	50	283	2830	2880	0.14490224995673062	0.024800000000000003				
window	50	284	2840	2890	0.18490224995673066	0.023200000000000002				
window	50	285	2850	2900	0.17635472023399723	0.02720000000000001				
window	50	286	2860	2910	0.17145247027726662	0.024000000000000014				
window	50	287	2870	2920	0.19245112497836536	0.024800000000000013				
window	50	288	2880	2930	0.18490224995673066	0.024000000000000007				
window	50	289	2890	2940	0.15735337493509594	0.021600000000000005				
window	50	290	2900	2950	0.19245112497836536	0.021600000000000008				
window	50	291	2910	2960	0.17245112497836534	0.022400000000000007				
window	50	292	2920	2970	0.17245112497836534	0.0216				
window	50	293	2930	2980	0.17735337493509595	0.023200000000000005				
window	50	294	2940	2990	0.15735337493509594	0.022400000000000007				
window	50	295	2950	3000	0.14980449991346134	0.024000000000000007				
window	50	296	2960	3010	0.16880584521236253	0.024800000000000003				
window	50	297	2970	3020	0.1602583154896291	0.024000000000000004				
window	50	298	2980	3030	0.1753560655328985	0.028000000000000008				
window	50	299	2990	3040	0.14025831548962908	0.025600000000000005				
window	50	300	3000	3050	0.11145247027726657	0.027200000000000002				
window	50	301	3010	3060	0.14680853581016495	0.02640000000000001				
window	50	302	3020	3070	0.16880584521236253	0.024000000000000014				
window	50	303	3030	3080	0.14490224995673062	0.025600000000000008				
window	50	304	3040	3090	0.1412569701907278	0.02400000000000002				
window	50	305	3050	3100	0.17145247027726662	0.025600000000000015				
window	50	306	3060	3110	0.16490224995673064	0.02400000000000001				
window	50	307	3070	3120	0.15735337493509594	0.024800000000000006				
window	50	308	3080	3130	0.18000000000000005	0.023200000000000012				
window	50	309	3090	3140	0.18490224995673066	0.024000000000000014				
window	50	310	3100	3150	0.1563547202339972	0.02720000000000002				
window	50	311	3110	3160	0.14490224995673062	0.02720000000000002				
window	50	312	3120	3170	0.17735337493509595	0.024800000000000016				
window	50	313	3130	3180	0.17735337493509595	0.02400000000000001				
window	50	314	3140	3190	0.17245112497836534	0.0216				
window	50	315	3150	3200	0.17245112497836534	0.022400000000000007				
window	50	316	3160	3210	0.17735337493509595	0.023200000000000005				
window	50	317	3170	3220	0.16980449991346136	0.023200000000000002				
window	50	318	3180	3230	0.17735337493509595	0.022400000000000007				
window	50	319	3190	3240	0.19145247027726664	0.024800000000000016				
window	50	320	3200	3250	0.15735337493509594	0.02400000000000001				
window	50	321	3210	3260	0.19145247027726664	0.022400000000000007				
window	50	322	3220	3270	0.17735337493509595	0.024800000000000013				
window	50	323	3230	3280	0.16980449991346125	0.024800000000000023				
window	50	324	3240	3290	0.18490224995673066	0.02400000000000002				
window	50	325	3250	3300	0.17245112497836534	0.02480000000000002				
window	50	326	3260	3310	0.16225562489182666	0.023200000000000016				
window	50	327	3270	3320	0.16980449991346136	0.023200000000000016				
window	50	328	3280	3330	0.16390359525563192	0.025600000000000015				
window	50	329	3290	3340	0.15983987568996494	0.030400000000000014				
window	50	330	3300	3350	0.1602583154896291	0.031200000000000012				
window	50	331	3310	3360	0.13983987568996492	0.02480000000000001				
window	50	332	3320	3370	0.16390359525563192	0.024000000000000014				
window	50	333	3330	3380	0.16125697019072782	0.02560000000000002				
window	50	334	3340	3390	0.16680853581016497	0.026400000000000014				
window	50	335	3350	3400	0.16880584521236253	0.028800000000000023				
window	50	336	3360	3410	0.1273887507115996	0.02960000000000002				
window	50	337	3370	3420	0.15983987568996494	0.026400000000000014				
window	50	338	3380	3430	0.16880584521236253	0.023200000000000012				
window	50	339	3390	3440	0.17735337493509595	0.02240000000000001				
window	50	340	3400	3450	0.19245112497836536	0.023200000000000012				
window	50	341	3410	3460	0.15245112497836533	0.024000000000000014				
window	50	342	3420	3470	0.13960899982692254	0.025600000000000015				
window	50	343	3430	3480	0.1288058452123625	0.026400000000000003				
window	50	344	3440	3490	0.17635472023399723	0.02880000000000001				
window	50	345	3450	3500	0.15370809516909312	0.029600000000000005				
window	50	346	3460	3510	0.13071213106579682	0.032				
window	50	347	3470	3520	0.13593628043433303	0.029600000000000005				
window	50	348	3480	3530	0.17145247027726662	0.029600000000000005				
window	50	349	3490	3540	0.1563547202339972	0.028800000000000013				
window	50	350	3500	3550	0.17635472023399723	0.025600000000000008				
window	50	351	3510	3560	0.16490224995673064	0.023200000000000005				
window	50	352	3520	3570	0.16490224995673064	0.023200000000000005				
window	50	353	3530	3580	0.17635472023399723	0.024000000000000004				
window	50	354	3540	3590	0.17635472023399723	0.022400000000000003				
window	50	355	3550	3600	0.17735337493509595	0.023200000000000012				
window	50	356	3560	3610	0.16390359525563192	0.024000000000000004				
window	50	357	3570	3620	0.18000000000000005	0.026400000000000007				
window	50	358	3580	3630	0.1478071905112638	0.02480000000000001				
window	50	359	3590	3640	0.15370809516909323	0.029600000000000005				
window	50	360	3600	3650	0.1527094404679944	0.0328				
window	50	361	3610	3660	0.1488058452123625	0.0344				
window	50	362	3620	3670	0.17245112497836534	0.032799999999999996				
window	50	363	3630	3680	0.16697031091193537	0.02640000000000001				
window	50	364	3640	3690	0.13735337493509592	0.02400000000000001				
window	50	365	3650	3700	0.18490224995673066	0.022400000000000014				
window	50	366	3660	3710	0.15245112497836533	0.021600000000000005				
window	50	367	3670	3720	0.18000000000000005	0.021600000000000008				
window	50	368	3680	3730	0.18490224995673066	0.02320000000000001				
window	50	369	3690	3740	0.16490224995673064	0.023200000000000005				
window	50	370	3700	3750	0.16490224995673064	0.024799999999999996				
window	50	371	3710	3760	0.1563547202339972	0.023200000000000002				
window	50	372	3720	3770	0.16980449991346136	0.023200000000000005				
window	50	373	3730	3780	0.12980449991346132	0.02480000000000001				
window	50	374	3740	3790	0.13735337493509592	0.025600000000000008				
window	50	375	3750	3800	0.18390359525563182	0.0256				
window	50	376	3760	3810	0.17735337493509595	0.023999999999999994				
window	50	377	3770	3820	0.18390359525563194	0.023200000000000002				
window	50	378	3780	3830	0.17245112497836534	0.022400000000000007				
window	50	379	3790	3840	0.17999999999999994	0.024800000000000006				
window	50	380	3800	3850	0.17245112497836534	0.024000000000000004				
window	50	381	3810	3860	0.17145247027726662	0.024800000000000013				
window	50	382	3820	3870	0.18390359525563194	0.024000000000000004				
window	50	383	3830	3880	0.17735337493509595	0.025600000000000008				
window	50	384	3840	3890	0.16880584521236253	0.02720000000000001				
window	50	385	3850	3900	0.17735337493509595	0.024800000000000013				
window	50	386	3860	3910	0.16000000000000003	0.021600000000000008				
window	50	387	3870	3920	0.17735337493509595	0.024000000000000007				
window	50	388	3880	3930	0.17145247027726662	0.0288				
window	50	389	3890	3940	0.14980449991346134	0.0272				
window	50	390	3900	3950	0.18490224995673066	0.0256				
window	50	391	3910	3960	0.1753560655328985	0.023200000000000002				
window	50	392	3920	3970	0.18490224995673066	0.023200000000000005				
window	50	393	3930	3980	0.18490224995673066	0.023200000000000005				
window	50	394	3940	3990	0.18000000000000005	0.023200000000000005				
window	50	395	3950	4000	0.19245112497836536	0.022400000000000007				
window	50	396	3960	4010	0.18490224995673066	0.022400000000000003				
window	50	397	3970	4020	0.16980449991346136	0.022400000000000003				
window	50	398	3980	4030	0.19245112497836536	0.0216				
window	50	399	3990	4040	0.16000000000000003	0.024800000000000006				
window	50	400	4000	4050	0.16490224995673064	0.023200000000000002				
window	50	401	4010	4060	0.1439035952556319	0.0256				
window	50	402	4020	4070	0.1753560655328985	0.023200000000000005				
window	50	403	4030	4080	0.18390359525563194	0.025600000000000015				
window	50	404	4040	4090	0.20000000000000007	0.024800000000000016				
window	50	405	4050	4100	0.15593628043433305	0.025600000000000015				
window	50	406	4060	4110	0.16490224995673064	0.023200000000000016				
window	50	407	4070	4120	0.16490224995673064	0.024800000000000016				
window	50	408	4080	4130	0.14083853039106364	0.027200000000000023				
window	50	409	4090	4140	0.18490224995673066	0.027200000000000023				
window	50	410	4100	4150	0.1273887507115996	0.026400000000000024				
window	50	411	4110	4160	0.18000000000000005	0.023200000000000012				
window	50	412	4120	4170	0.16390359525563192	0.02240000000000001				
window	50	413	4130	4180	0.17735337493509595	0.021600000000000008				
window	50	414	4140	4190	0.16980449991346125	0.021599999999999998				
window	50	415	4150	4200	0.18390359525563194	0.022399999999999996				
window	50	416	4160	4210	0.17245112497836534	0.023199999999999995				
window	50	417	4170	4220	0.16348515545596776	0.024799999999999996				
window	50	418	4180	4230	0.20000000000000007	0.024799999999999996				
window	50	419	4190	4240	0.17245112497836534	0.025599999999999998				
window	50	420	4200	4250	0.15080315461456006	0.0288				
window	50	421	4210	4260	0.16490224995673064	0.0304				
window	50	422	4220	4270	0.1530587795063867	0.026399999999999996				
window	50	423	4230	4280	0.17735337493509595	0.027200000000000002				
window	50	424	4240	4290	0.17593628043433307	0.02480000000000001				
window	50	425	4250	4300	0.14490224995673062	0.0216				
window	50	426	4260	4310	0.16490224995673064	0.021599999999999998				
window	50	427	4270	4320	0.16490224995673064	0.023199999999999995				
window	50	428	4280	4330	0.19145247027726664	0.024799999999999996				
window	50	429	4290	4340	0.17635472023399723	0.024799999999999996				
window	50	430	4300	4350	0.19145247027726664	0.023199999999999995				
window	50	431	4310	4360	0.17245112497836534	0.023999999999999997				
window	50	432	4320	4370	0.15593628043433305	0.026400000000000003				
window	50	433	4330	4380	0.16715787484855726	0.0328				
window	50	434	4340	4390	0.15470674987019195	0.028800000000000017				
window	50	435	4350	4400	0.17635472023399723	0.028800000000000006				
window	50	436	4360	4410	0.17493762573323424	0.024				
window	50	437	4370	4420	0.18754887502163475	0.021600000000000005				
window	50	438	4380	4430	0.17735337493509595	0.020800000000000006				
window	50	439	4390	4440	0.17735337493509595	0.021600000000000008				
window	50	440	4400	4450	0.19145247027726664	0.023200000000000012				
window	50	441	4410	4460	0.1753560655328985	0.02400000000000001				
window	50	442	4420	4470	0.17635472023399723	0.029600000000000015				
window	50	443	4430	4480	0.1488058452123625	0.03040000000000001				
window	50	444	4440	4490	0.14980449991346123	0.02880000000000001				
window	50	445	4450	4500	0.16880584521236253	0.029600000000000015				
window	50	446	4460	4510	0.14490224995673062	0.029600000000000015				
window	50	447	4470	4520	0.12348515545596772	0.028000000000000014				
window	50	448	4480	4530	0.18000000000000005	0.02800000000000001				
window	50	449	4490	4540	0.15735337493509594	0.0256				
window	50	450	4500	4550	0.17635472023399723	0.025600000000000015				
window	50	451	4510	4560	0.17635472023399723	0.02400000000000001				
window	50	452	4520	4570	0.12980449991346132	0.02400000000000001				
window	50	453	4530	4580	0.16980449991346125	0.02320000000000001				
window	50	454	4540	4590	0.20000000000000007	0.02320000000000001				
window	50	455	4550	4600	0.17635472023399723	0.02560000000000001				
window	50	456	4560	4610	0.1678071905112638	0.02720000000000001				
window	50	457	4570	4620	0.1563547202339972	0.025600000000000015				
window	50	458	4580	4630	0.1488058452123625	0.02320000000000001				
window	50	459	4590	4640	0.19245112497836536	0.02240000000000001				
