sequence	n	canonical_occurrences	eligible_occurrences	physical_blocks	joint_classes	currier_classes	hands	max_block_fraction	block_entropy_bits	classification	token_validity	canonical_token_occurrences	contains_question	contains_at	contains_other_nonstandard_marker	absent_tokens
x002537 x009248	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	89,495	false	false	true	
x002552 x018930	2	6	6	5	2	2	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	50,456	false	false	true	
x004156 x012465	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	61,52	false	false	true	
x005532 x018632	2	9	9	7	3	3	1	0.3333333333333333	2.6416041678685933	GROUP_CONSISTENT	ambiguous-transcription	17,26	false	false	true	
x005532 x018633	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	17,26	false	false	true	
x005533 x018632	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	10,26	false	false	true	
x005534 x018633	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	11,26	false	false	true	
x005588 x018928	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	51,943	false	false	true	
x007412 x000052	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	115,405	false	false	true	
x007412 x018929	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	115,697	false	false	true	
x007640 x018928	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	69,943	false	false	true	
x007641 x018931	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	48,229	false	false	true	
x008688 x008448	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	139,139	false	false	true	
x008689 x001596	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	111,47	false	false	true	
x008704 x008448	2	7	7	6	4	4	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	265,139	false	false	true	
x008704 x008449	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	265,106	false	false	true	
x008704 x015852	2	10	10	8	3	3	1	0.2	2.9219280948873623	GROUP_CONSISTENT	ambiguous-transcription	265,91	false	false	true	
x008704 x020556	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	265,213	false	false	true	
x008704 x020557	2	11	11	9	4	4	1	0.18181818181818182	3.0957952550009344	GROUP_CONSISTENT	ambiguous-transcription	265,174	false	false	true	
x008705 x008448	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	175,139	false	false	true	
x008705 x008449	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	175,106	false	false	true	
x008705 x020557	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	175,174	false	false	true	
x008706 x020556	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	116,213	false	false	true	
x009248 x000636	2	14	14	12	4	4	1	0.21428571428571427	3.4677201004744997	GROUP_CONSISTENT	ambiguous-transcription	495,26	false	false	true	
x009248 x002624	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	495,40	false	false	true	
x009248 x004156	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	495,61	false	false	true	
x009248 x004156 x016221	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	495,61,42	false	false	true	
x009248 x004158	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	495,37	false	false	true	
x009248 x005532 x018633	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	495,17,26	false	false	true	
x009248 x008448	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	495,139	false	false	true	
x009248 x008449	2	7	7	6	3	3	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	495,106	false	false	true	
x009248 x008688	2	13	13	10	4	4	1	0.15384615384615385	3.238901256602631	GROUP_CONSISTENT	ambiguous-transcription	495,139	false	false	true	
x009248 x008689	2	10	10	9	3	3	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	495,111	false	false	true	
x009248 x016705	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	495,24	false	false	true	
x009248 x016706	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	495,19	false	false	true	
x009248 x020556	2	9	9	7	3	3	1	0.2222222222222222	2.725480556997868	GROUP_CONSISTENT	ambiguous-transcription	495,213	false	false	true	
x009248 x020557	2	7	7	5	3	3	1	0.42857142857142855	2.128085278891394	GROUP_CONSISTENT	ambiguous-transcription	495,174	false	false	true	
x009249 x000636	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	383,26	false	false	true	
x009249 x000637	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	383,17	false	false	true	
x009249 x000638	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	383,17	false	false	true	
x009249 x004156	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	383,61	false	false	true	
x009249 x008448	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	383,139	false	false	true	
x009249 x008449	2	9	9	8	3	3	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	383,106	false	false	true	
x009249 x008688	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	383,139	false	false	true	
x009249 x008689	2	15	15	13	4	4	1	0.13333333333333333	3.640223928941851	GROUP_CONSISTENT	ambiguous-transcription	383,111	false	false	true	
x009249 x016496	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	383,32	false	false	true	
x009249 x020559	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	383,65	false	false	true	
x009250 x008688	2	13	13	11	4	4	1	0.15384615384615385	3.3927474104487847	GROUP_CONSISTENT	ambiguous-transcription	239,139	false	false	true	
x009280 x021400	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	59,213	false	false	true	
x009436 x000052	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	279,405	false	false	true	
x009436 x000697	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	279,48	false	false	true	
x009436 x000697 x009102	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	279,48,7	false	false	true	
x009436 x008944	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	279,190	false	false	true	
x009436 x018928	2	35	35	28	4	4	1	0.08571428571428572	4.686146588249909	GROUP_CONSISTENT	ambiguous-transcription	279,943	false	false	true	
x009436 x018929	2	24	24	18	4	4	1	0.125	4.053508854797679	GROUP_CONSISTENT	ambiguous-transcription	279,697	false	false	true	
x009436 x018930	2	15	15	13	4	4	1	0.13333333333333333	3.6402239289418516	GROUP_CONSISTENT	ambiguous-transcription	279,456	false	false	true	
x009436 x018931	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	279,229	false	false	true	
x009437 x000052	2	9	9	6	4	4	1	0.2222222222222222	2.5032583347756456	GROUP_CONSISTENT	ambiguous-transcription	186,405	false	false	true	
x009437 x008945	2	6	6	3	3	3	1	0.5	1.4591479170272448	GROUP_CONSISTENT	ambiguous-transcription	186,167	false	false	true	
x009437 x012121	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	186,106	false	false	true	
x009437 x018928	2	21	21	19	4	4	1	0.09523809523809523	4.201841232302569	GROUP_CONSISTENT	ambiguous-transcription	186,943	false	false	true	
x009437 x018929	2	28	28	25	4	4	1	0.07142857142857142	4.593069207771888	GROUP_CONSISTENT	ambiguous-transcription	186,697	false	false	true	
x009438 x000052	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	139,405	false	false	true	
x009438 x000054	2	6	6	6	2	2	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	139,237	false	false	true	
x009438 x018928	2	11	11	10	3	3	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	139,943	false	false	true	
x009438 x018929	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	139,697	false	false	true	
x009438 x018930	2	7	7	6	2	2	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	139,456	false	false	true	
x009438 x019052 x002776	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	139,95,21	false	false	true	
x009439 x018929	2	8	8	6	3	3	1	0.25	2.5	GROUP_CONSISTENT	ambiguous-transcription	75,697	false	false	true	
x009439 x018931	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	75,229	false	false	true	
x009856 x018928	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	42,943	false	false	true	
x009968 x000052	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	188,405	false	false	true	
x009968 x000054	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	188,237	false	false	true	
x009968 x018928	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	188,943	false	false	true	
x009969 x000053	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	135,342	false	false	true	
x010008 x009968	2	22	22	20	4	4	1	0.09090909090909091	4.277613436819114	GROUP_CONSISTENT	ambiguous-transcription	275,188	false	false	true	
x010008 x009969	2	13	13	12	3	3	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	275,135	false	false	true	
x010008 x009970	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	275,95	false	false	true	
x010008 x020556	2	14	14	14	4	4	1	0.07142857142857142	3.8073549220576055	GROUP_CONSISTENT	ambiguous-transcription	275,213	false	false	true	
x010008 x020558	2	16	16	12	4	4	1	0.25	3.375	GROUP_CONSISTENT	ambiguous-transcription	275,122	false	false	true	
x010009 x009968	2	17	17	14	4	4	1	0.11764705882352941	3.734521664779752	GROUP_CONSISTENT	ambiguous-transcription	220,188	false	false	true	
x010009 x009969	2	11	11	10	4	4	1	0.18181818181818182	3.277613436819116	GROUP_CONSISTENT	ambiguous-transcription	220,135	false	false	true	
x010009 x009970	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	220,95	false	false	true	
x010009 x020556	2	14	14	11	4	4	1	0.14285714285714285	3.378783493486176	GROUP_CONSISTENT	ambiguous-transcription	220,213	false	false	true	
x010009 x020557	2	17	17	13	4	4	1	0.17647058823529413	3.572469458770136	GROUP_CONSISTENT	ambiguous-transcription	220,174	false	false	true	
x010010 x009968	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	144,188	false	false	true	
x010010 x020556	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	144,213	false	false	true	
x010010 x020557	2	10	10	9	4	4	1	0.2	3.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	144,174	false	false	true	
x010316 x018924	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	31,261	false	false	true	
x011760 x011960	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	24,26	false	false	true	
x011760 x011962	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	24,15	false	false	true	
x012696 x000052	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	426,405	false	false	true	
x012696 x000053	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	426,342	false	false	true	
x012696 x008944	2	12	12	11	4	4	1	0.16666666666666666	3.418295834054489	GROUP_CONSISTENT	ambiguous-transcription	426,190	false	false	true	
x012696 x008945	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	426,167	false	false	true	
x012696 x010009	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	426,220	false	false	true	
x012696 x018928	2	39	39	27	4	4	1	0.10256410256410256	4.599379462396517	GROUP_CONSISTENT	ambiguous-transcription	426,943	false	false	true	
x012696 x018929	2	36	36	29	4	4	1	0.05555555555555555	4.781036112553421	GROUP_CONSISTENT	ambiguous-transcription	426,697	false	false	true	
x012696 x018930	2	17	17	16	4	4	1	0.11764705882352941	3.969815782426811	GROUP_CONSISTENT	ambiguous-transcription	426,456	false	false	true	
x012696 x018931	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	426,229	false	false	true	
x012697 x000052	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	351,405	false	false	true	
x012697 x008944	2	6	6	5	4	4	1	0.3333333333333333	2.251629167387823	GROUP_CONSISTENT	ambiguous-transcription	351,190	false	false	true	
x012697 x008945	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	351,167	false	false	true	
x012697 x012121	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	351,106	false	false	true	
x012697 x018928	2	28	28	19	4	4	1	0.10714285714285714	4.110577243331642	GROUP_CONSISTENT	ambiguous-transcription	351,943	false	false	true	
x012697 x018929	2	27	27	21	4	4	1	0.07407407407407407	4.310443057719025	GROUP_CONSISTENT	ambiguous-transcription	351,697	false	false	true	
x012697 x018930	2	14	14	11	4	4	1	0.14285714285714285	3.3787834934861767	GROUP_CONSISTENT	ambiguous-transcription	351,456	false	false	true	
x012697 x018931	2	8	8	7	4	4	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	351,229	false	false	true	
x012698 x000053	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	224,342	false	false	true	
x012698 x018928	2	22	22	19	4	4	1	0.09090909090909091	4.186704345910023	GROUP_CONSISTENT	ambiguous-transcription	224,943	false	false	true	
x012698 x018929	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	224,697	false	false	true	
x012698 x018930	2	12	12	12	3	3	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	224,456	false	false	true	
x012698 x018931	2	8	8	8	3	3	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	224,229	false	false	true	
x012699 x018928	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	112,943	false	false	true	
x012764 x018928	2	20	20	18	4	4	1	0.1	4.1219280948873624	GROUP_CONSISTENT	ambiguous-transcription	78,943	false	false	true	
x012764 x018929	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	78,697	false	false	true	
x012765 x018928	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	50,943	false	false	true	
x012766 x018928	2	9	9	8	4	4	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	44,943	false	false	true	
x012766 x018929	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	44,697	false	false	true	
x012766 x018930	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	44,456	false	false	true	
x012892 x012696	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	61,426	false	false	true	
x012892 x012696 x018928	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	61,426,943	false	false	true	
x015852 x008704	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	91,265	false	false	true	
x015852 x008707	2	6	6	5	3	3	1	0.3333333333333333	2.2516291673878226	GROUP_CONSISTENT	ambiguous-transcription	91,89	false	false	true	
x015852 x008996	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	91,59	false	false	true	
x015852 x009248	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	91,495	false	false	true	
x015853 x008704	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	58,265	false	false	true	
x015853 x008705	2	6	6	6	4	4	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	58,175	false	false	true	
x016576 x008998	2	6	6	6	3	3	1	0.16666666666666666	2.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	14,33	false	false	true	
x017248 x009248	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	77,495	false	false	true	
x018924 x008704	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	261,265	false	false	true	
x018924 x008705	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	261,175	false	false	true	
x018924 x009248	2	11	11	11	4	4	1	0.09090909090909091	3.459431618637298	GROUP_CONSISTENT	ambiguous-transcription	261,495	false	false	true	
x018924 x009249	2	14	14	10	4	4	1	0.14285714285714285	3.2359263506290326	GROUP_CONSISTENT	ambiguous-transcription	261,383	false	false	true	
x018924 x009250	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	261,239	false	false	true	
x018924 x010008	2	7	7	6	3	3	1	0.2857142857142857	2.521640636343318	GROUP_CONSISTENT	ambiguous-transcription	261,275	false	false	true	
x018924 x018929	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	261,697	false	false	true	
x018925 x009249	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	169,383	false	false	true	
x018926 x008704	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	136,265	false	false	true	
x018926 x008704 x020557	3	3	3	3	3	3	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	136,265,174	false	false	true	
x018976 x009970	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	91,95	false	false	true	
x018976 x020556	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	91,213	false	false	true	
x018976 x020557	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	91,174	false	false	true	
x018976 x020558	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	91,122	false	false	true	
x018977 x020557	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	73,174	false	false	true	
x018978 x009969 x012400	3	3	3	3	2	2	1	0.3333333333333333	1.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	42,135,72	false	false	true	
x019268 x001488	2	13	13	12	4	4	1	0.15384615384615385	3.5465935642949384	GROUP_CONSISTENT	ambiguous-transcription	425,107	false	false	true	
x019268 x001490	2	8	8	8	4	4	1	0.125	3	GROUP_CONSISTENT	ambiguous-transcription	425,50	false	false	true	
x019268 x011476	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	425,82	false	false	true	
x019268 x018928	2	18	18	15	4	4	1	0.16666666666666666	3.794653473544342	GROUP_CONSISTENT	ambiguous-transcription	425,943	false	false	true	
x019268 x018929	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	425,697	false	false	true	
x019269 x001488	2	16	16	15	4	4	1	0.125	3.875	GROUP_CONSISTENT	ambiguous-transcription	361,107	false	false	true	
x019269 x001489	2	10	10	10	3	3	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	361,82	false	false	true	
x019269 x011477	2	7	7	5	3	3	1	0.2857142857142857	2.2359263506290326	GROUP_CONSISTENT	ambiguous-transcription	361,75	false	false	true	
x019269 x018928	2	17	17	17	4	4	1	0.058823529411764705	4.08746284125034	GROUP_CONSISTENT	ambiguous-transcription	361,943	false	false	true	
x019269 x018929	2	12	12	12	4	4	1	0.08333333333333333	3.584962500721156	GROUP_CONSISTENT	ambiguous-transcription	361,697	false	false	true	
x019269 x018930	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	361,456	false	false	true	
x019270 x018928	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	197,943	false	false	true	
x019270 x018929	2	7	7	6	4	4	1	0.2857142857142857	2.5216406363433186	GROUP_CONSISTENT	ambiguous-transcription	197,697	false	false	true	
x020108 x018928	2	10	10	9	4	4	1	0.2	3.121928094887362	GROUP_CONSISTENT	ambiguous-transcription	77,943	false	false	true	
x020108 x018929	2	9	9	9	4	4	1	0.1111111111111111	3.169925001442312	GROUP_CONSISTENT	ambiguous-transcription	77,697	false	false	true	
x020108 x018930	2	7	7	7	4	4	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	77,456	false	false	true	
x020109 x018928	2	8	8	7	3	3	1	0.25	2.75	GROUP_CONSISTENT	ambiguous-transcription	59,943	false	false	true	
x020109 x018929	2	9	9	8	3	3	1	0.2222222222222222	2.94770277922009	GROUP_CONSISTENT	ambiguous-transcription	59,697	false	false	true	
x020110 x018929	2	10	10	10	4	4	1	0.1	3.321928094887362	GROUP_CONSISTENT	ambiguous-transcription	41,697	false	false	true	
x020556 x000053	2	7	7	7	3	3	1	0.14285714285714285	2.807354922057604	GROUP_CONSISTENT	ambiguous-transcription	213,342	false	false	true	
