rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
23	x000011	x000020	0.290954	0.890110	page	0.029240	0.152047	0.077973	2.959473	0.019802	25.461538	0.038462	0.692685	1	0
24	x000072	x000025	0.290548	0.800000	page	0.062500	0.225000	0.174686	3.555539	0.00990099	19.166667	0.000000	0.587633	0	2
25	x000079	x000018	0.289367	0.803922	page	0.048780	0.121951	0.116875	2.316274	0.039604	11.400000	0.000000	0.708378	1	0
26	x000055	x000099	0.289143	0.761905	page	0.000000	0.127660	0.096410	2.585935	0.00990099	25.250000	0.000000	0.432861	1	0
27	x000008	x000005	0.288520	0.896907	page	0.040230	0.241379	0.166379	2.921466	0.00990099	21.095238	0.000000	0.843102	3	5
28	x000098	x000004	0.288345	0.753086	page	0.049180	0.213115	0.202980	2.284259	0.029703	20.846154	0.076923	0.877753	1	0
29	x000058	x000015	0.287211	0.830508	page	0.040816	0.193878	0.137380	1.866416	0.0594059	25.052632	0.000000	0.617685	1	0
30	x000052	x000015	0.286352	0.842520	page	0.046729	0.196262	0.156714	1.669949	0.049505	21.523810	0.000000	0.628826	1	0
31	x000003	x000020	0.285535	0.890110	page	0.044521	0.157534	-0.002960	2.750095	0.00990099	21.500000	0.000000	0.793030	5	0
32	x000040	x000005	0.285507	0.890110	page	0.030864	0.290123	0.179409	2.684422	0.019802	20.936170	0.000000	0.792908	1	1
33	x000161	x000000	0.284373	0.655172	page	0.052632	0.342105	0.319633	2.197193	0.029703	13.923077	0.076923	0.718593	1	0
34	x000012	x000000	0.282109	0.899497	page	0.033520	0.206704	0.120562	2.483888	0.00990099	21.513514	0.000000	0.815425	3	1
35	x000007	x000016	0.281672	0.890710	page	0.024911	0.177936	-0.018383	2.920534	0.00990099	25.780000	0.000000	0.818596	4	1
36	x000138	x000031	0.281516	0.729730	page	0.111111	0.296296	0.274714	3.275592	0.019802	17.437500	0.062500	0.492707	0	0
37	x000106	x000029	0.281458	0.682540	page	0.000000	0.255814	0.230173	2.475659	0.019802	35.727273	0.000000	0.546045	1	0
38	x000059	x000009	0.281300	0.824561	page	0.010638	0.180851	0.169017	2.902147	0.019802	23.176471	0.000000	0.626829	1	0
39	x000153	x000031	0.279689	0.666667	page	0.075000	0.275000	0.253417	2.311394	0.019802	20.727273	0.000000	0.472149	1	0
40	x000063	x000052	0.279652	0.841270	page	0.009434	0.122642	0.075913	2.109643	0.049505	23.923077	0.000000	0.549019	1	0
41	x000100	x000036	0.279651	0.746835	page	0.050847	0.237288	0.173997	2.064301	0.029703	26.785714	0.071429	0.526553	1	0
42	x000076	x000051	0.278502	0.821429	page	0.021739	0.141304	0.080698	2.041955	0.0693069	22.000000	0.000000	0.512378	1	0
43	x000065	x000007	0.278262	0.819820	page	0.043956	0.307692	0.218724	1.906293	0.049505	21.285714	0.000000	0.758990	1	0
44	x000091	x000019	0.277652	0.759036	page	0.063492	0.222222	0.168651	2.069811	0.029703	19.214286	0.000000	0.602643	1	0
45	x000053	x000006	0.277108	0.801980	page	0.037037	0.320988	0.242756	2.103217	0.039604	28.576923	0.076923	0.834499	1	0
46	x000124	x000000	0.276296	0.743590	page	0.068966	0.344828	0.307374	3.044109	0.00990099	16.250000	0.150000	0.728723	0	1
47	x000081	x000003	0.276132	0.816514	page	0.033708	0.235955	0.205133	1.407324	0.118812	20.904762	0.000000	0.808821	1	0
48	x000155	x000012	0.275186	0.622642	page	0.030303	0.303030	0.286271	2.618879	0.019802	31.300000	0.100000	0.529131	1	0
49	x000074	x000004	0.274970	0.807692	page	0.059524	0.345238	0.264157	1.613876	0.0792079	24.344828	0.034483	0.779639	3	0
50	x000063	x000028	0.274746	0.841270	page	0.000000	0.169811	0.112849	2.554880	0.019802	28.722222	0.000000	0.613034	1	0
51	x000109	x000021	0.274656	0.710145	page	0.040816	0.244898	0.201688	2.177534	0.049505	29.583333	0.000000	0.550762	1	0
52	x000124	x000075	0.274320	0.743590	page	0.017241	0.103448	0.090628	2.669116	0.019802	31.333333	0.000000	0.445594	1	0
53	x000054	x000046	0.273819	0.830508	page	0.030612	0.132653	0.095956	1.961787	0.039604	26.384615	0.000000	0.517287	1	0
54	x000050	x000068	0.273432	0.814815	page	0.033333	0.088889	0.066162	3.968041	0.00990099	15.250000	0.125000	0.508651	0	0
55	x000068	x000048	0.273183	0.814815	page	0.034091	0.159091	0.122394	2.436831	0.019802	22.142857	0.071429	0.516769	2	0
56	x000068	x000010	0.273056	0.814815	page	0.034091	0.272727	0.216317	2.952076	0.00990099	24.583333	0.041667	0.608466	0	3
57	x000064	x000025	0.271835	0.819820	page	0.021978	0.208791	0.158477	3.151455	0.00990099	20.421053	0.000000	0.584423	0	3
58	x000055	x000006	0.271339	0.824561	page	0.074468	0.372340	0.287306	2.360765	0.029703	18.028571	0.057143	0.799623	1	2
59	x000083	x000001	0.270968	0.791667	page	0.078947	0.276316	0.250086	2.912881	0.00990099	22.333333	0.000000	0.838250	0	1
60	x000223	x000005	0.270801	0.615385	page	0.187500	0.406250	0.381250	2.487395	0.019802	18.769231	0.461538	0.747946	1	0
61	x000038	x000016	0.269855	0.875000	page	0.042857	0.200000	0.132515	2.962820	0.00990099	19.857143	0.000000	0.655671	0	0
62	x000058	x000021	0.269497	0.830508	page	0.030612	0.193878	0.144495	1.812943	0.0594059	21.631579	0.000000	0.578508	3	0
63	x000120	x000003	0.268376	0.710145	page	0.081633	0.346939	0.329815	3.135426	0.00990099	19.529412	0.176471	0.748099	0	0
64	x000164	x000036	0.268114	0.682540	page	0.023256	0.186047	0.179717	2.475590	0.029703	27.625000	0.000000	0.545345	1	0
65	x000039	x000023	0.267410	0.881657	page	0.018405	0.190184	0.069379	2.907792	0.00990099	24.387097	0.000000	0.605864	1	1
66	x000032	x000039	0.267088	0.890710	page	0.028736	0.126437	0.046682	1.601861	0.0891089	19.954545	0.000000	0.690767	1	0
67	x000050	x000027	0.266902	0.818182	page	0.088889	0.211111	0.104193	1.512872	0.0990099	16.263158	0.000000	0.560494	1	0
68	x000038	x000040	0.266884	0.875000	page	0.021429	0.142857	0.074956	1.476062	0.128713	20.300000	0.000000	0.638739	2	0
69	x000133	x000003	0.266727	0.701493	page	0.063830	0.404255	0.363159	1.610063	0.0891089	26.894737	0.000000	0.720561	2	0
70	x000111	x000029	0.265674	0.714286	page	0.040000	0.200000	0.180769	2.984354	0.00990099	29.900000	0.100000	0.558904	1	0
71	x000131	x000006	0.264017	0.705882	page	0.062500	0.354167	0.323554	2.989566	0.00990099	22.823529	0.000000	0.827810	1	1
72	x000059	x000022	0.263840	0.824561	page	0.010638	0.170213	0.134285	1.525914	0.118812	26.000000	0.000000	0.623086	1	0
73	x000025	x000024	0.263720	0.878049	page	0.025157	0.194969	0.069969	1.950776	0.049505	24.225806	0.000000	0.602613	5	0
74	x000010	x000026	0.263456	0.898477	page	0.046154	0.153846	0.069100	2.384676	0.039604	20.766667	0.000000	0.733226	2	1
75	x000111	x000021	0.263374	0.714286	page	0.000000	0.260000	0.229136	3.383594	0.019802	31.230769	0.000000	0.561568	0	1
76	x000145	x000003	0.263115	0.705882	page	0.083333	0.333333	0.288813	1.506299	0.108911	27.625000	0.062500	0.732697	1	0
77	x000050	x000002	0.262557	0.818182	page	0.066667	0.333333	0.265591	2.470867	0.019802	24.133333	0.133333	0.824422	1	1
78	x000106	x000002	0.262134	0.682540	page	0.023256	0.279070	0.253263	1.906662	0.0693069	17.833333	0.000000	0.868283	1	0
79	x000117	x000024	0.262083	0.687500	page	0.000000	0.227273	0.192551	2.104509	0.0792079	28.800000	0.000000	0.539588	1	0
80	x000164	x000035	0.262041	0.682540	page	0.023256	0.325581	0.298184	2.428571	0.019802	27.428571	0.000000	0.535029	1	0
81	x000245	x000005	0.261812	0.545455	page	0.291667	0.541667	0.527381	3.912631	0.00990099	17.153846	0.307692	0.767397	0	0
82	x000009	x000099	0.261602	0.761905	page	0.011834	0.100592	0.022467	2.308214	0.039604	25.882353	0.000000	0.546348	1	0
83	x000098	x000040	0.261571	0.753086	page	0.049180	0.229508	0.210990	1.667836	0.0891089	15.428571	0.142857	0.573006	1	0
84	x000032	x000055	0.261335	0.824561	page	0.011494	0.103448	0.039618	2.840838	0.00990099	28.277778	0.000000	0.603698	1	0
85	x000001	x000015	0.260526	0.898477	page	0.039344	0.196721	0.032880	2.885812	0.00990099	21.116667	0.000000	0.777102	2	5
86	x000049	x000072	0.260504	0.800000	page	0.058824	0.094118	0.081618	2.060786	0.049505	17.250000	0.375000	0.475761	1	0
87	x000111	x000011	0.260376	0.714286	page	0.040000	0.240000	0.216608	2.557779	0.019802	29.083333	0.000000	0.540781	1	0
88	x000093	x000002	0.260359	0.789474	page	0.066667	0.226667	0.194409	1.355205	0.128713	23.823529	0.058824	0.888010	1	0
89	x000130	x000020	0.260142	0.753086	page	0.032787	0.245902	0.227383	3.006218	0.00990099	22.400000	0.000000	0.570744	0	1
90	x000062	x000109	0.259705	0.710145	page	0.042105	0.094737	0.053921	2.798641	0.019802	15.777778	0.222222	0.442360	1	0
91	x000176	x000006	0.259460	0.636364	page	0.000000	0.371429	0.330612	3.555082	0.00990099	27.461538	0.000000	0.821934	0	0
92	x000040	x000025	0.259070	0.888268	page	0.037037	0.222222	0.115304	2.523714	0.00990099	22.583333	0.000000	0.619841	2	2
93	x000011	x000029	0.258349	0.886364	page	0.046784	0.157895	0.055331	2.323279	0.00990099	18.925926	0.000000	0.665845	2	0
94	x000091	x000032	0.258160	0.759036	page	0.031746	0.174603	0.140120	1.832230	0.0594059	20.181818	0.000000	0.583362	1	0
95	x000029	x000036	0.258150	0.886364	page	0.044872	0.160256	0.058991	2.503855	0.00990099	20.280000	0.000000	0.659290	1	0
96	x000072	x000023	0.258131	0.800000	page	0.025000	0.162500	0.095386	1.561976	0.0990099	20.769231	0.000000	0.565092	1	0
97	x000000	x000048	0.258061	0.844961	page	0.014981	0.078652	-0.031440	2.033969	0.0594059	20.619048	0.000000	0.826239	1	0
98	x000129	x000000	0.257988	0.696970	page	0.043478	0.304348	0.274385	2.214781	0.019802	23.285714	0.000000	0.719185	1	0
99	x000007	x000002	0.257689	0.933555	page	0.028470	0.334520	0.092584	2.033130	0.039604	23.638298	0.000000	0.804187	8	7
100	x000092	x000006	0.257368	0.787234	page	0.000000	0.229730	0.188913	1.307488	0.128713	23.294118	0.000000	0.868737	1	0
