mechanism	corpus	replicates	token_order_bits	token_order_ci_lo	token_order_ci_hi	edge_order_bits	weighted_entropy	giant_component_fraction	exact_adjacent_repeat_rate	h1	h2	h3	h4	position_gain_bits	order_gain_bits	adjacent_near_rate	residual_adjacency	correlation_length_tokens	cluster_stability	within_cluster_drift	line_boundary_delta	topology
M11_MIXED_FORM_K2	Astafiev	12	1.09032236	1.0824236	1.09822111	0.412594343	0.634037562	0.428055556	0.000886101155	4.43132816	2.97664239	2.68115779	2.14678254	0.292855047	1.05362509	0.00739176196	0.00703043889	5.83333333	0.744166667	0.0497355459	0	DISCRETE_REGIMES
M11_MIXED_FORM_K2	Doyle	12	1.08668616	1.08137263	1.0919997	0.460190835	0.629889037	0.398111111	0.0011249247	4.43331071	2.95416205	2.64056649	2.08523917	0.293683066	1.08183339	0.00843149209	0.00803406177	5.83333333	0.737291667	0.0555444864	0	MIXED_DRIFT_AND_STATES
M11_MIXED_FORM_K2	Longfellow	12	1.07092679	1.06354501	1.07830857	0.459144078	0.631373707	0.43625	0.000976600648	4.43274805	2.95511486	2.63856321	2.08654845	0.292559003	1.07662551	0.00801984453	0.00758223512	7.08333333	0.709375	0.0592240479	0	MIXED_DRIFT_AND_STATES
M11_MIXED_FORM_K5	Astafiev	12	0.860800556	0.855213286	0.866387826	0.41459697	0.894137162	0.31075	0.000871878022	4.62101466	3.63675523	2.91085522	2.18407341	-0.607968484	-1.59053505	0.00711156625	0.00679860926	5.41666667	0.740208333	0.0535142878	0	MIXED_DRIFT_AND_STATES
M11_MIXED_FORM_K5	Doyle	12	0.863728719	0.856438255	0.871019182	0.444869345	0.887638857	0.398166667	0.00113399668	4.62211328	3.61529651	2.85932287	2.10880353	-0.580083336	-1.5031701	0.00819562078	0.00786170672	5.41666667	0.759270833	0.0549608582	0	MIXED_DRIFT_AND_STATES
M11_MIXED_FORM_K5	Longfellow	12	0.837123619	0.829431398	0.844815839	0.441774758	0.888451032	0.44775	0.000970741045	4.62180044	3.61617805	2.85537819	2.10704096	-0.572330455	-1.46848879	0.00777960077	0.00746116178	5.83333333	0.748020833	0.0582162589	0	MIXED_DRIFT_AND_STATES
M1_MONOALPHABETIC	Astafiev	12	1.4756738	1.47495918	1.47638841	0.343203608	0.71967884	0.0495	0.00039653167	4.5249676	3.35761267	2.37860655	1.5582518	0.374345542	1.02376782	0.0170141446	-0.0199937294	10	0.75875	0.0939489446	1.40288622	MIXED_DRIFT_AND_STATES
M1_MONOALPHABETIC	Doyle	12	0.745461834	0.744258378	0.74666529	0.0729560118	0.886712617	0.189138889	0.000610060451	4.09895648	3.2972487	2.62248045	2.00798711	0.290815748	0.710281258	0.0117067473	-0.0171985106	10	0.7240625	0.093210167	0.799590791	MIXED_DRIFT_AND_STATES
M1_MONOALPHABETIC	Longfellow	12	0.36178125	0.360038276	0.363524223	0.0923433776	0.834765652	0.231777778	0.00139132982	4.1302431	3.27080041	2.54419249	1.8450845	0.266690738	0.728281879	0.00704438263	-0.026796002	10	0.748958333	0.102228404	0.781944566	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H2	Astafiev	12	0.291142969	0.287690917	0.29459502	0.33116769	0.719414859	0.00627777778	0.000156409714	5.36909628	4.19530734	3.15206017	2.11983857	0.373591943	1.01175722	0.0144112344	-0.0181981975	10	0.757604167	0.113636069	1.39117266	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H2	Doyle	12	0.291692242	0.28891832	0.294466163	0.0728717966	0.8864783	0.0335555556	0.000108609247	4.91557347	4.10543455	3.34981734	2.4239146	0.290414917	0.701401731	0.00569889196	-0.0096004053	10	0.718958333	0.104565042	0.774566013	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H2	Longfellow	12	0.292699224	0.289154155	0.296244293	0.0909540965	0.834598776	0.0200277778	4.27162664e-05	4.97551295	4.10522448	3.28846881	2.27362878	0.26630805	0.718459463	0.00224734954	-0.0126340529	10	0.746458333	0.0962251611	0.766177543	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H4	Astafiev	12	0.105341321	0.102139621	0.108543022	0.291799083	0.718939172	0.0172777778	7.71033802e-05	6.21311397	5.0180643	3.68387017	1.95115335	0.372456924	0.966284506	0.0134779959	-0.0177619499	10	0.772083333	0.126293632	1.38727203	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H4	Doyle	12	-0.0232174356	-0.0274028348	-0.0190320363	0.0681032137	0.88602772	0.0410555556	2.31083504e-05	5.732068	4.90047958	3.80281886	2.10651399	0.289714142	0.666495198	0.00305365804	-0.0058321264	10	0.742916667	0.122352754	0.764341207	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H4	Longfellow	12	0.0676441736	0.0645804707	0.0707078765	0.0842819945	0.834276761	0.0243333333	6.10232376e-06	5.82068576	4.92413566	3.71596154	1.91786297	0.265374568	0.681823761	0.00097754666	-0.00484648737	10	0.740729167	0.104227476	0.76168929	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H8	Astafiev	12	0.0517238269	0.0495284147	0.0539192391	0.209803725	0.718009885	0.0343611111	4.40590744e-05	7.05691279	5.79018472	3.6000463	1.18058189	0.370546494	0.817887487	0.0130335966	-0.0175925147	10	0.7665625	0.132990406	1.38367548	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H8	Doyle	12	-0.116276705	-0.11910738	-0.113446029	0.0536101945	0.885236852	0.0997222222	2.31083504e-06	6.54832909	5.64997132	3.7145892	1.36273219	0.28807079	0.541742126	0.00188129037	-0.00417238841	10	0.7515625	0.10422298	0.758640126	MIXED_DRIFT_AND_STATES
M2_HOMOPHONY_H8	Longfellow	12	-0.0654688624	-0.0679704505	-0.0629672742	0.0578481916	0.833616976	0.0571111111	3.05116188e-06	6.66562091	5.68982373	3.53891828	1.2175808	0.263629298	0.550779402	0.000456020478	-0.00227580682	10	0.7425	0.0776912369	0.753689895	MIXED_DRIFT_AND_STATES
M3_FORM_HIGH	Astafiev	12	1.34765771	1.32533801	1.36997741	0.0199802073	0.230359176	0.33223014	0.00189894611	3.50079918	2.24401923	1.93076284	1.61190101	0.973694528	0.624023217	0.0130843851	-0.0100233111	5.83333333	0.7575	0.0695928728	0.721465288	MIXED_DRIFT_AND_STATES
M3_FORM_HIGH	Doyle	12	0.580356936	0.566153532	0.59456034	0.00803710214	0.221886238	0.314908575	0.00251418853	3.52873552	2.23645966	1.91102896	1.60969126	0.999625398	0.662370423	0.0147646377	-0.0120726327	5.41666667	0.7534375	0.0741623139	0.69341601	MIXED_DRIFT_AND_STATES
M3_FORM_HIGH	Longfellow	12	0.293589278	0.285535303	0.301643253	0.0150553727	0.223240015	0.300947736	0.00290165495	3.53368185	2.23352432	1.92325337	1.6096051	0.998747585	0.677025982	0.0155374491	-0.0202988832	9.58333333	0.754270833	0.0925072432	0.656038604	MIXED_DRIFT_AND_STATES
M3_FORM_LOW	Astafiev	12	0.0401838499	0.0381757748	0.0421919251	0.00043430122	0.111478893	0.666666667	0.0967008565	2.62290069	0.907355859	0.758610151	0.734865134	1.39613415	0.832922428	0.345966971	-0.0316704014	5	0.796979167	0.0403672344	0.403246699	DISCRETE_REGIMES
M3_FORM_LOW	Doyle	12	0.0244904271	0.0197247662	0.0292560881	6.69305277e-06	0.118662129	0.666666667	0.0953358105	2.62198309	0.949864718	0.779589889	0.745620667	1.38569845	0.789465765	0.346716101	-0.0170486101	5	0.756875	0.032411818	0.383961532	DISCRETE_REGIMES
M3_FORM_LOW	Longfellow	12	0.038077853	0.0284522247	0.0477034812	0.00305576847	0.118583484	0.666666667	0.0884775923	2.62967751	0.968688042	0.803613907	0.737995773	1.38488013	0.787581831	0.342796388	-0.023414638	5	0.747395833	0.0439959897	0.375258464	DISCRETE_REGIMES
M3_FORM_MEDIUM	Astafiev	12	1.03895948	1.00409185	1.07382711	0.00809824819	0.185299629	0.489444779	0.00714858482	3.17228153	1.7498906	1.54281955	1.38634855	1.16868736	0.694439193	0.0530379983	-0.0100303279	5	0.754583333	0.0542499875	0.509333621	MIXED_DRIFT_AND_STATES
M3_FORM_MEDIUM	Doyle	12	0.384522145	0.373132075	0.395912214	0.00852914027	0.191547732	0.489836112	0.00874188897	3.19020937	1.78650635	1.5428038	1.34937816	1.1588181	0.684882994	0.0457540821	-0.0172549772	5	0.752395833	0.0561202994	0.491343995	MIXED_DRIFT_AND_STATES
M3_FORM_MEDIUM	Longfellow	12	0.342299395	0.334577414	0.350021375	0.0144153758	0.192600935	0.499202185	0.00645015622	3.19536913	1.79473451	1.56759821	1.35897617	1.15790905	0.689970777	0.0436645906	-0.0248301826	6.66666667	0.741354167	0.0711071875	0.475545348	MIXED_DRIFT_AND_STATES
M4_STATE_K2_A	Astafiev	12	1.34299408	1.33141121	1.35457696	0.281173478	0.876732778	0.0568055556	0.000132177223	4.22581574	3.64050438	2.77121629	1.81101606	0.147120061	0.522903927	0.015300033	-0.0233948277	10	0.759479167	0.0984697736	1.4046621	MIXED_DRIFT_AND_STATES
M4_STATE_K2_A	Doyle	12	0.836868918	0.82235044	0.851387396	0.239027353	0.962460516	0.160055556	0.000127095927	4.20489508	3.54601037	2.8346281	2.11535785	0.176201038	0.609681336	0.00490743797	-0.0258710736	10	0.745416667	0.0966806626	0.798522909	MIXED_DRIFT_AND_STATES
M4_STATE_K2_A	Longfellow	12	0.511037499	0.504769037	0.517305961	0.259780044	0.904968492	0.166277778	6.10232376e-05	4.25217518	3.52998358	2.76409841	1.95678335	0.162486827	0.643259933	0.00168047325	-0.0330948818	10	0.749270833	0.10007732	0.781555287	MIXED_DRIFT_AND_STATES
M4_STATE_K2_B	Astafiev	12	1.34299408	1.33141121	1.35457696	0.281173478	0.876732778	0.0568055556	0.000132177223	4.22581574	3.64050438	2.77121629	1.81101606	0.147120061	0.522903927	0.015300033	-0.0233948277	10	0.759479167	0.0984697736	1.4046621	MIXED_DRIFT_AND_STATES
M4_STATE_K2_B	Doyle	12	0.836868918	0.82235044	0.851387396	0.239027353	0.962460516	0.160055556	0.000127095927	4.20489508	3.54601037	2.8346281	2.11535785	0.176201038	0.609681336	0.00490743797	-0.0258710736	10	0.745416667	0.0966806626	0.798522909	MIXED_DRIFT_AND_STATES
M4_STATE_K2_B	Longfellow	12	0.511037499	0.504769037	0.517305961	0.259780044	0.904968492	0.166277778	6.10232376e-05	4.25217518	3.52998358	2.76409841	1.95678335	0.162486827	0.643259933	0.00168047325	-0.0330948818	10	0.749270833	0.10007732	0.781555287	MIXED_DRIFT_AND_STATES
M4_STATE_K2_C	Astafiev	12	1.34299408	1.33141121	1.35457696	0.281173478	0.876732778	0.0568055556	0.000132177223	4.22581574	3.64050438	2.77121629	1.81101606	0.147120061	0.522903927	0.015300033	-0.0233948277	10	0.759479167	0.0984697736	1.4046621	MIXED_DRIFT_AND_STATES
M4_STATE_K2_C	Doyle	12	0.836868918	0.82235044	0.851387396	0.239027353	0.962460516	0.160055556	0.000127095927	4.20489508	3.54601037	2.8346281	2.11535785	0.176201038	0.609681336	0.00490743797	-0.0258710736	10	0.745416667	0.0966806626	0.798522909	MIXED_DRIFT_AND_STATES
M4_STATE_K2_C	Longfellow	12	0.511037499	0.504769037	0.517305961	0.259780044	0.904968492	0.166277778	6.10232376e-05	4.25217518	3.52998358	2.76409841	1.95678335	0.162486827	0.643259933	0.00168047325	-0.0330948818	10	0.749270833	0.10007732	0.781555287	MIXED_DRIFT_AND_STATES
M4_STATE_K4_A	Astafiev	12	1.11723083	1.10780203	1.12665963	0.270950029	0.920868903	0.05225	0.00043838779	4.43756128	3.95871638	3.04200367	1.90325622	0.0831950725	0.443944475	0.0149762564	-0.0179887762	10	0.7221875	0.106039887	1.40001934	MIXED_DRIFT_AND_STATES
M4_STATE_K4_A	Doyle	12	0.798081378	0.794241731	0.801921024	0.237809939	1.01195342	0.107361111	4.15950308e-05	4.39622986	3.88926399	3.12218663	2.19153783	0.0991361566	0.470382643	0.00433183507	-0.00480159986	10	0.745	0.106937738	0.790471505	MIXED_DRIFT_AND_STATES
M4_STATE_K4_A	Longfellow	12	0.550386316	0.547842633	0.55293	0.276936554	0.952121125	0.0936944444	6.10232376e-06	4.45621554	3.89546575	3.04225316	2.0136311	0.0905479507	0.507040354	0.00121689442	-0.00195343652	10	0.745	0.100858366	0.775372661	MIXED_DRIFT_AND_STATES
M4_STATE_K4_B	Astafiev	12	1.12326401	1.11486325	1.13166477	0.119720867	0.920658036	0.0531111111	0.000321631243	4.43734827	3.95894715	3.06593048	1.98222249	0.0841113896	0.442307737	0.0146482474	-0.0197180214	10	0.730520833	0.111554252	1.40261014	MIXED_DRIFT_AND_STATES
M4_STATE_K4_B	Doyle	12	0.792350024	0.787104731	0.797595317	0.0762905144	1.01154017	0.119638889	4.39058658e-05	4.39568168	3.88840472	3.15295136	2.29171609	0.0995172869	0.471231863	0.0042281419	-0.00997260317	10	0.7353125	0.101601405	0.79186236	MIXED_DRIFT_AND_STATES
M4_STATE_K4_B	Longfellow	12	0.566631702	0.560558638	0.572704767	0.114147647	0.952457449	0.0893611111	6.10232376e-06	4.4556982	3.89451865	3.06988686	2.09785752	0.0897864739	0.507382423	0.00124460838	-0.00967262028	10	0.751770833	0.092983504	0.775829301	MIXED_DRIFT_AND_STATES
M4_STATE_K4_C	Astafiev	12	1.17639899	1.16777366	1.18502432	0.121620466	0.920235291	0.0538333333	0.000350269642	4.43649282	3.95183357	3.04729683	1.9579278	0.0838212616	0.449917036	0.0153317758	-0.0191043431	10	0.7575	0.106544688	1.40364033	MIXED_DRIFT_AND_STATES
M4_STATE_K4_C	Doyle	12	0.798452088	0.792756864	0.804147311	0.0743117693	1.01076577	0.114444444	9.01225667e-05	4.39693894	3.88573394	3.14591258	2.28407101	0.100577493	0.474123455	0.00430220845	-0.0102456706	10	0.7278125	0.0971610016	0.791522566	MIXED_DRIFT_AND_STATES
M4_STATE_K4_C	Longfellow	12	0.566238915	0.558792943	0.573684887	0.112058094	0.950701369	0.0932222222	1.52558094e-05	4.45687206	3.88935153	3.05336245	2.07388731	0.0926529032	0.514575818	0.00134538638	-0.00989189953	10	0.755208333	0.096228995	0.774698218	MIXED_DRIFT_AND_STATES
M4_STATE_K8_A	Astafiev	12	0.855542013	0.852651616	0.85843241	0.17249413	0.949390047	0.0526388889	0.000341457827	4.52359608	4.20107381	3.38803251	2.05915384	0.0407374922	0.289484281	0.0149826049	-0.0179379776	10	0.754270833	0.108806592	1.40012425	MIXED_DRIFT_AND_STATES
M4_STATE_K8_A	Doyle	12	0.625537487	0.623161598	0.627913375	0.173963681	1.04440458	0.100888889	5.77708761e-05	4.46278986	4.10900346	3.42260085	2.33801991	0.0484378952	0.311964405	0.00438262356	-0.0044502441	10	0.765	0.105777594	0.785667251	MIXED_DRIFT_AND_STATES
M4_STATE_K8_A	Longfellow	12	0.501943239	0.497927373	0.505959105	0.200039461	0.982816401	0.0800555556	9.15348565e-06	4.52700858	4.14000899	3.35465637	2.1418243	0.0444966025	0.34090629	0.00142600879	-0.00180984569	10	0.734375	0.0932347578	0.775710876	MIXED_DRIFT_AND_STATES
M4_STATE_K8_B	Astafiev	12	0.863364003	0.857497172	0.869230833	0.0525357197	0.949042075	0.0537222222	0.000619029995	4.52371833	4.20121714	3.40650166	2.1573585	0.0419446697	0.291802513	0.0150079992	-0.0188058184	10	0.737083333	0.10523127	1.40149409	MIXED_DRIFT_AND_STATES
M4_STATE_K8_B	Doyle	12	0.626410567	0.623671998	0.629149136	0.0333687125	1.0444501	0.0981944444	3.46625257e-05	4.4630063	4.10908179	3.4490861	2.45812298	0.0481791176	0.312629356	0.00423872284	-0.00727596686	10	0.73875	0.103655425	0.787751885	MIXED_DRIFT_AND_STATES
M4_STATE_K8_B	Longfellow	12	0.524252514	0.519432856	0.529072172	0.0637313112	0.982851889	0.0752777778	9.15348565e-06	4.52697406	4.13993516	3.37544808	2.24479338	0.0447042846	0.341463419	0.00140585319	-0.00577905422	10	0.733854167	0.0922372832	0.776885147	MIXED_DRIFT_AND_STATES
M4_STATE_K8_C	Astafiev	12	0.934798428	0.929747291	0.939849565	0.056675208	0.948666854	0.0528055556	0.00062784181	4.52399749	4.19548905	3.38383019	2.12651714	0.0421522126	0.296672048	0.0151434352	-0.0184946988	10	0.7565625	0.108497173	1.40148423	MIXED_DRIFT_AND_STATES
M4_STATE_K8_C	Doyle	12	0.63719601	0.63303645	0.641355571	0.0351056628	1.04392497	0.0996111111	6.00817111e-05	4.46200593	4.10421745	3.43835728	2.44538322	0.0486760385	0.31627695	0.00442706349	-0.00714900966	10	0.715625	0.105866213	0.788633229	MIXED_DRIFT_AND_STATES
M4_STATE_K8_C	Longfellow	12	0.528844303	0.522182232	0.535506374	0.0665744646	0.981576338	0.0823611111	9.15348565e-06	4.52474522	4.13135326	3.3554593	2.21886343	0.0459058349	0.345487026	0.00159481195	-0.00595047489	10	0.738958333	0.0894494952	0.775901668	MIXED_DRIFT_AND_STATES
M5_DRIFT_N20	Astafiev	12	0.0943575701	0.0906037722	0.098111368	0.0209498238	0.977283406	0.0517777778	0.000493461633	4.59178822	4.50082278	4.34171635	3.1168659	-0.000272104764	0.0440984612	0.0187367209	-0.0172847845	10	0.737291667	0.11046861	1.39379011	MIXED_DRIFT_AND_STATES
M5_DRIFT_N20	Doyle	12	-0.0894337458	-0.0940792148	-0.0847882769	0.00443024444	1.07556929	0.2025	0.000836522286	4.52555476	4.41620245	4.1917222	3.05123328	-0.000223522895	0.0353636079	0.012970111	-0.00683769531	10	0.7221875	0.101598009	0.773334622	MIXED_DRIFT_AND_STATES
M5_DRIFT_N20	Longfellow	12	0.0418240052	0.0385898029	0.0450582075	0.00295386442	1.01201516	0.160611111	0.00136692052	4.59416149	4.50097858	4.21917272	2.80518389	-0.000594900784	0.0318035492	0.00737191115	-0.0121112594	10	0.754375	0.0930319643	0.749351233	MIXED_DRIFT_AND_STATES
M5_DRIFT_N5	Astafiev	12	0.0892237737	0.085016427	0.0934311204	0.018716996	0.977356321	0.0513888889	0.000502273448	4.59186216	4.50100189	4.34481965	3.13493706	-5.41179401e-05	0.0463632622	0.0183240644	-0.0144716345	10	0.7409375	0.118514287	1.40504445	MIXED_DRIFT_AND_STATES
M5_DRIFT_N5	Doyle	12	-0.0875585901	-0.0911619903	-0.0839551899	0.0109450976	1.07557019	0.202305556	0.000700183018	4.52554976	4.41622125	4.19447545	3.06751899	8.98482608e-05	0.0379875739	0.0115988217	0.00267917053	10	0.766145833	0.112381701	0.794192396	MIXED_DRIFT_AND_STATES
M5_DRIFT_N5	Longfellow	12	-0.00202754966	-0.00520104271	0.00114594339	0.00616538968	1.01204899	0.155527778	0.00111672525	4.59416889	4.50150106	4.22993422	2.85653924	-0.000134859667	0.0345037358	0.0065656871	0.00295685252	10	0.7184375	0.102648835	0.792117523	MIXED_DRIFT_AND_STATES
M5_DRIFT_N80	Astafiev	12	0.0898834205	0.0846354946	0.0951313465	0.0102616939	0.977069362	0.0500277778	0.000484649818	4.59125983	4.49762964	4.3131745	3.02452753	-0.00148794982	0.0357690708	0.0188361817	-0.0191220775	10	0.766354167	0.123886487	1.39038918	MIXED_DRIFT_AND_STATES
M5_DRIFT_N80	Doyle	12	-0.0739386884	-0.0764208273	-0.0714565494	0.000111733617	1.07526631	0.196111111	0.000845765626	4.52497999	4.41287481	4.17320851	3.00708326	-0.00215198477	0.0244249952	0.0131817297	-0.0151477936	10	0.7371875	0.100798851	0.772049399	MIXED_DRIFT_AND_STATES
M5_DRIFT_N80	Longfellow	12	0.10082686	0.0962133735	0.105440347	0.00334311033	1.01155013	0.150888889	0.00142184144	4.59335645	4.49483738	4.18017845	2.7162193	-0.00231851949	0.0161784887	0.00763645342	-0.0230915634	10	0.7440625	0.118643908	0.755357987	MIXED_DRIFT_AND_STATES
M6_MACRO_K2	Astafiev	12	1.23194301	1.22360924	1.24027678	0.143536914	0.868123126	0.0548888889	0.000515491171	4.36015805	3.65082666	2.69885071	1.73316469	0.0877865919	0.680151331	0.0190647299	-0.0196047307	10	0.762291667	0.108766414	1.40341274	MIXED_DRIFT_AND_STATES
M6_MACRO_K2	Doyle	12	0.676828088	0.67018717	0.683469006	0.0480454251	0.960867351	0.161777778	0.000727913039	4.24497542	3.56011639	2.82319909	2.0854011	0.119434661	0.708318567	0.0135859214	-0.0171121566	10	0.715833333	0.104796004	0.7947547	MIXED_DRIFT_AND_STATES
M6_MACRO_K2	Longfellow	12	0.403903893	0.400461348	0.407346439	0.0668301438	0.904965742	0.179694444	0.00143709725	4.29160191	3.54419662	2.74107556	1.91528825	0.105051733	0.739420523	0.00781533438	-0.0269297791	10	0.741770833	0.120859933	0.778028444	MIXED_DRIFT_AND_STATES
M6_MACRO_K5	Astafiev	12	1.00187759	0.997065707	1.00668948	0.0959744719	0.931252323	0.0543333333	0.000482446865	4.52161403	4.08384836	3.08888285	1.83224885	-0.0784470549	-0.671677073	0.0190033605	-0.0196512835	10	0.7690625	0.115754892	1.39921879	MIXED_DRIFT_AND_STATES
M6_MACRO_K5	Doyle	12	0.565880842	0.562147874	0.56961381	0.0290415141	1.0224484	0.106944444	0.000852698131	4.41179083	3.95843082	3.19328033	2.20526479	-0.0801756266	-0.479666291	0.0134208588	-0.0173809361	10	0.7396875	0.106624065	0.783312596	MIXED_DRIFT_AND_STATES
M6_MACRO_K5	Longfellow	12	0.42615053	0.422459544	0.429841516	0.0440606834	0.9642655	0.0949722222	0.00149812048	4.46984853	3.96913625	3.10070407	1.98647799	-0.0807642315	-0.497173275	0.00778258153	-0.026982693	10	0.736041667	0.126959287	0.76579206	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N20	Astafiev	12	0.0828918191	0.079127667	0.0866559712	0.0204761336	0.977449422	0.0498611111	0.000462620281	4.59209481	4.50208403	4.34994946	3.14008388	-0.000779405038	0.0425550698	0.0187875094	-0.0172445793	10	0.740208333	0.108052448	1.39341523	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N20	Doyle	12	-0.0916945939	-0.0951755579	-0.0882136298	0.00431246673	1.07571402	0.208527778	0.000829589781	4.52590388	4.41800039	4.19849454	3.06108933	-0.000726183151	0.0324471783	0.0129383682	-0.00690965486	10	0.724479167	0.108291032	0.773095632	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N20	Longfellow	12	0.0404965945	0.0352073035	0.0457858855	0.00310240058	1.01215955	0.155138889	0.00137302285	4.59450807	4.50281364	4.22712121	2.8166725	-0.00111670975	0.0262350118	0.0073391583	-0.0122196163	10	0.7421875	0.0939626622	0.749095481	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N5	Astafiev	12	0.082367857	0.079243878	0.0854918359	0.0183350927	0.977498826	0.0515833333	0.000484649818	4.59210316	4.50217769	4.35387836	3.15743825	-0.00044752564	0.0444681214	0.0182034418	-0.0147065574	10	0.762291667	0.109717888	1.40564804	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N5	Doyle	12	-0.0889411106	-0.091670284	-0.0862119371	0.0103440082	1.07573377	0.208694444	0.000679385503	4.52593439	4.41809352	4.20072277	3.07795092	-0.000467799484	0.0346382168	0.0115607303	0.00257757904	10	0.750520833	0.11032642	0.794742159	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N5	Longfellow	12	-0.00747590491	-0.0102270898	-0.00472471998	0.00581552997	1.01218703	0.166111111	0.00111062293	4.59454614	4.50375679	4.23836471	2.86800711	-0.000513536931	0.029495167	0.0065556093	0.00287621091	10	0.7321875	0.100747218	0.793160988	MIXED_DRIFT_AND_STATES
M7_MIXED_K2_N80	Astafiev	12	0.0900663734	0.0862818373	0.0938509096	0.010599029	0.976978431	0.0486111111	0.000489055726	4.59151192	4.49693566	4.31138849	3.02473185	-0.00114474515	0.0376590062	0.0187896256	-0.0192088504	10	0.7596875	0.118088075	1.39054339	MIXED_DRIFT_AND_STATES
