token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
qokain	qol	279	142	0.7613510699163615	0.9235648057431795	0.960093832279691	0.6971408646042923	0.6268185128651012	0.9850724376684032	0.8910196558996151	0.89460232366152	2.7706944172295382	0.7679235465086445	4	0.6666666666666666	0.33333333333333337	2	0	3	0.4687713686597775
chol	cthy	395	103	0.6832446249566512	0.8969891745201726	0.9270631543706633	0.48028313789916904	0.6423875826001212	0.9789845700146655	0.8535007169297772	0.858482236616075	2.6909675235605177	0.6945386142365092	3	0.75	0.25	1	0	0	0.4596472741014086
lchedy	qokeey	116	307	0.7030398901740598	0.9069493663954881	0.9577558518727513	0.6227944750322931	0.5285693436171347	0.9812425252650451	0.8675783035947408	0.8720272703266783	2.720848099186464	0.713395439932451	4	0.6666666666666666	0.33333333333333337	0	1	0	0.425081055296078
chedy	qokeey	506	307	0.6742683725902555	0.9331850161618348	0.9273449344227103	0.38191451597225634	0.7135456673757996	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6817929426706988	4	0.6666666666666666	0.33333333333333337	0	1	1	0.41947809478203446
qokedy	qol	276	142	0.6803936255049069	0.9235648057431795	0.956715904579357	0.6554989669820468	0.42896600495331677	0.9850724376684032	0.8910196558996151	0.89460232366152	2.7706944172295382	0.6894484304032856	4	0.6666666666666666	0.33333333333333337	2	0	3	0.41892507104555793
dal	ol	242	560	0.6703936886167118	0.9331850161618348	0.9389830205739886	0.49072833615015055	0.5814697091259958	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6782351909815819	2	0.6666666666666666	0.33333333333333337	0	1	1	0.41706756343105217
ain	al	113	261	0.6587802624263585	0.9047664520816965	0.9179080487785386	0.6234374536090581	0.4349952848914788	0.9807452167190431	0.8644946660147093	0.869059473511337	2.7142993562450894	0.66950207631037	2	0.6666666666666666	0.33333333333333337	1	0	1	0.39736152049129686
ain	ar	113	403	0.6572491976211156	0.9047664520816965	0.9264496140248826	0.5424521828563501	0.5028457959821139	0.9807452167190431	0.8644946660147093	0.869059473511337	2.7142993562450894	0.6685190948714265	2	0.6666666666666666	0.33333333333333337	1	0	1	0.39643801644346566
qokar	qol	159	142	0.7126060176385406	0.9230696025692001	0.9456196661752388	0.6356870264097396	0.5565113603306436	0.9849544692679166	0.8903235521670666	0.893930786272617	2.7692088077076003	0.7203653549722592	3	0.6	0.4	2	0	2	0.39467097209401686
qol	qotain	142	60	0.6640280727742115	0.8392756014178296	0.9056001751564032	0.6057150699795127	0.4807689731867185	0.9631661775543059	0.7734353865263953	0.781225240172788	2.517826804253489	0.6816647523246377	4	0.6666666666666666	0.33333333333333337	2	0	3	0.3715350400905991
okar	otain	140	96	0.6620044257336869	0.8808961285829753	0.9380541923847969	0.4224239321764764	0.6255351526397873	0.9751485105209089	0.8308801654407056	0.836659709787311	2.642688385748926	0.676994640784021	3	0.6	0.4	1	0	1	0.34989428144016027
